command,plot_id,x,y,moisture,growth,temp,humidity,light,co2,yield,extra
PLOT,3853,1972.531,166.336,84.189,4.491,16.265,68.156,141.42,470.756,7.432,
PLOT,3854,459.767,1797.598,54.855,2.759,27.04,79.922,1445.864,617.821,2.373,
PLOT,3855,624.509,1833.629,80.633,0.245,23.563,44.773,488.841,722.824,9.355,
PLOT,3856,838.25,142.951,53.102,3.448,21.209,54.247,712.199,749.365,5.332,
PLOT,3857,254.624,1395.371,19.168,2.985,27.175,87.654,1037.356,596.292,0.961,
PLOT,3858,1465.478,89.526,77.067,2.119,21.23,33.366,354.209,675.066,2.859,
PLOT,3859,979.227,561.569,58.649,2.254,17.351,48.795,1457.383,688.151,8.901,
PLOT,3860,888.965,181.126,31.156,4.785,33.47,60.268,1824.451,743.572,9.151,
PLOT,3861,1727.758,1347.293,89.685,1.763,28.342,58.303,289.962,616.294,5.177,
PLOT,3862,442.518,1728.318,88.926,3.197,29.581,38.081,944.385,387.111,9.577,
PLOT,3863,1443.392,1012.545,18.946,1.571,32.21,73.583,954.81,789.419,4.911,
PLOT,3864,656.513,1613.065,17.34,1.256,26.26,45.452,1288.995,333.835,4.829,
PLOT,3865,868.476,1364.952,89.173,4.33,18.238,62.958,1523.022,456.025,7.087,
PLOT,3866,373.261,890.044,82.152,2.625,33.346,45.788,1082.766,413.678,6.428,
PLOT,3867,1290.234,982.464,81.245,0.502,32.004,36.442,117.284,690.591,6.631,
PLOT,3868,1757.606,1697.728,47.738,3.045,19.864,79.304,1582.666,724.623,8.329,
PLOT,3869,1010.827,192.645,46.395,4.834,20.672,54.56,1574.704,418.835,9.224,
PLOT,3870,1256.555,1291.794,41.442,0.118,20.99,78.001,527.667,456.147,1.405,
PLOT,3871,1118.0,1891.661,38.848,4.909,22.478,76.766,1409.267,772.311,0.419,
PLOT,3872,563.458,1312.022,37.792,1.513,23.127,30.89,275.961,439.903,8.154,
PLOT,3873,969.794,199.011,33.608,3.174,15.32,68.805,806.244,510.83,9.577,
PLOT,3874,1703.693,1577.554,78.174,1.592,28.515,51.154,1878.402,555.358,4.585,
PLOT,3875,429.586,1067.455,75.708,0.835,31.702,81.429,162.18,536.448,2.578,
PLOT,3876,1364.871,1124.066,34.3,0.735,33.574,62.505,220.424,425.823,6.477,
PLOT,3877,201.331,918.727,16.396,3.003,32.294,67.663,1478.965,424.289,0.406,
PLOT,3878,378.754,697.581,54.308,4.21,30.977,56.194,1154.422,775.508,8.075,
PLOT,3879,475.631,1083.264,86.08,3.508,28.507,30.226,371.328,756.319,6.124,
PLOT,3880,1728.655,1263.97,15.978,3.896,28.104,47.458,964.137,554.177,4.082,
PLOT,3881,1499.965,1688.179,80.402,2.523,27.108,39.51,1609.843,710.348,7.502,
PLOT,3882,1341.208,1018.199,66.834,1.612,20.979,80.032,530.403,357.882,5.5,
PLOT,3883,442.747,810.619,49.204,0.484,27.882,86.755,846.47,496.246,4.652,
PLOT,3884,1266.38,458.006,77.892,1.177,27.055,30.499,1907.637,595.79,1.372,
PLOT,3885,1175.988,233.754,82.756,0.493,33.855,81.007,127.897,475.482,6.143,
PLOT,3886,1252.417,341.843,14.325,1.378,15.364,73.82,902.214,348.52,7.984,
PLOT,3887,960.396,236.163,36.02,0.242,31.968,32.824,1091.734,791.032,1.87,
PLOT,3888,684.044,1497.473,18.159,1.733,21.246,71.413,949.193,491.763,4.506,
PLOT,3889,1611.018,148.458,80.613,0.343,29.143,67.811,371.016,794.42,8.357,
PLOT,3890,1878.347,1197.953,78.159,1.082,22.496,68.623,1494.194,557.128,8.425,
PLOT,3891,1336.257,125.508,66.575,0.895,17.59,31.579,1887.814,717.45,6.385,
PLOT,3892,1813.47,288.301,53.911,2.581,33.147,62.254,1485.097,318.165,9.451,
PLOT,3893,1922.28,159.438,37.892,4.389,22.219,56.164,1358.027,784.538,8.963,
PLOT,3894,1398.581,810.285,73.041,3.654,28.704,74.82,471.039,394.807,5.154,
PLOT,3895,1013.891,1172.135,47.123,4.314,15.913,40.121,1701.542,780.238,5.229,
PLOT,3896,687.777,611.099,45.237,3.214,29.392,83.505,884.106,756.634,7.261,
PLOT,3897,1716.787,447.449,86.259,4.652,26.803,68.395,1725.538,660.145,5.65,
PLOT,3898,732.478,239.243,89.958,0.511,18.634,46.969,386.581,768.934,9.611,
PLOT,3899,173.581,500.817,60.836,1.661,32.608,86.12,689.19,735.62,5.362,
PLOT,3900,375.337,52.733,88.573,1.455,29.367,59.03,257.134,559.482,8.642,
PLOT,3901,482.568,1362.486,89.88,0.924,17.432,83.017,507.537,696.351,9.821,
PLOT,3902,1975.19,1745.432,31.958,0.512,21.437,68.582,1809.714,570.829,7.186,
PLOT,3903,330.062,746.019,74.563,1.609,17.858,47.254,1971.583,678.028,7.55,
PLOT,3904,1034.141,1565.436,50.921,3.131,30.965,74.714,874.022,370.526,7.428,
PLOT,3905,64.651,1557.023,33.771,1.344,22.183,47.665,1456.686,680.52,5.276,
PLOT,3906,610.133,1682.535,60.499,4.213,30.942,30.659,1141.404,379.02,3.952,
PLOT,3907,665.527,1991.418,68.97,1.598,18.731,55.047,987.39,340.728,5.907,
PLOT,3908,183.368,1570.961,37.523,4.728,26.994,48.06,1921.573,300.177,8.051,
PLOT,3909,997.454,318.057,33.429,0.972,20.753,88.156,851.68,416.021,7.352,
PLOT,3910,1751.098,928.757,70.357,2.771,23.458,66.52,321.651,795.92,5.178,
PLOT,3911,1616.604,251.765,48.174,3.514,27.665,65.221,591.912,373.291,7.086,
PLOT,3912,823.722,1678.557,67.508,2.186,15.019,61.992,1973.19,648.347,3.973,
PLOT,3913,1974.875,474.996,18.957,1.16,15.448,44.259,884.483,329.207,0.4,
PLOT,3914,1862.934,1902.375,40.324,3.81,18.884,86.16,1994.027,779.486,3.395,
PLOT,3915,1679.456,1817.897,41.946,2.567,21.746,89.435,464.697,368.725,2.402,
PLOT,3916,1224.69,950.76,31.034,1.701,21.306,67.263,866.805,612.185,0.458,
PLOT,3917,1485.372,1636.904,47.385,0.403,33.822,61.757,765.568,363.733,9.607,
PLOT,3918,1163.301,1883.949,71.263,4.881,28.247,40.433,609.348,395.439,0.91,
PLOT,3919,1112.685,1737.783,20.205,3.629,19.892,34.729,727.169,745.471,2.579,
PLOT,3920,882.906,466.009,15.922,3.682,21.169,80.163,962.473,697.38,0.41,
PLOT,3921,1672.938,1863.967,72.729,1.266,29.691,55.46,890.087,420.748,1.396,
PLOT,3922,55.282,843.743,80.741,4.184,27.714,81.068,1438.366,338.443,6.383,
PLOT,3923,326.271,138.984,62.082,3.494,28.612,42.762,1302.94,574.932,4.971,
PLOT,3924,1841.401,1727.801,40.96,0.628,23.255,84.268,1096.063,647.805,8.412,
PLOT,3925,1140.489,1907.565,45.976,0.535,24.216,63.436,970.413,692.835,1.766,
PLOT,3926,1012.109,1969.756,21.145,4.761,20.867,62.379,375.16,789.891,6.528,
PLOT,3927,1562.736,34.488,88.95,2.595,26.246,31.43,1155.407,739.582,6.055,
PLOT,3928,622.175,1004.474,37.419,4.04,16.85,45.2,264.107,314.764,1.518,
PLOT,3929,156.356,163.976,30.746,0.547,19.312,76.877,1794.858,605.013,9.667,
PLOT,3930,384.202,1379.655,89.66,3.953,15.93,89.764,356.865,466.992,1.357,
PLOT,3931,1185.614,1045.653,24.464,0.458,34.675,76.466,1644.238,313.384,7.031,
PLOT,3932,1492.281,264.937,79.07,3.215,31.122,48.102,1761.771,557.737,2.068,
PLOT,3933,409.548,1143.551,43.493,4.332,22.6,76.047,476.406,376.606,1.073,
PLOT,3934,1183.293,1043.863,70.079,1.204,23.43,78.472,786.325,712.561,5.526,
PLOT,3935,1058.382,1845.242,49.424,0.867,24.855,78.432,983.369,532.437,5.444,
PLOT,3936,1929.165,1535.46,37.53,3.051,28.182,60.887,1246.716,538.993,0.504,
PLOT,3937,693.008,1420.783,65.017,3.866,30.839,78.113,889.474,472.26,9.71,
PLOT,3938,1173.645,1496.674,53.803,4.784,17.019,84.583,267.65,585.399,0.772,
PLOT,3939,1769.354,213.072,84.692,1.448,19.682,67.045,811.086,681.131,6.592,
PLOT,3940,1999.033,1662.227,72.544,0.958,26.324,66.39,136.895,345.245,0.969,
PLOT,3941,473.732,1402.891,33.298,3.537,30.596,67.095,1182.689,578.219,2.538,
PLOT,3942,644.709,1233.986,30.319,3.86,18.281,66.966,1646.714,519.566,1.461,
PLOT,3943,1509.559,1479.139,60.79,3.789,18.051,31.011,1978.625,343.389,0.907,
PLOT,3944,146.421,1091.563,12.732,3.663,32.284,81.697,1739.141,325.52,9.488,
PLOT,3945,1463.8,1760.718,19.614,3.495,27.615,52.605,1373.024,414.665,7.073,
PLOT,3946,1808.833,442.212,73.459,4.612,32.621,78.142,1705.009,774.974,2.896,
PLOT,3947,34.144,302.217,24.645,4.972,31.258,87.623,684.588,731.868,0.789,
PLOT,3948,1206.392,652.055,77.871,4.175,15.447,53.918,697.202,527.748,3.699,
PLOT,3949,276.407,1103.251,72.802,2.14,17.77,79.697,1034.223,570.727,0.286,
PLOT,3950,51.684,1290.717,85.12,4.715,16.37,69.996,1249.624,534.588,4.67,
PLOT,3951,255.441,1182.346,87.828,4.959,27.492,58.17,414.486,377.802,1.149,
PLOT,3952,1998.968,741.416,35.202,1.778,17.696,73.027,551.912,539.697,0.225,
PLOT,3953,1107.342,1050.591,58.467,2.707,25.019,86.827,1282.689,413.377,1.722,
PLOT,3954,1318.295,1351.703,46.968,0.131,28.575,48.47,1502.369,593.438,3.563,
PLOT,3955,1951.259,609.125,51.509,1.232,15.064,66.476,530.696,371.759,6.817,
PLOT,3956,465.837,447.86,36.392,3.946,22.269,76.017,1474.739,778.316,7.665,
PLOT,3957,1869.915,1584.794,64.614,0.453,27.671,37.331,1006.936,747.905,4.114,
PLOT,3958,1429.716,913.767,32.876,3.242,33.832,34.865,616.374,730.303,4.67,
PLOT,3959,280.624,1363.67,59.714,0.373,32.262,36.21,644.97,426.902,4.984,
PLOT,3960,1812.598,311.456,71.813,0.352,18.3,31.792,154.897,455.298,5.764,
PLOT,3961,1829.98,1480.89,56.562,2.728,20.303,85.312,1983.417,562.233,8.788,
PLOT,3962,258.794,913.997,84.925,3.87,28.573,71.967,904.329,663.718,6.177,
PLOT,3963,792.947,324.778,29.1,0.235,19.379,86.78,119.455,496.835,6.233,
PLOT,3964,178.907,1950.864,64.277,0.294,25.011,41.171,856.008,531.789,6.888,
PLOT,3965,83.406,569.569,26.406,1.503,26.654,53.534,1042.501,371.112,4.973,
PLOT,3966,860.541,300.033,38.64,3.785,28.309,51.583,127.934,775.184,8.733,
PLOT,3967,1916.581,1648.292,57.768,2.889,19.981,49.544,1362.684,579.972,1.116,
PLOT,3968,167.798,967.311,74.145,4.762,33.323,49.133,1673.344,638.369,4.922,
PLOT,3969,980.526,1768.308,89.797,1.195,19.815,41.39,1368.34,583.373,7.887,
PLOT,3970,1823.031,275.877,35.182,4.892,32.216,57.758,1629.301,371.348,1.863,
PLOT,3971,561.647,1108.196,80.454,1.393,30.973,52.61,1643.788,393.702,9.772,
PLOT,3972,653.67,364.157,69.873,4.395,28.118,55.565,1079.975,468.893,5.435,
PLOT,3973,980.25,399.261,10.764,4.295,25.972,33.863,1992.888,415.555,2.27,
PLOT,3974,1469.634,1743.509,43.424,4.812,15.551,87.666,714.949,604.127,7.805,
PLOT,3975,116.081,1399.736,56.315,1.463,18.972,75.477,1820.337,379.209,9.706,
PLOT,3976,1386.368,277.943,80.194,1.899,17.854,35.436,778.113,721.922,9.31,
PLOT,3977,51.297,444.875,67.914,4.007,17.196,62.569,125.356,332.866,1.009,
PLOT,3978,607.348,1756.61,20.154,4.449,24.824,45.543,407.509,385.635,4.303,
PLOT,3979,204.822,422.424,66.168,2.637,19.212,45.143,519.206,425.935,4.045,
PLOT,3980,1239.876,661.079,76.635,0.184,31.602,51.595,810.308,735.877,6.864,
PLOT,3981,1656.715,43.799,43.823,2.215,27.883,78.568,863.434,689.529,0.469,
PLOT,3982,1207.104,559.646,57.023,4.359,30.735,65.283,1363.666,730.165,0.955,
PLOT,3983,905.776,1224.401,33.29,0.96,15.182,41.504,1153.165,453.372,9.931,
PLOT,3984,922.747,710.785,68.46,0.17,24.475,40.382,716.395,664.061,3.14,
PLOT,3985,339.672,628.01,49.692,4.863,26.091,63.571,1291.382,621.137,2.022,
PLOT,3986,1259.656,194.49,33.406,3.293,33.511,62.931,1417.215,427.213,6.227,
PLOT,3987,1887.344,143.458,32.963,2.601,29.137,84.571,839.351,323.549,4.246,
PLOT,3988,158.751,1326.607,18.214,4.052,18.857,52.895,239.518,657.967,1.033,
PLOT,3989,1847.108,1092.667,72.787,1.342,18.536,64.026,765.825,669.422,3.399,
PLOT,3990,1493.894,1250.527,71.587,4.762,29.748,67.882,763.503,512.933,3.796,
PLOT,3991,1349.02,1765.36,10.701,3.967,28.541,32.87,1964.797,652.138,6.69,
PLOT,3992,1892.844,204.234,20.36,2.292,20.774,49.16,465.546,690.122,3.729,
PLOT,3993,991.952,134.142,73.545,4.685,19.367,64.355,1285.362,360.334,8.023,
PLOT,3994,1596.827,1001.156,21.318,0.003,34.846,34.109,1573.597,335.863,0.276,
PLOT,3995,957.329,713.34,42.04,4.537,29.259,64.216,1876.583,503.354,1.025,
PLOT,3996,318.738,1288.04,75.978,3.981,22.498,75.238,200.003,794.205,8.713,
PLOT,3997,1309.209,1732.087,60.564,3.332,24.648,47.889,573.889,699.053,5.454,
PLOT,3998,484.382,899.131,49.675,3.053,21.897,55.08,1617.049,438.557,2.068,
PLOT,3999,109.709,1355.919,63.726,0.52,26.888,49.428,1647.596,671.875,9.751,
PLOT,4000,1280.471,1720.314,46.066,3.068,29.144,78.646,554.368,639.492,4.098,
PLOT,4001,371.404,1342.766,57.473,1.83,17.851,42.594,1954.377,414.532,5.684,
PLOT,4002,1273.108,150.488,83.106,2.918,20.097,40.297,273.067,642.962,5.16,
PLOT,4003,229.451,500.304,35.561,4.504,23.045,75.846,1010.476,515.378,7.165,
PLOT,4004,1696.152,1221.737,53.663,3.206,20.12,89.134,647.478,632.804,0.404,
PLOT,4005,372.899,458.702,85.194,2.297,22.662,66.242,356.951,702.606,3.252,
PLOT,4006,1081.845,731.725,42.398,2.547,17.29,68.186,1293.327,469.474,8.407,
PLOT,4007,125.551,661.414,26.243,3.611,20.713,65.729,1109.301,581.676,9.483,
PLOT,4008,594.46,182.163,40.402,2.244,33.183,48.849,556.151,482.209,3.77,
PLOT,4009,705.556,1018.391,78.656,2.492,28.319,34.352,1802.295,379.135,3.317,
PLOT,4010,990.626,1467.768,58.253,2.023,29.62,84.193,303.671,385.906,1.061,
PLOT,4011,431.941,1298.219,10.929,3.016,31.531,60.845,577.497,576.939,9.35,
PLOT,4012,488.585,1382.893,47.407,3.94,15.756,84.001,1965.574,444.505,5.507,
PLOT,4013,1200.66,1737.009,44.424,1.603,21.019,36.71,953.378,410.763,5.889,
PLOT,4014,1032.706,578.803,29.178,3.839,15.107,39.66,719.891,521.654,6.86,
PLOT,4015,841.773,1216.272,71.665,4.328,29.827,56.419,1802.412,624.51,8.902,
PLOT,4016,1649.673,1744.439,31.553,2.206,23.336,34.373,830.464,619.733,9.855,
PLOT,4017,353.282,987.522,43.704,2.511,34.046,75.551,239.154,530.277,6.966,
PLOT,4018,436.621,478.288,89.417,4.318,24.153,77.785,1099.846,397.593,5.042,
PLOT,4019,1609.523,1810.197,41.555,1.03,18.172,37.728,902.545,600.152,0.928,
PLOT,4020,72.046,720.111,63.748,4.074,16.334,79.318,1684.957,684.393,5.588,
PLOT,4021,938.756,835.804,21.915,3.242,21.625,76.653,456.916,454.61,4.034,
PLOT,4022,360.862,1070.027,25.076,1.15,21.489,61.119,1510.13,330.627,3.402,
PLOT,4023,1034.737,334.983,57.399,2.579,20.948,49.831,791.646,304.603,2.145,
PLOT,4024,1103.753,1759.901,40.873,0.904,23.694,37.523,1619.7,355.836,8.838,
PLOT,4025,781.707,570.473,64.235,4.22,32.261,30.736,220.077,709.793,9.656,
PLOT,4026,1968.149,1395.653,59.525,2.305,27.289,41.347,163.56,353.724,5.31,
PLOT,4027,1926.269,324.224,83.9,4.766,18.553,49.735,802.124,786.909,5.042,
PLOT,4028,1588.724,293.033,79.077,0.453,23.081,33.497,1963.284,729.265,5.905,
PLOT,4029,1180.183,732.951,26.319,0.304,32.601,88.962,1637.688,332.129,4.428,
PLOT,4030,343.904,1826.594,56.511,0.276,23.014,61.54,324.038,413.194,4.679,
PLOT,4031,562.376,1752.533,39.61,2.578,18.733,81.641,732.892,323.458,5.365,
PLOT,4032,330.081,1182.973,10.719,4.205,19.212,48.401,769.478,328.881,8.307,
PLOT,4033,1100.528,1031.089,60.638,0.418,30.959,88.173,994.89,326.232,4.92,
PLOT,4034,665.494,238.811,60.697,0.627,16.136,44.139,1675.592,503.586,5.35,
PLOT,4035,118.883,1012.541,54.217,4.253,15.516,32.939,977.102,666.467,6.601,
PLOT,4036,1300.358,702.729,84.617,1.239,32.035,74.243,911.351,688.09,8.462,
PLOT,4037,1776.036,1187.605,59.298,3.282,31.611,43.123,1066.896,766.993,6.795,
PLOT,4038,306.218,230.91,58.072,1.972,16.505,51.373,492.455,799.912,6.741,
PLOT,4039,405.416,1901.628,51.786,2.302,31.12,46.215,407.339,795.933,8.812,
PLOT,4040,1875.105,132.238,72.966,4.735,32.999,89.43,1422.654,317.747,9.245,
PLOT,4041,945.418,624.751,89.445,1.821,27.273,33.031,260.221,650.722,1.915,
PLOT,4042,1046.466,413.954,29.416,3.605,32.467,73.595,1182.85,634.754,8.465,
PLOT,4043,1352.884,227.048,23.758,0.426,15.132,73.342,1041.467,532.741,8.791,
PLOT,4044,1702.435,1447.38,85.105,2.3,32.623,46.862,1485.415,683.264,7.69,
PLOT,4045,806.952,1567.524,55.816,4.302,33.673,82.83,456.317,545.494,2.766,
PLOT,4046,1669.313,1501.309,36.08,1.674,33.156,71.857,683.347,598.538,4.72,
PLOT,4047,493.644,1511.698,44.561,1.766,16.798,66.831,1614.082,675.308,7.737,
PLOT,4048,204.728,1984.511,12.629,1.559,31.767,58.096,784.286,785.656,1.04,
PLOT,4049,620.347,1133.627,33.33,2.392,22.725,62.112,953.991,647.588,3.571,
PLOT,4050,444.905,1302.904,49.486,1.027,20.848,76.595,1916.152,765.511,7.353,
PLOT,4051,1159.711,232.465,80.303,3.112,27.554,88.555,1182.289,755.951,4.049,
PLOT,4052,526.158,771.324,73.986,3.19,22.028,68.742,432.015,401.888,0.255,
PLOT,4053,1263.336,146.905,62.057,1.552,26.349,79.334,1853.5,364.074,6.81,
PLOT,4054,1271.612,1100.002,79.987,2.148,24.782,48.499,1411.297,561.781,5.766,
PLOT,4055,204.054,447.789,56.14,2.02,20.478,39.78,1572.412,585.343,6.415,
PLOT,4056,1413.128,135.073,66.298,0.701,33.703,50.161,926.282,678.55,6.671,
PLOT,4057,378.626,1492.926,80.067,3.737,34.785,77.471,878.38,399.16,7.796,
PLOT,4058,1622.739,1844.063,31.391,2.144,28.9,47.868,1417.459,663.965,8.866,
PLOT,4059,293.358,1789.934,23.143,0.629,18.005,50.375,585.605,604.008,2.897,
PLOT,4060,379.496,1101.409,36.515,3.315,18.317,55.642,1177.548,344.812,5.453,
PLOT,4061,96.344,528.246,57.769,4.262,28.358,61.834,1366.615,716.454,9.618,
PLOT,4062,74.677,629.139,58.582,2.669,32.734,67.62,766.785,554.555,0.923,
PLOT,4063,534.456,1927.859,15.843,1.669,26.975,54.883,415.522,402.627,7.354,
PLOT,4064,783.271,190.288,15.23,4.97,34.51,73.355,1401.987,786.707,6.01,
PLOT,4065,1421.965,794.076,74.377,4.303,34.134,31.597,1732.385,386.667,8.77,
PLOT,4066,1602.858,1216.332,73.738,0.5,25.39,46.111,1449.497,510.011,6.248,
PLOT,4067,195.65,1798.13,83.982,3.94,24.402,36.148,959.232,791.648,7.929,
PLOT,4068,628.508,47.564,38.372,0.962,15.432,73.44,105.049,419.465,3.158,
PLOT,4069,1343.223,430.797,66.735,3.004,34.229,78.042,1644.085,412.839,0.203,
PLOT,4070,1557.727,675.591,45.506,0.2,28.664,76.898,382.413,588.972,7.16,
PLOT,4071,1263.632,1262.786,82.098,0.925,34.861,36.887,823.438,501.012,3.018,
PLOT,4072,730.47,829.407,49.427,4.064,27.049,67.708,387.219,535.445,1.655,
PLOT,4073,1785.018,1901.461,54.669,0.776,18.794,37.192,1505.857,633.527,7.225,
PLOT,4074,297.077,73.706,55.127,4.353,33.21,78.53,1894.879,539.558,7.637,
PLOT,4075,54.498,1139.289,75.33,0.527,29.662,74.946,357.316,605.048,4.28,
PLOT,4076,37.249,160.677,22.263,1.34,33.897,54.164,1214.446,711.204,0.493,
PLOT,4077,519.736,1919.286,11.715,1.729,21.238,88.613,269.67,527.165,9.932,
PLOT,4078,1079.72,919.355,80.926,1.28,23.461,80.504,849.194,595.047,2.634,
PLOT,4079,689.866,1798.545,15.996,4.961,17.017,82.701,1476.947,614.522,8.267,
PLOT,4080,887.68,1718.488,35.763,1.621,21.331,85.348,236.356,323.909,6.876,
PLOT,4081,989.482,1487.437,71.437,2.953,20.796,88.685,1551.565,740.584,2.13,
PLOT,4082,1751.935,441.84,30.071,2.116,22.59,49.746,1463.904,394.917,0.693,
PLOT,4083,223.908,261.852,80.859,2.467,34.997,46.104,1496.931,786.871,8.31,
PLOT,4084,794.699,1672.447,22.9,4.896,18.126,79.147,524.589,492.133,6.3,
PLOT,4085,1341.788,1185.501,37.987,4.158,26.384,62.124,667.877,318.56,9.218,
PLOT,4086,1453.689,386.767,86.835,3.322,21.985,70.769,516.749,323.559,1.375,
PLOT,4087,66.37,1002.43,61.263,1.896,31.973,47.551,1751.202,572.876,0.423,
PLOT,4088,1068.279,1251.649,87.232,3.389,18.261,51.558,1102.89,787.273,5.396,
PLOT,4089,707.003,488.784,67.684,3.187,33.17,87.863,847.158,363.287,8.81,
PLOT,4090,439.45,1659.252,12.738,4.416,29.849,53.208,117.127,458.383,6.149,
PLOT,4091,1064.962,289.143,62.35,3.849,19.731,47.5,1554.331,770.34,8.717,
PLOT,4092,1402.954,377.987,48.451,4.501,26.663,82.119,1320.277,572.841,0.525,
PLOT,4093,375.165,158.966,17.813,3.155,24.937,63.864,946.898,461.619,9.528,
PLOT,4094,493.246,1651.943,12.475,3.353,28.945,68.404,1921.527,563.683,4.708,
PLOT,4095,1114.399,1839.348,42.62,0.222,34.377,83.696,1550.96,381.837,0.972,
PLOT,4096,1371.395,1678.259,34.517,0.782,23.987,70.026,505.92,344.89,5.209,
PLOT,4097,1025.924,1705.132,19.196,2.899,18.303,44.658,369.891,610.249,5.676,
PLOT,4098,533.777,1296.271,78.886,3.749,25.116,37.843,1625.684,352.125,8.883,
PLOT,4099,422.827,36.675,64.549,2.788,32.177,33.594,1870.28,515.854,8.483,
PLOT,4100,40.259,898.227,30.611,0.45,34.232,34.523,1522.932,714.255,3.149,
PLOT,4101,279.218,484.086,81.321,3.079,32.74,83.368,990.9,568.606,6.928,
PLOT,4102,1224.313,352.653,69.019,1.959,33.772,66.334,125.079,363.141,8.43,
PLOT,4103,1.197,563.186,68.39,0.4,22.874,36.653,403.789,592.266,3.524,
PLOT,4104,1709.955,507.991,89.653,0.237,21.089,54.183,1797.204,316.21,1.494,
PLOT,4105,1323.629,306.337,19.514,1.69,25.401,78.715,294.612,438.919,3.551,
PLOT,4106,1093.518,885.195,50.402,4.938,16.067,44.96,742.597,713.669,9.107,
PLOT,4107,621.801,1596.476,52.23,2.248,24.196,40.141,1658.746,482.147,5.389,
PLOT,4108,82.61,738.296,25.212,1.3,32.667,76.903,1926.045,479.218,4.096,
PLOT,4109,1038.208,328.556,44.801,4.476,23.874,75.509,1481.037,312.491,3.265,
PLOT,4110,737.482,817.223,75.848,2.897,29.41,69.272,1235.656,568.086,3.17,
PLOT,4111,1157.339,447.923,22.561,2.122,19.929,47.642,490.268,645.856,7.645,
PLOT,4112,603.502,25.9,18.724,0.759,34.138,47.579,1708.917,720.23,7.108,
PLOT,4113,1445.596,1651.324,55.837,1.874,15.302,53.86,1048.275,397.2,1.082,
PLOT,4114,1743.109,1557.834,86.081,2.77,23.998,43.962,978.292,715.01,1.018,
PLOT,4115,1266.197,1294.837,80.833,2.949,16.736,74.099,1325.371,763.7,8.976,
PLOT,4116,1766.394,911.339,76.247,2.759,21.591,60.355,1299.271,729.789,0.892,
PLOT,4117,1174.713,1287.549,13.753,3.881,30.244,84.068,1589.582,552.659,4.041,
PLOT,4118,143.51,996.761,87.267,1.868,17.692,67.695,1472.334,728.544,6.556,
PLOT,4119,953.795,1200.798,59.278,1.29,15.348,50.503,1630.211,506.358,4.146,
PLOT,4120,1788.924,1550.47,62.337,2.052,20.789,60.478,1165.93,759.897,2.854,
PLOT,4121,1373.901,1936.076,46.986,2.293,26.902,83.827,951.105,573.428,1.724,
PLOT,4122,1884.864,290.038,27.755,2.819,19.035,87.317,191.165,407.341,2.132,
PLOT,4123,1536.643,1288.661,56.888,4.732,18.145,41.194,561.791,771.836,5.933,
PLOT,4124,1424.305,243.363,82.337,4.825,15.308,60.22,521.821,388.456,4.38,
PLOT,4125,127.616,133.08,82.596,2.865,33.927,70.911,1969.779,453.226,5.886,
PLOT,4126,1838.324,1887.632,62.928,3.375,21.883,35.707,1525.395,695.627,5.216,
PLOT,4127,449.754,527.362,74.866,2.076,17.853,89.393,1902.578,437.085,8.604,
PLOT,4128,1882.138,1625.839,38.95,2.331,30.9,85.404,1606.911,430.573,1.647,
PLOT,4129,1508.872,1343.882,25.891,3.3,23.459,60.51,1857.818,365.597,9.845,
PLOT,4130,1988.501,262.971,75.142,2.139,16.515,75.62,1008.3,530.001,8.336,
PLOT,4131,1751.12,794.51,82.09,3.085,22.115,36.626,1077.255,619.522,2.334,
PLOT,4132,870.713,1059.137,11.136,3.618,26.041,74.575,1812.549,586.465,9.68,
PLOT,4133,1155.45,1039.288,89.002,0.703,27.388,52.089,535.527,463.533,1.371,
PLOT,4134,1616.911,1933.339,43.333,3.538,16.138,71.862,204.719,345.001,4.023,
PLOT,4135,1042.875,1784.196,77.774,1.489,24.458,88.339,241.033,546.032,2.756,
PLOT,4136,1067.174,416.905,68.542,3.656,15.065,62.182,1806.823,529.725,0.102,
PLOT,4137,1039.262,1606.49,21.657,0.58,16.708,71.202,711.024,411.781,2.418,
PLOT,4138,724.71,694.673,45.487,0.419,16.785,60.51,374.12,317.299,5.852,
PLOT,4139,1345.893,1333.426,20.824,2.203,20.423,79.163,1953.98,631.287,6.188,
PLOT,4140,1753.613,1518.572,25.862,0.471,27.16,51.691,340.41,730.226,6.351,
PLOT,4141,444.29,1837.819,49.769,0.54,29.181,44.607,686.488,793.413,0.174,
PLOT,4142,996.963,761.724,89.562,3.722,34.788,49.198,339.769,638.144,6.36,
PLOT,4143,1603.145,44.53,22.193,1.471,22.389,62.47,1618.301,463.023,4.382,
PLOT,4144,14.017,631.072,62.811,1.661,34.55,66.436,1069.925,387.326,7.211,
PLOT,4145,24.013,247.765,32.502,3.591,21.417,64.621,479.34,794.879,3.778,
PLOT,4146,388.886,1569.412,22.35,2.942,22.703,78.562,1465.12,505.845,0.928,
PLOT,4147,1152.301,853.806,74.174,2.111,22.153,70.43,1435.492,420.343,7.476,
PLOT,4148,920.468,1853.379,70.342,0.168,18.002,31.775,124.015,382.156,3.041,
PLOT,4149,1160.397,990.605,42.852,2.941,28.082,32.359,1690.831,775.357,5.274,
PLOT,4150,865.467,765.881,18.003,0.489,33.547,40.462,1868.165,480.598,1.444,
PLOT,4151,9.633,263.095,84.755,2.82,16.574,55.947,1952.998,652.809,1.862,
PLOT,4152,156.367,482.993,49.045,4.382,16.854,64.272,1489.749,680.327,4.793,
