command,timestamp,sensor_id,pm25,pm10,no2,so2,o3,temp,extra
SENSOR,1735800000,149,164.267,285.733,14.74,117.588,158.048,17.224,
SENSOR,1735800030,199,73.822,276.035,122.948,118.373,117.044,14.068,
SENSOR,1735800060,3,80.278,242.179,171.274,94.549,123.864,22.248,
SENSOR,1735800090,81,58.648,263.766,105.246,73.03,125.911,21.904,
SENSOR,1735800120,193,171.73,137.171,104.105,130.1,87.707,14.914,
SENSOR,1735800150,165,144.197,222.927,109.744,96.029,91.566,1.105,
SENSOR,1735800180,192,131.446,94.22,140.327,86.111,53.902,35.085,
SENSOR,1735800210,48,213.185,81.402,56.801,119.362,48.793,-1.797,
SENSOR,1735800240,176,199.586,231.662,83.835,34.6,127.509,42.435,
SENSOR,1735800270,131,209.44,122.972,179.171,95.149,92.697,24.107,
SENSOR,1735800300,69,170.997,112.629,5.034,121.213,129.271,2.854,
SENSOR,1735800330,172,13.562,131.576,125.105,32.282,79.136,35.417,
SENSOR,1735800360,196,231.111,204.042,35.923,120.059,135.358,8.481,
SENSOR,1735800390,23,105.45,20.184,94.689,110.774,99.753,9.053,
SENSOR,1735800420,34,15.761,273.103,152.086,33.114,104.235,40.304,
SENSOR,1735800450,126,237.67,158.401,88.088,49.693,53.0,18.256,
SENSOR,1735800480,82,220.418,88.419,160.358,8.685,75.16,27.844,
SENSOR,1735800510,189,100.73,187.403,175.021,15.311,120.947,32.028,
SENSOR,1735800540,72,247.253,105.188,71.653,3.63,137.645,1.574,
SENSOR,1735800570,110,131.121,41.959,161.642,18.51,160.071,35.162,
SENSOR,1735800600,159,165.963,131.028,158.759,113.05,157.452,2.361,
SENSOR,1735800630,72,225.129,207.89,68.567,118.587,47.398,33.49,
SENSOR,1735800660,178,247.79,260.239,121.207,80.256,31.159,22.324,
SENSOR,1735800690,38,22.431,11.204,190.348,23.048,160.109,31.277,
SENSOR,1735800720,45,182.798,145.841,75.782,81.769,121.731,35.58,
SENSOR,1735800750,32,141.723,234.766,68.146,47.842,64.347,37.642,
SENSOR,1735800780,187,5.773,11.253,36.417,51.327,82.377,39.605,
SENSOR,1735800810,129,104.248,191.115,21.251,31.297,110.843,19.324,
SENSOR,1735800840,163,159.74,193.679,170.676,126.29,18.581,43.485,
SENSOR,1735800870,71,124.702,117.495,67.802,125.133,85.075,17.373,
SENSOR,1735800900,120,118.383,249.809,116.495,126.856,83.38,8.755,
SENSOR,1735800930,101,133.67,136.291,196.049,45.114,38.778,19.564,
SENSOR,1735800960,33,52.525,70.44,70.832,63.1,77.166,2.045,
SENSOR,1735800990,49,226.867,91.099,73.759,93.709,65.422,12.925,
SENSOR,1735801020,94,208.788,195.999,78.554,142.879,41.155,6.553,
SENSOR,1735801050,106,199.806,274.61,197.502,56.84,100.23,33.785,
SENSOR,1735801080,112,68.621,238.174,85.768,119.086,79.24,33.442,
SENSOR,1735801110,81,19.371,135.552,163.543,90.273,64.683,19.687,
SENSOR,1735801140,182,137.925,213.742,141.722,128.848,120.779,32.741,
SENSOR,1735801170,19,118.659,130.875,80.781,81.444,72.762,22.889,
SENSOR,1735801200,6,39.986,224.998,48.042,91.299,39.201,20.922,
SENSOR,1735801230,87,189.462,53.474,155.691,39.864,78.129,44.583,
SENSOR,1735801260,4,3.307,60.446,101.473,94.481,25.536,34.151,
SENSOR,1735801290,149,68.946,215.107,158.616,38.235,122.978,15.23,
SENSOR,1735801320,140,78.328,172.649,96.315,24.946,131.815,42.942,
SENSOR,1735801350,17,140.662,56.89,167.919,104.639,53.245,9.09,
SENSOR,1735801380,45,133.879,70.469,68.688,55.21,144.206,44.477,
SENSOR,1735801410,2,136.407,39.182,21.973,12.806,62.111,15.313,
SENSOR,1735801440,141,104.794,47.566,35.265,37.26,131.484,44.396,
SENSOR,1735801470,53,62.113,254.742,153.929,107.152,33.136,25.558,
SENSOR,1735801500,50,102.226,143.38,81.62,136.912,41.877,26.693,
SENSOR,1735801530,120,115.917,177.367,38.568,78.94,12.278,38.302,
SENSOR,1735801560,140,147.308,31.733,18.479,41.827,20.584,41.199,
SENSOR,1735801590,90,208.601,133.33,91.183,61.816,116.337,36.231,
SENSOR,1735801620,113,164.521,68.463,129.888,90.427,155.532,6.77,
SENSOR,1735801650,148,18.821,227.917,18.079,0.72,78.397,21.543,
SENSOR,1735801680,47,187.027,133.032,198.169,69.584,172.297,5.343,
SENSOR,1735801710,105,36.054,161.539,85.465,22.731,115.964,5.475,
SENSOR,1735801740,175,22.498,57.932,187.976,32.941,178.402,32.828,
SENSOR,1735801770,66,207.797,283.016,127.004,56.058,93.776,40.405,
SENSOR,1735801800,177,179.063,54.115,66.491,119.954,63.76,1.395,
SENSOR,1735801830,37,93.644,222.294,1.963,82.898,76.31,36.508,
SENSOR,1735801860,15,215.967,19.557,6.426,5.594,162.664,39.606,
SENSOR,1735801890,26,131.888,203.243,164.793,47.813,31.242,35.607,
SENSOR,1735801920,126,5.876,3.165,15.655,96.222,133.507,35.283,
SENSOR,1735801950,22,30.816,22.33,168.338,50.04,24.004,28.2,
SENSOR,1735801980,11,206.868,160.57,69.168,99.772,35.468,5.329,
SENSOR,1735802010,80,186.332,209.699,141.161,41.908,90.851,40.874,
SENSOR,1735802040,4,198.866,66.969,46.487,105.34,142.443,19.037,
SENSOR,1735802070,102,173.56,85.801,172.731,142.315,68.032,-3.302,
SENSOR,1735802100,10,6.741,0.782,196.536,119.853,174.517,33.414,
SENSOR,1735802130,47,181.693,107.434,38.0,140.313,96.179,14.147,
SENSOR,1735802160,175,125.275,21.328,100.858,22.529,173.801,15.437,
SENSOR,1735802190,22,51.681,65.362,104.541,51.744,176.376,22.842,
SENSOR,1735802220,79,207.043,20.929,188.509,72.963,123.96,43.664,
SENSOR,1735802250,171,229.793,161.405,159.397,85.517,61.156,38.179,
SENSOR,1735802280,103,23.424,250.684,3.838,69.5,158.834,-0.556,
SENSOR,1735802310,64,97.331,132.146,117.5,49.121,36.052,0.026,
SENSOR,1735802340,6,232.896,227.791,1.046,15.035,40.254,40.085,
SENSOR,1735802370,145,232.069,88.709,163.481,25.427,13.536,39.777,
SENSOR,1735802400,74,83.872,211.698,74.214,120.454,11.299,-3.02,
SENSOR,1735802430,104,205.497,78.958,1.465,52.307,96.204,28.176,
SENSOR,1735802460,37,149.039,271.768,30.181,42.59,153.157,35.452,
SENSOR,1735802490,69,119.137,262.944,122.254,11.007,142.651,9.749,
SENSOR,1735802520,198,64.033,50.522,198.915,17.04,46.347,35.405,
SENSOR,1735802550,43,148.599,280.381,22.248,62.969,41.171,14.124,
SENSOR,1735802580,66,184.853,143.328,170.858,111.17,43.502,15.195,
SENSOR,1735802610,106,34.323,272.002,46.846,62.674,55.817,26.998,
SENSOR,1735802640,26,212.658,236.59,32.973,101.901,49.757,9.271,
SENSOR,1735802670,1,32.757,9.059,166.816,136.942,120.795,1.86,
SENSOR,1735802700,90,139.605,122.275,116.604,42.244,114.977,35.054,
SENSOR,1735802730,150,109.483,86.52,122.013,64.787,36.458,35.869,
SENSOR,1735802760,13,243.009,129.644,176.593,59.777,127.439,-4.27,
SENSOR,1735802790,167,177.997,280.461,109.995,0.821,173.988,-2.254,
SENSOR,1735802820,77,212.499,94.687,94.421,7.013,177.944,17.892,
SENSOR,1735802850,174,13.138,244.624,189.371,86.918,88.768,29.567,
SENSOR,1735802880,104,226.972,267.917,55.927,108.163,14.054,44.845,
SENSOR,1735802910,146,217.904,267.074,176.57,43.229,44.572,12.066,
SENSOR,1735802940,171,238.161,97.008,78.37,53.004,157.407,27.136,
SENSOR,1735802970,175,57.515,213.932,127.445,8.718,158.749,19.599,
SENSOR,1735803000,41,13.162,70.624,175.379,118.928,61.699,11.004,
SENSOR,1735803030,79,83.508,284.428,9.919,90.634,36.756,25.882,
SENSOR,1735803060,194,136.728,128.221,69.036,111.152,165.923,-1.999,
SENSOR,1735803090,184,144.445,89.749,52.613,104.464,156.762,11.692,
SENSOR,1735803120,76,18.085,179.422,42.062,21.592,119.89,25.625,
SENSOR,1735803150,73,24.787,220.719,117.785,34.274,170.853,1.199,
SENSOR,1735803180,20,146.429,266.948,74.276,52.447,108.338,41.134,
SENSOR,1735803210,14,7.823,295.908,156.94,44.102,125.107,16.336,
SENSOR,1735803240,58,32.178,197.962,13.587,144.218,118.534,10.57,
SENSOR,1735803270,150,56.345,151.384,59.959,135.809,0.548,26.836,
SENSOR,1735803300,195,91.597,283.419,75.008,66.489,131.048,8.944,
SENSOR,1735803330,36,202.82,293.646,181.221,44.577,49.356,-1.627,
SENSOR,1735803360,18,54.241,182.296,128.322,27.791,58.401,5.206,
SENSOR,1735803390,89,128.992,67.194,131.979,116.896,75.714,0.008,
SENSOR,1735803420,68,107.93,13.741,134.184,94.057,143.126,12.015,
SENSOR,1735803450,6,71.061,176.3,150.114,54.479,159.807,2.017,
SENSOR,1735803480,91,236.15,115.644,88.162,50.199,155.285,11.617,
SENSOR,1735803510,102,56.25,12.713,187.578,76.344,131.011,43.595,
SENSOR,1735803540,45,29.284,124.631,36.681,134.935,10.716,0.504,
SENSOR,1735803570,81,38.766,278.379,164.717,11.049,109.329,34.231,
SENSOR,1735803600,139,20.169,99.102,107.031,28.466,138.619,32.219,
SENSOR,1735803630,119,198.033,142.824,170.076,128.429,75.999,14.325,
SENSOR,1735803660,67,31.434,0.098,167.273,37.226,102.15,8.247,
SENSOR,1735803690,36,207.329,50.923,20.048,100.95,3.746,24.655,
SENSOR,1735803720,31,8.257,58.265,92.87,100.224,44.403,39.392,
SENSOR,1735803750,79,97.786,214.941,109.08,60.218,67.75,0.087,
SENSOR,1735803780,159,178.622,202.187,166.32,103.102,138.315,32.635,
SENSOR,1735803810,195,102.261,230.198,16.088,47.852,61.625,44.528,
SENSOR,1735803840,161,153.998,100.102,151.077,62.846,131.76,41.727,
SENSOR,1735803870,43,22.278,157.219,123.13,85.129,47.258,4.612,
SENSOR,1735803900,63,105.076,168.799,34.642,36.343,44.756,25.319,
SENSOR,1735803930,166,95.972,170.11,191.966,99.046,72.325,9.406,
SENSOR,1735803960,38,131.712,281.69,154.043,126.91,19.214,35.167,
SENSOR,1735803990,137,109.795,25.47,171.142,87.212,76.444,43.717,
SENSOR,1735804020,191,93.166,50.088,133.189,94.179,0.639,42.043,
SENSOR,1735804050,158,95.453,271.453,135.165,86.386,28.507,43.873,
SENSOR,1735804080,45,30.854,244.527,18.341,34.048,19.515,-4.966,
SENSOR,1735804110,5,137.176,274.652,24.216,134.956,90.649,14.659,
SENSOR,1735804140,61,178.857,289.316,194.258,0.75,146.042,33.927,
SENSOR,1735804170,44,92.81,40.015,140.838,147.591,124.375,-1.899,
SENSOR,1735804200,31,107.781,2.704,27.94,81.788,102.826,19.788,
SENSOR,1735804230,61,140.722,34.646,63.279,44.494,158.465,32.212,
SENSOR,1735804260,99,101.668,111.613,86.185,6.306,178.872,27.299,
SENSOR,1735804290,137,63.67,136.404,46.232,23.891,100.148,37.788,
SENSOR,1735804320,11,243.436,49.605,14.644,138.828,69.514,14.0,
SENSOR,1735804350,164,63.074,296.387,48.766,76.669,89.637,37.272,
SENSOR,1735804380,109,23.867,16.813,48.076,54.71,80.117,41.348,
SENSOR,1735804410,153,19.689,175.672,196.905,47.324,101.489,15.526,
SENSOR,1735804440,175,114.75,137.554,91.319,97.487,36.047,31.452,
SENSOR,1735804470,61,91.71,218.267,64.634,46.902,5.662,13.498,
SENSOR,1735804500,23,204.274,150.804,158.955,98.447,179.384,24.026,
SENSOR,1735804530,127,246.663,173.17,145.485,130.961,38.784,32.644,
SENSOR,1735804560,23,234.267,176.812,36.547,98.128,97.935,-1.436,
SENSOR,1735804590,186,196.599,101.929,179.328,11.601,159.954,25.715,
SENSOR,1735804620,173,142.664,176.164,18.242,105.133,126.38,3.797,
SENSOR,1735804650,10,217.175,255.508,125.482,120.569,81.401,28.523,
SENSOR,1735804680,173,188.309,194.55,52.217,80.521,60.236,16.004,
SENSOR,1735804710,13,187.539,249.307,188.112,125.376,153.879,1.636,
SENSOR,1735804740,136,68.157,252.508,126.502,28.541,9.923,5.158,
SENSOR,1735804770,198,243.592,110.792,18.821,90.648,122.643,33.715,
SENSOR,1735804800,163,40.037,256.629,179.278,23.36,130.719,9.818,
SENSOR,1735804830,43,210.879,22.06,190.148,62.109,164.277,19.711,
SENSOR,1735804860,129,179.264,72.394,158.115,147.725,11.345,29.635,
SENSOR,1735804890,45,77.501,226.35,181.914,43.291,146.648,3.097,
SENSOR,1735804920,28,61.005,43.525,31.81,125.947,102.812,41.596,
SENSOR,1735804950,188,115.268,115.948,188.635,3.715,71.169,17.53,
SENSOR,1735804980,122,102.289,236.276,152.072,71.94,37.524,2.682,
SENSOR,1735805010,41,87.842,165.294,198.28,141.759,105.902,28.655,
SENSOR,1735805040,82,96.643,291.29,26.246,91.55,10.884,4.852,
SENSOR,1735805070,69,249.002,252.271,80.166,47.122,133.637,36.075,
SENSOR,1735805100,89,57.301,112.847,103.576,49.135,175.307,29.208,
SENSOR,1735805130,120,119.201,18.053,126.353,103.566,50.868,-2.876,
SENSOR,1735805160,8,226.808,17.654,50.506,3.713,177.03,10.271,
SENSOR,1735805190,141,195.574,53.259,42.367,135.101,170.957,28.61,
SENSOR,1735805220,94,244.256,287.427,81.397,37.046,100.794,40.125,
SENSOR,1735805250,166,211.392,157.134,130.805,60.73,76.222,43.097,
SENSOR,1735805280,105,159.485,204.309,38.493,68.196,59.238,0.914,
SENSOR,1735805310,176,244.284,154.135,69.293,98.917,24.105,12.585,
SENSOR,1735805340,182,109.978,101.739,14.767,53.463,32.09,14.928,
SENSOR,1735805370,20,176.371,200.066,15.762,33.18,38.961,43.752,
SENSOR,1735805400,167,230.577,62.684,146.262,58.631,74.507,-0.837,
SENSOR,1735805430,189,237.39,215.093,9.214,122.72,103.68,22.714,
SENSOR,1735805460,170,89.574,8.212,151.659,2.051,55.45,-0.185,
SENSOR,1735805490,48,202.353,260.642,114.252,106.764,121.877,15.569,
SENSOR,1735805520,190,87.585,161.391,26.917,10.741,96.736,2.34,
SENSOR,1735805550,193,178.323,291.571,173.887,76.184,87.689,21.5,
SENSOR,1735805580,42,86.657,280.574,192.533,52.087,96.47,36.962,
SENSOR,1735805610,17,107.262,91.185,13.951,134.416,87.002,10.447,
SENSOR,1735805640,140,217.631,291.983,143.435,45.94,109.565,6.678,
SENSOR,1735805670,6,214.41,250.312,39.122,116.284,158.506,19.701,
SENSOR,1735805700,56,241.655,18.28,15.342,125.621,178.961,24.988,
SENSOR,1735805730,126,34.963,179.9,127.831,101.495,160.416,44.852,
SENSOR,1735805760,187,70.598,131.314,71.001,4.718,108.996,0.02,
SENSOR,1735805790,78,185.907,119.588,113.22,120.368,34.822,18.05,
SENSOR,1735805820,148,100.774,12.293,3.658,120.062,71.088,9.539,
SENSOR,1735805850,106,21.164,275.265,163.578,104.922,35.541,43.335,
SENSOR,1735805880,3,223.853,262.999,147.426,123.267,107.001,33.818,
SENSOR,1735805910,66,41.589,22.565,117.1,95.621,30.641,-4.098,
SENSOR,1735805940,172,170.405,46.045,186.702,120.033,80.518,34.822,
SENSOR,1735805970,16,132.606,59.69,150.571,98.948,57.449,-1.443,
SENSOR,1735806000,183,144.77,68.17,170.17,33.021,166.386,37.134,
SENSOR,1735806030,114,84.929,47.884,112.478,66.058,113.894,38.739,
SENSOR,1735806060,44,212.539,154.547,85.68,133.021,15.957,9.847,
SENSOR,1735806090,31,31.742,208.413,160.721,140.028,52.633,41.508,
SENSOR,1735806120,1,99.919,126.59,18.165,135.007,151.328,11.11,
SENSOR,1735806150,43,84.531,91.563,15.683,106.067,130.2,9.687,
SENSOR,1735806180,196,230.254,51.192,20.215,89.758,58.977,31.471,
SENSOR,1735806210,115,17.617,113.112,108.246,48.512,22.374,44.794,
SENSOR,1735806240,112,101.096,256.158,145.968,90.918,42.55,32.6,
SENSOR,1735806270,197,139.023,147.628,30.361,13.152,113.19,32.585,
SENSOR,1735806300,149,17.681,35.141,37.472,91.831,105.895,24.561,
SENSOR,1735806330,181,160.228,267.979,153.281,146.278,167.916,38.813,
SENSOR,1735806360,29,143.787,208.629,57.204,137.403,139.406,28.811,
SENSOR,1735806390,97,228.813,131.19,9.021,4.077,165.867,31.178,
SENSOR,1735806420,6,47.146,169.206,117.352,42.311,76.914,42.908,
SENSOR,1735806450,103,84.466,7.319,36.37,18.212,95.577,2.136,
SENSOR,1735806480,155,29.195,228.99,194.435,14.851,141.2,23.601,
SENSOR,1735806510,117,197.796,28.73,186.169,129.202,49.96,16.416,
SENSOR,1735806540,98,129.96,76.345,125.811,100.185,166.731,13.352,
SENSOR,1735806570,86,232.799,30.952,150.121,35.804,29.79,40.262,
SENSOR,1735806600,62,31.75,98.492,98.196,132.256,161.793,28.996,
SENSOR,1735806630,161,76.381,115.47,63.523,58.921,143.448,23.766,
SENSOR,1735806660,43,243.649,120.071,84.138,61.965,39.012,39.648,
SENSOR,1735806690,3,249.425,285.626,20.29,122.99,142.188,7.39,
SENSOR,1735806720,19,25.85,186.558,14.891,106.298,52.907,26.055,
SENSOR,1735806750,50,122.575,174.66,149.39,44.729,82.427,4.284,
SENSOR,1735806780,74,138.971,154.359,94.662,143.181,125.219,20.142,
SENSOR,1735806810,45,191.235,153.443,138.963,94.584,112.797,18.709,
SENSOR,1735806840,103,93.768,151.291,7.458,32.498,57.392,-3.724,
SENSOR,1735806870,196,106.863,42.48,15.91,90.81,63.047,34.465,
SENSOR,1735806900,139,125.68,288.06,71.006,12.606,108.882,19.471,
SENSOR,1735806930,179,208.946,260.299,24.558,49.491,54.095,-1.004,
SENSOR,1735806960,32,26.469,275.608,114.351,44.634,41.954,26.252,
SENSOR,1735806990,119,182.284,110.72,161.784,126.254,31.673,30.012,
SENSOR,1735807020,48,32.415,124.145,57.448,136.522,122.181,-0.768,
SENSOR,1735807050,147,234.516,270.475,145.42,41.295,61.13,34.405,
SENSOR,1735807080,31,14.133,69.044,192.526,72.778,138.415,1.767,
SENSOR,1735807110,56,235.101,149.595,42.479,131.847,158.104,41.65,
SENSOR,1735807140,116,54.2,202.983,145.754,108.503,88.946,12.289,
SENSOR,1735807170,95,218.093,191.433,8.71,52.22,26.684,33.959,
SENSOR,1735807200,170,31.16,116.552,17.183,38.981,145.477,13.494,
SENSOR,1735807230,70,210.221,62.516,182.615,93.693,20.199,35.746,
SENSOR,1735807260,80,49.519,195.762,194.16,7.562,83.151,16.626,
SENSOR,1735807290,86,58.234,48.96,5.721,60.133,72.96,42.102,
SENSOR,1735807320,109,39.6,178.909,90.84,18.206,110.94,12.548,
SENSOR,1735807350,189,195.106,162.375,120.782,146.165,159.967,32.426,
SENSOR,1735807380,76,187.377,287.616,196.765,82.442,58.867,26.043,
SENSOR,1735807410,114,201.827,233.815,67.283,132.635,52.168,27.937,
SENSOR,1735807440,27,88.022,192.458,102.815,62.786,83.695,5.843,
SENSOR,1735807470,133,25.574,20.486,51.46,80.793,92.0,11.229,
SENSOR,1735807500,106,87.576,94.267,126.624,124.627,177.877,20.098,
SENSOR,1735807530,186,116.392,220.616,78.688,84.45,33.231,36.32,
SENSOR,1735807560,54,63.888,284.323,174.667,86.904,132.371,5.439,
SENSOR,1735807590,132,21.45,168.578,130.547,82.459,171.68,-2.206,
SENSOR,1735807620,179,117.236,4.813,48.981,39.079,102.765,8.268,
SENSOR,1735807650,82,14.471,82.934,164.285,7.481,118.571,16.311,
SENSOR,1735807680,52,122.276,265.565,125.607,31.965,75.374,19.637,
SENSOR,1735807710,39,142.066,228.795,90.503,133.053,153.8,0.39,
SENSOR,1735807740,57,187.787,43.67,74.461,119.283,154.423,33.49,
SENSOR,1735807770,47,13.434,84.783,186.365,132.703,46.426,17.064,
SENSOR,1735807800,58,175.869,171.583,152.712,44.715,94.963,12.599,
SENSOR,1735807830,195,88.083,25.963,17.012,67.407,115.78,11.613,
SENSOR,1735807860,131,54.725,212.079,69.749,71.127,5.755,22.869,
SENSOR,1735807890,37,154.907,191.666,183.994,56.416,38.41,28.935,
SENSOR,1735807920,25,190.412,210.313,37.06,19.935,13.739,43.097,
SENSOR,1735807950,161,133.006,285.264,187.395,39.177,179.684,23.875,
SENSOR,1735807980,26,232.975,256.284,57.864,91.128,160.488,9.19,
SENSOR,1735808010,18,206.576,0.561,155.972,34.293,138.644,28.676,
SENSOR,1735808040,8,190.261,194.588,107.165,115.609,82.548,1.556,
SENSOR,1735808070,184,46.485,219.803,32.639,2.876,82.486,5.57,
SENSOR,1735808100,60,105.451,221.877,12.551,21.333,153.844,26.636,
SENSOR,1735808130,80,127.441,254.065,37.628,48.704,9.156,29.908,
SENSOR,1735808160,161,124.387,246.719,100.136,60.534,102.242,30.024,
SENSOR,1735808190,49,53.665,160.709,76.511,31.772,105.07,4.345,
SENSOR,1735808220,159,20.394,246.997,156.092,95.002,21.013,12.13,
SENSOR,1735808250,193,49.112,94.116,152.52,66.131,118.693,36.131,
SENSOR,1735808280,77,62.312,113.467,35.971,48.699,61.886,20.304,
SENSOR,1735808310,39,244.469,176.485,187.725,68.289,87.582,33.059,
SENSOR,1735808340,132,170.783,231.856,69.915,146.123,134.779,7.096,
SENSOR,1735808370,45,102.592,69.082,147.705,17.032,128.13,28.584,
SENSOR,1735808400,58,87.124,12.79,58.83,123.807,35.75,39.402,
SENSOR,1735808430,188,52.195,257.062,68.08,111.131,86.302,3.209,
SENSOR,1735808460,89,133.037,268.322,11.62,101.444,155.239,1.737,
SENSOR,1735808490,83,79.025,238.277,3.161,77.783,96.761,24.984,
SENSOR,1735808520,38,109.751,49.854,142.829,122.521,88.65,27.84,
SENSOR,1735808550,85,157.323,159.662,48.873,17.334,116.072,33.576,
SENSOR,1735808580,115,217.829,157.982,195.051,71.044,97.823,32.661,
SENSOR,1735808610,79,231.108,224.712,157.112,62.67,0.873,42.608,
SENSOR,1735808640,75,176.377,45.412,22.845,130.901,143.911,19.855,
SENSOR,1735808670,109,86.116,70.977,98.693,91.6,117.645,33.929,
SENSOR,1735808700,42,31.809,209.464,133.367,134.703,14.417,43.33,
SENSOR,1735808730,105,96.819,213.39,45.221,30.774,159.941,35.725,
SENSOR,1735808760,113,65.886,207.739,97.988,100.209,121.163,18.905,
SENSOR,1735808790,95,93.993,195.273,59.851,79.72,111.409,21.916,
SENSOR,1735808820,151,138.569,208.129,8.311,71.099,54.402,-1.827,
SENSOR,1735808850,24,55.442,273.007,111.436,46.374,64.566,37.487,
SENSOR,1735808880,182,201.473,131.7,124.604,49.784,91.648,44.44,
SENSOR,1735808910,118,168.43,183.873,4.543,136.979,81.172,5.141,
SENSOR,1735808940,188,75.502,253.889,184.936,78.055,5.013,3.819,
SENSOR,1735808970,27,161.651,88.991,84.118,149.519,21.981,3.403,
SENSOR,1735809000,144,68.814,231.471,8.397,55.139,67.738,44.39,
SENSOR,1735809030,119,181.101,103.149,179.414,74.94,176.533,1.18,
SENSOR,1735809060,51,50.533,153.041,108.01,83.746,116.091,30.652,
SENSOR,1735809090,115,40.609,292.286,66.833,103.689,64.606,43.566,
SENSOR,1735809120,33,70.312,177.695,178.704,69.909,60.283,41.531,
SENSOR,1735809150,24,247.257,18.773,98.345,126.535,120.264,24.442,
SENSOR,1735809180,121,97.169,270.574,176.954,125.297,47.917,19.914,
SENSOR,1735809210,69,246.037,272.81,140.677,63.676,1.068,36.15,
SENSOR,1735809240,38,94.452,52.891,134.945,112.86,0.323,1.424,
SENSOR,1735809270,11,20.74,171.494,163.516,93.319,165.051,6.844,
SENSOR,1735809300,156,48.827,78.126,140.8,50.227,69.252,-3.279,
SENSOR,1735809330,152,84.798,263.017,153.556,37.239,130.695,26.145,
SENSOR,1735809360,11,78.791,282.816,189.622,82.083,95.569,29.627,
SENSOR,1735809390,15,200.967,180.461,145.301,71.926,8.764,8.476,
SENSOR,1735809420,13,35.482,286.27,115.419,113.233,7.109,27.623,
SENSOR,1735809450,178,242.95,123.189,195.544,21.84,167.643,7.187,
SENSOR,1735809480,49,81.836,213.303,185.592,139.638,114.905,4.893,
SENSOR,1735809510,43,203.488,50.252,22.503,138.487,150.825,-3.131,
SENSOR,1735809540,91,28.434,235.912,130.309,21.951,115.46,31.836,
SENSOR,1735809570,34,132.989,236.616,111.747,121.903,143.489,35.943,
SENSOR,1735809600,14,204.618,90.024,189.507,59.236,79.363,29.746,
SENSOR,1735809630,9,162.799,158.34,25.299,7.081,168.316,4.952,
SENSOR,1735809660,188,145.213,245.913,115.417,68.694,78.3,14.735,
SENSOR,1735809690,1,240.045,268.791,77.809,33.165,176.813,26.358,
SENSOR,1735809720,111,1.279,82.238,38.338,31.498,171.402,16.741,
SENSOR,1735809750,101,46.289,219.156,123.323,30.215,165.376,33.932,
SENSOR,1735809780,189,119.455,84.667,90.424,85.076,127.045,16.928,
SENSOR,1735809810,93,75.812,149.62,8.595,128.919,19.503,29.11,
SENSOR,1735809840,187,229.094,141.936,29.899,53.446,132.376,29.28,
SENSOR,1735809870,196,206.557,277.686,28.558,22.041,0.137,-2.39,
SENSOR,1735809900,198,59.01,91.502,57.825,7.755,107.724,14.304,
SENSOR,1735809930,104,87.635,16.183,142.645,75.012,68.565,3.558,
SENSOR,1735809960,191,220.666,43.857,133.975,12.054,172.113,-2.947,
SENSOR,1735809990,102,90.372,270.79,133.456,111.696,70.697,9.125,
SENSOR,1735810020,34,114.585,271.118,108.573,41.865,69.267,26.835,
SENSOR,1735810050,99,199.45,160.447,95.201,84.501,164.0,9.675,
SENSOR,1735810080,135,84.272,233.607,157.475,61.057,177.193,7.951,
SENSOR,1735810110,118,80.056,16.299,179.561,103.599,4.07,30.698,
SENSOR,1735810140,104,103.958,140.75,53.748,70.112,68.746,13.471,
SENSOR,1735810170,125,83.104,169.905,85.435,61.944,94.46,11.658,
SENSOR,1735810200,19,196.044,229.916,197.819,140.118,123.505,2.366,
SENSOR,1735810230,34,121.08,199.595,115.381,81.965,175.619,3.191,
SENSOR,1735810260,102,116.669,252.431,139.038,131.825,54.209,-2.406,
SENSOR,1735810290,193,83.587,193.806,65.52,119.065,96.176,44.333,
SENSOR,1735810320,78,80.483,25.607,126.595,23.247,84.627,11.656,
SENSOR,1735810350,149,36.492,238.037,60.021,144.987,106.317,40.414,
SENSOR,1735810380,175,195.599,205.023,161.354,51.994,86.554,22.636,
SENSOR,1735810410,61,130.749,28.965,150.636,117.941,7.797,11.182,
SENSOR,1735810440,134,226.313,54.286,0.005,8.874,139.876,-4.678,
SENSOR,1735810470,40,44.289,62.128,75.859,5.773,62.673,21.764,
SENSOR,1735810500,9,224.098,2.105,140.11,121.814,139.76,27.442,
SENSOR,1735810530,5,94.584,132.863,115.195,135.496,75.062,18.879,
SENSOR,1735810560,2,174.569,169.025,198.684,61.305,46.577,42.634,
SENSOR,1735810590,179,186.042,203.364,166.962,60.264,33.398,11.287,
SENSOR,1735810620,87,25.248,158.812,189.228,52.285,108.916,16.473,
SENSOR,1735810650,174,23.177,16.53,71.436,53.514,21.587,21.093,
SENSOR,1735810680,24,5.145,123.1,151.589,136.845,163.776,30.681,
SENSOR,1735810710,35,14.597,60.898,187.885,78.166,92.867,9.592,
SENSOR,1735810740,67,237.639,208.637,67.361,72.593,156.716,-2.611,
SENSOR,1735810770,162,125.116,236.896,118.123,68.649,175.886,1.491,
SENSOR,1735810800,191,230.585,161.043,7.397,39.931,164.657,36.181,
SENSOR,1735810830,168,133.722,297.409,125.058,50.065,39.463,-2.512,
SENSOR,1735810860,112,140.978,247.309,17.341,77.939,53.078,16.814,
SENSOR,1735810890,13,92.768,288.692,15.49,67.054,77.909,17.601,
SENSOR,1735810920,129,78.686,11.674,41.718,103.798,10.078,43.944,
SENSOR,1735810950,111,104.866,270.192,97.135,19.95,82.59,34.366,
