command,u,v,loss,line_capacity,timestamp,battery_id,charge_change,battery_capacity,price,extra
EDGE,245,562,0.0065,305,,,,,,
EDGE,210,789,0.00697,327,,,,,,
EDGE,392,121,0.02771,167,,,,,,
EDGE,210,707,0.01864,174,,,,,,
EDGE,340,721,0.00712,103,,,,,,
EDGE,325,227,0.02708,302,,,,,,
EDGE,875,700,0.03766,267,,,,,,
EDGE,495,729,0.03666,148,,,,,,
EDGE,710,461,0.01439,145,,,,,,
EDGE,66,409,0.01451,374,,,,,,
EDGE,368,741,0.00579,456,,,,,,
EDGE,522,903,0.04109,230,,,,,,
EDGE,726,506,0.01646,368,,,,,,
EDGE,619,394,0.04418,420,,,,,,
EDGE,197,874,0.02673,239,,,,,,
EDGE,591,9,0.00638,411,,,,,,
EDGE,472,340,0.03477,438,,,,,,
EDGE,715,649,0.01831,460,,,,,,
EDGE,408,32,0.0174,399,,,,,,
EDGE,293,348,0.02571,346,,,,,,
EDGE,890,805,0.03528,428,,,,,,
EDGE,747,713,0.00758,288,,,,,,
EDGE,401,523,0.04978,226,,,,,,
EDGE,998,728,0.02721,197,,,,,,
EDGE,568,152,0.04326,91,,,,,,
EDGE,280,383,0.00454,217,,,,,,
EDGE,363,72,0.00129,332,,,,,,
EDGE,102,215,0.0271,163,,,,,,
EDGE,857,300,0.00136,246,,,,,,
EDGE,269,110,0.03751,394,,,,,,
EDGE,36,307,0.04956,274,,,,,,
EDGE,866,546,0.01438,291,,,,,,
EDGE,18,734,0.04808,101,,,,,,
EDGE,317,409,0.04274,404,,,,,,
EDGE,640,47,0.04585,64,,,,,,
EDGE,716,637,0.04834,89,,,,,,
EDGE,658,268,0.04179,54,,,,,,
EDGE,894,625,0.01462,220,,,,,,
EDGE,241,205,0.02309,237,,,,,,
EDGE,976,564,0.04946,173,,,,,,
EDGE,161,815,0.00383,105,,,,,,
EDGE,259,692,0.02159,51,,,,,,
EDGE,203,940,0.04985,385,,,,,,
EDGE,811,683,0.03409,254,,,,,,
EDGE,814,343,0.03636,134,,,,,,
EDGE,177,382,0.01246,462,,,,,,
EDGE,648,358,0.02792,125,,,,,,
EDGE,749,148,0.00617,194,,,,,,
EDGE,982,104,0.04569,248,,,,,,
EDGE,711,964,0.03851,105,,,,,,
EDGE,675,544,0.02733,449,,,,,,
EDGE,832,983,0.03345,185,,,,,,
EDGE,648,677,0.03702,97,,,,,,
EDGE,630,902,0.0313,432,,,,,,
EDGE,935,924,0.03977,103,,,,,,
EDGE,373,750,0.00238,438,,,,,,
EDGE,939,636,0.01966,396,,,,,,
EDGE,582,802,0.01769,281,,,,,,
EDGE,24,48,0.00434,68,,,,,,
EDGE,467,367,0.01243,57,,,,,,
EDGE,927,964,0.01074,89,,,,,,
EDGE,459,429,0.01332,50,,,,,,
EDGE,263,782,0.01084,369,,,,,,
EDGE,518,869,0.03155,143,,,,,,
EDGE,424,889,0.0446,194,,,,,,
EDGE,902,719,0.04272,74,,,,,,
EDGE,2,657,0.00469,122,,,,,,
EDGE,897,629,0.03147,243,,,,,,
EDGE,266,112,0.00858,311,,,,,,
EDGE,970,521,0.02844,426,,,,,,
EDGE,367,862,0.02303,481,,,,,,
EDGE,913,105,0.03813,88,,,,,,
EDGE,726,880,0.03971,237,,,,,,
EDGE,861,357,0.03925,300,,,,,,
EDGE,153,113,0.0354,233,,,,,,
EDGE,931,522,0.01328,69,,,,,,
EDGE,754,758,0.01293,399,,,,,,
EDGE,189,475,0.01807,136,,,,,,
EDGE,18,2,0.03314,329,,,,,,
EDGE,241,884,0.03025,109,,,,,,
EDGE,490,17,0.00443,470,,,,,,
EDGE,99,6,0.04004,270,,,,,,
EDGE,298,309,0.02118,456,,,,,,
EDGE,482,414,0.03216,471,,,,,,
EDGE,584,433,0.02371,344,,,,,,
EDGE,655,195,0.03288,335,,,,,,
EDGE,67,687,0.01799,498,,,,,,
EDGE,348,747,0.02147,380,,,,,,
EDGE,394,484,0.0079,109,,,,,,
EDGE,593,257,0.01664,237,,,,,,
EDGE,317,10,0.00836,301,,,,,,
EDGE,18,546,0.02547,120,,,,,,
EDGE,44,737,0.02129,59,,,,,,
EDGE,282,505,0.04313,264,,,,,,
EDGE,125,132,0.03928,148,,,,,,
EDGE,339,629,0.01228,313,,,,,,
EDGE,2,132,0.00108,293,,,,,,
EDGE,629,86,0.01259,500,,,,,,
EDGE,597,758,0.00462,292,,,,,,
EDGE,752,862,0.02563,321,,,,,,
EDGE,674,182,0.03598,389,,,,,,
EDGE,550,861,0.01668,433,,,,,,
EDGE,90,45,0.04005,202,,,,,,
EDGE,293,975,0.03037,287,,,,,,
EDGE,957,599,0.03942,260,,,,,,
EDGE,83,379,0.00721,101,,,,,,
EDGE,239,549,0.00724,264,,,,,,
EDGE,117,974,0.03727,74,,,,,,
EDGE,321,814,0.00498,389,,,,,,
EDGE,580,987,0.02984,484,,,,,,
EDGE,535,572,0.04664,52,,,,,,
EDGE,400,297,0.0127,234,,,,,,
EDGE,351,549,0.00434,483,,,,,,
EDGE,701,12,0.02153,433,,,,,,
EDGE,4,425,0.02982,172,,,,,,
EDGE,148,798,0.00355,365,,,,,,
EDGE,326,468,0.04356,136,,,,,,
EDGE,178,720,0.0142,222,,,,,,
EDGE,687,115,0.04311,412,,,,,,
EDGE,184,107,0.03808,305,,,,,,
EDGE,494,98,0.00495,249,,,,,,
EDGE,50,21,0.03533,427,,,,,,
EDGE,651,418,0.03305,238,,,,,,
EDGE,264,451,0.02747,304,,,,,,
EDGE,382,256,0.04407,242,,,,,,
EDGE,564,946,0.02727,274,,,,,,
EDGE,830,220,0.01455,358,,,,,,
EDGE,422,936,0.04555,213,,,,,,
EDGE,172,785,0.00244,446,,,,,,
EDGE,671,159,0.02537,197,,,,,,
EDGE,753,975,0.01561,475,,,,,,
EDGE,656,262,0.02935,337,,,,,,
EDGE,276,844,0.02414,196,,,,,,
EDGE,601,140,0.02751,340,,,,,,
EDGE,370,972,0.03621,145,,,,,,
EDGE,284,3,0.03401,248,,,,,,
EDGE,797,504,0.02855,232,,,,,,
EDGE,593,130,0.01134,451,,,,,,
EDGE,326,138,0.01651,168,,,,,,
EDGE,25,230,0.04225,78,,,,,,
EDGE,509,285,0.04519,342,,,,,,
EDGE,171,234,0.00837,77,,,,,,
EDGE,444,981,0.04528,178,,,,,,
EDGE,361,718,0.04348,262,,,,,,
EDGE,836,859,0.00289,377,,,,,,
EDGE,138,739,0.04778,199,,,,,,
EDGE,405,157,0.04908,356,,,,,,
EDGE,297,953,0.0046,329,,,,,,
EDGE,436,236,0.02571,287,,,,,,
EDGE,814,489,0.03139,169,,,,,,
EDGE,539,242,0.01917,439,,,,,,
EDGE,736,38,0.01887,225,,,,,,
EDGE,546,258,0.04707,417,,,,,,
EDGE,751,742,0.04971,314,,,,,,
EDGE,777,985,0.02983,273,,,,,,
EDGE,455,675,0.0243,71,,,,,,
EDGE,23,752,0.03821,159,,,,,,
EDGE,81,461,0.02294,365,,,,,,
EDGE,432,488,0.04411,58,,,,,,
EDGE,274,215,0.00109,99,,,,,,
EDGE,93,378,0.02489,500,,,,,,
EDGE,271,654,0.04801,299,,,,,,
EDGE,544,464,0.01519,371,,,,,,
EDGE,249,799,0.00834,83,,,,,,
EDGE,36,13,0.0033,329,,,,,,
EDGE,453,913,0.04721,141,,,,,,
EDGE,980,96,0.01837,308,,,,,,
EDGE,901,471,0.01494,310,,,,,,
EDGE,946,947,0.02541,67,,,,,,
EDGE,203,417,0.03369,82,,,,,,
EDGE,903,667,0.02205,408,,,,,,
EDGE,516,653,0.00303,252,,,,,,
EDGE,161,971,0.04276,185,,,,,,
EDGE,530,701,0.01994,156,,,,,,
EDGE,321,215,0.04656,271,,,,,,
EDGE,162,722,0.01718,294,,,,,,
EDGE,913,935,0.00327,160,,,,,,
EDGE,954,535,0.02031,280,,,,,,
EDGE,432,491,0.00778,119,,,,,,
EDGE,422,920,0.02724,381,,,,,,
EDGE,405,666,0.03606,88,,,,,,
EDGE,808,876,0.04693,174,,,,,,
EDGE,722,510,0.02912,128,,,,,,
EDGE,505,65,0.01611,111,,,,,,
EDGE,757,187,0.01358,498,,,,,,
EDGE,556,339,0.02861,247,,,,,,
EDGE,876,275,0.03019,360,,,,,,
EDGE,726,57,0.03502,96,,,,,,
EDGE,215,656,0.037,189,,,,,,
EDGE,725,624,0.04668,443,,,,,,
EDGE,228,884,0.01812,58,,,,,,
EDGE,562,918,0.03335,329,,,,,,
EDGE,688,434,0.01481,349,,,,,,
EDGE,30,851,0.01266,329,,,,,,
EDGE,133,84,0.03855,335,,,,,,
EDGE,915,576,0.04089,234,,,,,,
EDGE,58,86,0.02743,172,,,,,,
EDGE,618,323,0.00624,300,,,,,,
EDGE,934,231,0.04003,173,,,,,,
EDGE,981,903,0.04004,154,,,,,,
EDGE,922,161,0.00512,279,,,,,,
EDGE,910,69,0.02262,189,,,,,,
EDGE,406,135,0.02456,57,,,,,,
EDGE,144,156,0.02775,377,,,,,,
EDGE,546,984,0.04395,451,,,,,,
EDGE,375,774,0.03981,333,,,,,,
EDGE,817,928,0.03529,226,,,,,,
EDGE,130,55,0.00789,415,,,,,,
EDGE,950,493,0.03245,84,,,,,,
EDGE,923,961,0.00936,392,,,,,,
EDGE,998,76,0.0035,166,,,,,,
EDGE,995,561,0.04578,448,,,,,,
EDGE,611,163,0.03428,313,,,,,,
EDGE,735,306,0.02361,365,,,,,,
EDGE,399,370,0.04712,229,,,,,,
EDGE,92,177,0.02101,142,,,,,,
EDGE,788,176,0.00381,196,,,,,,
EDGE,832,856,0.01024,67,,,,,,
EDGE,653,94,0.04247,147,,,,,,
EDGE,98,809,0.00676,129,,,,,,
EDGE,26,638,0.01601,195,,,,,,
EDGE,748,367,0.04929,469,,,,,,
EDGE,496,449,0.0381,158,,,,,,
EDGE,409,959,0.02767,144,,,,,,
EDGE,126,771,0.01478,297,,,,,,
EDGE,840,835,0.02467,323,,,,,,
EDGE,951,115,0.03699,307,,,,,,
EDGE,535,651,0.00533,494,,,,,,
EDGE,615,780,0.04758,187,,,,,,
EDGE,10,306,0.02781,360,,,,,,
EDGE,652,924,0.04547,485,,,,,,
EDGE,189,978,0.01904,152,,,,,,
EDGE,136,347,0.01036,439,,,,,,
EDGE,720,556,0.02442,366,,,,,,
EDGE,352,469,0.03934,310,,,,,,
EDGE,753,58,0.04381,400,,,,,,
EDGE,689,302,0.03183,486,,,,,,
EDGE,125,855,0.00675,366,,,,,,
EDGE,480,561,0.03973,488,,,,,,
EDGE,177,116,0.03036,171,,,,,,
EDGE,12,924,0.03977,468,,,,,,
EDGE,659,407,0.01985,186,,,,,,
EDGE,711,478,0.02109,342,,,,,,
EDGE,243,327,0.03833,279,,,,,,
EDGE,551,189,0.03542,266,,,,,,
EDGE,444,665,0.01345,205,,,,,,
EDGE,236,773,0.01893,235,,,,,,
EDGE,485,661,0.04796,144,,,,,,
EDGE,635,600,0.04511,488,,,,,,
EDGE,630,213,0.01353,181,,,,,,
EDGE,702,52,0.00494,419,,,,,,
EDGE,439,757,0.01865,445,,,,,,
EDGE,553,845,0.04561,485,,,,,,
EDGE,418,997,0.04858,188,,,,,,
EDGE,901,130,0.0382,399,,,,,,
EDGE,5,747,0.01312,268,,,,,,
EDGE,274,704,0.01559,129,,,,,,
EDGE,187,990,0.00752,187,,,,,,
EDGE,840,400,0.00928,230,,,,,,
EDGE,801,121,0.02827,278,,,,,,
EDGE,853,678,0.01176,158,,,,,,
EDGE,774,233,0.01961,433,,,,,,
EDGE,684,42,0.04747,355,,,,,,
EDGE,646,94,0.03733,71,,,,,,
EDGE,742,733,0.03953,157,,,,,,
EDGE,153,141,0.01727,233,,,,,,
EDGE,288,457,0.03017,316,,,,,,
EDGE,409,817,0.00768,458,,,,,,
EDGE,482,468,0.02438,310,,,,,,
EDGE,218,993,0.02665,479,,,,,,
EDGE,341,290,0.0338,61,,,,,,
EDGE,602,665,0.03764,219,,,,,,
EDGE,680,326,0.00432,228,,,,,,
EDGE,114,228,0.01233,330,,,,,,
EDGE,241,103,0.02442,290,,,,,,
EDGE,719,76,0.01829,391,,,,,,
EDGE,744,819,0.03764,241,,,,,,
EDGE,697,824,0.01261,448,,,,,,
EDGE,493,27,0.04402,119,,,,,,
EDGE,133,620,0.03841,436,,,,,,
EDGE,149,635,0.02198,247,,,,,,
EDGE,179,56,0.00168,468,,,,,,
EDGE,560,850,0.0443,268,,,,,,
EDGE,291,199,0.01478,122,,,,,,
EDGE,671,492,0.04697,147,,,,,,
EDGE,591,147,0.03461,464,,,,,,
EDGE,148,758,0.00488,457,,,,,,
EDGE,644,776,0.03364,101,,,,,,
EDGE,599,539,0.00627,399,,,,,,
EDGE,588,308,0.00443,320,,,,,,
EDGE,329,479,0.04875,409,,,,,,
EDGE,762,624,0.01171,382,,,,,,
EDGE,829,43,0.02073,63,,,,,,
EDGE,20,898,0.03015,173,,,,,,
EDGE,228,529,0.04831,470,,,,,,
EDGE,859,968,0.00447,170,,,,,,
EDGE,705,993,0.02443,301,,,,,,
EDGE,761,287,0.03241,394,,,,,,
EDGE,420,812,0.02369,136,,,,,,
EDGE,108,913,0.03027,324,,,,,,
EDGE,207,597,0.04438,461,,,,,,
EDGE,441,854,0.04917,409,,,,,,
EDGE,698,982,0.04794,86,,,,,,
EDGE,653,149,0.02338,443,,,,,,
EDGE,46,956,0.0203,118,,,,,,
EDGE,235,330,0.04599,269,,,,,,
EDGE,35,456,0.04829,249,,,,,,
EDGE,922,136,0.02962,374,,,,,,
EDGE,94,201,0.04869,441,,,,,,
EDGE,923,467,0.02553,422,,,,,,
EDGE,186,564,0.00575,464,,,,,,
EDGE,672,685,0.01306,240,,,,,,
EDGE,79,540,0.02026,379,,,,,,
EDGE,843,761,0.02392,390,,,,,,
EDGE,873,828,0.03951,403,,,,,,
EDGE,490,641,0.00554,184,,,,,,
EDGE,171,675,0.04555,325,,,,,,
EDGE,155,119,0.04793,141,,,,,,
EDGE,742,484,0.03255,218,,,,,,
EDGE,556,81,0.04559,93,,,,,,
EDGE,702,795,0.03006,213,,,,,,
EDGE,34,909,0.02364,73,,,,,,
EDGE,723,746,0.02602,279,,,,,,
EDGE,517,734,0.03221,209,,,,,,
EDGE,920,829,0.0367,97,,,,,,
EDGE,194,466,0.04696,496,,,,,,
EDGE,114,836,0.04727,101,,,,,,
EDGE,753,372,0.01435,452,,,,,,
EDGE,35,902,0.02536,352,,,,,,
EDGE,588,896,0.04919,234,,,,,,
EDGE,764,701,0.03119,212,,,,,,
EDGE,978,785,0.04609,246,,,,,,
EDGE,926,532,0.0358,146,,,,,,
EDGE,202,863,0.01016,431,,,,,,
EDGE,678,947,0.01795,130,,,,,,
EDGE,650,560,0.01266,250,,,,,,
EDGE,277,660,0.0432,302,,,,,,
EDGE,849,79,0.00263,187,,,,,,
EDGE,146,313,0.04947,63,,,,,,
EDGE,483,178,0.02883,488,,,,,,
EDGE,821,352,0.02809,168,,,,,,
EDGE,235,276,0.04539,228,,,,,,
EDGE,29,333,0.02652,427,,,,,,
EDGE,891,466,0.02231,265,,,,,,
EDGE,514,756,0.03306,127,,,,,,
EDGE,294,809,0.025,286,,,,,,
EDGE,683,202,0.01059,170,,,,,,
EDGE,967,9,0.03747,181,,,,,,
EDGE,231,419,0.02601,277,,,,,,
EDGE,795,216,0.04941,417,,,,,,
EDGE,80,275,0.01554,65,,,,,,
EDGE,562,410,0.00479,154,,,,,,
EDGE,951,285,0.03463,364,,,,,,
EDGE,317,880,0.01758,495,,,,,,
EDGE,400,737,0.00682,226,,,,,,
EDGE,27,813,0.01542,321,,,,,,
EDGE,641,139,0.02462,459,,,,,,
EDGE,289,950,0.03761,444,,,,,,
EDGE,906,790,0.02684,437,,,,,,
EDGE,391,721,0.02405,355,,,,,,
EDGE,271,350,0.04779,376,,,,,,
EDGE,187,316,0.04427,100,,,,,,
EDGE,969,613,0.04396,338,,,,,,
EDGE,471,540,0.02099,460,,,,,,
EDGE,750,619,0.00611,222,,,,,,
EDGE,477,467,0.04171,273,,,,,,
EDGE,308,630,0.03192,243,,,,,,
EDGE,796,726,0.03423,350,,,,,,
EDGE,690,500,0.03864,160,,,,,,
EDGE,178,756,0.03965,184,,,,,,
EDGE,523,109,0.03713,177,,,,,,
EDGE,555,479,0.04966,403,,,,,,
EDGE,59,84,0.04334,336,,,,,,
EDGE,473,705,0.04923,348,,,,,,
EDGE,85,632,0.00904,475,,,,,,
EDGE,44,803,0.00145,139,,,,,,
EDGE,178,111,0.02844,201,,,,,,
EDGE,804,306,0.01565,477,,,,,,
EDGE,89,60,0.01705,205,,,,,,
EDGE,676,453,0.00347,356,,,,,,
EDGE,292,246,0.02533,196,,,,,,
EDGE,652,261,0.0132,335,,,,,,
EDGE,916,658,0.0392,288,,,,,,
EDGE,803,369,0.04715,234,,,,,,
EDGE,535,828,0.02419,108,,,,,,
EDGE,354,371,0.00105,113,,,,,,
EDGE,126,15,0.04167,88,,,,,,
EDGE,721,109,0.00814,187,,,,,,
EDGE,897,545,0.03759,457,,,,,,
EDGE,490,2,0.01655,83,,,,,,
EDGE,603,392,0.04791,141,,,,,,
EDGE,303,915,0.01348,339,,,,,,
EDGE,47,409,0.02776,469,,,,,,
EDGE,918,657,0.01883,252,,,,,,
EDGE,19,828,0.01695,316,,,,,,
EDGE,821,510,0.01105,380,,,,,,
EDGE,263,78,0.02619,498,,,,,,
EDGE,185,922,0.0167,377,,,,,,
EDGE,891,925,0.00545,369,,,,,,
EDGE,163,133,0.04785,446,,,,,,
EDGE,506,274,0.01615,330,,,,,,
EDGE,272,668,0.0131,320,,,,,,
EDGE,497,600,0.02712,53,,,,,,
EDGE,590,119,0.02522,100,,,,,,
EDGE,223,739,0.0099,54,,,,,,
EDGE,548,876,0.03598,461,,,,,,
EDGE,824,249,0.04116,381,,,,,,
EDGE,860,32,0.01894,494,,,,,,
EDGE,814,807,0.04804,434,,,,,,
EDGE,196,970,0.03914,115,,,,,,
EDGE,212,842,0.03632,419,,,,,,
EDGE,872,447,0.04362,275,,,,,,
EDGE,162,683,0.04565,314,,,,,,
EDGE,54,601,0.0079,499,,,,,,
EDGE,153,649,0.02007,485,,,,,,
EDGE,831,870,0.01784,100,,,,,,
EDGE,173,938,0.00665,175,,,,,,
EDGE,747,833,0.02849,141,,,,,,
EDGE,155,815,0.00322,495,,,,,,
EDGE,409,98,0.01179,97,,,,,,
EDGE,864,108,0.00727,326,,,,,,
EDGE,166,639,0.01219,455,,,,,,
EDGE,416,845,0.01037,384,,,,,,
EDGE,840,707,0.01883,401,,,,,,
EDGE,356,463,0.02931,50,,,,,,
EDGE,322,15,0.0241,76,,,,,,
EDGE,406,760,0.00605,94,,,,,,
EDGE,291,305,0.00222,372,,,,,,
EDGE,217,568,0.04651,81,,,,,,
EDGE,439,550,0.01349,186,,,,,,
EDGE,66,844,0.02693,372,,,,,,
EDGE,817,358,0.04609,411,,,,,,
EDGE,616,170,0.00374,304,,,,,,
EDGE,893,415,0.04561,201,,,,,,
EDGE,370,171,0.02568,330,,,,,,
EDGE,762,324,0.00285,173,,,,,,
EDGE,582,520,0.04091,296,,,,,,
EDGE,74,752,0.00452,471,,,,,,
EDGE,639,471,0.03443,486,,,,,,
EDGE,66,430,0.00322,136,,,,,,
EDGE,776,438,0.04867,158,,,,,,
EDGE,130,818,0.04305,392,,,,,,
EDGE,796,47,0.02475,348,,,,,,
EDGE,674,846,0.02663,319,,,,,,
EDGE,938,553,0.04337,223,,,,,,
EDGE,776,340,0.00573,325,,,,,,
EDGE,993,913,0.02633,408,,,,,,
EDGE,372,386,0.00564,296,,,,,,
EDGE,635,407,0.03889,466,,,,,,
EDGE,757,207,0.01526,420,,,,,,
EDGE,458,538,0.04711,464,,,,,,
EDGE,154,326,0.01371,50,,,,,,
EDGE,679,429,0.03944,491,,,,,,
EDGE,244,271,0.03158,159,,,,,,
EDGE,881,570,0.03201,356,,,,,,
EDGE,538,623,0.0328,300,,,,,,
EDGE,229,201,0.00571,200,,,,,,
EDGE,736,96,0.01187,296,,,,,,
EDGE,810,55,0.01944,443,,,,,,
EDGE,585,501,0.03231,419,,,,,,
EDGE,849,898,0.00107,233,,,,,,
EDGE,845,960,0.03424,223,,,,,,
EDGE,412,894,0.04109,94,,,,,,
EDGE,552,840,0.023,126,,,,,,
EDGE,898,618,0.00659,347,,,,,,
EDGE,150,674,0.02606,469,,,,,,
EDGE,722,424,0.04581,114,,,,,,
EDGE,104,650,0.00335,92,,,,,,
EDGE,494,269,0.04421,440,,,,,,
EDGE,182,303,0.01666,421,,,,,,
EDGE,835,747,0.03939,325,,,,,,
EDGE,138,614,0.01735,428,,,,,,
EDGE,388,551,0.04337,236,,,,,,
EDGE,396,982,0.03033,116,,,,,,
EDGE,473,146,0.01054,322,,,,,,
EDGE,245,390,0.02909,399,,,,,,
EDGE,837,852,0.04257,457,,,,,,
EDGE,889,690,0.03836,97,,,,,,
EDGE,377,402,0.01855,227,,,,,,
EDGE,81,358,0.03975,229,,,,,,
EDGE,113,882,0.00177,150,,,,,,
EDGE,445,389,0.02306,329,,,,,,
EDGE,648,444,0.00337,130,,,,,,
EDGE,18,449,0.02418,292,,,,,,
EDGE,702,303,0.02808,188,,,,,,
EDGE,466,115,0.04376,102,,,,,,
EDGE,456,304,0.01815,333,,,,,,
EDGE,422,124,0.04778,495,,,,,,
EDGE,539,904,0.0357,77,,,,,,
EDGE,251,967,0.04868,210,,,,,,
EDGE,523,309,0.04285,86,,,,,,
EDGE,899,968,0.04469,175,,,,,,
EDGE,616,198,0.01204,490,,,,,,
EDGE,793,885,0.00767,132,,,,,,
EDGE,724,972,0.02617,54,,,,,,
EDGE,911,689,0.04961,193,,,,,,
EDGE,761,499,0.01434,395,,,,,,
EDGE,355,235,0.03637,148,,,,,,
EDGE,185,803,0.00473,252,,,,,,
EDGE,998,732,0.04623,277,,,,,,
EDGE,522,33,0.01369,245,,,,,,
EDGE,112,809,0.01738,411,,,,,,
EDGE,21,680,0.02135,122,,,,,,
EDGE,76,261,0.02734,128,,,,,,
EDGE,699,122,0.00891,460,,,,,,
EDGE,561,256,0.0474,245,,,,,,
EDGE,973,998,0.0326,53,,,,,,
EDGE,192,854,0.03552,179,,,,,,
EDGE,194,349,0.00577,158,,,,,,
EDGE,547,440,0.01854,375,,,,,,
EDGE,871,958,0.04564,357,,,,,,
EDGE,276,689,0.01468,231,,,,,,
EDGE,417,924,0.02583,213,,,,,,
EDGE,734,850,0.00269,163,,,,,,
EDGE,635,704,0.02149,81,,,,,,
EDGE,250,504,0.01826,250,,,,,,
EDGE,329,446,0.02604,238,,,,,,
EDGE,411,148,0.0208,175,,,,,,
EDGE,441,943,0.00199,272,,,,,,
EDGE,296,885,0.03197,145,,,,,,
EDGE,130,99,0.01304,392,,,,,,
EDGE,153,878,0.00774,312,,,,,,
EDGE,992,388,0.01057,385,,,,,,
EDGE,589,73,0.00271,73,,,,,,
EDGE,337,745,0.00519,449,,,,,,
EDGE,63,129,0.03174,472,,,,,,
EDGE,620,159,0.01892,54,,,,,,
EDGE,474,959,0.00364,400,,,,,,
EDGE,28,904,0.03746,492,,,,,,
EDGE,835,299,0.04623,226,,,,,,
EDGE,704,293,0.02863,107,,,,,,
EDGE,228,976,0.01406,209,,,,,,
EDGE,345,346,0.01934,93,,,,,,
EDGE,501,166,0.02365,198,,,,,,
EDGE,126,178,0.03946,76,,,,,,
EDGE,68,227,0.03138,356,,,,,,
EDGE,43,793,0.00482,140,,,,,,
EDGE,880,505,0.0204,99,,,,,,
EDGE,728,755,0.01437,272,,,,,,
EDGE,343,375,0.00366,70,,,,,,
EDGE,193,195,0.03283,306,,,,,,
EDGE,818,838,0.02091,242,,,,,,
EDGE,104,277,0.01623,314,,,,,,
EDGE,954,840,0.04283,407,,,,,,
EDGE,466,451,0.0482,464,,,,,,
EDGE,237,971,0.04768,310,,,,,,
EDGE,164,571,0.01189,396,,,,,,
EDGE,891,636,0.04616,429,,,,,,
EDGE,479,267,0.04502,391,,,,,,
EDGE,917,334,0.01619,170,,,,,,
EDGE,941,532,0.03928,283,,,,,,
EDGE,564,685,0.00369,481,,,,,,
EDGE,186,694,0.02349,455,,,,,,
EDGE,518,639,0.02721,452,,,,,,
EDGE,885,390,0.04005,147,,,,,,
EDGE,365,611,0.01292,74,,,,,,
EDGE,797,848,0.04235,343,,,,,,
EDGE,871,616,0.03294,347,,,,,,
EDGE,726,784,0.04728,77,,,,,,
EDGE,540,847,0.01623,172,,,,,,
EDGE,475,318,0.00179,438,,,,,,
EDGE,521,936,0.04639,171,,,,,,
EDGE,940,844,0.02969,365,,,,,,
EDGE,12,98,0.02111,346,,,,,,
EDGE,769,673,0.02855,69,,,,,,
EDGE,81,35,0.02315,281,,,,,,
EDGE,849,736,0.01164,302,,,,,,
EDGE,335,607,0.00475,304,,,,,,
EDGE,229,534,0.0098,460,,,,,,
EDGE,49,109,0.03929,68,,,,,,
EDGE,37,129,0.02983,144,,,,,,
EDGE,977,957,0.02183,159,,,,,,
EDGE,215,727,0.02797,76,,,,,,
EDGE,334,781,0.01619,166,,,,,,
EDGE,382,222,0.04574,145,,,,,,
EDGE,945,433,0.04535,251,,,,,,
EDGE,946,840,0.0391,199,,,,,,
EDGE,183,972,0.01921,60,,,,,,
EDGE,913,479,0.02571,94,,,,,,
EDGE,803,947,0.00144,212,,,,,,
EDGE,103,496,0.01417,264,,,,,,
EDGE,180,117,0.01154,365,,,,,,
EDGE,18,304,0.03556,299,,,,,,
EDGE,166,136,0.03145,186,,,,,,
EDGE,0,908,0.0162,382,,,,,,
EDGE,619,527,0.04432,329,,,,,,
EDGE,951,749,0.01779,365,,,,,,
EDGE,748,738,0.02839,341,,,,,,
EDGE,14,932,0.03012,289,,,,,,
EDGE,792,240,0.02239,145,,,,,,
EDGE,481,549,0.02417,152,,,,,,
EDGE,849,726,0.03841,226,,,,,,
EDGE,133,491,0.0226,475,,,,,,
EDGE,484,798,0.02916,125,,,,,,
EDGE,432,383,0.01928,235,,,,,,
EDGE,467,446,0.02043,235,,,,,,
EDGE,358,951,0.02045,451,,,,,,
EDGE,936,859,0.02752,295,,,,,,
EDGE,146,149,0.01385,410,,,,,,
EDGE,447,780,0.04838,65,,,,,,
EDGE,384,623,0.04516,231,,,,,,
EDGE,64,402,0.04397,431,,,,,,
EDGE,231,49,0.04677,441,,,,,,
EDGE,967,783,0.03481,241,,,,,,
EDGE,421,27,0.03427,159,,,,,,
EDGE,785,853,0.03724,197,,,,,,
EDGE,855,342,0.0126,344,,,,,,
EDGE,301,480,0.01675,159,,,,,,
EDGE,667,162,0.03881,342,,,,,,
EDGE,121,963,0.02556,481,,,,,,
EDGE,19,604,0.01745,152,,,,,,
EDGE,385,654,0.02047,176,,,,,,
EDGE,168,681,0.0428,101,,,,,,
EDGE,570,987,0.043,461,,,,,,
EDGE,449,592,0.02136,219,,,,,,
EDGE,632,190,0.0396,421,,,,,,
EDGE,940,301,0.04846,482,,,,,,
EDGE,757,648,0.02136,96,,,,,,
EDGE,944,561,0.04851,333,,,,,,
EDGE,521,245,0.01663,367,,,,,,
EDGE,145,216,0.02011,397,,,,,,
EDGE,269,926,0.03056,351,,,,,,
EDGE,379,334,0.04236,141,,,,,,
EDGE,979,353,0.02543,73,,,,,,
EDGE,937,263,0.02181,319,,,,,,
EDGE,189,64,0.04533,427,,,,,,
EDGE,956,493,0.02671,255,,,,,,
EDGE,973,503,0.04248,427,,,,,,
EDGE,674,438,0.04253,301,,,,,,
EDGE,255,324,0.01575,436,,,,,,
EDGE,902,529,0.04839,146,,,,,,
EDGE,450,262,0.02849,352,,,,,,
EDGE,389,341,0.00836,375,,,,,,
EDGE,881,593,0.01324,487,,,,,,
