command,u,v,travel_time,energy_cost,congestion,install_cost,capacity,price
ROAD,995,907,48,2.68,6,24402,15,2.94
ROAD,465,231,53,1.656,47,38812,1,3.52
ROAD,745,460,2,1.738,84,8225,10,3.63
ROAD,750,102,24,1.607,74,5278,4,2.76
ROAD,671,570,79,2.416,71,16558,5,2.96
ROAD,937,590,84,0.676,36,47295,5,4.38
ROAD,586,903,35,0.65,13,44919,8,4.68
ROAD,727,779,57,3.659,8,44062,14,2.47
ROAD,934,254,81,1.833,58,19709,20,2.17
ROAD,661,980,71,2.883,53,23366,10,2.8
ROAD,83,387,10,1.927,7,3249,19,4.47
ROAD,128,922,56,0.281,30,38058,3,3.97
ROAD,541,919,14,3.477,42,43442,2,4.2
ROAD,785,657,31,3.897,11,25259,16,2.48
ROAD,196,35,75,4.399,37,16904,6,4.46
ROAD,595,201,84,3.333,94,30615,2,2.64
ROAD,775,549,8,3.44,87,39499,10,4.46
ROAD,902,875,4,3.908,84,25918,19,4.19
ROAD,615,51,9,3.345,76,10388,19,4.25
ROAD,737,135,83,3.835,69,8745,14,1.83
ROAD,42,908,26,4.065,52,15420,3,4.95
ROAD,36,361,25,3.35,58,21807,6,2.79
ROAD,893,852,45,2.585,96,24646,4,4.41
ROAD,744,729,66,1.362,33,19032,16,3.81
ROAD,197,280,64,4.361,2,27072,20,2.46
ROAD,51,740,81,1.775,24,30207,12,2.48
ROAD,103,463,90,3.746,85,10155,9,3.74
ROAD,224,282,33,1.914,5,16808,18,2.29
ROAD,620,738,75,2.045,67,25060,7,1.25
ROAD,425,887,8,1.778,32,32054,20,2.25
ROAD,294,803,77,4.279,27,21509,14,2.1
ROAD,26,438,43,2.864,62,13156,16,3.65
ROAD,919,319,28,2.938,8,47235,7,3.23
ROAD,34,815,79,2.492,40,34508,17,4.96
ROAD,890,853,46,2.279,51,43277,19,4.29
ROAD,123,435,64,0.47,43,2262,17,1.67
ROAD,951,268,78,3.896,53,9228,19,4.92
ROAD,212,616,9,0.358,84,46612,7,2.51
ROAD,454,901,32,3.701,50,40570,10,2.96
ROAD,71,292,84,2.202,56,38077,14,3.86
ROAD,597,961,21,1.43,30,17253,12,3.14
ROAD,760,432,12,3.022,23,47835,15,4.84
ROAD,956,434,51,1.941,37,10278,2,3.96
ROAD,453,601,43,2.139,89,48460,11,2.56
ROAD,668,363,19,4.193,42,40709,18,3.79
ROAD,495,632,48,4.436,48,33575,15,3.24
ROAD,303,841,41,1.445,61,16258,4,4.87
ROAD,748,99,19,3.779,5,34061,14,4.18
ROAD,143,470,90,3.661,21,19224,1,4.78
ROAD,27,85,6,1.062,9,4696,5,4.85
ROAD,468,729,57,1.882,93,47297,13,1.31
ROAD,855,600,30,4.284,93,1244,9,4.94
ROAD,861,338,39,1.716,33,11177,1,4.64
ROAD,995,645,47,4.316,52,19607,13,1.5
ROAD,563,948,84,2.454,78,47573,2,3.58
ROAD,643,665,79,3.833,19,22286,1,3.27
ROAD,783,761,68,4.194,7,45075,12,3.3
ROAD,298,302,6,3.888,27,37987,8,3.95
ROAD,385,225,79,4.123,80,11409,15,4.81
ROAD,905,492,62,1.575,40,25652,18,2.29
ROAD,13,194,27,1.467,78,1376,9,4.06
ROAD,826,360,22,1.228,96,46277,14,2.1
ROAD,429,530,22,2.539,30,48236,12,3.58
ROAD,709,146,73,0.987,97,45031,20,4.59
ROAD,584,171,84,2.435,88,41198,5,4.13
ROAD,132,73,40,2.726,37,7376,14,4.59
ROAD,446,993,6,2.154,34,33296,2,2.23
ROAD,184,85,79,1.691,95,36024,20,3.37
ROAD,654,855,46,1.29,41,43128,15,2.51
ROAD,493,718,3,1.203,40,10425,11,3.57
ROAD,774,637,1,2.284,26,21993,4,4.14
ROAD,724,368,39,1.164,82,40417,4,3.69
ROAD,256,572,75,2.728,55,12810,6,2.13
ROAD,161,390,41,1.938,61,3056,12,3.52
ROAD,907,81,42,1.429,58,31748,1,4.36
ROAD,941,523,25,3.044,43,4297,5,4.99
ROAD,198,537,82,4.138,78,33946,15,2.96
ROAD,551,534,83,0.902,72,22264,5,1.86
ROAD,515,138,36,1.861,22,46770,16,1.3
ROAD,492,298,12,3.889,56,27144,20,2.46
ROAD,324,496,34,0.506,12,2530,20,4.28
ROAD,354,141,82,2.859,17,10868,12,4.91
ROAD,898,942,49,0.861,33,13338,11,4.71
ROAD,383,430,43,1.33,63,27373,10,1.51
ROAD,721,628,70,0.283,25,34146,2,4.32
ROAD,898,427,57,3.696,55,29827,6,3.28
ROAD,817,112,68,2.649,79,39921,10,3.27
ROAD,141,5,41,3.419,31,6050,12,2.16
ROAD,899,367,70,1.306,19,21375,4,3.66
ROAD,914,233,46,1.535,95,3949,12,1.54
ROAD,217,908,66,0.298,3,1100,20,3.3
ROAD,818,891,61,3.188,11,12685,19,3.17
ROAD,679,229,7,2.055,35,45520,3,4.43
ROAD,783,360,42,3.986,13,21096,17,2.49
ROAD,816,321,88,2.406,44,48364,10,2.88
ROAD,793,899,43,4.236,81,49484,3,1.48
ROAD,205,310,29,2.196,16,38424,11,3.84
ROAD,933,311,64,2.595,76,49501,15,1.85
ROAD,426,918,86,3.763,12,48785,14,2.23
ROAD,216,848,46,3.041,55,9099,4,2.94
ROAD,526,977,82,3.872,94,34867,3,4.38
ROAD,308,272,79,3.789,79,5659,14,3.46
ROAD,972,691,27,2.892,7,40294,3,3.67
ROAD,57,739,41,1.81,73,26264,11,4.71
ROAD,735,736,67,3.026,98,20904,16,2.5
ROAD,734,608,63,1.51,54,35719,16,3.28
ROAD,819,627,10,0.925,46,22467,13,1.69
ROAD,330,640,59,2.833,69,46925,9,3.65
ROAD,915,187,32,2.516,31,45848,19,3.07
ROAD,576,961,86,3.295,27,48635,15,3.46
ROAD,802,847,8,4.23,24,40751,5,4.43
ROAD,853,109,53,1.578,54,10652,20,2.15
ROAD,987,12,73,3.452,61,5449,17,1.36
ROAD,510,503,77,0.366,99,19121,20,2.05
ROAD,871,148,32,0.884,80,47961,1,3.68
ROAD,541,479,76,3.571,59,21649,12,2.68
ROAD,121,67,67,2.879,64,21564,9,3.74
ROAD,459,635,89,1.653,88,8881,4,4.65
ROAD,654,911,85,0.831,27,39077,17,2.37
ROAD,225,608,24,3.465,83,29316,20,3.31
ROAD,374,829,83,0.792,77,29313,20,2.18
ROAD,670,507,18,1.161,12,44614,8,3.83
ROAD,393,285,20,2.219,7,2481,17,1.78
ROAD,882,144,49,0.712,35,34233,6,4.52
ROAD,746,231,65,1.743,4,11773,6,2.42
ROAD,162,843,39,1.33,26,24536,5,2.03
ROAD,335,681,56,2.385,79,46604,1,2.01
ROAD,489,57,90,3.645,97,15089,14,2.07
ROAD,62,350,58,2.459,80,34814,12,4.15
ROAD,626,671,85,2.421,49,47065,15,2.61
ROAD,339,950,78,1.312,100,21101,12,1.28
ROAD,957,614,85,2.104,43,34811,12,4.96
ROAD,798,652,57,1.539,16,22816,17,3.38
ROAD,235,72,50,2.259,34,18649,20,2.02
ROAD,536,591,10,2.397,87,9817,10,3.79
ROAD,284,172,88,3.906,15,36958,19,3.68
ROAD,451,399,50,3.008,88,19195,5,2.52
ROAD,902,554,83,1.456,57,45492,3,1.55
ROAD,310,662,42,1.419,60,4707,17,4.44
ROAD,694,498,73,3.727,59,4757,1,1.06
ROAD,782,209,89,1.281,22,7407,18,3.16
ROAD,204,376,78,2.321,26,17242,7,2.33
ROAD,185,542,19,1.404,93,42612,13,1.81
ROAD,485,3,2,1.461,68,32895,11,1.52
ROAD,742,443,89,2.126,46,27945,20,1.21
ROAD,303,533,57,2.788,68,35623,2,4.53
ROAD,113,280,5,1.539,79,42326,15,1.25
ROAD,862,88,25,3.308,44,42868,5,4.27
ROAD,56,257,35,2.727,88,18122,10,2.21
ROAD,725,276,58,0.41,56,46356,7,2
ROAD,229,786,50,0.724,66,37923,5,3.6
ROAD,894,299,1,3.783,81,46760,2,3.6
ROAD,93,78,89,2.411,2,7500,4,4.4
ROAD,122,386,74,0.975,28,21492,17,4.18
ROAD,329,880,19,4.138,14,47514,19,2.35
ROAD,495,631,45,2.61,3,8913,7,3.8
ROAD,281,602,42,1.904,65,49211,9,2.55
ROAD,788,532,16,0.297,5,42121,9,4.31
ROAD,762,243,34,1.976,59,46051,20,2.36
ROAD,841,339,61,2.028,43,8405,15,4.64
ROAD,952,693,77,0.525,54,41122,4,1.22
ROAD,538,403,81,2.628,95,28986,8,1.07
ROAD,623,629,31,4.338,2,3992,16,1.02
ROAD,328,199,48,4.282,78,25309,8,3.44
ROAD,536,163,66,0.842,56,34185,5,2.27
ROAD,525,894,89,2.525,52,24195,4,2.68
ROAD,650,436,12,1.739,65,4421,5,4.42
ROAD,461,340,89,3.467,3,3347,10,2.88
ROAD,820,499,72,1.298,38,38623,20,2.81
ROAD,601,936,59,0.427,12,12798,4,3.06
ROAD,569,591,78,2.213,52,38089,14,4.26
ROAD,307,913,52,2.707,6,41502,1,1.31
ROAD,307,900,35,3.262,44,48492,14,3.97
ROAD,123,709,67,3.162,55,21804,19,1.84
ROAD,476,101,73,4.372,86,38988,1,1.08
ROAD,710,356,4,3.335,3,45641,12,3.82
ROAD,904,941,31,1.577,44,19393,18,2.91
ROAD,381,338,83,0.414,24,46366,11,3.69
ROAD,297,977,66,3.912,42,9236,6,3.71
ROAD,761,648,10,4.318,76,22733,4,1.52
ROAD,425,231,32,4.318,48,28460,18,4.21
ROAD,333,838,81,2.969,41,36160,15,3.81
ROAD,529,532,36,2.773,12,29983,2,1.35
ROAD,479,744,57,0.407,84,1448,8,3.29
ROAD,114,207,35,2.403,5,23530,11,3.97
ROAD,980,443,23,3.76,28,29871,18,1.77
ROAD,90,892,75,3.477,72,21218,18,4.14
ROAD,395,761,49,2.122,67,48656,16,1.43
ROAD,835,172,1,3.195,100,39023,4,4.91
ROAD,889,589,74,0.206,36,26510,5,3.48
ROAD,698,165,87,0.827,20,20859,7,4.06
ROAD,592,65,60,1.999,13,16629,5,2.38
ROAD,811,502,85,1.325,73,18545,18,1.71
ROAD,297,964,86,3.507,36,4581,20,3.14
ROAD,744,112,62,1.878,46,12235,15,3.3
ROAD,483,102,85,2.125,87,20549,9,3.01
ROAD,500,313,71,1.311,23,10120,5,2.76
ROAD,651,870,67,1.46,30,18117,14,3.17
ROAD,841,302,66,3.855,86,7869,8,3.3
ROAD,691,756,26,3.772,97,49015,9,4.68
ROAD,858,306,14,1.638,93,13600,12,4.52
ROAD,10,563,35,3.07,88,6396,11,2.18
ROAD,782,198,9,2.707,35,46938,3,4.47
ROAD,597,47,8,1.524,39,9588,1,3.56
ROAD,693,431,85,3.876,89,26018,10,1.9
ROAD,242,818,43,2.202,40,16553,20,4.62
ROAD,806,162,60,1.034,94,24246,4,4.55
ROAD,869,246,16,2.057,53,35855,13,2.52
ROAD,231,640,5,1.715,70,20207,16,3.39
ROAD,976,500,85,3.031,12,19125,16,4.86
ROAD,652,857,73,2.228,83,22189,18,2.11
ROAD,591,618,51,0.887,42,3080,17,2.09
ROAD,877,782,16,3.545,67,14460,7,1.11
ROAD,127,570,43,0.93,78,13205,11,2.35
ROAD,267,408,43,1.945,78,2599,8,4.01
ROAD,7,240,12,1.449,1,14619,17,2.14
ROAD,933,216,39,1.186,17,1135,19,1.53
ROAD,416,260,31,2.983,4,9257,10,1.3
ROAD,579,761,79,3.653,92,37210,16,1.5
ROAD,529,748,12,3.041,27,9209,15,4.37
ROAD,752,8,58,3.706,79,29628,3,1.08
ROAD,423,181,48,4.227,87,25138,15,2.06
ROAD,316,86,50,1.923,53,19250,17,1.4
ROAD,930,85,69,4.347,70,10288,2,3.44
ROAD,863,288,41,2.855,10,12386,3,2.27
ROAD,271,353,68,2.197,74,40515,17,3.37
ROAD,6,153,86,0.946,79,7213,10,2.14
ROAD,893,873,45,1.044,46,37821,9,1.46
ROAD,898,643,54,0.293,81,13499,6,3.37
ROAD,236,805,11,0.53,47,45780,6,4.82
ROAD,825,185,15,0.778,72,48187,20,3.01
ROAD,662,6,61,3.672,69,35906,13,2.78
ROAD,310,196,45,1.271,78,30578,14,4.51
ROAD,359,696,77,3.956,65,49695,3,3.01
ROAD,52,729,86,3.778,61,36957,10,1.57
ROAD,374,770,51,2.683,75,37303,14,1.71
ROAD,569,193,12,2.389,58,29216,8,2.24
ROAD,916,195,36,3.508,92,22947,5,1.38
ROAD,254,398,35,0.691,46,34252,10,3.75
ROAD,107,627,53,0.375,55,9717,3,3.72
ROAD,936,908,80,2.491,47,49891,17,4.06
ROAD,764,78,28,1.707,74,31613,14,4.9
ROAD,475,364,75,0.783,17,16081,7,3.48
ROAD,312,984,87,3.346,35,41739,4,3.61
ROAD,761,356,58,0.797,45,30113,3,3.37
ROAD,231,567,84,2.937,67,48231,9,3.74
ROAD,252,164,6,2.029,81,3742,16,4.21
ROAD,380,253,80,1.929,88,46214,16,2.86
ROAD,190,2,66,2.593,75,11605,9,4.03
ROAD,960,227,31,3.443,88,25348,5,3.12
ROAD,132,159,75,2.959,100,20057,6,2.07
ROAD,336,941,12,1.402,85,42652,4,4.37
ROAD,597,588,37,3.959,41,12094,5,4.98
ROAD,618,353,54,1.628,46,10929,8,2.48
ROAD,163,486,59,4.365,33,49389,20,4.97
ROAD,156,831,67,3.461,23,39022,13,3.02
ROAD,77,184,30,1.397,90,23227,12,2.66
ROAD,915,509,81,1.335,30,16282,2,4.6
ROAD,217,6,78,1.439,68,46244,1,2.13
ROAD,212,569,22,2.775,93,28506,9,1.39
ROAD,478,174,16,2.912,9,41157,5,4.89
ROAD,593,283,24,1.646,58,45665,13,3.13
ROAD,302,272,43,4.033,82,43969,1,1.35
ROAD,348,815,19,2.923,25,14626,6,1.57
ROAD,457,488,74,3.006,45,48036,8,3.65
ROAD,265,748,23,3.227,61,3704,5,2.29
ROAD,519,404,86,4.49,85,13239,18,3.92
ROAD,304,155,26,3.238,33,38668,17,2.67
ROAD,657,655,16,2.312,56,43827,16,3.86
ROAD,15,638,35,0.399,81,22392,7,3
ROAD,419,518,40,0.49,29,7736,12,2.76
ROAD,779,33,39,1.914,6,45902,12,1.79
ROAD,710,294,41,2.954,11,9436,10,4.75
ROAD,735,927,60,2.498,85,40338,18,2.28
ROAD,449,120,38,0.993,87,34913,20,2.04
ROAD,46,776,69,1.546,82,40328,13,4.72
ROAD,986,202,1,3.982,1,31328,4,4.01
ROAD,887,684,57,1.761,13,17637,1,4.76
ROAD,338,25,5,4.218,79,19329,6,1.04
ROAD,945,492,47,3.702,15,49299,14,3.77
ROAD,956,386,7,0.457,0,9882,16,3.67
ROAD,196,985,17,2.675,74,9955,13,1.83
ROAD,946,998,47,2.608,14,6944,10,1.49
ROAD,70,948,66,2.559,98,10837,1,3.24
ROAD,746,82,46,3.69,34,47452,20,2
ROAD,880,442,8,1.156,54,25642,2,4.31
ROAD,580,328,69,2.008,50,4945,10,1.36
ROAD,465,259,33,1.053,83,21318,13,1.97
ROAD,179,687,68,0.347,12,22397,20,1.83
ROAD,963,901,36,0.517,90,12278,17,2.87
ROAD,991,599,59,2.526,45,2226,17,3.94
ROAD,213,857,90,0.665,33,23335,5,4.65
ROAD,171,284,32,2.765,83,25282,10,3.74
ROAD,256,796,71,1.824,9,40613,14,4.74
ROAD,805,782,59,3.855,3,15361,12,3.69
ROAD,888,426,83,0.372,15,40481,8,2.43
ROAD,338,5,52,3.273,70,28231,6,4.94
ROAD,338,871,38,0.734,2,20316,6,2.15
ROAD,787,22,38,4.015,19,19680,16,3.16
ROAD,453,151,51,0.709,6,5617,5,3.21
ROAD,361,503,36,4.18,42,44998,19,4.33
ROAD,850,766,13,0.896,16,43316,16,4.41
ROAD,339,338,49,2.425,6,18887,12,1.44
ROAD,150,206,30,3.248,54,9072,8,4.43
ROAD,475,374,2,3.334,80,1838,19,1.68
ROAD,998,945,44,4.24,93,21681,14,2
ROAD,212,96,22,3.174,51,33515,20,1.94
ROAD,474,481,37,2.014,16,39641,5,3.84
ROAD,356,435,59,2.995,19,34421,14,2.63
ROAD,825,756,29,3.899,49,21141,4,3.44
ROAD,917,97,7,1.96,64,26550,2,1.9
ROAD,51,423,60,3.34,57,47888,11,1.85
ROAD,238,866,30,1.469,9,44217,9,1.85
ROAD,844,96,44,1.354,85,10204,8,2.87
ROAD,611,885,32,2.934,96,15547,2,2.91
ROAD,63,85,52,3.923,30,14213,16,2.95
ROAD,666,992,20,1.885,37,3983,18,2.89
ROAD,891,762,51,0.305,48,44880,2,4.4
ROAD,269,231,1,1.931,52,25204,15,1.33
ROAD,898,93,65,3.035,88,5689,1,1.39
ROAD,365,845,45,1.686,75,29224,9,2.45
ROAD,675,496,25,1.279,93,11739,14,4.77
ROAD,797,590,60,0.283,14,28727,10,2.47
ROAD,164,858,23,4.062,34,28926,20,1.87
ROAD,551,188,42,1.887,26,47207,4,4.15
ROAD,994,505,59,4.178,60,6982,8,3.09
ROAD,100,447,9,1.678,18,11060,19,3.69
ROAD,198,218,42,0.381,37,23946,9,3.96
ROAD,737,415,49,2.505,55,4222,20,2.81
ROAD,674,499,27,4.306,89,19716,1,2.18
ROAD,893,936,79,3.3,92,28405,10,3.85
ROAD,906,670,88,0.988,95,1701,18,4.43
ROAD,293,714,34,4.166,13,17483,5,2.23
ROAD,235,590,27,0.732,23,20950,2,2.63
ROAD,841,857,6,1.199,81,37828,2,2.08
ROAD,248,640,67,1.864,16,15902,11,4.03
ROAD,799,319,56,1.379,4,44325,10,3.1
ROAD,624,483,57,4.021,30,30923,14,1.07
ROAD,114,682,8,2.102,6,21105,14,4.4
ROAD,178,501,4,1.392,69,17516,18,4.55
ROAD,443,610,12,4.146,45,21000,11,2.5
ROAD,655,339,60,0.967,8,33922,3,3.21
ROAD,624,165,26,1.101,98,38991,14,1.15
ROAD,547,142,51,3.776,83,47467,11,1.14
ROAD,131,353,10,3.244,14,33428,18,4.7
ROAD,360,499,45,2.391,85,40339,19,2.12
ROAD,442,193,21,0.809,37,14960,18,1.47
ROAD,585,189,88,4.115,89,11969,14,1.47
ROAD,473,694,22,1.633,85,31917,15,3.62
ROAD,629,390,67,0.918,83,13657,16,3.51
ROAD,21,383,44,3.22,7,7496,10,1.41
ROAD,582,919,11,3.421,5,35943,9,1.56
ROAD,122,40,29,0.319,68,7784,16,4.49
ROAD,738,197,39,2.195,22,42682,2,4.65
ROAD,14,129,5,3.823,59,33687,6,1.67
ROAD,224,919,72,2.983,70,41819,5,2
ROAD,71,487,69,2.692,90,13498,9,3.1
ROAD,562,611,41,2.258,91,9613,19,4.56
ROAD,15,665,54,1.967,52,38386,5,2.38
ROAD,987,92,10,3.065,91,15910,19,3.85
ROAD,494,615,30,4.122,51,34679,9,2.98
ROAD,259,273,30,2.305,61,34967,2,1.24
ROAD,145,173,87,2.817,96,29880,17,2.82
ROAD,194,390,18,3.01,16,24923,1,1.55
ROAD,34,119,65,1.512,27,32259,12,4.84
ROAD,707,480,51,0.895,23,15318,7,3.49
ROAD,339,157,50,1.028,72,3144,2,1.89
ROAD,825,966,85,3.271,45,31789,2,1.88
ROAD,680,98,48,3.604,1,22425,19,1.57
ROAD,995,639,21,2.964,46,40271,17,3.22
ROAD,202,895,70,0.7,83,31140,8,1.61
ROAD,873,225,67,0.397,91,37125,16,1.5
ROAD,501,402,83,2.307,78,1152,1,4.8
ROAD,565,909,41,0.503,77,21023,12,1.32
ROAD,788,421,45,3.384,60,25339,20,3.2
ROAD,73,499,51,3.892,26,46733,5,2.2
ROAD,774,825,25,1.226,55,26545,14,1.21
ROAD,832,823,70,2.61,40,1129,4,3.85
ROAD,418,312,65,1.656,52,17461,3,1.54
ROAD,185,742,6,2.885,11,30359,8,4.95
ROAD,826,53,4,3.075,51,42095,11,1.42
ROAD,334,324,85,2.529,12,1814,17,2.55
ROAD,658,734,82,0.745,90,12610,11,4.5
ROAD,350,641,69,3.545,11,615,17,2.71
ROAD,637,515,39,4.392,1,7481,13,3.91
ROAD,314,664,87,0.559,21,12761,3,2.34
ROAD,431,289,90,1.595,93,5232,17,2.06
ROAD,215,989,40,2.19,5,24971,6,3.92
ROAD,483,770,16,2.94,46,34294,4,1.77
ROAD,284,131,31,2.123,89,40769,7,3.58
ROAD,736,588,69,3.786,40,1933,11,4.11
ROAD,817,340,43,3.691,39,34099,4,4.57
ROAD,0,712,56,3.271,77,37039,9,4.98
ROAD,106,673,22,3.566,10,5686,8,3.7
ROAD,150,799,81,4.165,89,9220,5,1.06
ROAD,16,161,68,1.888,27,9667,17,1.85
ROAD,666,2,87,3.201,13,35759,9,3.53
ROAD,742,927,76,3.461,37,46461,1,1.64
ROAD,762,871,30,1.767,27,20065,16,2.29
ROAD,162,798,13,2.054,56,49770,16,2.63
ROAD,774,471,55,1.049,0,43187,10,1.55
ROAD,495,239,72,1.196,24,37691,17,4.56
ROAD,651,373,10,2.454,37,27896,2,2.97
ROAD,390,365,46,1.434,92,19343,4,2.04
ROAD,251,375,33,4.483,75,45200,12,3.37
ROAD,251,431,65,1.719,52,28003,14,2.96
ROAD,150,303,51,3.055,93,24723,19,1.53
ROAD,360,2,71,1.258,65,17905,7,1.41
ROAD,236,382,57,1.725,25,49361,14,4.98
ROAD,237,174,68,0.396,17,20017,4,1.69
ROAD,223,321,82,1.903,47,27838,16,2.46
ROAD,284,252,58,3.153,96,17761,4,3.07
ROAD,282,848,49,1.314,94,47273,1,1.51
ROAD,860,173,53,2.835,41,3044,4,3.89
ROAD,339,213,26,2.514,93,25374,17,1.22
ROAD,673,841,74,1.425,89,8578,8,3.96
ROAD,541,862,65,4.052,20,38012,5,2.28
ROAD,993,903,6,3.937,35,2994,19,4.99
ROAD,124,7,15,3.847,63,11535,8,4.56
ROAD,273,173,25,1.837,20,40823,10,3.68
ROAD,938,866,43,2.427,40,36909,14,2.44
ROAD,310,199,79,0.239,95,5025,20,4.04
ROAD,525,505,58,3.498,30,29373,16,1.4
ROAD,473,994,49,2.043,2,48733,19,2.88
ROAD,950,762,27,2.176,60,28101,3,3.79
ROAD,93,780,8,3.478,49,47550,11,2.66
ROAD,25,264,29,0.93,66,38731,20,3.8
ROAD,724,971,85,2.79,50,47840,3,3.11
ROAD,605,838,79,4.492,88,42198,6,2.83
ROAD,717,919,66,2.485,5,45667,7,1.62
ROAD,907,445,22,0.53,51,10313,16,3.5
ROAD,830,304,32,1.269,53,34363,8,1.17
ROAD,884,847,74,4.261,26,15134,2,2.93
ROAD,17,592,37,1.487,57,28489,3,4.13
ROAD,210,199,63,1.22,39,48101,7,4.69
ROAD,634,233,32,3.07,13,48296,16,1.61
ROAD,543,213,37,2.324,23,4326,4,2.83
ROAD,34,180,88,2.045,26,47414,7,2.88
ROAD,325,815,8,1.707,7,4369,18,3.94
ROAD,210,237,41,4.109,47,29313,14,2.96
ROAD,320,844,24,0.462,73,30687,19,1.41
ROAD,357,622,80,3.809,11,49125,16,2.34
ROAD,348,490,8,1.446,60,29933,7,4.22
ROAD,10,820,8,2.797,98,20453,3,4.01
ROAD,473,530,36,0.351,78,13916,13,4.33
ROAD,256,523,23,2.009,57,30263,19,3.77
ROAD,783,308,29,2.188,5,45339,10,1.05
ROAD,921,959,60,3.293,33,4528,4,1.58
ROAD,283,865,77,4.439,39,6938,2,4.83
ROAD,19,429,28,3.362,54,30925,11,2.86
ROAD,921,191,48,1.484,32,48574,6,4.93
ROAD,176,617,50,0.703,26,41111,8,1.21
ROAD,140,884,53,3.753,19,43372,15,4.98
ROAD,846,807,69,3.722,42,47255,1,1.64
ROAD,356,622,79,1.94,14,40879,20,1.41
ROAD,146,153,10,1.66,63,17531,1,4.81
ROAD,103,300,52,1,29,7287,4,2.07
ROAD,242,416,5,3.372,45,15644,16,1.16
ROAD,458,192,69,4.313,14,45217,12,1.83
ROAD,422,653,28,1.972,12,17766,5,3.4
ROAD,246,109,84,2.067,20,40523,11,1.93
ROAD,566,938,46,0.235,86,27783,19,4.8
ROAD,729,637,1,3.509,0,19904,20,3.65
ROAD,462,747,37,0.351,80,43481,10,4.97
ROAD,608,361,35,3.788,85,17391,4,2.94
ROAD,449,552,32,0.39,97,32835,11,3.79
ROAD,9,229,71,0.3,86,6860,1,4.6
ROAD,267,706,1,2.294,46,45523,10,3.67
ROAD,929,138,69,1.198,0,10840,15,2.66
ROAD,300,340,65,1.077,55,49143,1,1.92
ROAD,644,549,44,1.218,18,45691,14,4.87
ROAD,700,5,50,0.835,44,6105,1,4.41
ROAD,110,377,8,1.752,96,35693,4,3.15
ROAD,183,983,60,0.49,39,19577,14,2.45
ROAD,888,572,60,2.252,32,24574,19,3.34
ROAD,187,598,16,3.997,18,29972,20,4.62
ROAD,285,299,31,2.724,97,1534,19,4.08
ROAD,931,196,17,3.794,88,18762,10,4.16
ROAD,519,883,68,1.059,57,47545,19,4.23
ROAD,582,16,42,3.273,26,47283,12,3.42
ROAD,659,511,19,2.523,60,13358,11,2.28
ROAD,90,998,2,1.812,3,23712,17,2.46
ROAD,988,209,65,4.155,78,38144,13,3.86
ROAD,292,825,60,2.179,84,22534,3,1.09
ROAD,671,848,40,2.894,21,6040,17,4.44
ROAD,851,131,88,1.057,48,18401,13,1.1
ROAD,542,882,89,0.574,21,12562,19,3.82
ROAD,489,258,79,0.563,55,48701,8,4.68
ROAD,831,543,88,3.793,95,14427,8,3.14
ROAD,250,309,49,0.939,75,45726,8,1.44
ROAD,397,400,37,1.548,94,26471,8,1.42
ROAD,469,595,56,2.082,53,21185,16,4.21
ROAD,285,646,3,1.31,12,13112,19,2.75
ROAD,588,466,46,1.829,7,47414,4,3.39
ROAD,735,624,76,3.641,82,15287,1,1.7
ROAD,515,29,4,1.84,92,15365,1,4.13
ROAD,786,234,58,0.879,93,17509,1,1.38
ROAD,569,406,17,3.687,67,23498,19,4.05
ROAD,663,693,90,2.484,74,38942,6,1.24
ROAD,528,368,28,0.943,19,33981,1,2.9
ROAD,544,451,34,3.325,9,31901,7,2.23
ROAD,673,55,8,2.226,20,39733,4,3.64
ROAD,886,151,67,2.427,100,10618,6,3.94
ROAD,917,819,5,1.184,33,29173,3,2.21
ROAD,701,26,17,3.535,18,49331,10,1.96
ROAD,60,518,2,3.335,86,5461,16,2.77
ROAD,627,802,36,3.005,90,45995,11,3.84
ROAD,794,205,41,3.496,38,47175,6,3.43
ROAD,545,179,18,2.078,11,19137,15,1.19
ROAD,106,109,50,1.099,8,2332,10,1.64
ROAD,807,961,56,2.276,25,30631,10,1.47
ROAD,862,230,79,1.56,82,15621,19,3.32
ROAD,634,146,11,3.964,4,23072,9,3.2
ROAD,720,667,4,2.918,98,791,16,4.98
ROAD,546,415,50,4.38,50,42685,16,4.6
ROAD,265,549,12,3.967,20,15477,10,1.85
ROAD,570,948,77,2.547,82,31517,19,2.22
ROAD,629,257,52,0.575,58,11444,5,2.89
ROAD,343,849,4,3.071,62,14731,13,4.38
ROAD,163,47,63,2.504,57,32061,18,3.48
ROAD,130,307,56,1.977,41,20882,8,3.41
ROAD,99,618,81,2.157,12,41277,4,3.32
ROAD,943,288,9,0.249,60,10924,11,2.5
ROAD,789,817,31,3.533,67,36968,18,4.94
ROAD,612,478,88,0.771,0,21906,8,4.77
ROAD,791,106,35,1.657,69,46538,5,1.34
ROAD,209,878,7,3.912,44,5351,11,1.51
ROAD,156,234,39,1.86,57,32228,5,4.97
ROAD,10,362,69,0.751,10,36055,20,3.51
ROAD,851,983,33,1.568,47,27147,7,1.34
ROAD,297,486,29,2.696,68,35651,11,4.11
ROAD,478,859,73,3.038,4,39064,10,4.26
ROAD,60,601,83,1.017,84,36947,14,3.19
ROAD,100,737,57,0.256,92,48746,14,3.21
ROAD,487,378,43,1.952,13,17523,6,1.26
ROAD,817,587,54,0.395,92,11462,7,4.14
ROAD,438,299,58,1.31,86,36879,10,2.47
