command,u,v,cost,benefit,extra
EDGE,608,785,15853,92.56,
EDGE,475,398,13987,8.81,
EDGE,620,782,13012,15.74,
EDGE,852,987,1917,27.83,
EDGE,55,127,12588,99.84,
EDGE,534,828,14639,22.76,
EDGE,116,545,5619,37.07,
EDGE,592,210,6046,99.04,
EDGE,256,916,11908,39.52,
EDGE,794,887,22988,45.37,
EDGE,879,992,8673,82.02,
EDGE,109,334,3897,47.96,
EDGE,756,545,5030,93.56,
EDGE,376,189,8660,79.73,
EDGE,40,504,11296,27.88,
EDGE,765,808,17543,66.53,
EDGE,919,416,5226,99.91,
EDGE,532,961,17740,83.96,
EDGE,132,432,4764,96.11,
EDGE,477,753,10603,82.24,
EDGE,510,366,13364,83.18,
EDGE,673,325,5140,34.52,
EDGE,130,352,11260,54.28,
EDGE,174,289,9012,5.65,
EDGE,110,214,1717,77.8,
EDGE,804,36,18322,65.67,
EDGE,793,860,12946,42.14,
EDGE,905,460,3503,68.93,
EDGE,580,258,11239,61.66,
EDGE,393,81,6597,69.84,
EDGE,423,202,20620,86.48,
EDGE,94,496,15514,86.67,
EDGE,486,834,6741,43.11,
EDGE,121,95,16761,50.7,
EDGE,146,811,13377,82.98,
EDGE,665,878,15068,81.7,
EDGE,479,866,17817,90.02,
EDGE,632,549,6060,16.62,
EDGE,144,168,5783,90.41,
EDGE,772,32,14626,42.52,
EDGE,37,268,12037,9.17,
EDGE,274,907,13285,8.72,
EDGE,174,980,17571,9.75,
EDGE,435,464,13208,75.39,
EDGE,190,587,16001,81.3,
EDGE,279,189,10038,79.73,
EDGE,657,246,9759,53.37,
EDGE,480,826,9812,17.49,
EDGE,463,273,10459,6.8,
EDGE,820,825,7034,19.28,
EDGE,479,115,5825,14.72,
EDGE,377,999,3313,42.86,
EDGE,38,721,19063,78.58,
EDGE,802,326,14457,63.43,
EDGE,584,23,11462,82.79,
EDGE,10,180,10081,11.22,
EDGE,61,182,4798,1.3,
EDGE,83,55,4604,6.03,
EDGE,661,179,15676,39.01,
EDGE,320,421,17251,31.42,
EDGE,515,445,16520,93.0,
EDGE,660,726,11376,14.39,
EDGE,768,914,11463,69.83,
EDGE,241,311,3996,18.86,
EDGE,386,46,6963,18.0,
EDGE,927,664,10611,72.49,
EDGE,330,117,5461,92.51,
EDGE,224,674,18261,16.15,
EDGE,939,201,11520,80.73,
EDGE,447,486,18138,56.95,
EDGE,565,536,18195,64.76,
EDGE,222,346,6510,67.53,
EDGE,453,936,13108,39.56,
EDGE,860,163,12323,79.67,
EDGE,695,128,2685,83.12,
EDGE,28,44,16369,81.73,
EDGE,256,369,5578,14.31,
EDGE,32,69,15623,61.89,
EDGE,328,495,5501,94.74,
EDGE,188,47,12593,3.22,
EDGE,539,68,3734,36.25,
EDGE,787,308,11856,60.67,
EDGE,970,566,6857,98.93,
EDGE,609,23,17501,51.26,
EDGE,843,205,8099,23.93,
EDGE,89,961,5342,89.47,
EDGE,637,905,14080,64.1,
EDGE,328,718,6112,50.83,
EDGE,820,994,7660,24.18,
EDGE,486,595,6537,24.33,
EDGE,742,530,13173,97.29,
EDGE,738,485,12903,69.58,
EDGE,98,191,14860,15.86,
EDGE,410,75,17061,65.68,
EDGE,47,69,1308,48.71,
EDGE,387,978,4724,70.92,
EDGE,156,671,9048,23.71,
EDGE,839,976,15883,72.11,
EDGE,418,54,18893,62.69,
EDGE,553,359,11887,30.5,
EDGE,923,964,8494,98.11,
EDGE,965,635,5456,52.38,
EDGE,502,740,4213,79.09,
EDGE,374,777,1191,41.24,
EDGE,198,708,16943,30.3,
EDGE,140,821,3248,64.51,
EDGE,388,761,21920,98.68,
EDGE,452,678,7943,93.26,
EDGE,548,65,12548,76.38,
EDGE,503,827,16116,61.43,
EDGE,734,773,3845,91.96,
EDGE,472,478,1141,21.25,
EDGE,769,371,11091,56.67,
EDGE,906,998,6115,99.93,
EDGE,181,752,12986,78.26,
EDGE,701,480,22119,44.07,
EDGE,914,639,14935,74.57,
EDGE,537,684,4219,84.7,
EDGE,6,383,10197,7.67,
EDGE,329,879,8108,33.39,
EDGE,169,117,7108,60.18,
EDGE,761,570,17910,97.75,
EDGE,593,9,769,99.25,
EDGE,915,833,8321,92.17,
EDGE,175,271,4126,32.11,
EDGE,406,620,10143,2.92,
EDGE,833,790,9803,45.78,
EDGE,4,123,5860,47.29,
EDGE,424,816,15176,48.51,
EDGE,443,841,9679,61.69,
EDGE,943,117,13681,12.51,
EDGE,240,734,13981,33.99,
EDGE,763,837,19807,87.51,
EDGE,555,427,5446,65.79,
EDGE,252,195,15940,14.74,
EDGE,688,364,9473,83.19,
EDGE,551,127,8585,53.93,
EDGE,381,371,2160,97.82,
EDGE,101,568,7072,24.25,
EDGE,991,854,5921,57.77,
EDGE,678,486,18113,44.11,
EDGE,979,407,8644,37.4,
EDGE,992,159,13281,34.55,
EDGE,903,680,12532,51.46,
EDGE,953,495,10628,59.91,
EDGE,525,439,3777,38.67,
EDGE,6,54,7056,68.58,
EDGE,883,851,13888,81.04,
EDGE,477,677,14577,87.75,
EDGE,610,192,13992,61.28,
EDGE,875,451,4744,98.12,
EDGE,685,912,1865,84.52,
EDGE,890,128,2499,24.36,
EDGE,829,853,15726,59.42,
EDGE,84,589,2189,31.02,
EDGE,846,330,4905,9.32,
EDGE,554,727,7940,88.76,
EDGE,852,464,7935,37.99,
EDGE,299,665,14475,47.7,
EDGE,254,30,18417,37.25,
EDGE,577,6,14249,60.09,
EDGE,796,4,8454,31.11,
EDGE,164,213,3830,80.08,
EDGE,137,800,12779,63.3,
EDGE,585,76,10323,82.4,
EDGE,424,866,4246,90.42,
EDGE,87,659,10138,33.59,
EDGE,909,292,14881,33.02,
EDGE,624,418,16975,10.38,
EDGE,500,595,10439,81.23,
EDGE,358,489,19984,79.94,
EDGE,804,816,16763,91.49,
EDGE,364,190,10199,7.52,
EDGE,778,463,3652,86.32,
EDGE,495,790,7462,62.8,
EDGE,524,495,10361,24.37,
EDGE,828,393,14260,75.94,
EDGE,489,272,3306,48.81,
EDGE,616,18,5948,34.43,
EDGE,311,688,4524,92.63,
EDGE,156,105,11400,25.19,
EDGE,565,932,13714,70.65,
EDGE,930,595,10573,51.18,
EDGE,896,3,3900,71.66,
EDGE,331,763,9174,69.17,
EDGE,855,357,15377,85.19,
EDGE,524,961,7294,89.48,
EDGE,259,448,6058,67.8,
EDGE,703,913,18925,53.85,
EDGE,669,890,3323,7.63,
EDGE,820,518,9053,87.93,
EDGE,302,4,10502,80.33,
EDGE,584,734,10676,43.91,
EDGE,451,120,9165,92.37,
EDGE,482,851,6062,18.65,
EDGE,449,296,3992,36.89,
EDGE,113,471,8731,46.96,
EDGE,422,274,6727,31.2,
EDGE,774,720,5522,47.95,
EDGE,583,659,7603,18.22,
EDGE,782,62,10303,15.94,
EDGE,722,251,7995,12.76,
EDGE,679,429,17971,73.63,
EDGE,335,349,5489,89.24,
EDGE,842,877,16060,35.19,
EDGE,896,584,3777,99.97,
EDGE,355,403,4075,46.53,
EDGE,312,149,6261,78.76,
EDGE,544,177,9229,55.05,
EDGE,995,328,12176,46.88,
EDGE,246,557,1215,3.15,
EDGE,57,247,18230,68.05,
EDGE,279,901,13970,65.01,
EDGE,433,290,5913,4.49,
EDGE,875,523,10340,17.24,
EDGE,981,871,10151,38.57,
EDGE,468,414,7648,45.48,
EDGE,545,872,13243,78.49,
EDGE,728,74,1384,15.71,
EDGE,159,615,7283,50.93,
EDGE,749,719,5763,50.87,
EDGE,988,759,10262,8.93,
EDGE,689,713,13916,66.33,
EDGE,573,110,3079,15.69,
EDGE,675,67,21602,55.48,
EDGE,685,45,1327,28.88,
EDGE,602,430,15779,35.88,
EDGE,621,58,6564,33.74,
EDGE,98,763,11591,24.2,
EDGE,191,878,15256,29.12,
EDGE,417,347,17014,49.26,
EDGE,890,147,19696,61.32,
EDGE,687,599,4269,27.43,
EDGE,956,426,4273,24.43,
EDGE,617,135,3698,64.45,
EDGE,854,115,11311,66.03,
EDGE,990,952,11439,9.1,
EDGE,594,944,3871,52.72,
EDGE,258,817,5292,98.63,
EDGE,817,719,7361,78.81,
EDGE,427,787,4232,33.62,
EDGE,317,60,1707,56.53,
EDGE,153,392,21099,64.91,
EDGE,376,544,20037,64.35,
EDGE,160,42,11023,27.89,
EDGE,674,87,4481,84.7,
EDGE,673,829,2891,83.59,
EDGE,614,539,9734,68.13,
EDGE,772,641,11814,14.86,
EDGE,471,436,12464,3.78,
EDGE,582,789,16422,96.41,
EDGE,46,44,12483,66.81,
EDGE,652,358,9268,37.53,
EDGE,123,4,11593,25.78,
EDGE,973,514,7115,31.22,
EDGE,156,652,10299,95.61,
EDGE,740,214,16476,80.67,
EDGE,479,514,1579,69.49,
EDGE,945,51,7696,12.67,
EDGE,282,354,8274,47.23,
EDGE,790,314,14360,53.3,
EDGE,605,189,14445,42.61,
EDGE,614,44,3068,85.63,
EDGE,56,84,20984,88.7,
EDGE,572,481,7112,13.22,
EDGE,708,785,5870,85.26,
EDGE,603,882,18269,19.11,
EDGE,890,290,8367,87.64,
EDGE,88,774,8623,50.13,
EDGE,379,441,9234,18.37,
EDGE,954,104,20233,55.17,
EDGE,921,286,15302,69.31,
EDGE,536,188,300,63.71,
EDGE,47,52,19269,16.38,
EDGE,701,752,12795,11.9,
EDGE,423,911,14111,31.76,
EDGE,282,452,12190,88.14,
EDGE,261,991,7880,89.85,
EDGE,258,655,6346,75.23,
EDGE,396,540,14324,93.76,
EDGE,135,552,11968,20.54,
EDGE,869,590,12315,8.04,
EDGE,77,570,4575,59.25,
EDGE,687,577,9211,55.42,
EDGE,360,306,18052,17.53,
EDGE,414,989,11045,88.62,
EDGE,62,861,6107,64.55,
EDGE,598,458,11492,79.95,
EDGE,933,318,12836,99.04,
EDGE,733,797,2170,9.41,
EDGE,172,192,7617,37.47,
EDGE,92,213,17265,44.97,
EDGE,592,124,2756,81.69,
EDGE,866,45,5826,93.56,
EDGE,984,497,8127,94.26,
EDGE,455,107,13986,61.51,
EDGE,946,16,7782,63.06,
EDGE,21,935,13562,81.04,
EDGE,210,648,8744,16.27,
EDGE,764,136,14116,46.36,
EDGE,636,282,16115,77.03,
EDGE,403,75,3364,52.64,
EDGE,859,709,11237,91.74,
EDGE,9,679,12590,27.0,
EDGE,238,575,3792,49.2,
EDGE,411,163,6653,90.13,
EDGE,25,600,3157,66.48,
EDGE,709,321,14639,91.14,
EDGE,692,734,5963,46.4,
EDGE,262,303,8092,2.16,
EDGE,938,952,7354,3.92,
EDGE,620,149,3266,78.93,
EDGE,450,929,17020,83.63,
EDGE,258,238,5071,25.38,
EDGE,37,235,2561,28.43,
EDGE,313,182,18800,59.81,
EDGE,547,833,16405,26.27,
EDGE,428,584,3391,6.98,
EDGE,754,722,10503,8.0,
EDGE,137,120,15636,21.19,
EDGE,174,126,3011,61.68,
EDGE,872,612,12333,42.16,
EDGE,610,927,15363,28.64,
EDGE,581,831,7193,36.72,
EDGE,847,424,16530,10.92,
EDGE,396,988,11075,81.5,
EDGE,16,698,8741,19.94,
EDGE,153,275,10762,33.16,
EDGE,432,536,5191,91.61,
EDGE,619,682,4148,76.05,
EDGE,97,263,7498,42.28,
EDGE,374,560,11928,16.66,
EDGE,754,787,8402,61.18,
EDGE,613,196,5717,43.76,
EDGE,40,309,13465,65.39,
EDGE,511,90,1756,84.26,
EDGE,863,669,3826,17.03,
EDGE,353,702,7711,40.22,
EDGE,778,352,11782,44.25,
EDGE,759,113,18621,10.46,
EDGE,698,787,4759,9.95,
EDGE,290,223,16882,44.73,
EDGE,317,351,5682,29.95,
EDGE,443,708,18561,62.23,
EDGE,802,118,11639,3.63,
EDGE,529,85,15698,96.32,
EDGE,775,544,16332,95.74,
EDGE,95,364,14908,6.91,
EDGE,363,509,12090,65.04,
EDGE,406,839,10532,14.13,
EDGE,70,354,6651,96.51,
EDGE,992,798,13429,62.3,
EDGE,768,944,22915,29.55,
EDGE,170,375,13189,9.22,
EDGE,501,405,8917,60.21,
EDGE,436,409,8704,58.5,
EDGE,473,137,9045,63.43,
EDGE,284,501,8409,25.11,
EDGE,632,657,4973,73.21,
EDGE,585,627,13426,81.61,
EDGE,120,751,16398,50.36,
EDGE,169,899,12407,62.36,
EDGE,385,667,17662,26.13,
EDGE,471,368,9806,4.28,
EDGE,732,527,13350,6.61,
EDGE,658,545,7196,22.1,
EDGE,582,426,7094,57.08,
EDGE,946,822,11898,18.67,
EDGE,226,143,6609,82.73,
EDGE,389,349,14740,42.82,
EDGE,119,882,16580,92.39,
EDGE,575,38,4558,53.92,
EDGE,40,226,19209,73.0,
EDGE,386,123,6459,21.74,
EDGE,891,245,6285,80.39,
EDGE,279,874,11030,50.62,
EDGE,15,908,7689,62.6,
EDGE,670,782,7695,23.69,
EDGE,239,462,13543,13.39,
EDGE,605,143,17199,88.31,
EDGE,54,178,11786,6.48,
EDGE,467,391,5529,67.2,
EDGE,126,909,5034,62.78,
EDGE,68,755,12049,94.29,
EDGE,362,800,16671,77.04,
EDGE,592,638,11422,16.18,
EDGE,466,905,11652,87.5,
EDGE,227,966,14436,47.18,
EDGE,339,242,11884,19.19,
EDGE,848,963,8202,32.95,
EDGE,411,578,5041,13.29,
EDGE,560,745,11776,8.07,
EDGE,851,584,2057,17.0,
EDGE,82,213,10077,24.71,
EDGE,192,793,9855,18.85,
EDGE,487,719,9715,28.79,
EDGE,146,992,11999,54.0,
EDGE,435,875,16934,44.46,
EDGE,781,7,8789,26.86,
EDGE,462,260,15529,43.17,
EDGE,507,942,3070,51.86,
EDGE,796,983,3611,9.25,
EDGE,384,479,5996,10.67,
EDGE,144,915,6561,31.55,
EDGE,701,590,7776,72.98,
EDGE,492,577,6771,41.81,
EDGE,53,313,6065,27.46,
EDGE,823,722,16314,26.0,
EDGE,927,33,8472,34.47,
EDGE,248,344,5915,24.54,
EDGE,988,935,15475,58.0,
EDGE,5,831,16376,96.39,
EDGE,905,411,13230,79.14,
EDGE,195,500,16590,62.62,
EDGE,744,388,15071,1.02,
EDGE,84,482,11405,79.42,
EDGE,904,563,4883,67.2,
EDGE,566,168,11515,3.11,
EDGE,488,147,13249,48.07,
EDGE,497,283,6541,80.2,
EDGE,548,511,12883,22.05,
EDGE,713,880,4341,11.56,
EDGE,320,458,4188,77.06,
EDGE,210,571,15092,22.91,
EDGE,650,757,13151,67.55,
EDGE,288,647,4762,23.42,
EDGE,483,790,6952,7.72,
EDGE,502,47,5544,78.32,
EDGE,139,508,10398,71.35,
EDGE,324,330,8276,41.55,
EDGE,895,693,10683,51.8,
EDGE,393,740,15697,90.06,
EDGE,560,532,2390,60.07,
EDGE,996,881,5292,17.27,
EDGE,746,77,17300,49.55,
EDGE,632,237,7585,87.23,
EDGE,497,980,4406,5.22,
EDGE,893,497,5292,49.15,
EDGE,96,135,7889,28.85,
EDGE,480,500,1420,26.93,
EDGE,459,365,4368,58.3,
EDGE,570,273,6604,1.16,
EDGE,931,686,3564,77.87,
EDGE,371,608,5425,62.25,
EDGE,174,46,14668,4.64,
EDGE,709,913,1998,26.49,
EDGE,829,407,19518,78.44,
EDGE,897,601,14475,85.97,
EDGE,413,633,4300,8.22,
EDGE,523,284,2426,82.02,
EDGE,974,419,8893,84.94,
EDGE,676,355,19384,60.97,
EDGE,972,683,8031,76.84,
EDGE,522,774,12098,20.15,
EDGE,283,427,10047,26.94,
EDGE,489,780,12002,89.04,
EDGE,355,485,11682,59.85,
EDGE,784,875,4861,39.93,
EDGE,719,525,8067,18.66,
EDGE,661,684,10366,38.83,
EDGE,709,121,12546,64.86,
EDGE,330,705,10952,22.97,
EDGE,449,72,7540,98.56,
EDGE,467,707,10187,43.53,
EDGE,485,894,9548,97.1,
EDGE,734,611,7917,16.77,
EDGE,856,745,22528,92.94,
EDGE,829,230,9876,46.74,
EDGE,13,137,12067,3.31,
EDGE,793,649,11151,21.98,
EDGE,513,346,10413,43.84,
EDGE,238,490,4731,99.5,
EDGE,943,122,12443,74.8,
EDGE,770,998,7118,88.3,
EDGE,819,533,9972,68.11,
EDGE,276,783,14217,82.01,
EDGE,342,35,16521,31.66,
EDGE,620,989,10024,53.1,
EDGE,977,982,16740,12.06,
EDGE,306,80,12221,44.76,
EDGE,300,713,6660,89.2,
EDGE,380,289,13346,33.85,
EDGE,516,242,13371,51.58,
EDGE,880,524,10176,39.34,
EDGE,604,146,4444,12.02,
EDGE,409,530,18463,69.43,
EDGE,235,635,4481,50.31,
EDGE,332,667,10505,30.58,
EDGE,506,619,12327,40.8,
EDGE,799,414,6023,5.0,
EDGE,202,924,11593,7.3,
EDGE,1,658,13999,80.78,
EDGE,958,354,3081,61.81,
EDGE,375,623,6785,61.22,
EDGE,195,394,5619,32.27,
EDGE,35,379,22967,43.33,
EDGE,441,502,12962,47.47,
EDGE,615,368,3534,19.96,
EDGE,787,680,10087,14.02,
EDGE,531,754,19720,75.97,
EDGE,89,542,4936,86.81,
EDGE,510,395,8877,86.88,
EDGE,553,641,8938,44.59,
EDGE,132,536,13700,68.96,
EDGE,953,235,9691,26.17,
EDGE,980,497,6058,44.32,
EDGE,817,820,13556,97.41,
EDGE,568,909,10091,31.58,
EDGE,385,535,2633,71.2,
EDGE,678,579,8628,75.22,
EDGE,491,240,7975,11.8,
EDGE,826,548,10008,95.99,
EDGE,342,288,11073,49.52,
EDGE,773,705,5416,82.09,
EDGE,893,635,2444,18.94,
EDGE,381,554,10301,31.34,
EDGE,589,41,4924,96.57,
EDGE,484,208,8640,60.3,
EDGE,65,189,10697,40.01,
EDGE,575,194,9559,18.56,
EDGE,64,31,17638,87.51,
EDGE,598,671,11062,64.19,
EDGE,774,515,9409,73.76,
EDGE,892,160,15838,48.63,
EDGE,161,45,5118,29.83,
EDGE,777,839,11212,33.9,
EDGE,299,70,13057,46.18,
EDGE,9,647,10952,26.34,
EDGE,737,505,5397,64.33,
EDGE,708,771,11889,81.93,
EDGE,961,291,17851,86.29,
EDGE,259,86,17590,67.99,
EDGE,381,874,3284,24.6,
EDGE,504,672,14606,98.49,
EDGE,448,608,4537,24.26,
EDGE,543,957,10209,69.07,
EDGE,788,840,1794,73.17,
EDGE,685,832,8314,52.74,
EDGE,570,660,20485,47.04,
EDGE,507,780,6611,9.97,
EDGE,410,172,11221,90.65,
EDGE,797,198,9934,61.19,
EDGE,251,952,3749,32.38,
EDGE,538,318,12327,84.72,
EDGE,371,770,15088,25.58,
EDGE,646,663,18580,75.3,
EDGE,845,171,11988,50.56,
EDGE,783,818,13325,77.24,
EDGE,804,826,5797,68.36,
EDGE,419,361,12884,96.49,
EDGE,769,191,9728,29.64,
EDGE,336,198,11787,69.72,
EDGE,47,511,14746,81.68,
EDGE,377,446,9866,51.64,
EDGE,62,376,13625,24.15,
EDGE,834,517,16401,95.94,
EDGE,499,934,9637,77.98,
EDGE,619,116,13818,73.77,
EDGE,943,220,11789,18.75,
EDGE,328,877,16923,4.74,
EDGE,257,259,9054,7.82,
EDGE,425,646,7785,61.38,
EDGE,687,916,8219,37.28,
EDGE,77,952,4678,59.86,
EDGE,417,528,7190,60.77,
EDGE,367,379,7092,63.4,
EDGE,552,660,8695,64.26,
EDGE,401,451,3173,64.03,
EDGE,81,708,18453,74.88,
EDGE,305,520,5886,13.06,
EDGE,756,739,7024,54.03,
EDGE,962,505,15170,69.95,
EDGE,384,975,9905,46.65,
EDGE,904,994,18146,67.9,
EDGE,90,393,2658,55.41,
EDGE,39,775,16358,44.64,
EDGE,405,449,18458,30.66,
EDGE,168,428,16689,87.7,
EDGE,428,262,14091,78.83,
EDGE,428,301,5658,47.67,
EDGE,491,107,17039,85.9,
EDGE,313,488,13506,75.49,
EDGE,646,977,10272,71.44,
EDGE,240,255,13141,57.57,
EDGE,586,867,9467,63.31,
EDGE,85,709,22754,52.68,
EDGE,480,86,7779,94.19,
EDGE,304,160,8763,98.65,
EDGE,164,82,16677,92.92,
EDGE,124,171,10584,36.13,
EDGE,941,598,12267,28.69,
EDGE,878,513,11489,22.77,
EDGE,873,448,6805,50.26,
EDGE,629,787,4703,28.65,
EDGE,483,940,5655,21.72,
EDGE,502,360,11909,94.42,
EDGE,775,6,10789,64.78,
EDGE,468,88,9501,95.54,
EDGE,262,810,8381,6.87,
EDGE,191,266,17239,6.6,
EDGE,314,835,7152,94.18,
EDGE,22,307,12916,38.14,
EDGE,318,531,12293,90.32,
EDGE,679,72,4911,33.83,
EDGE,367,334,17663,41.85,
EDGE,409,617,9832,98.14,
EDGE,875,210,13004,94.65,
EDGE,306,604,14454,77.77,
EDGE,714,786,4415,5.13,
EDGE,234,167,14349,33.84,
EDGE,60,573,8106,37.52,
EDGE,787,832,7701,78.76,
EDGE,159,616,18295,50.99,
EDGE,804,865,2526,86.23,
EDGE,358,381,13295,63.69,
EDGE,268,826,9875,77.54,
EDGE,359,398,1358,27.33,
EDGE,820,893,7297,19.02,
EDGE,70,250,11457,25.44,
EDGE,55,624,3339,71.09,
EDGE,426,319,16983,98.88,
EDGE,246,732,5402,68.37,
EDGE,646,990,10018,33.96,
EDGE,486,561,9737,39.09,
EDGE,791,349,7373,41.63,
EDGE,980,775,16549,14.74,
EDGE,66,431,13467,72.28,
EDGE,426,945,16490,84.99,
EDGE,401,452,16021,74.76,
EDGE,999,747,5731,93.38,
EDGE,884,419,8144,42.29,
EDGE,568,154,11701,51.52,
EDGE,892,65,4973,70.08,
EDGE,28,926,11954,58.38,
EDGE,633,320,7306,16.37,
EDGE,709,412,9508,38.99,
EDGE,596,956,9676,25.75,
EDGE,148,999,5402,19.08,
EDGE,103,79,8356,64.6,
EDGE,948,186,15029,7.16,
EDGE,889,382,12472,8.76,
EDGE,519,59,17013,13.5,
EDGE,360,96,2653,25.28,
EDGE,73,840,9528,95.0,
EDGE,935,796,12695,95.03,
EDGE,175,870,16702,65.5,
EDGE,726,779,10860,49.6,
EDGE,729,115,2766,82.36,
EDGE,764,114,7191,95.64,
EDGE,172,627,17694,59.57,
EDGE,115,338,20271,28.13,
EDGE,697,978,4707,91.5,
EDGE,376,588,14704,83.71,
EDGE,226,505,9827,90.96,
EDGE,325,789,18741,80.58,
EDGE,533,985,3949,14.93,
EDGE,625,695,10758,56.34,
EDGE,300,791,12652,74.78,
EDGE,74,539,19138,10.74,
EDGE,713,702,10286,35.01,
EDGE,298,26,17546,24.76,
EDGE,384,316,1062,58.44,
EDGE,213,578,4093,64.77,
EDGE,801,228,16756,64.85,
EDGE,555,994,14959,67.13,
EDGE,678,679,10899,90.12,
EDGE,145,321,8165,59.85,
EDGE,277,299,5332,60.17,
EDGE,562,25,8145,96.25,
EDGE,175,456,9241,62.72,
EDGE,899,205,9222,99.42,
EDGE,609,850,5947,10.03,
EDGE,104,797,5515,36.51,
EDGE,783,203,4662,89.79,
EDGE,658,11,10630,96.31,
EDGE,714,334,4206,57.61,
EDGE,807,96,14373,58.81,
EDGE,14,295,5555,41.93,
EDGE,384,143,12067,34.09,
EDGE,537,589,14696,23.34,
EDGE,884,778,7992,20.67,
EDGE,219,742,7052,95.51,
EDGE,119,699,8823,28.84,
EDGE,533,686,19698,97.35,
EDGE,256,594,11042,91.6,
EDGE,273,878,15562,98.22,
EDGE,517,939,11928,5.67,
EDGE,499,446,7485,93.02,
EDGE,57,10,2612,42.02,
EDGE,47,238,4633,59.11,
EDGE,821,809,14563,78.99,
EDGE,617,571,4057,33.68,
EDGE,511,429,13754,55.97,
EDGE,307,889,12905,44.4,
EDGE,629,797,12210,87.21,
EDGE,696,639,2411,37.07,
EDGE,71,886,11887,95.92,
EDGE,674,737,8704,63.75,
EDGE,699,245,14834,25.49,
EDGE,32,802,1274,50.12,
EDGE,422,990,19264,68.43,
EDGE,794,280,6645,69.79,
EDGE,647,763,4934,77.45,
EDGE,249,535,8870,9.16,
EDGE,577,751,19051,80.17,
EDGE,659,536,3750,3.57,
EDGE,73,280,14307,48.3,
EDGE,371,801,3588,53.32,
EDGE,248,841,6169,51.47,
EDGE,668,592,10872,92.24,
EDGE,403,448,14233,12.0,
EDGE,598,556,8503,79.0,
EDGE,273,275,8689,26.81,
EDGE,718,430,8986,29.55,
EDGE,696,659,1616,10.08,
EDGE,20,64,8001,61.69,
EDGE,479,95,6021,66.84,
EDGE,26,316,14001,21.58,
EDGE,874,855,11268,65.0,
EDGE,988,921,2424,79.6,
EDGE,451,486,13579,59.01,
EDGE,132,151,14856,31.21,
EDGE,579,548,4316,82.08,
EDGE,717,817,7908,53.84,
EDGE,170,973,12368,36.99,
EDGE,734,232,7449,88.62,
EDGE,600,765,4048,5.2,
EDGE,743,295,7399,72.63,
EDGE,754,267,24342,37.04,
EDGE,360,76,4700,65.2,
EDGE,581,530,8457,90.25,
EDGE,648,986,15379,49.61,
EDGE,305,172,4962,78.69,
EDGE,634,48,10795,24.84,
EDGE,866,174,6790,87.84,
EDGE,88,647,7610,42.86,
EDGE,995,430,10016,47.16,
EDGE,929,474,15261,31.96,
EDGE,632,532,6321,55.3,
EDGE,740,563,14876,72.36,
EDGE,227,290,16673,87.15,
EDGE,732,458,8904,99.67,
EDGE,317,248,3216,54.16,
EDGE,718,679,14448,32.86,
EDGE,633,597,13642,96.57,
EDGE,463,189,11771,49.59,
EDGE,82,308,8812,89.25,
EDGE,890,470,6267,13.39,
EDGE,329,530,915,88.06,
EDGE,896,995,11990,2.65,
EDGE,548,791,7447,49.84,
EDGE,38,548,18017,42.13,
EDGE,167,192,24050,82.18,
EDGE,377,97,9350,97.54,
EDGE,104,931,16803,92.23,
EDGE,108,157,19696,44.69,
EDGE,554,20,5040,87.35,
EDGE,649,916,2276,28.64,
EDGE,514,944,10510,98.97,
EDGE,790,485,8035,53.81,
EDGE,675,671,7216,4.5,
EDGE,123,488,11809,39.22,
EDGE,530,50,5404,90.89,
EDGE,807,546,16076,23.93,
EDGE,303,400,14848,95.62,
EDGE,72,798,13388,28.56,
EDGE,535,268,10830,40.62,
EDGE,752,89,6800,44.82,
EDGE,73,247,3720,32.56,
EDGE,551,332,11720,28.11,
EDGE,181,231,8457,89.8,
EDGE,675,514,5724,30.63,
EDGE,483,963,16523,25.19,
EDGE,696,992,1403,40.26,
EDGE,786,496,17574,74.66,
EDGE,984,40,17902,23.59,
EDGE,121,643,17669,65.46,
EDGE,228,404,14791,70.56,
EDGE,898,716,2801,47.41,
EDGE,991,16,4062,2.34,
EDGE,85,593,15327,5.13,
EDGE,590,307,9012,31.37,
EDGE,66,553,13937,16.89,
EDGE,752,634,1898,62.55,
EDGE,940,641,11277,82.31,
EDGE,250,908,19532,46.73,
EDGE,346,431,2577,29.84,
EDGE,152,87,1363,7.99,
EDGE,923,408,14086,24.86,
EDGE,121,152,12595,89.95,
EDGE,757,319,3493,73.02,
EDGE,422,894,11549,36.89,
EDGE,600,686,13357,74.76,
EDGE,218,856,12993,48.95,
EDGE,473,27,16560,37.73,
EDGE,853,492,13405,14.75,
EDGE,995,994,14612,11.11,
EDGE,72,858,9482,59.1,
EDGE,729,725,1642,88.91,
EDGE,631,420,10571,81.28,
EDGE,407,62,4611,67.71,
EDGE,15,841,18296,97.27,
EDGE,829,516,15711,78.62,
EDGE,367,755,10874,36.4,
EDGE,874,907,12028,24.62,
EDGE,125,619,16564,12.99,
EDGE,210,413,9317,7.57,
EDGE,634,979,14244,68.11,
EDGE,879,240,7776,90.53,
EDGE,554,163,10820,7.94,
EDGE,234,413,11251,59.46,
EDGE,482,303,2860,68.67,
EDGE,744,336,8263,18.06,
EDGE,354,420,9215,91.06,
EDGE,414,11,9604,8.21,
EDGE,276,209,20146,3.98,
EDGE,459,403,11641,35.13,
EDGE,112,497,15156,10.0,
EDGE,112,670,17677,40.17,
EDGE,812,439,2480,27.51,
EDGE,301,591,16441,94.63,
EDGE,33,74,12900,61.04,
