command,u,v,transport_cost,line_capacity,item_id,source_x,source_y,mass,energy_density,pickup_cost,digester_id,time_slot,timeslot_capacity,extra
FEED,,,,,1082,218.523,679.58,15.509,4.987,50.27,17,19,,
FEED,,,,,1083,172.246,849.53,366.643,1.723,95.17,19,16,,
FEED,,,,,1084,318.355,961.822,174.838,1.0,197.03,2,10,,
FEED,,,,,1085,338.248,409.026,153.586,0.68,19.54,19,23,,
FEED,,,,,1086,370.89,789.09,25.111,3.086,157.88,5,23,,
FEED,,,,,1087,835.274,571.025,298.526,3.529,169.65,11,21,,
FEED,,,,,1088,782.632,189.292,51.043,3.539,177.97,6,8,,
FEED,,,,,1089,689.134,199.542,383.65,0.92,35.14,2,4,,
FEED,,,,,1090,168.88,580.688,244.141,3.661,108.56,14,22,,
FEED,,,,,1091,697.411,475.481,144.715,0.367,30.38,13,12,,
FEED,,,,,1092,510.97,238.51,365.315,4.413,11.43,13,4,,
FEED,,,,,1093,97.128,98.395,229.647,0.899,186.2,14,23,,
FEED,,,,,1094,62.473,510.55,105.793,3.478,190.77,8,8,,
FEED,,,,,1095,711.073,641.18,458.098,1.761,6.71,1,6,,
FEED,,,,,1096,301.89,813.34,173.856,4.578,198.26,13,3,,
FEED,,,,,1097,953.016,270.848,165.412,2.641,151.29,12,16,,
FEED,,,,,1098,329.768,711.381,335.412,0.704,8.06,6,11,,
FEED,,,,,1099,707.094,639.904,307.742,2.599,157.43,17,17,,
FEED,,,,,1100,955.038,678.983,305.551,1.535,85.85,18,11,,
FEED,,,,,1101,664.813,364.958,142.651,4.933,155.16,0,18,,
FEED,,,,,1102,281.854,980.694,175.545,3.732,60.25,1,18,,
FEED,,,,,1103,615.872,37.911,202.682,4.938,48.73,3,22,,
FEED,,,,,1104,716.222,470.647,101.261,2.675,36.71,3,20,,
FEED,,,,,1105,827.577,548.161,137.189,2.334,57.23,8,1,,
FEED,,,,,1106,828.462,638.112,57.395,0.418,198.21,7,10,,
FEED,,,,,1107,915.632,192.626,423.345,2.471,36.58,16,7,,
FEED,,,,,1108,918.427,821.112,368.784,2.745,181.28,0,22,,
FEED,,,,,1109,707.119,330.183,252.382,1.316,68.21,5,6,,
FEED,,,,,1110,290.556,410.388,77.407,4.582,188.59,16,7,,
FEED,,,,,1111,842.183,515.413,279.577,0.667,144.17,8,10,,
FEED,,,,,1112,750.095,382.647,214.658,2.348,13.7,1,8,,
FEED,,,,,1113,259.306,170.317,276.08,2.139,168.56,15,21,,
FEED,,,,,1114,201.253,284.887,491.502,3.235,38.81,7,21,,
FEED,,,,,1115,616.01,759.211,498.244,0.997,37.48,17,1,,
FEED,,,,,1116,312.775,567.258,94.11,0.254,24.62,9,5,,
FEED,,,,,1117,3.172,177.959,85.106,0.859,92.48,12,19,,
FEED,,,,,1118,428.208,352.589,106.051,4.909,159.87,16,6,,
FEED,,,,,1119,562.736,287.092,17.508,0.27,43.2,4,9,,
FEED,,,,,1120,844.763,494.838,41.748,0.741,147.71,1,18,,
FEED,,,,,1121,550.3,201.951,68.286,3.184,114.06,16,5,,
FEED,,,,,1122,652.998,808.876,136.213,1.071,21.93,2,20,,
FEED,,,,,1123,858.087,440.015,336.205,4.49,183.27,2,16,,
FEED,,,,,1124,925.528,678.751,151.854,1.22,198.9,18,18,,
FEED,,,,,1125,580.49,472.881,68.155,2.099,169.97,15,19,,
FEED,,,,,1126,544.23,134.599,99.921,2.896,30.25,7,3,,
FEED,,,,,1127,395.681,982.583,61.877,4.967,142.65,17,22,,
FEED,,,,,1128,418.721,86.335,160.767,2.962,128.94,12,12,,
FEED,,,,,1129,637.904,385.144,457.211,0.57,104.31,6,2,,
FEED,,,,,1130,583.794,695.753,98.043,0.865,63.43,17,2,,
FEED,,,,,1131,301.49,511.479,386.91,3.323,165.73,1,15,,
FEED,,,,,1132,499.048,108.388,152.703,4.187,60.03,8,2,,
FEED,,,,,1133,257.731,294.499,213.965,3.339,192.08,9,18,,
FEED,,,,,1134,953.431,865.301,229.816,3.618,64.41,11,7,,
FEED,,,,,1135,960.103,911.167,473.479,1.789,59.47,17,8,,
FEED,,,,,1136,283.446,609.951,128.83,4.491,135.65,2,0,,
FEED,,,,,1137,397.85,770.706,188.444,4.465,162.94,17,2,,
FEED,,,,,1138,745.619,969.242,265.029,3.133,182.71,7,13,,
FEED,,,,,1139,6.939,972.676,65.316,0.4,85.2,10,15,,
FEED,,,,,1140,376.694,351.349,469.016,2.685,125.64,11,12,,
FEED,,,,,1141,750.896,500.973,301.735,2.053,117.08,7,3,,
FEED,,,,,1142,120.877,935.811,272.337,3.979,120.49,1,15,,
FEED,,,,,1143,926.52,351.91,470.496,4.929,109.05,18,13,,
FEED,,,,,1144,771.486,8.521,22.939,2.598,128.52,11,15,,
FEED,,,,,1145,341.297,559.18,74.18,4.985,147.75,3,14,,
FEED,,,,,1146,401.978,822.042,378.205,1.631,82.28,5,22,,
FEED,,,,,1147,615.1,553.938,136.597,2.05,147.66,17,6,,
FEED,,,,,1148,336.085,739.174,195.782,4.714,26.27,13,7,,
FEED,,,,,1149,580.956,950.016,98.503,3.662,194.57,9,9,,
FEED,,,,,1150,291.961,317.345,45.291,4.331,99.44,0,8,,
FEED,,,,,1151,460.284,32.13,337.333,2.381,151.81,2,21,,
FEED,,,,,1152,360.824,163.448,446.245,0.67,165.48,4,15,,
FEED,,,,,1153,992.159,331.424,294.779,4.752,102.81,18,21,,
FEED,,,,,1154,392.65,883.686,436.751,0.32,143.71,0,19,,
FEED,,,,,1155,193.575,695.943,367.673,1.787,172.83,17,12,,
FEED,,,,,1156,502.677,416.61,271.108,1.329,195.0,2,1,,
FEED,,,,,1157,918.282,375.368,128.422,4.246,61.05,12,20,,
FEED,,,,,1158,92.73,671.054,411.695,2.513,118.58,15,10,,
FEED,,,,,1159,28.27,530.159,120.542,0.451,187.74,17,23,,
FEED,,,,,1160,313.614,354.86,153.653,4.896,72.82,3,14,,
FEED,,,,,1161,259.418,862.953,493.868,4.031,30.23,19,19,,
FEED,,,,,1162,505.656,666.607,487.391,0.102,85.32,10,11,,
FEED,,,,,1163,742.303,149.962,283.463,4.421,72.61,12,20,,
FEED,,,,,1164,197.676,113.08,29.21,4.921,156.16,6,18,,
FEED,,,,,1165,741.624,705.098,422.449,4.013,82.64,11,22,,
FEED,,,,,1166,357.846,746.36,287.74,1.257,167.46,12,20,,
FEED,,,,,1167,246.767,581.657,90.176,3.896,187.4,10,16,,
FEED,,,,,1168,29.954,333.411,414.341,1.901,34.22,0,9,,
FEED,,,,,1169,908.816,323.986,364.022,2.576,101.74,14,7,,
FEED,,,,,1170,770.733,15.488,38.254,2.512,114.26,0,22,,
FEED,,,,,1171,58.708,38.344,251.586,3.972,173.13,5,12,,
FEED,,,,,1172,80.616,156.568,484.578,1.662,135.9,5,16,,
FEED,,,,,1173,466.509,69.641,348.978,0.24,119.25,6,21,,
FEED,,,,,1174,150.659,247.756,431.339,4.256,105.67,5,5,,
FEED,,,,,1175,113.454,230.651,446.621,1.36,163.06,10,0,,
FEED,,,,,1176,112.953,598.201,213.444,1.191,189.83,8,13,,
FEED,,,,,1177,260.027,459.985,139.986,0.839,68.72,5,7,,
FEED,,,,,1178,809.262,210.065,313.939,4.185,130.06,12,7,,
FEED,,,,,1179,15.671,446.654,73.024,2.747,116.02,13,9,,
FEED,,,,,1180,166.244,630.308,361.356,4.991,57.47,18,11,,
FEED,,,,,1181,562.601,843.019,288.629,1.397,34.36,15,12,,
FEED,,,,,1182,909.605,510.911,313.105,0.843,54.64,6,1,,
FEED,,,,,1183,909.186,718.013,288.938,3.907,31.4,11,7,,
FEED,,,,,1184,979.676,346.827,45.269,3.53,32.25,11,21,,
FEED,,,,,1185,37.909,930.022,384.868,1.672,119.96,5,7,,
FEED,,,,,1186,685.48,431.144,169.665,1.713,37.01,0,0,,
FEED,,,,,1187,23.686,795.623,394.577,1.501,83.32,7,9,,
FEED,,,,,1188,397.12,607.947,309.693,3.473,162.13,11,20,,
FEED,,,,,1189,922.697,981.966,225.617,1.816,106.74,2,3,,
FEED,,,,,1190,207.882,470.342,32.952,4.31,33.63,1,17,,
FEED,,,,,1191,133.631,26.237,440.343,0.419,90.53,6,2,,
FEED,,,,,1192,69.51,541.222,146.901,4.018,45.77,0,0,,
FEED,,,,,1193,441.463,314.023,494.945,0.897,22.82,16,17,,
FEED,,,,,1194,455.868,33.21,497.148,2.774,96.31,14,17,,
FEED,,,,,1195,530.593,637.685,32.89,1.711,111.44,15,22,,
FEED,,,,,1196,262.24,578.427,406.426,2.088,149.75,1,12,,
FEED,,,,,1197,378.473,887.853,29.296,4.055,50.82,16,9,,
FEED,,,,,1198,580.984,981.222,101.503,2.239,41.78,13,23,,
FEED,,,,,1199,768.365,700.685,224.55,1.93,118.38,18,20,,
FEED,,,,,1200,133.469,86.921,132.543,1.393,13.57,2,12,,
FEED,,,,,1201,451.77,930.928,375.108,0.663,12.26,2,20,,
FEED,,,,,1202,386.218,287.918,275.846,3.004,27.26,12,18,,
FEED,,,,,1203,325.276,950.809,360.313,1.676,26.06,9,17,,
FEED,,,,,1204,568.533,372.455,442.511,3.872,86.42,11,6,,
FEED,,,,,1205,104.976,381.6,165.437,1.006,180.18,7,4,,
FEED,,,,,1206,815.811,889.272,465.816,3.438,33.54,19,7,,
FEED,,,,,1207,429.418,310.597,113.557,0.678,146.64,0,17,,
FEED,,,,,1208,492.659,213.938,422.271,3.699,29.75,7,10,,
FEED,,,,,1209,383.846,825.547,295.048,0.392,36.97,17,10,,
FEED,,,,,1210,664.909,886.023,291.515,4.772,32.45,10,3,,
FEED,,,,,1211,789.961,707.858,350.289,0.821,10.65,15,22,,
FEED,,,,,1212,25.403,139.04,10.968,3.931,189.52,2,19,,
FEED,,,,,1213,765.65,194.412,195.251,0.201,102.96,9,17,,
FEED,,,,,1214,883.211,494.201,92.853,1.19,68.94,16,8,,
FEED,,,,,1215,389.689,747.62,86.631,3.259,118.1,16,3,,
FEED,,,,,1216,815.872,650.406,35.331,2.799,162.17,15,12,,
FEED,,,,,1217,125.828,914.051,338.781,3.169,78.19,13,5,,
FEED,,,,,1218,58.119,770.276,385.82,3.492,91.1,2,1,,
FEED,,,,,1219,67.254,80.743,189.307,1.731,182.17,9,18,,
FEED,,,,,1220,410.236,454.894,471.65,2.165,159.01,4,13,,
FEED,,,,,1221,544.372,993.223,227.599,2.652,9.11,2,5,,
FEED,,,,,1222,878.98,544.68,303.84,1.526,140.26,18,13,,
FEED,,,,,1223,180.672,405.956,181.178,3.282,13.53,13,17,,
FEED,,,,,1224,893.574,255.502,135.645,4.455,55.84,8,9,,
FEED,,,,,1225,55.737,313.204,256.077,0.731,25.19,18,11,,
FEED,,,,,1226,388.888,656.833,407.607,1.765,9.17,3,16,,
FEED,,,,,1227,660.527,325.132,50.288,4.725,120.54,12,8,,
FEED,,,,,1228,327.208,396.476,111.673,0.19,69.44,1,16,,
FEED,,,,,1229,411.325,689.117,315.104,2.913,115.62,6,7,,
FEED,,,,,1230,970.218,496.264,185.216,3.374,166.81,6,10,,
FEED,,,,,1231,854.13,732.798,493.635,4.833,123.36,8,21,,
FEED,,,,,1232,22.203,26.187,370.105,4.434,190.66,1,3,,
FEED,,,,,1233,882.227,254.305,445.431,1.699,191.6,1,19,,
FEED,,,,,1234,999.68,717.935,160.673,3.251,192.93,2,5,,
FEED,,,,,1235,769.592,642.363,407.486,1.153,147.16,1,3,,
FEED,,,,,1236,485.192,203.275,317.017,2.244,173.64,10,21,,
FEED,,,,,1237,647.057,327.971,338.129,2.737,101.1,5,13,,
FEED,,,,,1238,249.696,447.339,351.836,0.88,52.46,16,17,,
FEED,,,,,1239,435.464,204.694,127.639,3.27,162.12,1,21,,
FEED,,,,,1240,773.049,179.996,83.34,0.496,192.3,3,16,,
FEED,,,,,1241,822.677,236.349,383.171,1.312,171.41,14,18,,
FEED,,,,,1242,541.213,127.831,407.661,1.976,142.13,1,7,,
FEED,,,,,1243,982.936,257.186,145.061,0.136,69.41,10,7,,
FEED,,,,,1244,275.263,542.539,490.366,0.131,90.42,14,15,,
FEED,,,,,1245,720.765,878.403,131.533,1.227,10.9,7,21,,
FEED,,,,,1246,771.717,621.261,307.064,4.371,50.41,15,10,,
FEED,,,,,1247,9.385,231.127,52.465,3.627,20.4,13,6,,
FEED,,,,,1248,142.122,594.273,375.063,0.432,29.96,0,16,,
FEED,,,,,1249,795.782,56.661,125.215,1.889,142.87,16,1,,
FEED,,,,,1250,926.678,632.431,315.728,2.077,75.13,7,17,,
FEED,,,,,1251,659.355,864.933,418.938,1.549,51.84,18,13,,
FEED,,,,,1252,396.515,22.511,265.14,2.295,122.81,6,23,,
FEED,,,,,1253,165.029,796.001,182.789,3.629,17.65,17,17,,
FEED,,,,,1254,590.885,603.26,308.277,2.648,140.32,9,5,,
FEED,,,,,1255,9.217,397.841,438.024,4.763,107.1,10,21,,
FEED,,,,,1256,584.41,677.23,275.984,0.477,97.93,11,14,,
FEED,,,,,1257,849.197,801.589,354.597,4.663,14.58,10,21,,
FEED,,,,,1258,958.18,11.746,229.307,1.999,122.19,11,18,,
FEED,,,,,1259,140.089,841.813,371.666,2.81,65.98,17,5,,
FEED,,,,,1260,92.933,812.128,131.765,3.01,173.24,4,18,,
FEED,,,,,1261,679.635,731.938,209.039,2.906,165.54,7,7,,
FEED,,,,,1262,369.32,15.003,31.479,4.827,146.29,2,5,,
FEED,,,,,1263,10.732,513.62,186.965,0.323,61.31,18,13,,
FEED,,,,,1264,240.873,810.847,163.67,1.337,96.67,4,22,,
FEED,,,,,1265,235.873,948.319,419.229,1.633,7.28,12,0,,
FEED,,,,,1266,142.521,227.267,475.43,1.492,44.56,13,9,,
FEED,,,,,1267,683.322,823.667,340.085,4.204,39.89,11,1,,
FEED,,,,,1268,996.242,481.977,172.854,4.182,180.78,2,10,,
FEED,,,,,1269,557.78,4.233,259.337,1.594,27.38,3,2,,
FEED,,,,,1270,935.298,231.807,402.28,0.529,50.26,4,9,,
FEED,,,,,1271,738.399,50.402,209.894,1.883,8.06,18,18,,
FEED,,,,,1272,379.209,360.573,347.063,1.864,151.37,12,22,,
FEED,,,,,1273,169.051,391.504,227.376,4.469,15.93,5,5,,
FEED,,,,,1274,301.686,516.75,312.074,3.446,181.7,18,18,,
FEED,,,,,1275,345.438,846.153,18.87,1.466,8.34,1,16,,
FEED,,,,,1276,750.351,933.058,496.467,0.74,82.08,2,22,,
FEED,,,,,1277,751.729,219.159,49.377,4.266,154.8,3,3,,
FEED,,,,,1278,19.912,303.831,185.567,4.705,138.9,1,14,,
FEED,,,,,1279,278.54,697.99,177.167,1.383,25.17,8,10,,
FEED,,,,,1280,884.728,299.0,488.939,2.869,53.66,11,7,,
FEED,,,,,1281,564.837,441.95,308.489,3.394,155.49,12,4,,
FEED,,,,,1282,57.537,150.7,251.492,2.308,82.2,17,16,,
FEED,,,,,1283,157.785,974.942,487.112,1.864,159.67,19,20,,
FEED,,,,,1284,888.375,933.917,295.482,2.625,89.72,14,3,,
FEED,,,,,1285,120.617,688.766,212.688,0.129,100.13,15,23,,
FEED,,,,,1286,614.098,50.188,294.851,4.182,28.15,10,18,,
FEED,,,,,1287,133.414,379.302,80.24,2.832,178.14,14,18,,
FEED,,,,,1288,738.248,588.06,366.201,0.333,28.2,18,10,,
FEED,,,,,1289,357.794,380.127,23.109,4.45,27.56,12,5,,
FEED,,,,,1290,35.624,352.482,420.563,0.338,172.13,4,9,,
FEED,,,,,1291,313.441,188.929,166.884,1.858,187.92,4,2,,
FEED,,,,,1292,580.546,754.953,477.355,3.255,52.5,14,8,,
FEED,,,,,1293,633.848,878.21,472.956,1.668,129.11,3,4,,
FEED,,,,,1294,854.146,129.003,329.071,1.251,135.22,19,4,,
FEED,,,,,1295,509.506,375.693,368.28,4.758,101.53,19,20,,
FEED,,,,,1296,950.654,774.598,495.257,2.789,186.01,14,12,,
FEED,,,,,1297,288.486,483.411,250.278,2.841,72.66,7,13,,
FEED,,,,,1298,414.353,229.568,52.743,3.244,156.27,18,8,,
FEED,,,,,1299,794.457,558.052,498.771,4.216,162.25,11,6,,
FEED,,,,,1300,75.685,244.257,496.661,2.163,169.24,18,14,,
FEED,,,,,1301,878.047,448.29,455.783,2.29,69.43,10,9,,
FEED,,,,,1302,243.273,361.493,172.45,3.009,173.86,3,4,,
FEED,,,,,1303,769.763,985.8,116.634,1.984,46.72,16,14,,
FEED,,,,,1304,836.189,192.526,276.001,2.426,118.03,9,18,,
FEED,,,,,1305,52.322,12.633,385.139,2.952,83.67,1,16,,
FEED,,,,,1306,946.716,704.312,374.477,1.417,103.35,1,17,,
FEED,,,,,1307,961.796,349.893,299.144,4.472,67.65,10,7,,
FEED,,,,,1308,794.819,934.513,48.027,1.69,51.32,6,9,,
FEED,,,,,1309,783.68,77.252,371.42,0.356,20.9,16,1,,
FEED,,,,,1310,789.832,693.93,127.961,2.171,191.24,19,10,,
FEED,,,,,1311,969.293,908.694,86.627,2.437,13.26,5,15,,
FEED,,,,,1312,655.612,556.079,201.395,2.94,165.79,1,14,,
FEED,,,,,1313,625.519,714.568,333.192,1.995,28.42,6,0,,
FEED,,,,,1314,385.259,778.984,346.753,1.914,102.14,17,3,,
FEED,,,,,1315,352.295,639.593,267.253,4.944,186.11,18,22,,
FEED,,,,,1316,120.282,34.233,221.196,4.294,86.81,7,5,,
FEED,,,,,1317,341.899,260.694,170.79,2.454,163.95,9,2,,
FEED,,,,,1318,1.84,470.871,314.342,2.293,56.85,7,8,,
FEED,,,,,1319,54.92,619.328,274.045,3.842,79.32,17,13,,
FEED,,,,,1320,863.329,865.616,40.963,0.973,138.94,9,1,,
FEED,,,,,1321,493.67,750.003,416.056,1.169,134.17,3,19,,
FEED,,,,,1322,242.487,167.733,159.59,2.193,19.73,2,13,,
FEED,,,,,1323,423.548,68.532,345.356,0.383,75.59,12,22,,
FEED,,,,,1324,358.284,381.176,497.241,3.237,98.45,13,12,,
FEED,,,,,1325,554.016,30.792,69.792,2.916,196.85,7,12,,
FEED,,,,,1326,801.827,291.684,406.398,0.669,135.14,9,17,,
FEED,,,,,1327,733.572,484.486,84.034,1.766,112.46,13,5,,
FEED,,,,,1328,740.593,842.432,19.991,2.417,40.13,5,21,,
FEED,,,,,1329,45.771,270.711,483.239,4.875,112.45,6,2,,
FEED,,,,,1330,883.697,855.521,287.966,0.953,101.02,3,21,,
FEED,,,,,1331,134.736,844.057,21.38,0.102,174.25,11,0,,
FEED,,,,,1332,421.97,568.224,103.492,2.465,194.29,8,8,,
FEED,,,,,1333,654.322,420.343,37.408,4.178,20.56,8,12,,
FEED,,,,,1334,423.513,78.558,170.163,0.137,153.28,12,13,,
FEED,,,,,1335,178.801,169.159,422.736,3.205,38.66,17,0,,
FEED,,,,,1336,149.383,255.803,49.394,1.771,119.31,15,3,,
FEED,,,,,1337,23.437,165.921,458.468,2.61,139.89,3,15,,
FEED,,,,,1338,524.101,363.967,47.914,1.536,113.6,0,0,,
FEED,,,,,1339,482.528,291.298,169.077,1.17,122.21,1,11,,
FEED,,,,,1340,122.747,571.015,311.559,1.487,149.8,6,4,,
FEED,,,,,1341,532.858,629.717,110.052,2.479,136.71,14,20,,
FEED,,,,,1342,295.113,570.403,44.787,2.024,175.6,3,5,,
FEED,,,,,1343,731.99,166.035,33.499,1.515,5.61,8,8,,
FEED,,,,,1344,638.997,835.88,96.962,0.946,176.1,12,3,,
FEED,,,,,1345,838.036,91.903,210.075,1.929,54.89,8,14,,
FEED,,,,,1346,44.08,874.75,54.945,3.076,185.46,2,16,,
FEED,,,,,1347,212.297,843.775,74.433,2.745,66.88,11,5,,
FEED,,,,,1348,661.412,109.082,244.949,3.768,171.93,19,6,,
FEED,,,,,1349,255.19,452.782,466.96,0.404,149.06,17,7,,
FEED,,,,,1350,478.878,305.16,321.724,3.814,97.56,18,17,,
FEED,,,,,1351,689.663,526.892,282.274,2.375,116.0,7,10,,
FEED,,,,,1352,164.055,338.844,69.152,1.082,176.34,4,15,,
FEED,,,,,1353,112.862,412.873,270.945,2.658,29.4,2,13,,
FEED,,,,,1354,106.351,207.801,277.994,4.728,30.53,9,15,,
FEED,,,,,1355,268.34,392.847,347.096,3.559,113.11,8,2,,
FEED,,,,,1356,599.033,805.202,134.732,4.651,183.65,8,11,,
FEED,,,,,1357,513.566,892.87,142.272,4.056,143.79,5,20,,
FEED,,,,,1358,401.297,212.634,140.332,0.91,91.29,3,2,,
FEED,,,,,1359,811.354,151.801,150.861,4.129,44.01,18,5,,
FEED,,,,,1360,773.544,682.47,289.923,4.749,96.79,0,5,,
FEED,,,,,1361,128.054,752.502,431.861,2.433,159.96,6,5,,
FEED,,,,,1362,95.746,493.837,309.067,4.917,147.34,16,4,,
FEED,,,,,1363,885.656,647.728,321.59,2.635,107.31,12,6,,
FEED,,,,,1364,268.553,953.592,491.655,3.66,142.69,11,7,,
FEED,,,,,1365,710.52,502.098,134.136,4.47,182.25,12,15,,
FEED,,,,,1366,178.982,161.168,359.985,3.388,189.8,0,18,,
FEED,,,,,1367,726.588,546.731,238.209,1.693,7.19,16,1,,
FEED,,,,,1368,824.528,568.949,337.466,4.703,136.71,16,19,,
FEED,,,,,1369,72.069,398.451,416.886,2.722,92.49,16,4,,
FEED,,,,,1370,58.272,302.776,54.782,4.381,196.23,14,14,,
FEED,,,,,1371,926.948,267.139,460.449,4.286,175.33,2,8,,
FEED,,,,,1372,137.564,58.388,136.36,0.554,153.04,12,5,,
FEED,,,,,1373,165.538,784.896,236.813,1.592,199.77,13,13,,
FEED,,,,,1374,403.038,927.627,482.058,0.114,88.58,13,19,,
FEED,,,,,1375,618.607,748.968,432.02,2.807,10.26,5,5,,
FEED,,,,,1376,333.001,51.381,258.563,2.281,188.54,7,20,,
FEED,,,,,1377,655.744,264.499,84.353,2.687,10.32,5,14,,
FEED,,,,,1378,93.677,218.759,222.418,3.711,23.15,12,20,,
FEED,,,,,1379,680.016,564.769,20.339,0.388,192.86,19,22,,
FEED,,,,,1380,104.156,131.028,332.678,3.997,27.7,3,0,,
FEED,,,,,1381,267.88,969.578,41.458,4.115,138.22,13,4,,
FEED,,,,,1382,437.355,348.071,366.045,2.969,156.86,8,11,,
FEED,,,,,1383,696.348,702.971,244.089,1.888,80.99,18,19,,
FEED,,,,,1384,575.913,456.355,203.82,2.687,198.55,17,16,,
FEED,,,,,1385,250.545,947.272,351.997,0.921,135.02,13,5,,
FEED,,,,,1386,990.56,255.106,213.563,1.942,62.07,18,18,,
FEED,,,,,1387,168.997,664.788,16.436,1.637,185.39,16,2,,
FEED,,,,,1388,637.247,408.695,365.006,1.366,36.69,3,13,,
FEED,,,,,1389,206.254,505.722,461.748,1.943,94.77,0,17,,
FEED,,,,,1390,558.965,946.199,187.58,1.37,102.24,10,13,,
FEED,,,,,1391,458.784,623.51,345.379,2.924,65.99,2,15,,
FEED,,,,,1392,186.348,46.285,445.924,0.706,49.85,9,5,,
FEED,,,,,1393,812.579,283.65,265.314,1.437,126.01,0,6,,
FEED,,,,,1394,300.761,854.759,471.2,3.158,87.03,19,8,,
FEED,,,,,1395,234.744,471.843,264.835,3.384,36.81,6,1,,
FEED,,,,,1396,792.329,98.96,351.618,1.799,130.78,11,3,,
FEED,,,,,1397,885.308,811.937,130.441,3.436,56.45,16,16,,
FEED,,,,,1398,135.418,374.269,64.165,1.747,32.5,2,18,,
FEED,,,,,1399,451.832,815.956,470.561,2.926,101.11,9,13,,
FEED,,,,,1400,469.437,141.733,197.408,2.026,23.84,3,12,,
FEED,,,,,1401,965.807,234.585,368.092,0.654,103.21,11,14,,
FEED,,,,,1402,517.002,72.474,180.499,0.66,154.93,17,18,,
FEED,,,,,1403,374.724,238.652,238.156,0.817,157.27,1,16,,
FEED,,,,,1404,400.514,407.028,95.757,1.056,190.37,8,4,,
FEED,,,,,1405,480.097,751.951,47.796,3.116,159.33,17,13,,
FEED,,,,,1406,648.283,268.908,121.879,1.111,95.27,14,15,,
FEED,,,,,1407,539.186,618.605,352.985,4.57,22.88,19,7,,
FEED,,,,,1408,840.035,570.821,97.077,1.698,173.94,11,19,,
FEED,,,,,1409,979.044,962.738,59.054,2.847,168.15,8,17,,
FEED,,,,,1410,715.574,604.745,111.512,3.72,27.98,18,7,,
FEED,,,,,1411,455.912,206.167,122.672,4.423,9.96,9,14,,
FEED,,,,,1412,834.304,936.552,93.471,1.611,124.47,14,5,,
FEED,,,,,1413,985.649,635.802,142.339,0.804,71.79,3,19,,
FEED,,,,,1414,29.871,213.767,487.581,4.792,6.44,19,13,,
FEED,,,,,1415,329.837,344.743,86.703,1.214,109.68,7,17,,
FEED,,,,,1416,264.412,692.024,395.088,4.886,168.14,12,18,,
FEED,,,,,1417,310.06,294.984,307.815,1.045,159.97,5,23,,
FEED,,,,,1418,621.379,263.006,77.466,3.617,144.63,13,14,,
FEED,,,,,1419,610.621,876.206,246.316,4.586,192.0,18,12,,
FEED,,,,,1420,341.394,238.56,178.387,2.464,46.09,15,16,,
FEED,,,,,1421,993.774,386.431,468.163,1.849,194.38,19,17,,
FEED,,,,,1422,50.38,468.952,297.653,3.41,83.68,1,14,,
FEED,,,,,1423,86.586,489.347,453.7,4.046,167.24,6,10,,
FEED,,,,,1424,83.093,748.991,65.994,2.496,10.93,10,14,,
FEED,,,,,1425,687.926,558.947,147.602,2.705,106.46,6,5,,
FEED,,,,,1426,52.193,330.999,221.077,4.073,159.4,4,15,,
FEED,,,,,1427,619.215,874.8,64.457,3.749,161.53,8,17,,
FEED,,,,,1428,184.474,99.627,343.598,0.471,11.66,4,15,,
FEED,,,,,1429,198.747,351.114,410.343,0.29,61.31,9,3,,
FEED,,,,,1430,953.819,175.981,475.686,4.411,31.78,4,19,,
FEED,,,,,1431,259.788,20.526,198.627,3.251,78.93,10,12,,
FEED,,,,,1432,2.665,718.201,26.379,4.863,65.16,13,14,,
FEED,,,,,1433,889.554,188.844,271.349,3.63,36.18,3,21,,
FEED,,,,,1434,300.988,281.049,24.892,4.873,177.91,16,0,,
FEED,,,,,1435,3.306,799.016,165.129,4.206,167.79,19,13,,
FEED,,,,,1436,764.768,778.861,20.311,3.846,93.43,10,11,,
FEED,,,,,1437,742.148,485.69,171.873,3.827,183.29,17,1,,
FEED,,,,,1438,965.91,377.725,96.378,2.46,40.0,7,6,,
FEED,,,,,1439,922.892,576.684,460.358,4.959,161.65,7,7,,
FEED,,,,,1440,122.098,626.105,185.603,2.52,41.65,19,1,,
FEED,,,,,1441,445.193,180.373,157.239,3.935,139.87,16,9,,
FEED,,,,,1442,328.639,350.098,344.085,3.153,92.85,18,7,,
FEED,,,,,1443,327.159,187.566,144.58,4.975,117.56,18,21,,
FEED,,,,,1444,97.01,145.768,80.896,0.19,112.85,8,23,,
FEED,,,,,1445,574.14,978.29,201.496,2.941,194.05,16,19,,
FEED,,,,,1446,300.585,380.0,339.351,2.271,162.59,18,14,,
FEED,,,,,1447,632.838,734.51,384.457,3.983,11.68,3,6,,
FEED,,,,,1448,166.594,954.951,498.006,3.582,80.49,6,22,,
FEED,,,,,1449,491.15,631.344,30.52,4.607,159.53,9,17,,
FEED,,,,,1450,729.716,856.81,16.741,1.259,40.67,8,10,,
FEED,,,,,1451,648.773,161.095,191.759,2.395,44.37,4,8,,
FEED,,,,,1452,725.918,674.101,309.682,0.875,35.37,18,2,,
FEED,,,,,1453,406.143,205.792,407.052,4.728,153.54,19,4,,
FEED,,,,,1454,66.805,369.811,365.397,2.697,171.36,18,9,,
FEED,,,,,1455,587.548,588.714,84.878,2.823,113.87,12,0,,
FEED,,,,,1456,248.505,185.801,473.648,4.977,121.88,7,2,,
FEED,,,,,1457,273.524,364.499,340.066,3.623,39.29,18,21,,
