command,timestamp,sensor_id,contamination,pressure,flow,report_text,query_l,query_r,pattern,extra
SENSOR,1735922280,23,4.063,4.152,88.617,,,,,
SENSOR,1735922340,3,2.356,7.474,9.305,,,,,
SENSOR,1735922400,13,1.673,9.068,95.567,,,,,
SENSOR,1735922460,33,4.153,3.075,44.658,,,,,
SENSOR,1735922520,3,2.149,8.757,17.777,,,,,
SENSOR,1735922580,1,3.313,8.675,6.852,,,,,
SENSOR,1735922640,22,3.816,1.128,4.597,,,,,
SENSOR,1735922700,44,1.976,9.966,58.092,,,,,
SENSOR,1735922760,44,0.119,2.776,28.466,,,,,
SENSOR,1735922820,40,2.945,7.585,99.94,,,,,
SENSOR,1735922880,44,2.831,9.322,90.691,,,,,
SENSOR,1735922940,23,2.406,5.811,53.485,,,,,
SENSOR,1735923000,2,4.469,9.292,12.565,,,,,
SENSOR,1735923060,24,0.332,9.467,33.386,,,,,
SENSOR,1735923120,19,1.746,3.511,70.128,,,,,
SENSOR,1735923180,38,0.826,9.15,16.33,,,,,
SENSOR,1735923240,33,4.859,8.2,81.871,,,,,
SENSOR,1735923300,26,0.196,1.467,85.338,,,,,
SENSOR,1735923360,41,1.669,5.648,53.918,,,,,
SENSOR,1735923420,14,2.375,2.292,9.59,,,,,
SENSOR,1735923480,49,4.006,6.466,58.92,,,,,
SENSOR,1735923540,29,1.195,2.93,36.377,,,,,
SENSOR,1735923600,31,3.455,2.424,86.576,,,,,
SENSOR,1735923660,33,2.726,3.629,1.455,,,,,
SENSOR,1735923720,34,4.594,7.194,95.994,,,,,
SENSOR,1735923780,47,0.002,7.732,25.575,,,,,
SENSOR,1735923840,23,0.339,2.86,71.561,,,,,
SENSOR,1735923900,22,2.513,7.924,69.719,,,,,
SENSOR,1735923960,35,1.436,9.225,20.568,,,,,
SENSOR,1735924020,7,4.037,7.875,28.689,,,,,
SENSOR,1735924080,48,0.702,1.611,70.938,,,,,
SENSOR,1735924140,12,0.202,5.683,31.419,,,,,
SENSOR,1735924200,44,4.913,1.873,58.619,,,,,
SENSOR,1735924260,20,1.43,3.794,36.473,,,,,
SENSOR,1735924320,33,2.427,9.971,49.539,,,,,
SENSOR,1735924380,45,3.09,3.866,18.748,,,,,
SENSOR,1735924440,7,3.948,8.468,23.524,,,,,
SENSOR,1735924500,45,0.634,3.752,20.423,,,,,
SENSOR,1735924560,13,3.417,5.353,43.222,,,,,
SENSOR,1735924620,14,1.912,6.459,29.696,,,,,
SENSOR,1735924680,37,0.138,4.07,58.928,,,,,
SENSOR,1735924740,1,2.761,5.849,90.107,,,,,
SENSOR,1735924800,37,4.697,6.319,45.816,,,,,
SENSOR,1735924860,15,4.874,5.341,37.343,,,,,
SENSOR,1735924920,45,1.464,8.205,84.723,,,,,
SENSOR,1735924980,31,1.226,9.203,18.074,,,,,
SENSOR,1735925040,2,2.21,8.188,31.85,,,,,
SENSOR,1735925100,40,2.483,6.182,64.167,,,,,
SENSOR,1735925160,20,4.159,9.266,19.712,,,,,
SENSOR,1735925220,47,2.342,1.772,10.156,,,,,
SENSOR,1735925280,6,2.326,3.78,51.762,,,,,
SENSOR,1735925340,5,0.259,2.68,92.536,,,,,
SENSOR,1735925400,40,2.755,6.303,98.176,,,,,
SENSOR,1735925460,14,3.257,2.292,4.958,,,,,
SENSOR,1735925520,2,3.733,7.535,61.874,,,,,
SENSOR,1735925580,13,4.375,8.933,87.876,,,,,
SENSOR,1735925640,39,1.305,4.174,26.656,,,,,
SENSOR,1735925700,34,2.969,4.071,4.4,,,,,
SENSOR,1735925760,37,1.86,2.582,92.419,,,,,
SENSOR,1735925820,5,1.704,5.837,48.193,,,,,
SENSOR,1735925880,23,1.617,6.444,14.824,,,,,
SENSOR,1735925940,46,3.059,8.037,46.52,,,,,
SENSOR,1735926000,32,1.837,6.76,0.871,,,,,
SENSOR,1735926060,31,4.746,9.339,69.182,,,,,
SENSOR,1735926120,47,1.68,4.583,78.433,,,,,
SENSOR,1735926180,17,0.82,7.647,25.178,,,,,
SENSOR,1735926240,8,1.936,4.285,18.684,,,,,
SENSOR,1735926300,4,4.653,5.709,79.364,,,,,
SENSOR,1735926360,34,2.244,6.627,34.31,,,,,
SENSOR,1735926420,35,1.159,6.1,91.011,,,,,
SENSOR,1735926480,38,1.465,1.917,99.06,,,,,
SENSOR,1735926540,33,2.186,3.666,99.927,,,,,
SENSOR,1735926600,12,2.591,7.078,11.834,,,,,
SENSOR,1735926660,2,4.695,7.219,82.377,,,,,
SENSOR,1735926720,17,0.218,9.871,51.424,,,,,
SENSOR,1735926780,44,2.274,2.091,61.921,,,,,
SENSOR,1735926840,46,4.12,8.861,20.753,,,,,
SENSOR,1735926900,20,2.33,2.3,90.99,,,,,
SENSOR,1735926960,6,0.756,7.298,85.218,,,,,
SENSOR,1735927020,3,2.948,5.013,31.968,,,,,
SENSOR,1735927080,17,4.808,1.667,74.232,,,,,
SENSOR,1735927140,16,3.432,9.569,14.225,,,,,
SENSOR,1735927200,12,1.667,8.794,75.069,,,,,
SENSOR,1735927260,46,3.009,6.387,96.369,,,,,
SENSOR,1735927320,24,2.405,4.766,14.575,,,,,
SENSOR,1735927380,16,1.394,9.038,40.503,,,,,
SENSOR,1735927440,16,3.816,7.321,55.862,,,,,
SENSOR,1735927500,5,2.625,8.812,0.163,,,,,
SENSOR,1735927560,37,4.126,3.968,56.664,,,,,
SENSOR,1735927620,15,1.629,8.281,10.513,,,,,
SENSOR,1735927680,4,1.777,4.476,73.448,,,,,
SENSOR,1735927740,11,3.313,8.455,74.287,,,,,
SENSOR,1735927800,5,0.822,6.868,50.565,,,,,
SENSOR,1735927860,20,0.261,9.879,0.592,,,,,
SENSOR,1735927920,18,4.51,2.841,93.92,,,,,
SENSOR,1735927980,15,2.229,2.554,16.695,,,,,
SENSOR,1735928040,41,2.358,9.858,83.717,,,,,
SENSOR,1735928100,22,3.463,4.817,64.492,,,,,
SENSOR,1735928160,38,3.791,8.068,62.189,,,,,
SENSOR,1735928220,34,2.915,8.041,49.195,,,,,
SENSOR,1735928280,33,4.56,6.442,29.571,,,,,
SENSOR,1735928340,9,0.673,6.329,21.0,,,,,
SENSOR,1735928400,19,3.986,6.049,45.849,,,,,
SENSOR,1735928460,16,3.148,8.256,59.48,,,,,
SENSOR,1735928520,43,2.989,5.244,20.568,,,,,
SENSOR,1735928580,22,0.424,3.473,23.268,,,,,
SENSOR,1735928640,1,2.562,5.018,4.351,,,,,
SENSOR,1735928700,26,0.24,7.106,53.6,,,,,
SENSOR,1735928760,21,1.105,3.837,67.912,,,,,
SENSOR,1735928820,12,0.502,1.842,64.072,,,,,
SENSOR,1735928880,2,4.876,6.375,33.016,,,,,
SENSOR,1735928940,19,1.046,6.737,49.365,,,,,
SENSOR,1735929000,2,2.6,3.05,7.787,,,,,
SENSOR,1735929060,15,4.724,4.108,73.523,,,,,
SENSOR,1735929120,40,4.074,5.879,44.035,,,,,
SENSOR,1735929180,7,1.673,1.449,87.351,,,,,
SENSOR,1735929240,22,2.329,7.519,6.041,,,,,
SENSOR,1735929300,20,3.261,1.347,34.351,,,,,
SENSOR,1735929360,11,3.413,2.341,70.045,,,,,
SENSOR,1735929420,9,1.215,4.947,23.388,,,,,
SENSOR,1735929480,48,0.448,6.995,66.427,,,,,
SENSOR,1735929540,48,4.622,1.14,96.834,,,,,
SENSOR,1735929600,42,3.329,2.338,68.068,,,,,
SENSOR,1735929660,13,2.148,6.295,91.61,,,,,
SENSOR,1735929720,34,4.743,6.533,62.422,,,,,
SENSOR,1735929780,39,3.793,5.377,10.827,,,,,
SENSOR,1735929840,6,4.707,2.301,57.447,,,,,
SENSOR,1735929900,13,3.646,3.19,63.365,,,,,
SENSOR,1735929960,18,1.169,2.953,50.924,,,,,
SENSOR,1735930020,9,4.943,9.635,3.004,,,,,
SENSOR,1735930080,5,2.867,6.308,36.62,,,,,
SENSOR,1735930140,20,0.204,6.717,93.789,,,,,
SENSOR,1735930200,25,1.674,1.855,67.689,,,,,
SENSOR,1735930260,39,4.587,6.61,70.335,,,,,
SENSOR,1735930320,47,1.481,4.721,22.818,,,,,
SENSOR,1735930380,33,3.223,1.542,61.695,,,,,
SENSOR,1735930440,33,1.265,9.661,74.461,,,,,
SENSOR,1735930500,36,2.956,5.777,41.776,,,,,
SENSOR,1735930560,16,2.016,7.304,82.209,,,,,
SENSOR,1735930620,7,3.107,2.817,48.032,,,,,
SENSOR,1735930680,47,4.181,5.738,37.508,,,,,
SENSOR,1735930740,3,1.407,3.101,35.766,,,,,
SENSOR,1735930800,43,3.034,2.551,80.303,,,,,
SENSOR,1735930860,16,1.668,5.737,58.693,,,,,
SENSOR,1735930920,0,1.769,9.527,54.023,,,,,
SENSOR,1735930980,42,4.788,3.758,84.678,,,,,
SENSOR,1735931040,18,0.565,2.289,97.167,,,,,
SENSOR,1735931100,49,0.744,1.033,34.583,,,,,
SENSOR,1735931160,2,4.19,6.288,10.849,,,,,
SENSOR,1735931220,32,2.872,4.585,84.476,,,,,
SENSOR,1735931280,46,3.926,2.018,4.496,,,,,
SENSOR,1735931340,23,0.694,5.491,30.696,,,,,
SENSOR,1735931400,28,3.139,6.72,17.59,,,,,
SENSOR,1735931460,49,2.306,8.907,1.876,,,,,
SENSOR,1735931520,42,2.483,8.067,12.22,,,,,
SENSOR,1735931580,22,3.772,1.412,9.75,,,,,
SENSOR,1735931640,33,1.8,4.69,98.744,,,,,
SENSOR,1735931700,39,4.61,9.93,1.152,,,,,
SENSOR,1735931760,19,1.715,5.94,62.263,,,,,
SENSOR,1735931820,10,1.979,9.067,23.409,,,,,
SENSOR,1735931880,41,3.254,6.964,93.205,,,,,
SENSOR,1735931940,41,3.477,7.531,90.981,,,,,
SENSOR,1735932000,10,0.001,6.785,6.925,,,,,
SENSOR,1735932060,35,3.556,8.328,69.706,,,,,
SENSOR,1735932120,18,2.52,2.902,45.78,,,,,
SENSOR,1735932180,5,2.071,8.991,70.741,,,,,
SENSOR,1735932240,39,0.511,8.107,65.464,,,,,
SENSOR,1735932300,20,3.275,4.662,18.634,,,,,
SENSOR,1735932360,1,4.91,6.531,2.895,,,,,
SENSOR,1735932420,32,1.491,1.211,67.111,,,,,
SENSOR,1735932480,18,0.042,2.42,74.835,,,,,
SENSOR,1735932540,20,3.106,1.31,27.641,,,,,
SENSOR,1735932600,13,4.944,6.049,21.445,,,,,
SENSOR,1735932660,43,1.106,6.384,44.208,,,,,
SENSOR,1735932720,17,2.037,8.823,96.13,,,,,
SENSOR,1735932780,15,4.219,3.158,28.773,,,,,
SENSOR,1735932840,27,0.811,2.674,71.828,,,,,
SENSOR,1735932900,20,2.919,3.52,2.6,,,,,
SENSOR,1735932960,6,4.482,8.186,78.471,,,,,
SENSOR,1735933020,11,2.636,8.474,30.403,,,,,
SENSOR,1735933080,18,0.787,6.343,54.76,,,,,
SENSOR,1735933140,27,0.199,1.535,13.747,,,,,
SENSOR,1735933200,44,4.669,3.588,29.872,,,,,
SENSOR,1735933260,45,0.091,2.497,61.019,,,,,
SENSOR,1735933320,31,4.906,8.985,14.389,,,,,
SENSOR,1735933380,31,4.152,9.31,95.25,,,,,
SENSOR,1735933440,43,2.606,4.219,0.945,,,,,
SENSOR,1735933500,47,3.918,5.261,59.686,,,,,
SENSOR,1735933560,28,2.238,5.939,11.897,,,,,
SENSOR,1735933620,21,1.499,4.611,29.02,,,,,
SENSOR,1735933680,31,4.953,7.924,59.131,,,,,
SENSOR,1735933740,17,3.384,8.208,32.971,,,,,
SENSOR,1735933800,1,4.484,6.851,2.449,,,,,
SENSOR,1735933860,26,4.051,6.687,98.608,,,,,
SENSOR,1735933920,32,0.238,7.096,40.389,,,,,
SENSOR,1735933980,17,0.617,9.276,5.67,,,,,
SENSOR,1735934040,14,4.689,8.811,18.789,,,,,
SENSOR,1735934100,44,1.794,9.259,21.292,,,,,
SENSOR,1735934160,7,3.563,6.097,57.927,,,,,
SENSOR,1735934220,29,3.31,8.687,40.82,,,,,
SENSOR,1735934280,10,1.779,1.494,12.062,,,,,
SENSOR,1735934340,7,4.455,5.693,94.539,,,,,
SENSOR,1735934400,20,2.991,5.062,55.67,,,,,
SENSOR,1735934460,23,4.724,2.842,59.191,,,,,
SENSOR,1735934520,29,2.87,1.514,47.721,,,,,
SENSOR,1735934580,31,4.932,3.387,56.681,,,,,
SENSOR,1735934640,20,0.815,2.202,55.911,,,,,
SENSOR,1735934700,12,3.696,3.554,77.522,,,,,
SENSOR,1735934760,15,1.303,9.874,58.957,,,,,
SENSOR,1735934820,20,4.833,3.311,68.887,,,,,
SENSOR,1735934880,33,3.575,7.939,70.761,,,,,
SENSOR,1735934940,15,0.591,7.568,62.105,,,,,
SENSOR,1735935000,36,0.439,3.919,97.471,,,,,
SENSOR,1735935060,1,2.09,3.372,94.773,,,,,
SENSOR,1735935120,29,0.12,6.523,28.441,,,,,
SENSOR,1735935180,35,4.898,4.446,81.941,,,,,
SENSOR,1735935240,36,4.147,5.378,23.255,,,,,
SENSOR,1735935300,32,4.865,6.534,20.925,,,,,
SENSOR,1735935360,30,1.947,2.019,83.698,,,,,
SENSOR,1735935420,29,1.514,3.06,68.745,,,,,
SENSOR,1735935480,6,2.334,5.987,63.38,,,,,
SENSOR,1735935540,15,3.937,8.831,51.593,,,,,
SENSOR,1735935600,34,4.432,9.118,73.754,,,,,
SENSOR,1735935660,10,1.289,3.854,79.637,,,,,
SENSOR,1735935720,44,2.803,5.852,62.241,,,,,
SENSOR,1735935780,17,3.892,6.781,26.664,,,,,
SENSOR,1735935840,20,4.063,8.814,86.858,,,,,
SENSOR,1735935900,21,4.315,4.862,68.503,,,,,
SENSOR,1735935960,45,1.478,4.818,53.724,,,,,
SENSOR,1735936020,16,4.244,2.451,68.471,,,,,
SENSOR,1735936080,10,4.164,2.094,4.322,,,,,
SENSOR,1735936140,9,4.907,9.121,20.264,,,,,
SENSOR,1735936200,36,1.238,1.367,45.492,,,,,
SENSOR,1735936260,42,3.806,9.23,9.51,,,,,
SENSOR,1735936320,48,0.885,5.84,42.707,,,,,
SENSOR,1735936380,20,3.492,1.938,38.412,,,,,
SENSOR,1735936440,24,3.79,3.217,64.201,,,,,
SENSOR,1735936500,46,4.703,6.437,4.266,,,,,
SENSOR,1735936560,15,1.459,4.15,71.433,,,,,
SENSOR,1735936620,42,0.874,3.882,79.076,,,,,
SENSOR,1735936680,9,2.536,7.78,26.451,,,,,
SENSOR,1735936740,42,1.639,6.819,26.61,,,,,
SENSOR,1735936800,2,4.228,3.314,57.516,,,,,
SENSOR,1735936860,20,4.028,7.328,55.831,,,,,
SENSOR,1735936920,30,2.753,5.24,95.656,,,,,
SENSOR,1735936980,14,3.059,4.374,39.934,,,,,
SENSOR,1735937040,29,4.958,3.282,34.007,,,,,
SENSOR,1735937100,16,0.629,3.241,1.705,,,,,
SENSOR,1735937160,14,3.942,6.295,33.862,,,,,
SENSOR,1735937220,10,4.638,4.591,22.792,,,,,
SENSOR,1735937280,41,4.358,8.721,25.4,,,,,
SENSOR,1735937340,20,3.512,1.406,0.932,,,,,
SENSOR,1735937400,41,1.73,8.879,50.957,,,,,
SENSOR,1735937460,43,1.258,9.849,30.716,,,,,
SENSOR,1735937520,29,1.157,2.086,3.28,,,,,
SENSOR,1735937580,42,3.28,2.276,3.13,,,,,
SENSOR,1735937640,28,0.387,2.339,68.659,,,,,
SENSOR,1735937700,25,2.484,9.553,31.909,,,,,
SENSOR,1735937760,15,1.527,1.679,9.296,,,,,
SENSOR,1735937820,10,0.771,3.127,71.974,,,,,
SENSOR,1735937880,24,3.996,5.055,88.87,,,,,
SENSOR,1735937940,24,0.217,1.536,62.59,,,,,
SENSOR,1735938000,18,2.906,3.65,56.335,,,,,
SENSOR,1735938060,14,4.487,8.769,50.368,,,,,
SENSOR,1735938120,40,2.149,8.766,18.71,,,,,
SENSOR,1735938180,43,1.017,6.861,93.417,,,,,
SENSOR,1735938240,5,1.498,5.373,90.163,,,,,
SENSOR,1735938300,32,4.037,7.173,82.269,,,,,
SENSOR,1735938360,21,1.452,8.621,86.663,,,,,
SENSOR,1735938420,17,0.332,1.819,1.768,,,,,
SENSOR,1735938480,46,1.966,1.466,91.144,,,,,
SENSOR,1735938540,32,1.407,7.441,94.034,,,,,
SENSOR,1735938600,45,3.493,9.932,6.897,,,,,
SENSOR,1735938660,21,3.69,2.666,95.338,,,,,
SENSOR,1735938720,4,2.713,2.463,84.142,,,,,
SENSOR,1735938780,22,1.954,2.483,60.496,,,,,
SENSOR,1735938840,11,3.608,5.792,81.205,,,,,
SENSOR,1735938900,11,4.226,8.044,21.151,,,,,
SENSOR,1735938960,22,1.958,6.062,12.872,,,,,
SENSOR,1735939020,2,1.259,7.311,42.068,,,,,
SENSOR,1735939080,39,1.376,2.074,13.352,,,,,
SENSOR,1735939140,27,1.937,8.323,72.447,,,,,
SENSOR,1735939200,4,1.645,9.559,29.034,,,,,
SENSOR,1735939260,21,1.387,9.474,10.069,,,,,
SENSOR,1735939320,1,0.407,2.775,38.019,,,,,
SENSOR,1735939380,2,0.322,9.782,33.122,,,,,
SENSOR,1735939440,30,2.241,2.076,30.301,,,,,
SENSOR,1735939500,46,2.693,2.112,60.188,,,,,
SENSOR,1735939560,30,3.883,1.467,2.55,,,,,
SENSOR,1735939620,44,4.873,5.999,91.744,,,,,
SENSOR,1735939680,11,4.494,1.777,20.014,,,,,
SENSOR,1735939740,4,3.204,5.316,77.495,,,,,
SENSOR,1735939800,2,2.434,4.248,62.721,,,,,
SENSOR,1735939860,31,1.673,1.475,91.609,,,,,
SENSOR,1735939920,8,1.734,8.704,7.667,,,,,
SENSOR,1735939980,35,3.939,6.358,18.521,,,,,
SENSOR,1735940040,29,2.34,2.92,7.388,,,,,
SENSOR,1735940100,34,2.285,3.702,20.811,,,,,
SENSOR,1735940160,22,1.765,6.171,94.187,,,,,
SENSOR,1735940220,23,4.842,6.457,11.791,,,,,
SENSOR,1735940280,3,0.745,7.247,99.729,,,,,
SENSOR,1735940340,16,4.218,4.778,3.66,,,,,
SENSOR,1735940400,18,1.586,8.975,24.788,,,,,
SENSOR,1735940460,16,0.389,7.595,54.686,,,,,
SENSOR,1735940520,18,0.692,2.099,48.487,,,,,
SENSOR,1735940580,6,4.548,9.978,3.143,,,,,
SENSOR,1735940640,27,4.828,9.843,48.746,,,,,
SENSOR,1735940700,20,3.848,8.77,62.86,,,,,
SENSOR,1735940760,35,1.827,5.092,97.138,,,,,
SENSOR,1735940820,7,3.539,2.99,90.424,,,,,
SENSOR,1735940880,0,2.346,6.144,79.126,,,,,
SENSOR,1735940940,35,0.8,3.528,54.989,,,,,
SENSOR,1735941000,32,1.614,9.643,82.507,,,,,
SENSOR,1735941060,22,2.914,4.875,56.93,,,,,
SENSOR,1735941120,31,3.715,1.965,93.359,,,,,
SENSOR,1735941180,22,3.852,7.156,58.022,,,,,
SENSOR,1735941240,39,3.127,3.17,25.493,,,,,
SENSOR,1735941300,12,0.164,5.114,8.728,,,,,
SENSOR,1735941360,39,1.818,3.819,69.431,,,,,
SENSOR,1735941420,11,1.363,5.96,81.337,,,,,
SENSOR,1735941480,17,2.3,7.227,67.922,,,,,
SENSOR,1735941540,32,2.634,1.003,10.844,,,,,
SENSOR,1735941600,9,0.859,4.582,40.834,,,,,
SENSOR,1735941660,3,2.853,3.078,61.78,,,,,
SENSOR,1735941720,11,2.8,1.415,49.5,,,,,
SENSOR,1735941780,8,1.581,4.547,96.7,,,,,
SENSOR,1735941840,1,4.303,3.63,36.078,,,,,
SENSOR,1735941900,43,1.022,1.971,20.367,,,,,
SENSOR,1735941960,41,1.93,3.858,3.653,,,,,
SENSOR,1735942020,23,2.907,5.789,47.254,,,,,
SENSOR,1735942080,5,3.467,3.257,29.226,,,,,
SENSOR,1735942140,15,1.071,6.09,5.917,,,,,
SENSOR,1735942200,47,4.609,7.907,83.736,,,,,
SENSOR,1735942260,32,0.224,9.13,75.93,,,,,
SENSOR,1735942320,3,1.656,4.549,50.56,,,,,
SENSOR,1735942380,25,0.618,7.521,34.225,,,,,
SENSOR,1735942440,40,3.671,8.026,29.067,,,,,
SENSOR,1735942500,0,3.262,6.291,32.216,,,,,
SENSOR,1735942560,40,2.976,6.919,39.999,,,,,
SENSOR,1735942620,17,1.205,8.565,46.31,,,,,
SENSOR,1735942680,6,4.937,8.392,25.491,,,,,
SENSOR,1735942740,19,4.617,3.278,27.165,,,,,
SENSOR,1735942800,36,3.591,7.033,9.003,,,,,
SENSOR,1735942860,39,3.879,3.101,73.705,,,,,
SENSOR,1735942920,44,3.268,3.091,46.074,,,,,
SENSOR,1735942980,46,0.086,9.592,48.142,,,,,
SENSOR,1735943040,1,1.58,1.069,4.014,,,,,
SENSOR,1735943100,11,3.514,2.362,39.938,,,,,
SENSOR,1735943160,42,4.07,3.47,9.036,,,,,
SENSOR,1735943220,9,0.073,3.699,82.501,,,,,
SENSOR,1735943280,30,3.56,3.174,0.208,,,,,
SENSOR,1735943340,31,0.07,4.108,72.482,,,,,
SENSOR,1735943400,16,2.857,5.126,3.516,,,,,
SENSOR,1735943460,19,3.396,1.183,74.838,,,,,
SENSOR,1735943520,6,0.758,6.576,42.651,,,,,
SENSOR,1735943580,44,3.155,4.154,98.659,,,,,
SENSOR,1735943640,1,0.659,1.263,75.137,,,,,
SENSOR,1735943700,23,0.881,9.266,36.704,,,,,
SENSOR,1735943760,32,1.469,7.499,99.638,,,,,
SENSOR,1735943820,34,3.162,8.154,20.282,,,,,
SENSOR,1735943880,42,2.269,6.512,93.812,,,,,
SENSOR,1735943940,46,1.487,4.873,42.181,,,,,
SENSOR,1735944000,32,1.672,3.197,21.761,,,,,
SENSOR,1735944060,21,0.593,9.011,37.015,,,,,
SENSOR,1735944120,32,0.981,6.211,75.105,,,,,
SENSOR,1735944180,32,1.864,3.16,30.391,,,,,
SENSOR,1735944240,42,2.625,8.403,18.579,,,,,
SENSOR,1735944300,23,1.984,8.459,57.983,,,,,
SENSOR,1735944360,13,4.509,7.913,7.275,,,,,
SENSOR,1735944420,42,0.037,5.044,42.359,,,,,
SENSOR,1735944480,41,4.214,4.248,7.965,,,,,
SENSOR,1735944540,28,1.856,9.197,71.492,,,,,
SENSOR,1735944600,25,1.609,4.13,10.665,,,,,
SENSOR,1735944660,37,4.616,8.703,11.465,,,,,
SENSOR,1735944720,2,4.644,7.389,67.563,,,,,
SENSOR,1735944780,35,1.56,8.674,30.579,,,,,
SENSOR,1735944840,46,1.343,9.889,14.474,,,,,
SENSOR,1735944900,5,0.598,1.752,60.433,,,,,
SENSOR,1735944960,22,2.421,2.143,50.11,,,,,
SENSOR,1735945020,23,0.584,5.942,9.644,,,,,
SENSOR,1735945080,0,3.446,1.886,89.141,,,,,
SENSOR,1735945140,47,0.675,3.358,72.122,,,,,
SENSOR,1735945200,36,4.955,5.383,48.57,,,,,
SENSOR,1735945260,19,0.469,9.389,42.877,,,,,
SENSOR,1735945320,19,1.379,5.129,55.564,,,,,
SENSOR,1735945380,16,3.547,1.743,3.165,,,,,
SENSOR,1735945440,32,2.548,8.028,9.243,,,,,
SENSOR,1735945500,34,1.777,5.647,41.685,,,,,
SENSOR,1735945560,39,2.269,3.939,59.327,,,,,
SENSOR,1735945620,31,1.424,8.886,39.746,,,,,
SENSOR,1735945680,30,4.404,7.494,83.104,,,,,
SENSOR,1735945740,48,3.472,6.646,70.063,,,,,
SENSOR,1735945800,16,3.896,2.119,86.037,,,,,
SENSOR,1735945860,45,2.599,9.172,8.375,,,,,
SENSOR,1735945920,3,2.43,6.049,57.101,,,,,
SENSOR,1735945980,9,0.337,2.897,16.288,,,,,
SENSOR,1735946040,34,0.468,1.184,52.265,,,,,
SENSOR,1735946100,0,4.408,1.692,46.801,,,,,
SENSOR,1735946160,44,0.072,5.276,80.648,,,,,
SENSOR,1735946220,0,3.85,5.513,51.752,,,,,
SENSOR,1735946280,20,3.268,3.963,8.264,,,,,
SENSOR,1735946340,21,3.333,1.386,4.447,,,,,
SENSOR,1735946400,45,1.351,4.652,83.341,,,,,
SENSOR,1735946460,44,1.023,7.262,96.004,,,,,
SENSOR,1735946520,23,0.22,2.126,69.77,,,,,
SENSOR,1735946580,47,1.389,4.701,20.87,,,,,
SENSOR,1735946640,25,2.614,8.047,10.073,,,,,
SENSOR,1735946700,36,4.301,9.937,68.584,,,,,
SENSOR,1735946760,27,0.739,1.904,36.803,,,,,
SENSOR,1735946820,13,2.22,4.226,83.116,,,,,
SENSOR,1735946880,3,0.71,8.229,3.233,,,,,
SENSOR,1735946940,34,4.566,4.356,46.157,,,,,
SENSOR,1735947000,13,0.173,4.814,94.692,,,,,
SENSOR,1735947060,19,4.408,3.972,95.544,,,,,
SENSOR,1735947120,10,1.926,7.219,57.936,,,,,
SENSOR,1735947180,49,0.782,9.576,46.246,,,,,
SENSOR,1735947240,39,1.305,6.12,68.447,,,,,
SENSOR,1735947300,5,3.604,7.618,4.15,,,,,
SENSOR,1735947360,6,1.004,7.999,67.058,,,,,
SENSOR,1735947420,47,0.432,8.723,89.433,,,,,
SENSOR,1735947480,33,3.448,4.605,47.875,,,,,
SENSOR,1735947540,18,0.102,6.958,80.261,,,,,
SENSOR,1735947600,18,4.29,4.961,73.254,,,,,
SENSOR,1735947660,8,4.335,9.914,5.724,,,,,
SENSOR,1735947720,7,1.156,3.32,50.236,,,,,
SENSOR,1735947780,14,1.312,1.235,30.81,,,,,
SENSOR,1735947840,30,3.321,1.154,84.695,,,,,
SENSOR,1735947900,32,3.542,2.199,24.457,,,,,
SENSOR,1735947960,30,4.486,9.828,50.209,,,,,
SENSOR,1735948020,43,2.611,2.973,11.687,,,,,
SENSOR,1735948080,12,0.075,8.267,99.358,,,,,
SENSOR,1735948140,23,2.297,1.081,65.859,,,,,
SENSOR,1735948200,48,2.393,2.132,2.068,,,,,
SENSOR,1735948260,2,2.9,7.698,82.907,,,,,
SENSOR,1735948320,35,2.022,6.001,42.729,,,,,
SENSOR,1735948380,21,0.36,5.198,61.078,,,,,
SENSOR,1735948440,14,2.066,9.027,29.576,,,,,
SENSOR,1735948500,4,3.417,7.471,59.491,,,,,
SENSOR,1735948560,36,1.316,2.274,60.171,,,,,
SENSOR,1735948620,2,1.856,7.442,71.535,,,,,
SENSOR,1735948680,46,2.086,6.962,65.608,,,,,
SENSOR,1735948740,43,2.063,6.395,77.349,,,,,
SENSOR,1735948800,47,1.85,8.306,61.501,,,,,
SENSOR,1735948860,37,4.157,9.955,77.933,,,,,
SENSOR,1735948920,46,3.527,6.535,19.78,,,,,
SENSOR,1735948980,15,2.191,8.145,28.521,,,,,
SENSOR,1735949040,14,0.616,2.136,72.933,,,,,
SENSOR,1735949100,48,2.363,7.524,9.798,,,,,
SENSOR,1735949160,48,4.633,1.038,78.269,,,,,
SENSOR,1735949220,37,4.855,7.139,44.436,,,,,
SENSOR,1735949280,42,4.163,6.802,23.327,,,,,
SENSOR,1735949340,31,0.067,5.907,21.577,,,,,
SENSOR,1735949400,46,1.879,8.414,81.761,,,,,
SENSOR,1735949460,9,0.943,3.29,94.343,,,,,
SENSOR,1735949520,34,0.177,9.468,54.981,,,,,
SENSOR,1735949580,20,3.414,2.141,81.435,,,,,
SENSOR,1735949640,11,2.134,6.458,23.838,,,,,
SENSOR,1735949700,49,4.233,6.205,46.849,,,,,
SENSOR,1735949760,35,1.907,2.325,21.301,,,,,
SENSOR,1735949820,24,2.27,8.253,81.681,,,,,
SENSOR,1735949880,4,0.647,9.317,6.176,,,,,
SENSOR,1735949940,22,3.048,6.397,61.049,,,,,
SENSOR,1735950000,1,2.081,4.018,96.493,,,,,
SENSOR,1735950060,49,3.773,2.396,49.027,,,,,
SENSOR,1735950120,44,0.879,5.487,75.776,,,,,
