command,u,v,distance,install_cost,capacity,loss_factor,extra
EDGE,449,460,874,1153,296,23,
EDGE,142,591,895,272,2553,47,
EDGE,9,511,830,1359,2955,21,
EDGE,230,429,436,1414,3354,48,
EDGE,797,707,551,623,2721,37,
EDGE,23,581,805,75,1189,9,
EDGE,975,338,582,1299,4989,38,
EDGE,587,887,401,790,1722,25,
EDGE,65,547,396,395,3939,6,
EDGE,336,583,986,934,2545,5,
EDGE,175,106,692,1142,1505,2,
EDGE,846,705,618,1010,269,11,
EDGE,203,71,934,1982,3211,18,
EDGE,210,238,299,1360,4345,4,
EDGE,465,58,378,1071,140,10,
EDGE,334,880,932,851,3253,10,
EDGE,113,132,550,866,3967,47,
EDGE,70,398,979,1860,1741,8,
EDGE,891,210,318,895,3939,10,
EDGE,618,588,962,645,4862,12,
EDGE,514,733,702,949,2306,12,
EDGE,7,146,457,141,3320,38,
EDGE,826,252,539,683,4713,31,
EDGE,471,473,590,90,796,18,
EDGE,661,902,941,944,2890,44,
EDGE,862,728,812,619,3253,39,
EDGE,843,829,871,368,3450,15,
EDGE,183,921,633,1511,3589,29,
EDGE,393,932,675,385,4708,6,
EDGE,402,715,969,99,2013,10,
EDGE,280,903,644,1111,2441,42,
EDGE,938,68,715,1497,1829,31,
EDGE,421,780,567,258,3070,4,
EDGE,773,107,517,1579,2720,26,
EDGE,461,168,259,434,4195,2,
EDGE,473,27,75,1318,3833,24,
EDGE,351,763,409,1762,1642,25,
EDGE,38,10,257,244,1168,20,
EDGE,686,766,476,1002,3829,4,
EDGE,84,561,673,506,3635,8,
EDGE,482,840,286,1733,1371,10,
EDGE,858,18,622,215,1501,18,
EDGE,127,547,760,810,1429,4,
EDGE,687,781,12,1397,2288,9,
EDGE,451,366,183,453,332,43,
EDGE,545,221,453,1436,441,40,
EDGE,830,535,657,1366,892,24,
EDGE,706,315,455,117,4950,0,
EDGE,49,790,387,1581,1702,15,
EDGE,383,930,245,419,798,1,
EDGE,431,28,15,700,1624,43,
EDGE,685,64,226,1973,841,42,
EDGE,171,741,172,100,3455,32,
EDGE,110,835,335,670,4654,40,
EDGE,194,639,213,1923,4487,25,
EDGE,961,438,124,485,1801,6,
EDGE,365,331,178,40,3344,41,
EDGE,323,12,399,445,3808,14,
EDGE,67,673,835,580,3072,2,
EDGE,68,906,224,851,2520,49,
EDGE,613,511,105,1469,4442,50,
EDGE,944,870,583,361,2113,6,
EDGE,614,332,647,1436,3233,43,
EDGE,946,995,790,1430,1138,21,
EDGE,179,650,780,1820,2654,42,
EDGE,493,69,344,46,4842,28,
EDGE,391,523,656,1529,1954,32,
EDGE,601,721,14,486,223,39,
EDGE,777,918,128,642,1986,47,
EDGE,438,775,250,1279,700,3,
EDGE,140,383,511,617,1704,9,
EDGE,384,209,658,87,2000,46,
EDGE,612,968,455,1523,2742,8,
EDGE,284,325,660,1621,374,33,
EDGE,810,424,664,1674,2413,48,
EDGE,24,234,868,1510,2763,21,
EDGE,248,210,553,120,2084,43,
EDGE,712,736,228,1255,3175,33,
EDGE,329,187,453,1299,99,4,
EDGE,890,503,72,1963,1626,3,
EDGE,649,144,961,428,1078,5,
EDGE,177,606,563,1712,1724,15,
EDGE,519,80,437,1494,3876,19,
EDGE,168,738,203,511,3523,11,
EDGE,620,254,311,594,4772,28,
EDGE,990,650,207,566,3991,5,
EDGE,973,995,369,825,3144,10,
EDGE,482,451,433,1044,3600,48,
EDGE,159,839,977,1635,3998,1,
EDGE,780,390,438,1759,731,48,
EDGE,928,943,308,1228,4450,9,
EDGE,566,744,180,536,3166,29,
EDGE,313,464,291,778,4655,38,
EDGE,492,73,342,289,3894,12,
EDGE,158,938,195,18,155,32,
EDGE,747,742,384,1016,3364,26,
EDGE,962,404,994,1530,3106,24,
EDGE,501,315,657,1214,633,26,
EDGE,906,39,944,264,3202,36,
EDGE,166,198,782,903,2141,49,
EDGE,935,769,740,723,4224,45,
EDGE,500,650,706,764,522,41,
EDGE,394,948,435,1516,2071,15,
EDGE,489,35,944,1675,3010,40,
EDGE,723,692,29,1438,1261,16,
EDGE,619,466,967,1404,1257,16,
EDGE,253,616,593,1959,1372,0,
EDGE,119,789,95,1329,3198,25,
EDGE,723,600,998,1855,708,33,
EDGE,931,193,898,876,1408,27,
EDGE,258,708,310,1035,4417,42,
EDGE,907,391,601,640,3421,48,
EDGE,897,946,746,1790,778,6,
EDGE,651,586,796,1643,2871,9,
EDGE,275,766,215,1914,3310,44,
EDGE,315,6,173,1681,4078,0,
EDGE,99,71,793,1436,3472,33,
EDGE,426,670,296,1511,3580,10,
EDGE,180,383,191,1451,1150,12,
EDGE,498,186,515,1952,953,28,
EDGE,580,833,218,390,1696,3,
EDGE,767,187,829,1564,1621,16,
EDGE,923,892,419,912,944,40,
EDGE,170,81,301,185,3144,7,
EDGE,283,65,351,70,4847,15,
EDGE,489,496,689,1567,875,0,
EDGE,62,272,770,1966,109,42,
EDGE,596,808,43,208,1779,33,
EDGE,810,7,385,1244,4310,48,
EDGE,272,954,498,979,2810,38,
EDGE,439,344,380,1406,2860,20,
EDGE,836,245,964,749,3314,24,
EDGE,625,58,999,739,2755,6,
EDGE,3,467,892,1440,3341,46,
EDGE,855,909,948,294,260,38,
EDGE,125,889,544,582,2086,23,
EDGE,462,633,703,1359,3942,32,
EDGE,423,676,193,16,2689,1,
EDGE,648,368,895,103,2716,43,
EDGE,454,239,622,1002,3328,47,
EDGE,627,813,84,723,3555,30,
EDGE,674,877,717,1863,872,46,
EDGE,394,300,622,409,1222,33,
EDGE,897,585,804,1764,4183,2,
EDGE,130,509,816,188,2518,43,
EDGE,561,895,479,354,3705,7,
EDGE,493,678,554,503,2043,13,
EDGE,174,771,967,1361,782,6,
EDGE,445,732,30,338,2724,24,
EDGE,784,287,226,1482,2160,42,
EDGE,487,974,920,1383,1058,42,
EDGE,139,944,548,1307,4080,5,
EDGE,814,708,341,1795,1883,36,
EDGE,784,946,616,142,2861,24,
EDGE,932,734,761,1517,3176,41,
EDGE,657,803,576,1988,3629,14,
EDGE,228,265,119,605,768,7,
EDGE,91,348,759,1222,1591,47,
EDGE,964,118,587,763,1093,20,
EDGE,976,389,591,1519,63,19,
EDGE,63,604,549,398,3229,27,
EDGE,327,789,374,1643,1084,33,
EDGE,679,616,605,464,923,25,
EDGE,9,551,873,953,2638,9,
EDGE,835,965,304,1724,1843,31,
EDGE,696,466,151,1241,2371,9,
EDGE,764,681,870,1651,331,38,
EDGE,327,316,515,1420,1061,17,
EDGE,868,723,588,989,1817,31,
EDGE,298,721,990,781,531,21,
EDGE,156,847,734,441,1893,44,
EDGE,753,53,946,1782,1516,31,
EDGE,744,401,307,1679,1354,1,
EDGE,561,401,346,875,3928,22,
EDGE,775,400,401,157,4374,46,
EDGE,289,290,714,1900,1648,44,
EDGE,876,561,404,209,1122,20,
EDGE,770,810,595,1783,493,45,
EDGE,311,468,671,345,4778,8,
EDGE,452,712,495,606,1236,13,
EDGE,223,823,767,410,124,23,
EDGE,743,876,590,218,1259,24,
EDGE,973,437,696,1733,1428,3,
EDGE,98,364,998,980,1521,3,
EDGE,120,527,666,703,4911,27,
EDGE,993,152,643,1489,3359,15,
EDGE,34,121,247,822,4052,19,
EDGE,704,610,978,363,3125,49,
EDGE,708,814,687,1358,784,49,
EDGE,474,885,838,1341,3180,17,
EDGE,647,668,456,762,145,7,
EDGE,119,84,125,1011,4225,14,
EDGE,23,600,587,1182,3978,17,
EDGE,710,763,97,1636,4906,11,
EDGE,393,495,661,1449,3602,19,
EDGE,585,128,102,676,570,45,
EDGE,930,882,815,1110,1564,25,
EDGE,832,717,21,816,4605,34,
EDGE,802,831,543,1010,573,33,
EDGE,857,598,552,1471,1066,48,
EDGE,771,212,989,1358,1011,11,
EDGE,882,613,712,378,93,35,
EDGE,457,819,322,261,370,8,
EDGE,588,211,669,340,769,35,
EDGE,262,871,772,81,743,7,
EDGE,518,305,373,1988,4509,10,
EDGE,433,967,674,10,2084,19,
EDGE,47,968,969,1073,2453,42,
EDGE,546,455,144,1191,4067,44,
EDGE,320,535,933,731,4459,32,
EDGE,214,704,102,1367,416,15,
EDGE,37,192,146,623,1813,8,
EDGE,616,565,222,1221,2991,17,
EDGE,131,746,638,874,659,35,
EDGE,261,266,391,1340,1387,25,
EDGE,467,85,968,530,3534,44,
EDGE,146,548,209,154,2256,40,
EDGE,713,661,198,1473,3098,36,
EDGE,673,663,841,1057,1393,26,
EDGE,841,157,324,1623,3602,24,
EDGE,26,987,619,516,685,17,
EDGE,127,544,113,1410,4542,26,
EDGE,67,337,656,192,3022,21,
EDGE,796,279,150,1789,1899,17,
EDGE,10,100,387,1994,1870,24,
EDGE,974,107,802,1905,1061,11,
EDGE,539,745,897,637,4873,31,
EDGE,97,541,358,1444,4737,18,
EDGE,564,277,623,212,442,10,
EDGE,325,969,770,807,1530,22,
EDGE,825,759,695,1992,4405,35,
EDGE,608,903,871,834,3956,37,
EDGE,130,265,10,1416,4257,45,
EDGE,159,673,130,302,3153,36,
EDGE,753,273,55,1890,3082,45,
EDGE,796,255,695,1256,3476,45,
EDGE,468,187,450,734,3889,32,
EDGE,293,282,976,886,4314,45,
EDGE,902,945,834,478,2550,40,
EDGE,878,89,971,635,3380,49,
EDGE,320,865,93,1309,701,4,
EDGE,747,245,968,201,1402,36,
EDGE,58,86,762,595,4589,31,
EDGE,827,895,11,1980,3523,43,
EDGE,520,954,749,289,3979,31,
EDGE,527,701,694,1828,4411,44,
EDGE,127,415,15,1272,1607,47,
EDGE,7,731,436,1448,4427,47,
EDGE,353,250,757,1364,4376,43,
EDGE,623,43,622,928,1430,43,
EDGE,952,903,783,1082,1893,11,
EDGE,76,375,860,283,4258,22,
EDGE,975,52,433,1024,3155,10,
EDGE,382,993,116,702,2096,34,
EDGE,871,784,879,251,2426,19,
EDGE,494,300,272,446,68,47,
EDGE,646,582,404,455,2547,41,
EDGE,527,845,915,82,3843,39,
EDGE,868,499,59,738,98,39,
EDGE,471,336,306,734,927,0,
EDGE,358,911,740,391,3343,22,
EDGE,9,103,442,1017,1668,5,
EDGE,541,526,921,324,3414,7,
EDGE,935,499,8,328,2099,14,
EDGE,481,404,384,622,3035,27,
EDGE,913,186,550,1672,2257,6,
EDGE,449,672,860,909,1375,8,
EDGE,362,765,445,21,2992,45,
EDGE,203,113,195,593,379,8,
EDGE,404,431,762,688,308,10,
EDGE,682,203,972,991,2227,7,
EDGE,431,500,564,1024,1093,20,
EDGE,769,782,800,1815,3325,32,
EDGE,743,945,760,1736,3235,8,
EDGE,112,980,111,1633,223,8,
EDGE,159,352,513,37,1987,3,
EDGE,694,849,351,889,4941,47,
EDGE,8,444,492,602,2361,31,
EDGE,84,779,440,517,1299,46,
EDGE,523,191,256,585,992,16,
EDGE,717,253,683,1690,3565,12,
EDGE,485,723,802,1668,894,44,
EDGE,747,514,626,381,1595,37,
EDGE,644,649,153,479,1036,8,
EDGE,410,39,281,403,1247,27,
EDGE,18,631,205,196,467,24,
EDGE,417,537,314,1443,1945,14,
EDGE,344,436,491,135,4226,27,
EDGE,659,52,312,235,2255,23,
EDGE,287,965,360,1467,3474,15,
EDGE,327,916,49,382,384,0,
EDGE,53,676,763,668,1786,18,
EDGE,483,286,931,1252,875,27,
EDGE,189,258,972,1016,3028,21,
EDGE,311,114,100,1380,161,43,
EDGE,565,788,883,276,2763,23,
EDGE,759,829,371,1531,4874,33,
EDGE,619,380,244,1341,2310,13,
EDGE,598,393,90,1826,921,8,
EDGE,644,760,617,256,386,37,
EDGE,991,934,906,1350,1610,12,
EDGE,721,456,948,212,663,34,
EDGE,633,351,309,1495,3934,48,
EDGE,206,546,739,324,408,8,
EDGE,196,428,564,1467,2118,48,
EDGE,873,866,929,1157,2895,23,
EDGE,459,644,735,250,3622,4,
EDGE,494,429,537,1917,4177,50,
EDGE,22,170,614,571,1106,18,
EDGE,46,978,580,134,1608,47,
EDGE,834,407,507,1412,4411,32,
EDGE,994,76,170,906,4222,24,
EDGE,575,798,400,830,2274,13,
EDGE,188,3,164,1181,1834,37,
EDGE,713,9,901,1911,4250,29,
EDGE,515,724,738,1085,2170,19,
EDGE,872,225,304,1460,2249,35,
EDGE,121,175,230,103,4420,15,
EDGE,298,40,655,313,2325,8,
EDGE,276,894,810,115,2089,13,
EDGE,547,118,2,1338,2896,40,
EDGE,619,995,378,674,731,45,
EDGE,905,562,271,1488,1144,26,
EDGE,919,626,302,674,519,40,
EDGE,835,10,844,738,1846,46,
EDGE,988,286,181,534,178,34,
EDGE,673,888,797,1933,4828,6,
EDGE,739,763,705,792,2158,40,
EDGE,649,618,565,432,3672,14,
EDGE,332,275,209,1201,3289,9,
EDGE,456,237,748,1497,3604,23,
EDGE,151,923,491,201,4112,11,
EDGE,470,189,836,1776,1492,12,
EDGE,583,502,966,1503,1527,41,
EDGE,288,21,318,343,1505,25,
EDGE,703,622,193,152,1225,4,
EDGE,436,251,466,1871,3347,6,
EDGE,741,539,141,1498,146,38,
EDGE,102,386,394,52,951,0,
EDGE,781,850,660,1924,408,8,
EDGE,254,788,86,558,1218,40,
EDGE,614,13,812,1989,126,50,
EDGE,108,555,754,1685,2822,45,
EDGE,87,207,143,993,4660,28,
EDGE,835,167,315,689,3973,9,
EDGE,249,57,557,1427,2241,40,
EDGE,556,126,22,1699,414,6,
EDGE,557,303,106,1057,3452,9,
EDGE,1,934,230,59,1906,27,
EDGE,394,150,362,1352,2399,14,
EDGE,943,900,701,797,970,31,
EDGE,173,112,230,218,2358,22,
EDGE,78,630,342,252,3003,5,
EDGE,917,44,620,319,1508,27,
EDGE,543,342,615,381,3533,9,
EDGE,914,683,704,627,2401,22,
EDGE,896,106,278,1886,4139,42,
EDGE,377,955,272,1670,675,50,
EDGE,2,882,956,314,1250,20,
EDGE,151,399,458,1487,3969,4,
EDGE,115,591,438,1975,2331,9,
EDGE,92,330,131,382,3204,22,
EDGE,326,506,435,995,3441,38,
EDGE,812,651,342,293,2064,24,
EDGE,428,562,510,1113,4422,31,
EDGE,545,549,842,481,3200,5,
EDGE,594,732,432,1089,4783,49,
EDGE,710,830,767,459,764,15,
EDGE,370,2,209,1752,190,23,
EDGE,571,485,981,283,952,3,
EDGE,933,357,370,1748,1191,18,
EDGE,471,147,856,1757,4567,26,
EDGE,248,215,848,469,507,47,
EDGE,141,120,986,1434,1222,24,
EDGE,750,26,713,1986,3529,23,
EDGE,55,718,109,1367,4814,4,
EDGE,488,857,609,1792,1345,1,
EDGE,150,374,145,171,2057,4,
EDGE,12,582,852,1676,3461,9,
EDGE,783,186,482,1532,1197,47,
EDGE,540,715,972,623,3901,26,
EDGE,739,345,455,1610,158,18,
EDGE,113,159,62,1814,313,38,
EDGE,769,177,516,338,139,25,
EDGE,852,433,697,1951,3771,35,
EDGE,728,849,265,1892,4736,32,
EDGE,313,726,233,877,1334,17,
EDGE,996,94,535,783,1075,47,
EDGE,216,410,634,124,1843,25,
EDGE,188,842,764,1155,682,44,
EDGE,479,488,321,1346,3368,24,
EDGE,168,55,823,770,3525,12,
EDGE,276,111,107,169,3021,38,
EDGE,797,866,344,67,2012,18,
EDGE,166,554,110,143,1785,38,
EDGE,11,774,932,643,1587,35,
EDGE,206,653,952,76,2018,17,
EDGE,87,583,579,101,4668,50,
EDGE,495,46,50,654,813,19,
EDGE,8,365,770,588,3311,32,
EDGE,199,322,770,810,2965,8,
EDGE,719,690,100,688,3386,47,
EDGE,515,103,515,1663,1280,1,
EDGE,601,815,392,986,4853,2,
EDGE,297,165,156,1407,3843,5,
EDGE,906,640,96,1961,1947,13,
EDGE,826,697,670,298,1369,32,
EDGE,528,746,624,1344,4336,49,
EDGE,349,458,805,278,2827,18,
EDGE,368,638,877,1935,3579,2,
EDGE,912,729,793,1408,3225,15,
EDGE,213,625,622,163,1298,36,
EDGE,642,509,100,1658,172,9,
EDGE,784,891,317,1130,764,31,
EDGE,96,465,322,357,2471,10,
EDGE,69,286,591,754,2944,5,
EDGE,72,183,728,1590,3824,16,
EDGE,484,262,782,1805,3671,41,
EDGE,946,143,963,263,4709,31,
EDGE,40,372,880,597,3334,26,
EDGE,877,634,940,1403,1106,28,
EDGE,375,524,866,1289,2619,23,
EDGE,85,698,424,1046,3737,16,
EDGE,898,896,699,97,517,47,
EDGE,809,250,717,1691,4644,0,
EDGE,158,873,108,605,3128,10,
EDGE,583,408,875,159,1877,24,
EDGE,895,473,686,201,2908,29,
EDGE,479,657,548,1853,3858,6,
EDGE,87,184,750,231,3301,49,
EDGE,443,204,412,683,578,20,
EDGE,350,618,498,445,3951,7,
EDGE,285,465,40,1126,1325,30,
EDGE,149,655,219,665,4704,2,
EDGE,615,792,390,137,3011,50,
EDGE,440,484,219,120,1782,1,
EDGE,975,776,701,876,2260,16,
EDGE,650,180,86,300,617,17,
EDGE,414,83,306,1799,3748,26,
EDGE,537,219,686,1839,2175,11,
EDGE,850,55,95,1842,3560,21,
EDGE,986,771,305,346,1676,22,
EDGE,964,429,494,983,4436,44,
EDGE,802,164,989,1436,3628,22,
EDGE,934,709,585,806,131,35,
EDGE,801,915,612,416,687,46,
EDGE,683,592,632,306,2702,42,
EDGE,843,961,752,1531,2642,0,
EDGE,154,918,470,1922,1258,31,
EDGE,885,324,117,1632,3379,16,
EDGE,533,739,4,932,1079,40,
EDGE,460,654,993,1194,848,2,
EDGE,223,763,193,870,4523,49,
EDGE,170,615,387,452,2901,13,
EDGE,975,195,996,1401,4775,0,
EDGE,379,833,373,43,2523,19,
EDGE,514,838,889,265,4138,41,
EDGE,466,423,421,730,2935,34,
EDGE,436,535,998,1576,2801,7,
EDGE,948,180,470,887,3106,11,
EDGE,566,609,167,1121,3620,24,
EDGE,291,865,676,1420,3633,40,
EDGE,290,718,636,1930,862,5,
EDGE,825,857,107,193,184,39,
EDGE,954,421,107,1026,4512,6,
EDGE,648,454,516,1200,317,42,
EDGE,296,872,431,443,1875,49,
EDGE,465,564,391,244,1652,30,
EDGE,973,127,360,1991,3850,26,
EDGE,929,840,661,1451,3292,0,
EDGE,962,383,801,468,4207,18,
EDGE,274,900,675,551,2568,50,
EDGE,931,424,690,504,84,26,
EDGE,33,15,27,324,3117,33,
EDGE,839,759,615,660,2795,10,
EDGE,982,585,441,505,4602,25,
EDGE,197,631,660,815,472,36,
EDGE,439,131,962,1313,3248,46,
EDGE,177,412,926,661,4287,10,
EDGE,447,236,102,1464,1084,32,
EDGE,121,646,591,1616,3261,48,
EDGE,642,938,267,1724,4579,10,
EDGE,971,330,209,200,814,1,
EDGE,447,11,644,1587,4910,9,
EDGE,28,632,725,1123,695,36,
EDGE,391,25,761,1513,1119,29,
EDGE,649,646,797,743,1578,15,
EDGE,668,919,228,618,1637,34,
EDGE,860,251,744,1607,3147,49,
EDGE,266,675,53,573,729,9,
EDGE,642,23,654,1196,897,7,
EDGE,470,949,611,261,927,9,
EDGE,289,268,917,379,810,4,
EDGE,506,864,371,1879,1753,25,
EDGE,103,502,815,54,3439,4,
EDGE,498,982,641,166,1772,43,
EDGE,429,384,912,652,3743,10,
EDGE,184,305,11,1860,1513,42,
EDGE,580,646,622,1760,307,7,
EDGE,999,351,356,1001,4965,34,
EDGE,5,162,535,1528,2134,7,
EDGE,197,620,31,1107,238,33,
EDGE,524,779,157,452,3039,7,
EDGE,920,222,31,680,1185,14,
EDGE,85,745,709,1934,1086,17,
EDGE,280,493,205,1962,803,22,
EDGE,725,564,668,612,3876,47,
EDGE,828,507,447,1059,3326,12,
EDGE,256,177,203,1417,2352,25,
EDGE,105,597,813,1579,4863,19,
EDGE,169,813,211,1963,4046,27,
EDGE,904,456,434,1231,2275,20,
EDGE,637,110,622,794,3566,12,
EDGE,580,361,383,1848,576,28,
EDGE,171,910,35,1972,4239,16,
EDGE,600,419,301,1246,4395,22,
EDGE,407,30,118,378,2693,27,
EDGE,809,190,367,512,645,13,
EDGE,672,380,381,307,2625,7,
EDGE,9,326,705,32,2744,13,
EDGE,476,581,815,668,1955,35,
EDGE,67,394,291,1242,1788,33,
EDGE,222,105,575,579,662,36,
EDGE,914,661,432,1407,3615,20,
EDGE,832,327,203,413,456,31,
EDGE,510,47,282,872,1026,7,
EDGE,463,175,616,679,4892,24,
EDGE,242,590,22,593,196,41,
EDGE,802,876,590,19,3832,18,
EDGE,134,861,991,834,353,34,
EDGE,940,540,41,700,183,4,
EDGE,481,97,850,1653,3450,46,
EDGE,308,281,325,1553,2882,25,
EDGE,81,569,794,651,4095,39,
EDGE,48,402,306,1436,3773,31,
EDGE,869,656,991,1874,1044,23,
EDGE,960,632,106,69,1885,3,
EDGE,845,10,143,225,2694,44,
EDGE,741,446,232,358,771,12,
EDGE,741,923,832,765,4453,0,
EDGE,956,704,889,117,2177,50,
EDGE,44,113,50,1949,2542,4,
EDGE,270,337,705,1264,3159,17,
EDGE,715,174,948,292,4829,29,
EDGE,122,129,327,1775,1262,48,
EDGE,598,909,871,1988,3435,40,
EDGE,457,684,126,1078,4372,15,
EDGE,591,489,678,1013,2348,20,
EDGE,791,748,495,472,802,16,
EDGE,784,303,729,179,2941,35,
EDGE,855,893,249,1360,1736,44,
EDGE,79,76,996,1022,543,13,
EDGE,13,686,222,968,3204,12,
EDGE,499,107,349,437,4887,48,
EDGE,540,526,880,651,2604,45,
EDGE,464,671,158,1746,4182,6,
EDGE,936,133,225,1887,3028,24,
EDGE,998,463,889,1280,4256,12,
EDGE,798,409,193,150,2326,27,
EDGE,168,702,315,1958,4778,41,
EDGE,104,150,473,1804,927,47,
EDGE,112,246,17,1841,3825,11,
EDGE,273,29,488,1365,4399,28,
EDGE,360,271,122,1908,4558,5,
EDGE,362,441,218,318,3301,32,
EDGE,441,520,342,118,3665,17,
EDGE,378,100,51,1338,3183,46,
EDGE,950,432,199,612,1601,25,
EDGE,180,608,283,1094,4093,33,
EDGE,443,111,698,112,2089,7,
EDGE,224,117,55,1843,342,36,
EDGE,272,244,68,1099,877,17,
EDGE,231,903,636,1442,3364,25,
EDGE,402,103,226,1513,2247,31,
EDGE,210,175,805,426,2897,40,
EDGE,294,722,611,599,75,6,
EDGE,189,515,930,1444,3955,47,
EDGE,312,873,929,1418,2004,10,
EDGE,322,697,72,351,1584,21,
EDGE,921,466,146,1980,154,42,
EDGE,485,438,343,52,1504,16,
EDGE,902,78,175,1401,129,38,
EDGE,360,992,486,1204,58,31,
EDGE,894,253,484,234,420,1,
EDGE,580,696,298,1720,1920,33,
EDGE,515,171,774,310,819,6,
EDGE,311,823,754,697,3757,31,
EDGE,752,359,559,537,4035,16,
EDGE,373,469,14,1705,2938,19,
EDGE,727,341,913,1070,4930,30,
EDGE,115,276,703,1073,219,9,
EDGE,420,876,226,1360,1210,22,
EDGE,509,31,251,1192,3578,23,
EDGE,211,762,92,406,3144,40,
EDGE,110,988,281,1806,4513,28,
EDGE,981,897,540,368,2223,43,
EDGE,357,909,340,810,4876,26,
EDGE,967,282,317,400,386,37,
EDGE,532,718,352,1718,1057,27,
EDGE,814,465,581,1992,2892,18,
EDGE,112,992,9,1031,1255,29,
EDGE,697,153,536,1989,2423,39,
EDGE,571,680,167,631,4038,18,
EDGE,66,818,302,41,3768,2,
EDGE,222,289,846,1224,1061,3,
EDGE,500,313,6,891,2935,42,
EDGE,854,0,52,524,1178,22,
EDGE,899,290,805,1769,4162,42,
EDGE,981,787,575,327,754,45,
EDGE,277,146,751,412,3589,37,
EDGE,940,82,298,458,313,30,
EDGE,955,363,255,1672,3214,27,
EDGE,408,990,926,210,2190,19,
EDGE,611,318,178,1164,3620,43,
EDGE,896,330,824,1194,1190,43,
EDGE,786,204,257,287,3460,35,
EDGE,204,308,313,185,2485,36,
EDGE,949,643,473,1127,1552,24,
EDGE,801,896,854,904,836,8,
EDGE,539,452,711,651,4177,43,
EDGE,729,366,480,735,3553,29,
EDGE,430,984,421,954,276,35,
EDGE,27,980,786,872,774,48,
EDGE,143,629,929,629,2037,37,
EDGE,524,382,131,1281,4500,36,
EDGE,898,300,55,1556,3266,8,
EDGE,412,686,7,957,4293,29,
EDGE,859,55,87,122,2263,41,
EDGE,109,341,609,209,2430,36,
EDGE,493,707,340,1780,548,7,
EDGE,758,598,691,1056,484,44,
EDGE,209,528,148,1161,4107,8,
EDGE,228,916,692,1320,1317,19,
EDGE,643,318,737,1928,102,31,
EDGE,638,704,206,244,600,0,
EDGE,156,618,902,257,4308,6,
EDGE,253,209,107,980,251,32,
EDGE,454,400,57,1906,1047,19,
EDGE,414,495,189,1689,1974,34,
EDGE,266,841,628,1405,3647,42,
EDGE,631,126,443,309,227,11,
EDGE,145,838,763,1356,2021,10,
EDGE,523,759,717,1129,1691,30,
EDGE,491,296,297,1377,869,37,
EDGE,504,376,684,573,3254,24,
EDGE,714,819,110,960,3465,27,
EDGE,151,28,291,946,1034,36,
EDGE,398,11,595,630,329,41,
EDGE,666,914,673,1279,3691,2,
EDGE,929,928,364,1981,1191,29,
EDGE,903,740,470,577,124,10,
EDGE,366,512,877,1773,4172,13,
EDGE,357,924,724,1085,3249,32,
EDGE,64,178,672,320,2932,41,
EDGE,736,576,348,951,1197,17,
EDGE,803,780,675,630,3277,4,
EDGE,938,859,661,1000,3134,30,
EDGE,620,674,185,1189,4203,49,
EDGE,674,538,266,275,2704,37,
EDGE,978,594,357,1207,3357,4,
EDGE,46,30,873,1510,1353,14,
EDGE,98,681,109,1032,3952,20,
EDGE,778,237,791,1665,1988,6,
EDGE,921,901,179,1501,3196,48,
EDGE,996,430,945,141,557,39,
EDGE,256,117,39,1744,647,28,
EDGE,781,383,622,1302,291,11,
EDGE,328,110,716,930,3143,8,
EDGE,652,587,570,419,1653,16,
EDGE,502,448,696,595,1897,12,
EDGE,759,165,445,1676,4379,50,
EDGE,196,88,597,59,838,13,
EDGE,34,829,144,1839,92,23,
EDGE,792,417,582,1129,639,21,
EDGE,189,698,748,1971,4376,31,
EDGE,194,852,213,1178,3930,32,
EDGE,360,365,634,1852,4626,8,
EDGE,820,68,450,885,3131,4,
EDGE,582,80,131,1612,4287,19,
EDGE,103,120,511,482,471,38,
EDGE,553,338,24,468,2424,16,
EDGE,399,720,367,149,1343,18,
EDGE,76,547,590,504,4291,39,
EDGE,512,319,409,1276,514,34,
EDGE,714,913,114,1203,3908,16,
EDGE,668,30,34,702,3502,16,
EDGE,205,342,910,1576,536,8,
EDGE,209,560,837,1512,2750,48,
EDGE,679,934,900,137,1980,31,
EDGE,74,824,971,1164,339,22,
EDGE,72,972,427,1235,710,35,
EDGE,490,969,133,564,391,6,
EDGE,36,508,520,471,2919,27,
EDGE,489,310,801,1750,1915,1,
EDGE,953,56,27,1594,1657,34,
EDGE,622,880,389,1406,198,35,
EDGE,493,53,397,1578,3140,44,
EDGE,128,440,719,884,4551,8,
EDGE,118,448,121,1847,3062,22,
EDGE,198,351,448,1890,524,15,
EDGE,237,94,603,30,1910,26,
EDGE,765,770,910,1664,4442,36,
EDGE,46,821,16,1798,2097,3,
EDGE,78,58,130,908,1529,18,
EDGE,44,321,359,1243,2050,18,
EDGE,132,620,408,990,1052,42,
EDGE,78,79,257,1931,4503,13,
EDGE,506,722,753,1675,2974,14,
EDGE,454,730,310,1938,3055,49,
EDGE,564,299,890,1348,2050,33,
EDGE,914,273,327,1439,4485,32,
EDGE,106,55,355,1854,3415,45,
EDGE,973,636,498,582,692,13,
EDGE,933,140,862,1076,1938,19,
EDGE,759,566,216,261,3100,46,
EDGE,835,806,146,83,1975,44,
EDGE,450,665,783,939,985,1,
EDGE,510,856,35,563,2327,37,
EDGE,393,307,848,1986,742,3,
EDGE,285,875,625,796,4107,1,
EDGE,883,391,394,919,413,14,
EDGE,210,388,189,1361,3581,34,
EDGE,53,676,313,74,4486,48,
EDGE,356,959,27,1873,2804,16,
