edge_id,farm_a_id,farm_b_id,farm_a_x,farm_a_y,farm_b_x,farm_b_y,terrain_a,terrain_b,distance_km,terrain_cost,total_cost
4608,FARM047,FARM069,0.84,2.182,6.215,4.27,flat,flat,5.766,1.0,5.766
4609,FARM058,FARM090,8.136,1.844,2.513,5.659,rocky,hilly,6.795,2.1,14.27
4610,FARM040,FARM061,2.254,6.692,1.127,2.4,rocky,hilly,4.437,2.1,9.318
4611,FARM148,FARM142,2.023,6.363,0.064,8.374,rocky,flat,2.807,1.8,5.053
4612,FARM082,FARM061,3.35,5.861,0.852,0.37,rocky,hilly,6.033,2.1,12.669
4613,FARM012,FARM053,8.446,6.342,8.214,0.126,rocky,flat,6.22,1.8,11.196
4614,FARM085,FARM135,0.885,6.624,5.149,4.649,rocky,rocky,4.699,2.6,12.217
4615,FARM074,FARM114,0.931,2.992,1.183,4.67,hilly,rocky,1.697,2.1,3.564
4616,FARM008,FARM042,5.463,4.203,6.463,2.58,hilly,rocky,1.906,2.1,4.003
4617,FARM011,FARM036,9.196,2.74,9.846,5.181,flat,hilly,2.526,1.3,3.284
4618,FARM032,FARM091,9.27,0.384,3.66,6.442,hilly,flat,8.257,1.3,10.734
4619,FARM057,FARM013,7.571,2.762,1.939,3.058,flat,flat,5.64,1.0,5.64
4620,FARM004,FARM111,6.001,5.084,3.667,5.302,rocky,rocky,2.344,2.6,6.094
4621,FARM088,FARM026,2.607,5.006,6.434,5.002,hilly,flat,3.827,1.3,4.975
4622,FARM110,FARM105,7.575,7.88,6.823,1.581,flat,flat,6.344,1.0,6.344
4623,FARM080,FARM131,2.799,1.829,5.287,4.316,flat,flat,3.518,1.0,3.518
4624,FARM086,FARM081,2.293,7.173,4.347,3.996,hilly,flat,3.783,1.3,4.918
4625,FARM078,FARM031,9.695,6.647,0.868,9.378,flat,flat,9.24,1.0,9.24
4626,FARM080,FARM114,2.234,5.668,5.011,1.85,flat,flat,4.721,1.0,4.721
4627,FARM110,FARM129,4.523,1.217,1.037,1.611,flat,flat,3.508,1.0,3.508
4628,FARM064,FARM048,6.064,2.064,1.119,0.352,hilly,hilly,5.233,1.6,8.373
4629,FARM120,FARM093,7.803,8.882,1.901,1.044,flat,rocky,9.812,1.8,17.662
4630,FARM128,FARM143,6.482,4.789,8.781,4.213,hilly,rocky,2.37,2.1,4.977
4631,FARM136,FARM115,4.709,3.582,4.586,6.674,flat,flat,3.094,1.0,3.094
4632,FARM030,FARM121,8.715,5.106,4.643,9.882,rocky,hilly,6.276,2.1,13.18
4633,FARM142,FARM140,9.623,3.781,5.889,7.289,flat,rocky,5.123,1.8,9.221
4634,FARM112,FARM053,1.671,2.256,9.552,6.24,hilly,rocky,8.831,2.1,18.545
4635,FARM073,FARM069,6.045,5.646,4.28,6.222,flat,rocky,1.857,1.8,3.343
4636,FARM137,FARM089,3.751,8.205,9.482,0.936,rocky,flat,9.256,1.8,16.661
4637,FARM054,FARM095,3.333,8.511,0.59,7.08,flat,hilly,3.094,1.3,4.022
4638,FARM041,FARM121,4.946,7.517,5.417,6.689,hilly,hilly,0.953,1.6,1.525
4639,FARM083,FARM030,2.567,9.831,2.889,1.297,flat,hilly,8.54,1.3,11.102
4640,FARM098,FARM036,8.299,0.572,8.097,9.218,hilly,rocky,8.648,2.1,18.161
4641,FARM093,FARM140,8.15,8.973,8.108,7.843,hilly,hilly,1.131,1.6,1.81
4642,FARM024,FARM126,3.793,2.644,2.819,9.053,flat,flat,6.483,1.0,6.483
4643,FARM031,FARM033,3.193,3.406,5.775,6.092,flat,flat,3.726,1.0,3.726
4644,FARM061,FARM077,7.647,5.707,7.027,7.193,rocky,hilly,1.61,2.1,3.381
4645,FARM122,FARM132,4.327,4.755,9.393,7.439,flat,flat,5.733,1.0,5.733
4646,FARM133,FARM012,3.306,7.512,5.973,1.823,rocky,rocky,6.283,2.6,16.336
4647,FARM085,FARM060,4.476,2.026,1.903,2.667,hilly,flat,2.652,1.3,3.448
4648,FARM113,FARM012,8.802,4.35,1.571,8.01,hilly,flat,8.105,1.3,10.537
4649,FARM097,FARM005,5.139,8.628,2.704,5.966,flat,rocky,3.608,1.8,6.494
4650,FARM006,FARM029,3.863,8.003,3.196,9.419,hilly,hilly,1.565,1.6,2.504
4651,FARM008,FARM014,6.462,9.307,1.606,8.911,hilly,rocky,4.872,2.1,10.231
4652,FARM105,FARM122,1.754,2.705,4.813,0.96,rocky,hilly,3.522,2.1,7.396
4653,FARM080,FARM078,4.071,9.471,9.03,2.517,hilly,flat,8.541,1.3,11.103
4654,FARM011,FARM036,6.92,1.871,1.167,9.662,rocky,rocky,9.685,2.6,25.181
4655,FARM056,FARM140,2.282,9.427,7.732,8.906,rocky,rocky,5.475,2.6,14.235
4656,FARM084,FARM074,8.711,0.505,0.872,8.36,rocky,flat,11.097,1.8,19.975
4657,FARM044,FARM126,9.879,0.243,5.495,2.539,hilly,hilly,4.949,1.6,7.918
4658,FARM020,FARM137,3.628,8.868,7.258,4.938,rocky,flat,5.35,1.8,9.63
4659,FARM094,FARM038,1.697,3.491,6.474,8.612,flat,flat,7.003,1.0,7.003
4660,FARM046,FARM060,6.662,3.769,5.162,0.613,rocky,flat,3.494,1.8,6.289
4661,FARM118,FARM089,4.835,0.942,4.08,4.946,flat,flat,4.075,1.0,4.075
4662,FARM138,FARM001,3.609,3.045,2.073,0.142,flat,rocky,3.284,1.8,5.911
4663,FARM137,FARM076,2.269,1.356,9.171,5.516,rocky,rocky,8.059,2.6,20.953
4664,FARM047,FARM055,8.098,7.306,8.675,1.8,rocky,flat,5.536,1.8,9.965
4665,FARM043,FARM139,1.301,4.671,5.625,9.069,flat,hilly,6.168,1.3,8.018
4666,FARM106,FARM010,2.312,3.755,7.236,8.377,hilly,hilly,6.753,1.6,10.805
4667,FARM003,FARM138,4.287,2.28,0.816,3.541,hilly,hilly,3.693,1.6,5.909
4668,FARM055,FARM118,2.659,6.212,4.307,4.95,rocky,hilly,2.076,2.1,4.36
4669,FARM087,FARM011,2.977,3.37,8.889,7.761,hilly,flat,7.364,1.3,9.573
4670,FARM033,FARM146,5.346,0.728,6.389,7.716,flat,rocky,7.065,1.8,12.717
4671,FARM034,FARM111,1.872,6.198,8.831,0.842,rocky,flat,8.781,1.8,15.806
4672,FARM069,FARM068,9.106,8.798,3.493,1.785,flat,hilly,8.983,1.3,11.678
4673,FARM139,FARM053,0.292,9.919,8.195,2.307,flat,flat,10.973,1.0,10.973
4674,FARM061,FARM023,5.779,1.705,5.536,7.203,flat,hilly,5.503,1.3,7.154
4675,FARM122,FARM098,6.997,6.249,4.736,6.9,hilly,hilly,2.353,1.6,3.765
4676,FARM073,FARM114,8.248,0.586,3.955,8.82,rocky,hilly,9.286,2.1,19.501
4677,FARM012,FARM110,5.455,5.274,2.461,5.032,hilly,hilly,3.004,1.6,4.806
4678,FARM055,FARM102,1.093,3.198,6.51,8.394,flat,flat,7.506,1.0,7.506
4679,FARM125,FARM010,4.559,3.148,1.188,7.792,hilly,hilly,5.738,1.6,9.181
4680,FARM037,FARM072,5.708,2.523,9.232,9.059,flat,flat,7.425,1.0,7.425
4681,FARM013,FARM043,7.955,1.951,2.941,5.588,hilly,hilly,6.194,1.6,9.91
4682,FARM042,FARM127,2.232,6.981,0.623,6.274,hilly,flat,1.757,1.3,2.284
4683,FARM127,FARM103,7.544,5.54,2.103,9.066,hilly,rocky,6.484,2.1,13.616
4684,FARM045,FARM053,3.614,4.164,7.416,2.019,rocky,flat,4.365,1.8,7.857
4685,FARM008,FARM106,4.348,6.69,3.422,9.399,rocky,rocky,2.863,2.6,7.444
4686,FARM118,FARM061,6.207,5.773,7.859,2.264,rocky,rocky,3.878,2.6,10.083
4687,FARM089,FARM042,9.293,1.198,3.907,7.122,rocky,hilly,8.006,2.1,16.813
4688,FARM094,FARM026,3.631,3.37,1.5,8.609,flat,flat,5.656,1.0,5.656
4689,FARM007,FARM031,2.294,6.116,8.374,7.661,rocky,flat,6.273,1.8,11.291
4690,FARM107,FARM105,1.561,9.506,4.884,5.814,flat,hilly,4.967,1.3,6.457
4691,FARM043,FARM070,2.028,9.463,7.038,5.386,rocky,rocky,6.459,2.6,16.793
4692,FARM107,FARM106,2.39,3.538,3.966,7.429,flat,hilly,4.198,1.3,5.457
4693,FARM049,FARM071,7.527,0.069,3.685,6.196,hilly,rocky,7.232,2.1,15.187
4694,FARM131,FARM118,8.955,0.612,8.023,2.256,hilly,rocky,1.89,2.1,3.969
4695,FARM025,FARM114,4.75,4.984,0.662,8.842,hilly,rocky,5.621,2.1,11.804
4696,FARM135,FARM064,9.745,0.327,4.603,4.722,flat,hilly,6.764,1.3,8.793
4697,FARM120,FARM108,8.363,0.349,7.336,0.293,flat,hilly,1.029,1.3,1.338
4698,FARM130,FARM067,0.344,9.689,8.444,1.38,rocky,flat,11.604,1.8,20.887
4699,FARM001,FARM061,6.433,8.415,7.521,1.286,hilly,rocky,7.212,2.1,15.145
4700,FARM018,FARM085,7.937,5.252,9.412,3.616,hilly,rocky,2.203,2.1,4.626
4701,FARM016,FARM042,1.307,2.513,9.382,8.997,hilly,rocky,10.356,2.1,21.748
4702,FARM101,FARM104,7.251,4.404,9.775,1.729,rocky,flat,3.678,1.8,6.62
4703,FARM094,FARM044,8.628,9.954,2.558,8.778,hilly,flat,6.183,1.3,8.038
4704,FARM107,FARM128,6.65,8.122,9.311,6.359,rocky,hilly,3.192,2.1,6.703
4705,FARM150,FARM090,8.304,7.733,9.739,7.629,rocky,hilly,1.439,2.1,3.022
4706,FARM044,FARM082,1.656,6.513,9.381,3.142,hilly,flat,8.428,1.3,10.956
4707,FARM001,FARM021,6.82,5.125,7.563,9.021,flat,flat,3.966,1.0,3.966
4708,FARM091,FARM130,3.451,3.281,7.889,0.105,hilly,hilly,5.457,1.6,8.731
4709,FARM135,FARM068,2.347,1.63,6.132,9.038,hilly,hilly,8.319,1.6,13.31
4710,FARM023,FARM147,8.531,5.719,2.577,2.796,hilly,rocky,6.633,2.1,13.929
4711,FARM125,FARM086,1.407,1.828,3.145,1.256,flat,flat,1.83,1.0,1.83
4712,FARM019,FARM137,0.49,8.421,2.829,0.495,rocky,hilly,8.264,2.1,17.354
4713,FARM045,FARM069,2.99,1.615,2.419,5.808,rocky,rocky,4.232,2.6,11.003
4714,FARM072,FARM036,4.013,2.817,4.254,5.319,hilly,hilly,2.514,1.6,4.022
4715,FARM121,FARM015,7.391,4.925,3.833,8.268,rocky,hilly,4.882,2.1,10.252
4716,FARM111,FARM094,5.073,4.193,3.248,2.657,flat,rocky,2.385,1.8,4.293
4717,FARM134,FARM098,7.221,3.143,7.571,6.918,flat,rocky,3.791,1.8,6.824
4718,FARM006,FARM147,6.174,7.916,2.461,8.502,flat,flat,3.759,1.0,3.759
4719,FARM035,FARM142,0.101,7.529,6.181,8.249,hilly,flat,6.122,1.3,7.959
4720,FARM073,FARM111,0.025,8.04,5.174,3.293,rocky,flat,7.003,1.8,12.605
4721,FARM108,FARM023,1.869,5.264,5.335,7.667,flat,flat,4.218,1.0,4.218
4722,FARM039,FARM076,4.195,7.367,5.808,5.186,hilly,flat,2.713,1.3,3.527
4723,FARM008,FARM111,7.647,7.029,8.296,2.603,rocky,flat,4.473,1.8,8.051
4724,FARM126,FARM090,0.524,8.267,5.173,3.197,rocky,flat,6.879,1.8,12.382
4725,FARM026,FARM131,3.383,5.059,5.76,7.353,rocky,flat,3.303,1.8,5.945
4726,FARM045,FARM079,9.527,6.755,8.892,8.737,hilly,rocky,2.081,2.1,4.37
4727,FARM101,FARM068,5.179,6.138,3.331,2.195,flat,flat,4.355,1.0,4.355
4728,FARM122,FARM049,9.546,8.75,3.341,8.956,hilly,rocky,6.208,2.1,13.037
4729,FARM131,FARM059,2.529,4.073,4.413,2.693,hilly,flat,2.335,1.3,3.035
4730,FARM062,FARM141,8.928,5.045,0.186,8.023,flat,rocky,9.235,1.8,16.623
4731,FARM102,FARM072,7.21,3.068,7.486,6.421,rocky,hilly,3.364,2.1,7.064
4732,FARM041,FARM066,8.919,8.001,7.198,6.417,rocky,flat,2.339,1.8,4.21
4733,FARM023,FARM084,0.25,2.675,0.377,2.894,flat,flat,0.253,1.0,0.253
4734,FARM015,FARM141,5.691,2.32,0.975,2.188,flat,hilly,4.718,1.3,6.133
4735,FARM098,FARM108,2.7,4.838,8.83,2.758,hilly,hilly,6.473,1.6,10.357
4736,FARM057,FARM131,0.905,5.011,1.523,5.986,hilly,rocky,1.154,2.1,2.423
4737,FARM028,FARM064,7.719,3.092,3.211,1.662,hilly,hilly,4.729,1.6,7.566
4738,FARM021,FARM037,1.961,2.965,4.461,3.092,hilly,flat,2.503,1.3,3.254
4739,FARM088,FARM127,8.173,8.25,0.139,3.4,flat,rocky,9.384,1.8,16.891
4740,FARM107,FARM147,9.311,3.264,8.275,4.621,flat,hilly,1.707,1.3,2.219
4741,FARM003,FARM054,7.374,4.016,6.555,0.466,flat,hilly,3.643,1.3,4.736
4742,FARM149,FARM119,2.615,6.123,9.063,9.824,hilly,hilly,7.435,1.6,11.896
4743,FARM132,FARM066,2.639,8.077,1.131,1.403,rocky,rocky,6.842,2.6,17.789
4744,FARM079,FARM102,6.727,4.405,8.694,1.6,flat,rocky,3.426,1.8,6.167
4745,FARM126,FARM051,9.855,0.679,2.191,3.419,hilly,hilly,8.139,1.6,13.022
4746,FARM042,FARM036,2.991,6.521,8.553,5.719,rocky,rocky,5.62,2.6,14.612
4747,FARM064,FARM087,4.144,5.647,8.856,4.345,hilly,hilly,4.889,1.6,7.822
4748,FARM111,FARM031,2.521,6.75,0.733,6.309,flat,hilly,1.842,1.3,2.395
4749,FARM017,FARM049,6.794,0.005,4.091,3.697,hilly,flat,4.576,1.3,5.949
4750,FARM134,FARM140,7.219,1.03,6.204,5.526,rocky,hilly,4.609,2.1,9.679
4751,FARM015,FARM111,3.403,9.59,1.702,3.127,rocky,rocky,6.683,2.6,17.376
4752,FARM003,FARM001,0.592,9.615,1.0,0.29,rocky,flat,9.334,1.8,16.801
4753,FARM084,FARM099,0.818,7.42,7.599,6.904,flat,flat,6.801,1.0,6.801
4754,FARM042,FARM076,0.456,2.086,3.606,1.765,hilly,rocky,3.166,2.1,6.649
4755,FARM038,FARM010,1.718,5.514,0.432,8.483,flat,rocky,3.236,1.8,5.825
4756,FARM009,FARM092,5.412,9.955,7.561,9.049,rocky,hilly,2.332,2.1,4.897
4757,FARM029,FARM121,2.336,5.293,2.833,4.427,hilly,rocky,0.998,2.1,2.096
4758,FARM111,FARM047,0.148,6.921,6.73,6.202,hilly,rocky,6.621,2.1,13.904
4759,FARM127,FARM150,2.367,9.174,9.388,9.673,hilly,rocky,7.039,2.1,14.782
4760,FARM032,FARM070,9.032,3.396,6.529,6.708,flat,flat,4.151,1.0,4.151
4761,FARM126,FARM025,0.727,6.567,6.146,0.922,flat,rocky,7.825,1.8,14.085
4762,FARM024,FARM006,1.731,2.778,2.061,9.372,rocky,hilly,6.602,2.1,13.864
4763,FARM042,FARM074,9.315,3.982,8.597,8.345,hilly,hilly,4.422,1.6,7.075
4764,FARM020,FARM096,4.239,4.405,0.669,6.104,rocky,rocky,3.954,2.6,10.28
4765,FARM041,FARM028,1.913,8.612,1.954,3.345,rocky,flat,5.267,1.8,9.481
4766,FARM108,FARM018,8.563,0.252,7.509,8.141,hilly,flat,7.959,1.3,10.347
4767,FARM121,FARM068,4.544,3.412,6.192,1.165,flat,hilly,2.787,1.3,3.623
4768,FARM149,FARM115,8.445,7.253,1.239,4.737,rocky,flat,7.633,1.8,13.739
4769,FARM094,FARM073,5.602,2.996,2.634,4.774,hilly,flat,3.46,1.3,4.498
4770,FARM055,FARM052,7.356,3.93,3.827,3.728,rocky,rocky,3.535,2.6,9.191
4771,FARM075,FARM097,7.838,1.303,3.056,0.689,hilly,flat,4.821,1.3,6.267
4772,FARM029,FARM141,0.334,0.982,5.315,8.984,rocky,hilly,9.426,2.1,19.795
4773,FARM084,FARM093,6.24,4.438,0.819,4.907,flat,hilly,5.441,1.3,7.073
4774,FARM066,FARM063,2.7,5.054,5.461,3.344,rocky,flat,3.248,1.8,5.846
4775,FARM119,FARM104,4.739,8.995,0.173,4.4,hilly,hilly,6.478,1.6,10.365
4776,FARM119,FARM059,4.38,3.589,5.646,9.07,hilly,flat,5.625,1.3,7.312
4777,FARM145,FARM064,8.878,2.811,4.637,3.408,flat,rocky,4.283,1.8,7.709
4778,FARM095,FARM074,2.616,7.162,7.622,3.225,hilly,rocky,6.369,2.1,13.375
4779,FARM145,FARM058,6.493,2.891,9.752,1.663,flat,flat,3.483,1.0,3.483
4780,FARM071,FARM048,2.508,8.509,7.09,3.659,hilly,hilly,6.672,1.6,10.675
4781,FARM047,FARM073,4.001,0.414,5.137,4.339,hilly,rocky,4.086,2.1,8.581
4782,FARM075,FARM077,0.747,9.28,9.309,0.888,rocky,hilly,11.989,2.1,25.177
4783,FARM048,FARM025,3.098,0.33,3.717,6.089,rocky,flat,5.792,1.8,10.426
4784,FARM123,FARM066,9.755,8.5,4.631,6.332,rocky,flat,5.564,1.8,10.015
4785,FARM051,FARM005,6.313,0.555,9.213,5.547,rocky,flat,5.773,1.8,10.391
4786,FARM141,FARM044,6.449,4.484,9.822,0.586,flat,rocky,5.155,1.8,9.279
4787,FARM028,FARM133,0.002,1.431,7.43,0.563,rocky,hilly,7.479,2.1,15.706
4788,FARM073,FARM069,8.534,5.234,9.228,1.112,flat,flat,4.18,1.0,4.18
4789,FARM037,FARM103,7.605,3.351,9.014,9.934,flat,rocky,6.732,1.8,12.118
4790,FARM027,FARM060,3.854,8.354,7.725,2.122,flat,rocky,7.336,1.8,13.205
4791,FARM149,FARM134,8.212,7.746,6.216,0.465,flat,rocky,7.55,1.8,13.59
4792,FARM094,FARM037,8.718,4.9,5.191,5.501,rocky,hilly,3.578,2.1,7.514
4793,FARM095,FARM032,1.454,5.796,5.142,7.009,hilly,rocky,3.882,2.1,8.152
4794,FARM060,FARM094,9.074,2.632,3.204,8.589,flat,rocky,8.363,1.8,15.053
4795,FARM141,FARM118,8.297,4.296,0.466,8.003,flat,rocky,8.664,1.8,15.595
4796,FARM098,FARM015,5.239,7.123,3.327,0.216,flat,hilly,7.167,1.3,9.317
4797,FARM132,FARM030,3.069,7.236,0.077,4.253,rocky,hilly,4.225,2.1,8.873
4798,FARM144,FARM121,4.51,1.413,5.988,2.097,hilly,rocky,1.629,2.1,3.421
4799,FARM102,FARM021,9.705,3.492,5.587,4.857,hilly,rocky,4.338,2.1,9.11
4800,FARM080,FARM139,1.045,6.445,7.091,0.718,hilly,hilly,8.328,1.6,13.325
4801,FARM099,FARM086,5.288,7.168,3.775,9.788,rocky,flat,3.025,1.8,5.445
4802,FARM113,FARM094,5.57,5.99,0.54,4.107,flat,hilly,5.371,1.3,6.982
4803,FARM139,FARM024,3.291,8.531,6.556,1.569,rocky,flat,7.69,1.8,13.842
4804,FARM036,FARM150,9.261,3.358,3.581,3.196,rocky,flat,5.682,1.8,10.228
4805,FARM024,FARM139,3.133,7.891,7.54,0.272,rocky,rocky,8.802,2.6,22.885
4806,FARM110,FARM101,3.698,3.477,8.485,6.156,flat,rocky,5.486,1.8,9.875
4807,FARM101,FARM012,3.998,7.053,1.92,5.906,flat,flat,2.374,1.0,2.374
4808,FARM058,FARM146,9.342,0.76,4.933,2.426,rocky,rocky,4.713,2.6,12.254
4809,FARM015,FARM113,7.259,7.655,7.175,4.327,rocky,rocky,3.329,2.6,8.655
4810,FARM013,FARM059,5.441,4.369,7.511,2.887,rocky,hilly,2.546,2.1,5.347
4811,FARM019,FARM148,7.723,7.155,1.6,2.265,hilly,flat,7.836,1.3,10.187
4812,FARM003,FARM062,1.643,0.843,6.752,1.176,rocky,hilly,5.12,2.1,10.752
4813,FARM146,FARM146,8.16,8.409,3.554,8.969,hilly,flat,4.64,1.3,6.032
4814,FARM011,FARM100,3.508,9.433,4.498,1.822,flat,flat,7.675,1.0,7.675
4815,FARM012,FARM146,1.351,6.652,3.483,4.998,rocky,hilly,2.698,2.1,5.666
4816,FARM117,FARM024,6.449,2.369,4.151,5.174,rocky,flat,3.626,1.8,6.527
4817,FARM125,FARM112,1.159,4.195,7.844,6.955,hilly,hilly,7.232,1.6,11.571
4818,FARM073,FARM109,4.028,3.162,8.189,0.826,hilly,flat,4.772,1.3,6.204
4819,FARM008,FARM094,1.247,3.878,6.127,9.833,rocky,flat,7.699,1.8,13.858
4820,FARM061,FARM030,4.81,6.507,0.336,3.665,flat,rocky,5.3,1.8,9.54
4821,FARM113,FARM030,6.836,0.341,5.975,6.694,rocky,rocky,6.411,2.6,16.669
4822,FARM100,FARM064,6.071,1.373,8.487,5.911,rocky,rocky,5.141,2.6,13.367
4823,FARM068,FARM132,3.277,4.833,7.061,9.911,rocky,flat,6.333,1.8,11.399
4824,FARM090,FARM086,3.586,2.779,2.935,5.421,hilly,flat,2.721,1.3,3.537
4825,FARM024,FARM099,9.193,3.69,7.343,0.476,flat,flat,3.708,1.0,3.708
4826,FARM070,FARM022,2.504,7.624,8.261,3.648,hilly,rocky,6.997,2.1,14.694
4827,FARM041,FARM084,0.255,7.705,3.82,7.364,hilly,flat,3.581,1.3,4.655
4828,FARM054,FARM131,9.096,1.756,9.457,3.797,hilly,rocky,2.073,2.1,4.353
4829,FARM124,FARM150,9.837,6.744,3.127,8.371,flat,flat,6.904,1.0,6.904
4830,FARM041,FARM008,5.32,2.105,6.518,6.398,flat,rocky,4.457,1.8,8.023
4831,FARM040,FARM026,7.538,6.59,8.671,4.585,hilly,flat,2.303,1.3,2.994
4832,FARM073,FARM124,2.29,8.647,3.451,7.029,hilly,rocky,1.991,2.1,4.181
4833,FARM088,FARM041,8.918,8.941,7.4,3.382,flat,rocky,5.763,1.8,10.373
4834,FARM143,FARM071,7.425,4.502,6.829,3.735,flat,rocky,0.971,1.8,1.748
4835,FARM063,FARM046,6.406,8.97,2.453,0.754,hilly,rocky,9.118,2.1,19.148
4836,FARM001,FARM059,7.639,1.666,1.772,4.465,hilly,flat,6.5,1.3,8.45
4837,FARM001,FARM007,5.073,7.167,8.907,9.172,hilly,hilly,4.327,1.6,6.923
4838,FARM096,FARM078,2.352,9.503,2.106,4.856,hilly,rocky,4.654,2.1,9.773
4839,FARM069,FARM098,1.01,1.098,4.594,0.805,rocky,rocky,3.596,2.6,9.35
4840,FARM117,FARM096,3.987,1.461,4.039,1.324,flat,rocky,0.147,1.8,0.265
4841,FARM046,FARM103,8.545,6.647,3.168,2.758,hilly,flat,6.636,1.3,8.627
4842,FARM139,FARM078,3.528,5.806,9.748,2.03,flat,rocky,7.276,1.8,13.097
4843,FARM064,FARM141,3.822,2.387,1.582,2.51,hilly,hilly,2.243,1.6,3.589
4844,FARM042,FARM081,5.235,5.717,5.673,2.77,hilly,flat,2.979,1.3,3.873
4845,FARM116,FARM015,4.882,7.199,1.642,4.541,flat,flat,4.191,1.0,4.191
4846,FARM017,FARM024,4.079,3.588,7.384,4.706,rocky,rocky,3.489,2.6,9.071
4847,FARM057,FARM020,8.452,4.597,6.479,9.666,flat,rocky,5.439,1.8,9.79
4848,FARM140,FARM114,5.592,6.559,2.607,9.976,rocky,hilly,4.537,2.1,9.528
4849,FARM121,FARM019,2.593,6.613,8.711,6.432,rocky,flat,6.121,1.8,11.018
4850,FARM129,FARM056,8.118,8.463,1.121,1.419,flat,flat,9.929,1.0,9.929
4851,FARM050,FARM117,4.079,2.534,6.877,3.96,flat,rocky,3.14,1.8,5.652
4852,FARM078,FARM046,0.354,6.202,0.494,6.627,flat,rocky,0.447,1.8,0.805
4853,FARM009,FARM132,5.542,8.404,7.701,4.054,rocky,rocky,4.856,2.6,12.626
4854,FARM076,FARM135,5.574,3.682,9.176,7.014,rocky,rocky,4.907,2.6,12.758
4855,FARM045,FARM070,6.313,9.208,8.307,7.794,rocky,hilly,2.444,2.1,5.132
4856,FARM028,FARM112,3.034,5.541,9.573,3.734,hilly,hilly,6.784,1.6,10.854
4857,FARM104,FARM082,8.048,0.035,9.944,4.737,flat,rocky,5.07,1.8,9.126
4858,FARM027,FARM025,9.854,9.692,4.182,0.928,rocky,flat,10.439,1.8,18.79
4859,FARM076,FARM053,2.338,0.098,5.828,1.606,flat,flat,3.802,1.0,3.802
4860,FARM135,FARM099,9.474,9.525,0.378,5.853,hilly,hilly,9.809,1.6,15.694
4861,FARM087,FARM144,6.527,1.606,6.304,6.457,hilly,rocky,4.856,2.1,10.198
4862,FARM096,FARM012,2.672,0.909,9.335,5.859,hilly,flat,8.3,1.3,10.79
4863,FARM045,FARM104,4.26,7.65,2.62,9.34,flat,hilly,2.355,1.3,3.062
4864,FARM018,FARM145,0.898,7.131,8.131,9.524,hilly,hilly,7.619,1.6,12.19
4865,FARM016,FARM015,3.332,7.279,3.402,0.415,rocky,flat,6.864,1.8,12.355
4866,FARM035,FARM114,3.43,3.305,0.472,3.286,flat,flat,2.958,1.0,2.958
4867,FARM061,FARM041,5.296,4.695,5.909,1.724,rocky,rocky,3.034,2.6,7.888
4868,FARM138,FARM022,8.069,3.461,7.27,9.095,flat,rocky,5.69,1.8,10.242
4869,FARM065,FARM080,6.345,7.349,7.006,5.808,flat,flat,1.677,1.0,1.677
4870,FARM137,FARM140,0.709,3.251,5.66,0.84,rocky,rocky,5.507,2.6,14.318
4871,FARM141,FARM124,7.881,8.862,0.683,5.9,rocky,flat,7.784,1.8,14.011
4872,FARM109,FARM030,0.87,6.297,5.267,9.313,rocky,hilly,5.332,2.1,11.197
4873,FARM012,FARM077,1.024,2.623,3.576,5.188,hilly,flat,3.618,1.3,4.703
4874,FARM001,FARM072,8.725,7.385,0.101,5.491,hilly,flat,8.83,1.3,11.479
4875,FARM132,FARM058,7.134,9.379,8.356,5.478,hilly,flat,4.088,1.3,5.314
4876,FARM062,FARM076,1.074,0.337,3.681,6.237,hilly,flat,6.45,1.3,8.385
4877,FARM109,FARM133,5.262,3.189,8.537,6.911,flat,rocky,4.958,1.8,8.924
4878,FARM117,FARM065,3.505,8.988,0.598,5.953,rocky,flat,4.203,1.8,7.565
4879,FARM072,FARM058,1.41,6.693,1.588,5.537,flat,hilly,1.17,1.3,1.521
4880,FARM080,FARM136,9.859,4.138,9.749,3.785,flat,flat,0.37,1.0,0.37
4881,FARM129,FARM112,6.129,9.737,1.025,2.08,rocky,hilly,9.202,2.1,19.324
4882,FARM087,FARM096,6.731,0.66,0.04,3.01,flat,rocky,7.092,1.8,12.766
4883,FARM134,FARM027,8.08,5.229,6.864,4.24,hilly,flat,1.567,1.3,2.037
4884,FARM037,FARM039,0.076,4.418,4.974,0.032,hilly,hilly,6.575,1.6,10.52
4885,FARM083,FARM072,2.948,9.423,0.675,9.634,hilly,hilly,2.283,1.6,3.653
4886,FARM042,FARM134,1.5,4.533,1.526,1.542,rocky,hilly,2.991,2.1,6.281
4887,FARM089,FARM128,2.366,3.555,3.712,5.911,hilly,rocky,2.713,2.1,5.697
4888,FARM083,FARM012,9.199,0.607,6.788,5.116,flat,flat,5.113,1.0,5.113
4889,FARM049,FARM065,5.296,2.07,5.886,8.281,rocky,hilly,6.239,2.1,13.102
4890,FARM004,FARM144,1.23,3.741,7.025,1.846,hilly,hilly,6.097,1.6,9.755
4891,FARM025,FARM007,8.484,2.673,4.644,2.405,hilly,flat,3.849,1.3,5.004
4892,FARM020,FARM054,2.238,7.193,8.798,7.395,flat,flat,6.563,1.0,6.563
4893,FARM014,FARM031,9.559,6.723,2.484,1.192,flat,hilly,8.98,1.3,11.674
4894,FARM015,FARM109,9.663,3.601,3.333,5.329,hilly,rocky,6.562,2.1,13.78
4895,FARM017,FARM055,9.219,8.323,0.367,9.355,hilly,hilly,8.912,1.6,14.259
