complaint_id,citizen_id,raw_text,detected_type,ward_id,lat,lon,severity,waiting_minutes,assigned_team_id,heap_priority_score
CMP003607,CZ01992,Clogged sewage line,drainage,W11,12.924583,77.559176,3,816,TEAM08,0.436
CMP003608,CZ06074,Street garbage pile,garbage,W01,12.877075,77.453329,4,4201,TEAM06,0.869
CMP003609,CZ03462,Clogged sewage line,drainage,W20,12.910196,77.444184,4,1111,TEAM07,0.583
CMP003610,CZ07617,Overflowing dustbin,garbage,W16,12.958033,77.563984,3,2463,,0.588
CMP003611,CZ01643,Dark road no lights,streetlight,W05,12.969425,77.56389,5,3806,TEAM07,0.952
CMP003612,CZ06819,Broken road surface,pothole,W11,12.896363,77.564979,2,3987,TEAM02,0.609
CMP003613,CZ05263,Dark road no lights,streetlight,W10,12.871031,77.473338,5,206,TEAM10,0.619
CMP003614,CZ02185,Damaged road patch,pothole,W15,12.833362,77.527862,4,3035,TEAM07,0.761
CMP003615,CZ05217,Streetlight not working,streetlight,W06,12.976571,77.444133,3,385,TEAM05,0.396
CMP003616,CZ05501,Big pothole on road,pothole,W09,12.861302,77.434844,2,2745,TEAM06,0.494
CMP003617,CZ02548,Pole light fused,streetlight,W12,12.976467,77.545293,1,2261,TEAM08,0.329
CMP003618,CZ02159,Streetlight not working,streetlight,W19,12.944864,77.524077,5,345,TEAM04,0.632
CMP003619,CZ06260,Big pothole on road,pothole,W13,12.931755,77.424826,4,1693,TEAM05,0.637
CMP003620,CZ01689,Streetlight not working,streetlight,W08,12.904078,77.560234,2,410,TEAM09,0.278
CMP003621,CZ04215,Dark road no lights,streetlight,W09,12.839762,77.507281,2,4178,TEAM01,0.627
CMP003622,CZ07032,Pipe burst near house,water_leak,W17,12.94741,77.430771,4,2103,TEAM03,0.675
CMP003623,CZ00714,Dark road no lights,streetlight,W20,12.961475,77.538535,5,2130,TEAM10,0.797
CMP003624,CZ02459,Deep pothole near junction,pothole,W15,12.971415,77.431958,4,926,TEAM01,0.566
CMP003625,CZ05128,Pipe burst near house,water_leak,W07,12.848072,77.560066,5,2064,TEAM05,0.791
CMP003626,CZ05914,Pole light fused,streetlight,W16,12.933337,77.566843,5,1747,,0.762
CMP003627,CZ07205,Damaged road patch,pothole,W13,12.946919,77.427388,3,1499,,0.499
CMP003628,CZ00426,Big pothole on road,pothole,W11,12.841384,77.432129,1,3230,TEAM05,0.419
CMP003629,CZ03696,Dark road no lights,streetlight,W13,12.912075,77.574526,2,999,TEAM08,0.333
CMP003630,CZ01890,Pole light fused,streetlight,W16,12.83118,77.459163,4,3902,TEAM09,0.841
CMP003631,CZ01945,Clogged sewage line,drainage,W16,12.867344,77.577004,3,850,TEAM05,0.439
CMP003632,CZ05243,Water supply leak,water_leak,W07,12.932869,77.426027,4,3370,TEAM10,0.792
CMP003633,CZ02081,Blocked drain,drainage,W19,12.903642,77.430475,4,3831,TEAM10,0.835
CMP003634,CZ06992,Dark road no lights,streetlight,W18,12.860454,77.540999,1,2502,TEAM04,0.352
CMP003635,CZ07970,Street garbage pile,garbage,W13,12.864521,77.477458,5,1188,TEAM06,0.71
CMP003636,CZ06277,Smell from waste,garbage,W05,12.879563,77.577892,5,2093,,0.794
CMP003637,CZ00351,Streetlight not working,streetlight,W17,12.958094,77.486962,3,4249,TEAM10,0.753
CMP003638,CZ01443,Broken road surface,pothole,W07,12.894647,77.511081,3,1607,TEAM06,0.509
CMP003639,CZ00185,Open manhole,drainage,W04,12.961711,77.55577,2,3996,,0.61
CMP003640,CZ06149,Garbage not collected,garbage,W03,12.938262,77.464437,2,3197,TEAM01,0.536
CMP003641,CZ01199,Streetlight not working,streetlight,W05,12.921862,77.437595,4,1359,TEAM02,0.606
CMP003642,CZ00007,Sewage water overflow,water_leak,W17,12.975133,77.528773,1,3985,TEAM08,0.489
CMP003643,CZ04559,Water supply leak,water_leak,W16,12.876151,77.480013,5,1471,TEAM05,0.736
CMP003644,CZ05718,Pipe burst near house,water_leak,W04,12.948305,77.55526,5,1497,TEAM01,0.739
CMP003645,CZ01271,Smell from waste,garbage,W11,12.88119,77.54851,3,1180,TEAM04,0.469
CMP003646,CZ03241,Overflowing dustbin,garbage,W13,12.856231,77.509831,1,800,TEAM03,0.194
CMP003647,CZ01345,Drainage overflowing,drainage,W05,12.875499,77.466498,4,4055,TEAM06,0.855
CMP003648,CZ03502,Damaged road patch,pothole,W14,12.905949,77.488374,4,1988,TEAM01,0.664
CMP003649,CZ06628,Water supply leak,water_leak,W16,12.911774,77.499092,1,4281,TEAM04,0.516
CMP003650,CZ03044,Street garbage pile,garbage,W14,12.972804,77.466107,1,3205,TEAM05,0.417
CMP003651,CZ04813,Pole light fused,streetlight,W07,12.880569,77.461948,2,3364,TEAM09,0.551
CMP003652,CZ07579,Open manhole,drainage,W01,12.915439,77.517442,1,4032,TEAM05,0.493
CMP003653,CZ07915,Pipe burst near house,water_leak,W15,12.95711,77.55028,3,2066,TEAM06,0.551
CMP003654,CZ02944,Blocked drain,drainage,W19,12.830936,77.496509,2,1997,,0.425
CMP003655,CZ00247,Water leakage on road,water_leak,W06,12.922668,77.567266,2,3458,TEAM05,0.56
CMP003656,CZ02982,Clogged sewage line,drainage,W15,12.969958,77.485983,2,330,TEAM02,0.271
CMP003657,CZ06049,Streetlight not working,streetlight,W02,12.917244,77.56964,2,2289,,0.452
CMP003658,CZ01507,Deep pothole near junction,pothole,W19,12.913623,77.446399,2,829,TEAM10,0.317
CMP003659,CZ05188,Water leakage on road,water_leak,W02,12.873411,77.540795,4,2231,TEAM09,0.687
CMP003660,CZ01505,Blocked drain,drainage,W17,12.979454,77.540946,3,2186,TEAM07,0.562
CMP003661,CZ00107,Open manhole,drainage,W03,12.974485,77.447994,2,3243,,0.54
CMP003662,CZ01341,Water leakage on road,water_leak,W10,12.83291,77.489137,2,495,TEAM09,0.286
CMP003663,CZ00168,Damaged road patch,pothole,W18,12.870198,77.465123,1,1114,,0.223
CMP003664,CZ04684,Garbage not collected,garbage,W14,12.922421,77.511885,2,169,TEAM07,0.256
CMP003665,CZ05988,Broken road surface,pothole,W09,12.945986,77.5614,3,974,TEAM04,0.45
CMP003666,CZ03668,Dark road no lights,streetlight,W01,12.868014,77.550477,2,861,TEAM04,0.32
CMP003667,CZ07185,Deep pothole near junction,pothole,W13,12.895019,77.465554,1,963,TEAM08,0.209
CMP003668,CZ07984,Blocked drain,drainage,W13,12.911787,77.565854,2,122,TEAM07,0.251
CMP003669,CZ07393,Flickering street lamp,streetlight,W18,12.856376,77.466741,4,842,TEAM08,0.558
CMP003670,CZ00468,Broken road surface,pothole,W08,12.93778,77.54884,1,1990,TEAM03,0.304
CMP003671,CZ05987,Smell from waste,garbage,W17,12.852552,77.521806,5,3277,TEAM03,0.903
CMP003672,CZ02028,Streetlight not working,streetlight,W04,12.967133,77.456086,4,951,TEAM02,0.568
CMP003673,CZ06412,Street garbage pile,garbage,W11,12.840117,77.573114,5,2024,TEAM07,0.787
CMP003674,CZ04061,Smell from waste,garbage,W11,12.820319,77.450924,5,399,TEAM05,0.637
CMP003675,CZ03328,Blocked drain,drainage,W06,12.927191,77.437554,3,149,TEAM03,0.374
CMP003676,CZ02206,Pole light fused,streetlight,W09,12.928533,77.484486,4,742,TEAM07,0.549
CMP003677,CZ07557,Open manhole,drainage,W03,12.968009,77.533883,2,3930,TEAM03,0.604
CMP003678,CZ00766,Garbage not collected,garbage,W13,12.866759,77.562045,5,185,,0.617
CMP003679,CZ02715,Flickering street lamp,streetlight,W15,12.935257,77.532835,1,14,TEAM04,0.121
CMP003680,CZ00335,Clogged sewage line,drainage,W04,12.876335,77.46214,5,738,TEAM03,0.668
CMP003681,CZ06666,Sewage water overflow,water_leak,W10,12.933264,77.569115,3,2421,TEAM08,0.584
CMP003682,CZ06966,Flickering street lamp,streetlight,W12,12.871622,77.445656,5,2821,,0.861
CMP003683,CZ07975,Open manhole,drainage,W04,12.876357,77.488852,5,3047,TEAM01,0.882
CMP003684,CZ01302,Overflowing dustbin,garbage,W17,12.846792,77.54,4,1485,TEAM04,0.617
CMP003685,CZ07291,Streetlight not working,streetlight,W03,12.856067,77.47205,2,3468,TEAM06,0.561
CMP003686,CZ07459,Pole light fused,streetlight,W02,12.901639,77.534874,1,543,,0.17
CMP003687,CZ02346,Overflowing dustbin,garbage,W20,12.945215,77.441525,3,2820,TEAM08,0.621
CMP003688,CZ06775,Open manhole,drainage,W09,12.962238,77.535481,4,3362,,0.791
CMP003689,CZ06290,Clogged sewage line,drainage,W06,12.860828,77.491723,5,1180,TEAM02,0.709
CMP003690,CZ03417,Flickering street lamp,streetlight,W11,12.835369,77.471796,2,1885,TEAM09,0.415
CMP003691,CZ07384,Street garbage pile,garbage,W09,12.894399,77.563072,1,836,TEAM09,0.197
CMP003692,CZ06533,Broken road surface,pothole,W09,12.856343,77.553252,5,3034,TEAM02,0.881
CMP003693,CZ04208,Pole light fused,streetlight,W15,12.862322,77.478416,5,4161,TEAM03,0.985
CMP003694,CZ04774,Garbage not collected,garbage,W05,12.958219,77.443976,4,3790,TEAM08,0.831
CMP003695,CZ01361,Overflowing dustbin,garbage,W09,12.910223,77.558811,5,2901,TEAM03,0.869
CMP003696,CZ04370,Deep pothole near junction,pothole,W19,12.852944,77.430091,4,3980,TEAM03,0.849
CMP003697,CZ05308,Dark road no lights,streetlight,W16,12.86426,77.473529,2,1385,TEAM06,0.368
CMP003698,CZ01228,Water leakage on road,water_leak,W05,12.970258,77.56988,4,804,TEAM01,0.554
CMP003699,CZ03830,Pole light fused,streetlight,W02,12.929421,77.536143,5,424,TEAM05,0.639
CMP003700,CZ02095,Pole light fused,streetlight,W08,12.928205,77.462956,5,4236,TEAM07,0.992
CMP003701,CZ04336,Broken road surface,pothole,W18,12.946654,77.551922,1,2078,TEAM04,0.312
CMP003702,CZ01643,Street garbage pile,garbage,W19,12.870645,77.534434,4,3312,TEAM01,0.787
CMP003703,CZ07516,Water supply leak,water_leak,W15,12.855803,77.439928,1,1124,,0.224
CMP003704,CZ07216,Street garbage pile,garbage,W20,12.83357,77.559924,3,736,,0.428
CMP003705,CZ02779,Water supply leak,water_leak,W15,12.979045,77.495883,5,1525,TEAM07,0.741
CMP003706,CZ05055,Overflowing dustbin,garbage,W18,12.945473,77.486598,3,1028,TEAM08,0.455
CMP003707,CZ00704,Dark road no lights,streetlight,W13,12.923171,77.44004,1,4186,,0.508
CMP003708,CZ03535,Street garbage pile,garbage,W10,12.880977,77.521645,5,886,TEAM09,0.682
CMP003709,CZ06547,Pipe burst near house,water_leak,W14,12.958805,77.445451,3,1088,TEAM06,0.461
CMP003710,CZ07820,Blocked drain,drainage,W01,12.890645,77.512718,3,2833,TEAM02,0.622
CMP003711,CZ02096,Overflowing dustbin,garbage,W02,12.862229,77.507037,4,1894,TEAM10,0.655
CMP003712,CZ05186,Pipe burst near house,water_leak,W05,12.878584,77.540429,2,1749,TEAM02,0.402
CMP003713,CZ03690,Flickering street lamp,streetlight,W16,12.897278,77.539544,2,2018,TEAM01,0.427
CMP003714,CZ07576,Drainage overflowing,drainage,W09,12.914228,77.530711,3,1377,TEAM02,0.487
CMP003715,CZ07440,Overflowing dustbin,garbage,W16,12.83994,77.4979,5,4085,,0.978
CMP003716,CZ04028,Open manhole,drainage,W10,12.894023,77.559907,3,2797,TEAM09,0.619
CMP003717,CZ05801,Open manhole,drainage,W01,12.824915,77.546134,5,1990,TEAM09,0.784
CMP003718,CZ01508,Streetlight not working,streetlight,W09,12.894646,77.511328,1,3074,TEAM06,0.405
CMP003719,CZ06369,Water supply leak,water_leak,W08,12.903498,77.551867,3,672,TEAM06,0.422
CMP003720,CZ06807,Water supply leak,water_leak,W06,12.914648,77.440316,4,69,TEAM06,0.486
CMP003721,CZ06465,Blocked drain,drainage,W04,12.954364,77.560784,3,2724,TEAM08,0.612
CMP003722,CZ00438,Garbage not collected,garbage,W07,12.8868,77.511714,3,1269,TEAM04,0.477
CMP003723,CZ01774,Open manhole,drainage,W15,12.915183,77.473631,4,4224,TEAM02,0.871
CMP003724,CZ05464,Overflowing dustbin,garbage,W01,12.883923,77.483108,3,2418,TEAM08,0.584
CMP003725,CZ06132,Garbage not collected,garbage,W12,12.857199,77.563581,1,3636,TEAM09,0.457
CMP003726,CZ04493,Flickering street lamp,streetlight,W18,12.834166,77.571343,4,3385,TEAM08,0.793
CMP003727,CZ04086,Water supply leak,water_leak,W20,12.944469,77.490602,4,1807,TEAM09,0.647
CMP003728,CZ05395,Open manhole,drainage,W20,12.912063,77.515705,2,1549,TEAM08,0.383
CMP003729,CZ04122,Pipe burst near house,water_leak,W16,12.893676,77.572256,3,1179,TEAM05,0.469
CMP003730,CZ00953,Deep pothole near junction,pothole,W04,12.924143,77.514876,2,2061,TEAM04,0.431
CMP003731,CZ06136,Street garbage pile,garbage,W02,12.927343,77.544871,2,1315,TEAM05,0.362
CMP003732,CZ00295,Dark road no lights,streetlight,W04,12.903645,77.544721,2,1395,TEAM08,0.369
CMP003733,CZ00581,Pole light fused,streetlight,W04,12.979201,77.4409,1,3749,TEAM05,0.467
CMP003734,CZ07652,Overflowing dustbin,garbage,W10,12.841591,77.545426,3,3570,TEAM07,0.691
CMP003735,CZ04390,Flickering street lamp,streetlight,W05,12.925224,77.50034,1,3118,TEAM02,0.409
CMP003736,CZ07124,Open manhole,drainage,W09,12.907842,77.566604,5,2900,TEAM01,0.869
CMP003737,CZ03861,Garbage not collected,garbage,W05,12.880375,77.470351,2,2319,,0.455
CMP003738,CZ03167,Garbage not collected,garbage,W04,12.853953,77.441375,1,2713,TEAM04,0.371
CMP003739,CZ03911,Street garbage pile,garbage,W14,12.835826,77.449274,2,2617,,0.482
CMP003740,CZ03334,Big pothole on road,pothole,W10,12.965035,77.557595,5,629,TEAM05,0.658
CMP003741,CZ04667,Garbage not collected,garbage,W02,12.913231,77.438032,4,2613,,0.722
CMP003742,CZ01378,Blocked drain,drainage,W12,12.894174,77.578415,3,4092,TEAM01,0.739
CMP003743,CZ02478,Dark road no lights,streetlight,W18,12.875333,77.486789,2,1082,TEAM06,0.34
CMP003744,CZ07081,Smell from waste,garbage,W19,12.934634,77.50712,3,1990,TEAM04,0.544
CMP003745,CZ05230,Deep pothole near junction,pothole,W16,12.8312,77.420569,5,3107,TEAM05,0.888
CMP003746,CZ02954,Street garbage pile,garbage,W10,12.915873,77.506148,3,711,TEAM02,0.426
CMP003747,CZ00983,Water leakage on road,water_leak,W10,12.887443,77.510884,3,1397,TEAM10,0.489
CMP003748,CZ03867,Flickering street lamp,streetlight,W13,12.91315,77.426131,3,2200,TEAM07,0.564
CMP003749,CZ06217,Blocked drain,drainage,W02,12.835588,77.451123,5,2809,TEAM08,0.86
CMP003750,CZ07870,Flickering street lamp,streetlight,W11,12.945298,77.470595,4,239,TEAM02,0.502
CMP003751,CZ05073,Broken road surface,pothole,W03,12.856154,77.463499,4,3689,TEAM04,0.822
CMP003752,CZ07687,Overflowing dustbin,garbage,W11,12.836931,77.460907,1,847,,0.198
CMP003753,CZ05956,Pipe burst near house,water_leak,W12,12.899341,77.453887,5,1616,TEAM06,0.75
CMP003754,CZ05913,Garbage not collected,garbage,W06,12.964294,77.568568,4,3816,TEAM10,0.833
CMP003755,CZ04666,Dark road no lights,streetlight,W09,12.831385,77.549691,1,3139,TEAM06,0.411
CMP003756,CZ06739,Pipe burst near house,water_leak,W06,12.97186,77.538639,1,3015,TEAM02,0.399
CMP003757,CZ03668,Open manhole,drainage,W14,12.894818,77.490555,3,3,TEAM03,0.36
CMP003758,CZ00847,Garbage not collected,garbage,W14,12.835234,77.432844,3,1231,TEAM04,0.474
CMP003759,CZ04502,Sewage water overflow,water_leak,W18,12.879042,77.550217,4,253,TEAM05,0.503
CMP003760,CZ03607,Sewage water overflow,water_leak,W19,12.828657,77.534332,4,4023,TEAM03,0.853
CMP003761,CZ03971,Blocked drain,drainage,W08,12.838006,77.425086,3,3174,TEAM08,0.654
CMP003762,CZ06763,Smell from waste,garbage,W01,12.829472,77.534049,1,1150,TEAM05,0.226
CMP003763,CZ01633,Drainage overflowing,drainage,W05,12.955319,77.445686,1,1174,TEAM10,0.229
CMP003764,CZ02774,Pole light fused,streetlight,W09,12.93319,77.563603,1,2498,,0.351
CMP003765,CZ06070,Big pothole on road,pothole,W14,12.947856,77.479609,5,4277,TEAM04,0.996
CMP003766,CZ07624,Pipe burst near house,water_leak,W05,12.890692,77.559421,5,2817,TEAM07,0.861
CMP003767,CZ05205,Water supply leak,water_leak,W18,12.900388,77.461696,1,4203,TEAM02,0.509
CMP003768,CZ06804,Flickering street lamp,streetlight,W07,12.899067,77.556212,3,8,TEAM10,0.361
CMP003769,CZ02013,Clogged sewage line,drainage,W09,12.950146,77.472257,4,2828,TEAM08,0.742
CMP003770,CZ02482,Damaged road patch,pothole,W18,12.9299,77.426074,5,3065,TEAM04,0.884
CMP003771,CZ04262,Damaged road patch,pothole,W07,12.851153,77.435733,1,1830,TEAM01,0.289
CMP003772,CZ05047,Garbage not collected,garbage,W14,12.846449,77.468446,3,3750,TEAM05,0.707
CMP003773,CZ02186,Deep pothole near junction,pothole,W18,12.835893,77.511918,3,2609,TEAM06,0.602
CMP003774,CZ00995,Dark road no lights,streetlight,W05,12.888248,77.524371,5,1506,TEAM02,0.739
CMP003775,CZ04883,Pole light fused,streetlight,W14,12.834151,77.523839,5,4276,TEAM09,0.996
CMP003776,CZ06153,Clogged sewage line,drainage,W15,12.891147,77.521085,2,3318,TEAM08,0.547
CMP003777,CZ07396,Smell from waste,garbage,W06,12.841745,77.4445,3,2970,TEAM08,0.635
CMP003778,CZ06690,Big pothole on road,pothole,W06,12.925755,77.524837,4,2372,TEAM10,0.7
CMP003779,CZ03089,Water supply leak,water_leak,W14,12.919317,77.452104,5,3539,TEAM05,0.928
CMP003780,CZ00129,Blocked drain,drainage,W02,12.883892,77.469294,4,3170,TEAM09,0.774
CMP003781,CZ04635,Water leakage on road,water_leak,W20,12.971605,77.478942,3,50,TEAM08,0.365
CMP003782,CZ05147,Overflowing dustbin,garbage,W09,12.894397,77.459927,2,753,TEAM07,0.31
CMP003783,CZ06138,Broken road surface,pothole,W07,12.861465,77.488162,3,1462,TEAM03,0.495
CMP003784,CZ05083,Blocked drain,drainage,W18,12.918993,77.451079,2,380,TEAM06,0.275
CMP003785,CZ01741,Pole light fused,streetlight,W08,12.843005,77.472373,2,176,TEAM07,0.256
CMP003786,CZ07844,Water leakage on road,water_leak,W03,12.839488,77.507912,1,3588,TEAM03,0.452
CMP003787,CZ01257,Pipe burst near house,water_leak,W12,12.826407,77.44781,1,410,TEAM01,0.158
CMP003788,CZ02312,Flickering street lamp,streetlight,W08,12.929181,77.431477,1,3137,TEAM02,0.41
CMP003789,CZ00497,Overflowing dustbin,garbage,W14,12.945599,77.57485,3,2982,TEAM07,0.636
CMP003790,CZ07495,Big pothole on road,pothole,W20,12.950374,77.447422,1,2310,TEAM08,0.334
CMP003791,CZ00554,Pipe burst near house,water_leak,W07,12.844094,77.539243,3,4120,TEAM01,0.741
CMP003792,CZ04681,Open manhole,drainage,W07,12.96104,77.546081,1,3876,TEAM01,0.479
CMP003793,CZ03614,Overflowing dustbin,garbage,W02,12.960125,77.428424,1,263,TEAM06,0.144
CMP003794,CZ00962,Streetlight not working,streetlight,W20,12.824074,77.42583,4,2437,,0.706
CMP003795,CZ07314,Water leakage on road,water_leak,W03,12.869882,77.569227,1,3846,TEAM07,0.476
CMP003796,CZ03772,Sewage water overflow,water_leak,W14,12.917091,77.513929,4,3677,TEAM08,0.82
CMP003797,CZ05634,Open manhole,drainage,W15,12.845625,77.576854,2,2118,TEAM04,0.436
CMP003798,CZ00494,Big pothole on road,pothole,W20,12.876785,77.465531,5,3295,TEAM07,0.905
CMP003799,CZ03755,Pole light fused,streetlight,W07,12.956426,77.466722,2,3379,TEAM04,0.553
CMP003800,CZ01333,Blocked drain,drainage,W10,12.868704,77.477513,1,1640,TEAM03,0.272
CMP003801,CZ01333,Pipe burst near house,water_leak,W12,12.902025,77.421661,2,2207,TEAM02,0.444
CMP003802,CZ03975,Smell from waste,garbage,W20,12.96523,77.46589,2,2222,,0.446
CMP003803,CZ05841,Open manhole,drainage,W13,12.887205,77.479884,4,713,TEAM06,0.546
CMP003804,CZ06805,Smell from waste,garbage,W16,12.92904,77.448261,5,4181,,0.987
CMP003805,CZ05211,Sewage water overflow,water_leak,W12,12.920983,77.517405,5,294,TEAM01,0.627
CMP003806,CZ04119,Water supply leak,water_leak,W06,12.849798,77.42237,2,4040,TEAM03,0.614
CMP003807,CZ05678,Street garbage pile,garbage,W03,12.833566,77.440675,3,3071,TEAM05,0.644
CMP003808,CZ03513,Open manhole,drainage,W20,12.967895,77.439092,4,2099,TEAM01,0.674
CMP003809,CZ00683,Flickering street lamp,streetlight,W01,12.87942,77.498661,5,1423,TEAM02,0.732
CMP003810,CZ04548,Broken road surface,pothole,W09,12.958195,77.475983,5,242,TEAM01,0.622
CMP003811,CZ01587,Pole light fused,streetlight,W04,12.905107,77.421695,5,2750,TEAM10,0.855
CMP003812,CZ05055,Damaged road patch,pothole,W14,12.880775,77.476107,3,2760,TEAM10,0.616
CMP003813,CZ04416,Big pothole on road,pothole,W08,12.937758,77.445003,5,3050,TEAM07,0.882
CMP003814,CZ03253,Big pothole on road,pothole,W05,12.938455,77.493345,2,2292,,0.452
CMP003815,CZ05446,Dark road no lights,streetlight,W01,12.94483,77.441718,1,3381,TEAM06,0.433
CMP003816,CZ07636,Blocked drain,drainage,W08,12.894621,77.422857,1,3982,TEAM07,0.489
CMP003817,CZ05491,Water leakage on road,water_leak,W14,12.887571,77.523595,3,892,,0.443
CMP003818,CZ06555,Big pothole on road,pothole,W05,12.838078,77.468121,5,284,TEAM09,0.626
CMP003819,CZ07193,Pipe burst near house,water_leak,W03,12.926587,77.551632,3,514,TEAM06,0.408
CMP003820,CZ04209,Broken road surface,pothole,W02,12.84219,77.566752,5,3077,TEAM06,0.885
CMP003821,CZ04519,Broken road surface,pothole,W09,12.896646,77.477064,4,1479,TEAM04,0.617
CMP003822,CZ00142,Blocked drain,drainage,W05,12.848137,77.532393,1,1272,TEAM08,0.238
CMP003823,CZ05614,Street garbage pile,garbage,W09,12.979926,77.541803,2,4175,TEAM03,0.627
CMP003824,CZ00120,Water leakage on road,water_leak,W10,12.851826,77.428432,2,122,TEAM05,0.251
CMP003825,CZ06357,Dark road no lights,streetlight,W17,12.977799,77.56368,5,3192,TEAM02,0.896
CMP003826,CZ02940,Dark road no lights,streetlight,W06,12.869163,77.511395,1,1727,TEAM01,0.28
CMP003827,CZ03246,Water leakage on road,water_leak,W04,12.960682,77.461975,4,3664,TEAM07,0.819
CMP003828,CZ02548,Sewage water overflow,water_leak,W14,12.83825,77.537164,1,33,TEAM04,0.123
CMP003829,CZ03171,Damaged road patch,pothole,W13,12.869532,77.540435,3,535,TEAM02,0.41
CMP003830,CZ06756,Water supply leak,water_leak,W01,12.969893,77.461261,5,475,TEAM09,0.644
CMP003831,CZ02414,Pipe burst near house,water_leak,W11,12.877439,77.532607,4,1677,TEAM01,0.635
CMP003832,CZ03803,Street garbage pile,garbage,W18,12.828193,77.553512,1,891,TEAM09,0.203
CMP003833,CZ04186,Garbage not collected,garbage,W07,12.895429,77.524329,5,197,TEAM10,0.618
CMP003834,CZ05574,Clogged sewage line,drainage,W14,12.830581,77.500017,3,3283,TEAM07,0.664
CMP003835,CZ06376,Blocked drain,drainage,W07,12.939207,77.423614,2,3658,TEAM07,0.579
CMP003836,CZ03737,Flickering street lamp,streetlight,W10,12.856116,77.455387,3,1802,TEAM10,0.527
CMP003837,CZ07420,Drainage overflowing,drainage,W10,12.893293,77.573458,1,3210,TEAM06,0.417
CMP003838,CZ06315,Dark road no lights,streetlight,W20,12.961301,77.539972,5,1792,TEAM09,0.766
CMP003839,CZ01352,Big pothole on road,pothole,W17,12.963364,77.493083,1,381,TEAM05,0.155
CMP003840,CZ02002,Broken road surface,pothole,W14,12.843053,77.498086,4,1520,TEAM07,0.621
CMP003841,CZ00048,Broken road surface,pothole,W15,12.939999,77.550866,3,644,TEAM04,0.42
CMP003842,CZ00384,Pipe burst near house,water_leak,W01,12.88933,77.568883,1,2153,,0.319
CMP003843,CZ03724,Garbage not collected,garbage,W17,12.836767,77.4798,3,3229,,0.659
CMP003844,CZ04072,Damaged road patch,pothole,W05,12.919985,77.527724,1,3538,TEAM07,0.448
CMP003845,CZ03717,Smell from waste,garbage,W13,12.959877,77.47484,3,1516,TEAM10,0.5
CMP003846,CZ00536,Dark road no lights,streetlight,W08,12.959452,77.521005,2,2842,TEAM06,0.503
CMP003847,CZ02661,Pipe burst near house,water_leak,W19,12.856561,77.50183,1,2203,TEAM03,0.324
CMP003848,CZ07935,Streetlight not working,streetlight,W15,12.954502,77.549555,4,537,TEAM04,0.53
CMP003849,CZ00825,Dark road no lights,streetlight,W11,12.899097,77.450273,1,3142,TEAM09,0.411
CMP003850,CZ00652,Damaged road patch,pothole,W19,12.921658,77.547039,3,4106,TEAM03,0.74
CMP003851,CZ05484,Streetlight not working,streetlight,W01,12.937086,77.554164,1,3306,TEAM09,0.426
CMP003852,CZ06428,Damaged road patch,pothole,W07,12.873304,77.491061,1,2476,TEAM08,0.349
CMP003853,CZ03039,Sewage water overflow,water_leak,W20,12.861474,77.45007,2,1353,,0.365
CMP003854,CZ03728,Big pothole on road,pothole,W09,12.97045,77.545095,4,1797,TEAM04,0.646
CMP003855,CZ02026,Garbage not collected,garbage,W11,12.903912,77.451903,4,2864,TEAM02,0.745
CMP003856,CZ00962,Garbage not collected,garbage,W13,12.881355,77.496484,5,3128,TEAM04,0.89
CMP003857,CZ05531,Blocked drain,drainage,W06,12.958818,77.463649,5,3129,TEAM08,0.89
CMP003858,CZ00672,Sewage water overflow,water_leak,W16,12.866059,77.446974,1,3389,TEAM07,0.434
CMP003859,CZ01491,Sewage water overflow,water_leak,W17,12.834848,77.441106,3,2385,TEAM03,0.581
CMP003860,CZ01670,Clogged sewage line,drainage,W13,12.952554,77.468005,1,1839,TEAM09,0.29
CMP003861,CZ05085,Damaged road patch,pothole,W15,12.881931,77.547617,2,3287,TEAM08,0.544
CMP003862,CZ01549,Flickering street lamp,streetlight,W12,12.874876,77.510373,4,3255,TEAM08,0.781
CMP003863,CZ00127,Dark road no lights,streetlight,W10,12.88621,77.482608,3,3340,,0.669
CMP003864,CZ03942,Deep pothole near junction,pothole,W12,12.967738,77.459738,3,2046,TEAM07,0.549
CMP003865,CZ06672,Damaged road patch,pothole,W20,12.937354,77.459482,1,2313,TEAM05,0.334
CMP003866,CZ07987,Garbage not collected,garbage,W01,12.841191,77.478926,5,3155,TEAM01,0.892
CMP003867,CZ04714,Open manhole,drainage,W02,12.878087,77.546092,2,413,TEAM10,0.278
CMP003868,CZ02771,Overflowing dustbin,garbage,W12,12.903008,77.559044,3,959,TEAM06,0.449
CMP003869,CZ02355,Blocked drain,drainage,W08,12.974786,77.525303,1,1441,TEAM04,0.253
CMP003870,CZ01141,Smell from waste,garbage,W02,12.827945,77.551225,1,1123,TEAM05,0.224
CMP003871,CZ03904,Flickering street lamp,streetlight,W10,12.865386,77.550719,4,834,TEAM01,0.557
CMP003872,CZ00264,Flickering street lamp,streetlight,W19,12.856026,77.440752,2,2575,TEAM02,0.478
CMP003873,CZ06297,Dark road no lights,streetlight,W12,12.857376,77.478201,2,859,TEAM02,0.32
CMP003874,CZ06893,Water supply leak,water_leak,W10,12.914814,77.461903,1,874,TEAM02,0.201
CMP003875,CZ01857,Damaged road patch,pothole,W03,12.893957,77.481056,3,2237,TEAM06,0.567
CMP003876,CZ06463,Water supply leak,water_leak,W06,12.834159,77.453543,3,3128,TEAM04,0.65
