order_id,customer_id,area_code,order_time_min,promised_time_min,prep_time_min,penalty_score,order_value,rider_id_assigned,status
ORD05876,CUST0796,NODE_25,29,58,32,1.97,390,RID0007,OUT_FOR_DELIVERY
ORD05877,CUST1098,NODE_24,255,302,25,1.94,211,-1,PENDING
ORD05878,CUST1190,NODE_30,1136,1166,25,0.61,787,RID0022,PENDING
ORD05879,CUST0442,NODE_06,392,421,19,1.21,693,RID0013,PENDING
ORD05880,CUST0500,NODE_26,602,632,31,1.43,191,-1,DELIVERED
ORD05881,CUST0621,NODE_08,1192,1218,26,1.06,537,RID0022,CANCELLED
ORD05882,CUST1807,NODE_12,80,117,16,1.24,729,RID0023,CANCELLED
ORD05883,CUST0016,NODE_19,114,148,12,1.28,897,-1,OUT_FOR_DELIVERY
ORD05884,CUST1944,NODE_23,33,75,12,0.96,686,-1,OUT_FOR_DELIVERY
ORD05885,CUST0713,NODE_04,868,897,31,0.61,691,RID0020,PENDING
ORD05886,CUST0683,NODE_05,980,1022,31,1.16,286,-1,DELIVERED
ORD05887,CUST0967,NODE_02,53,89,16,1.66,409,-1,DELIVERED
ORD05888,CUST1667,NODE_29,149,188,16,1.33,535,-1,CANCELLED
ORD05889,CUST1365,NODE_10,56,103,14,0.9,364,-1,CANCELLED
ORD05890,CUST0662,NODE_24,765,810,18,1.76,861,RID0025,CANCELLED
ORD05891,CUST0121,NODE_19,1102,1152,23,0.94,741,RID0012,DELIVERED
ORD05892,CUST0505,NODE_04,234,265,29,1.14,739,RID0026,PENDING
ORD05893,CUST1919,NODE_07,1318,1363,25,1.96,429,RID0029,COOKING
ORD05894,CUST0295,NODE_26,435,484,31,1.41,293,RID0001,PENDING
ORD05895,CUST0713,NODE_17,741,770,28,1.91,764,RID0015,DELIVERED
ORD05896,CUST1421,NODE_17,787,832,22,1.22,154,RID0006,DELIVERED
ORD05897,CUST1170,NODE_21,65,90,15,1.71,451,-1,COOKING
ORD05898,CUST0270,NODE_06,579,614,23,1.83,816,RID0010,OUT_FOR_DELIVERY
ORD05899,CUST0366,NODE_18,1279,1328,33,1.03,532,-1,OUT_FOR_DELIVERY
ORD05900,CUST0213,NODE_02,500,541,19,1.24,162,-1,OUT_FOR_DELIVERY
ORD05901,CUST0916,NODE_25,458,498,25,1.45,592,-1,DELIVERED
ORD05902,CUST1454,NODE_26,463,512,16,1.66,200,RID0002,OUT_FOR_DELIVERY
ORD05903,CUST1945,NODE_12,1152,1187,20,1.08,865,RID0016,DELIVERED
ORD05904,CUST0616,NODE_12,745,779,27,1.2,336,-1,OUT_FOR_DELIVERY
ORD05905,CUST0226,NODE_11,488,531,25,0.91,369,-1,COOKING
ORD05906,CUST1660,NODE_29,324,369,17,0.52,454,-1,DELIVERED
ORD05907,CUST0559,NODE_28,361,411,22,1.31,352,-1,DELIVERED
ORD05908,CUST0343,NODE_11,573,618,16,0.79,711,RID0030,OUT_FOR_DELIVERY
ORD05909,CUST0671,NODE_12,975,1005,29,1.41,817,RID0029,CANCELLED
ORD05910,CUST0706,NODE_15,1058,1089,20,1.53,771,-1,OUT_FOR_DELIVERY
ORD05911,CUST0516,NODE_16,546,590,17,1.26,582,RID0025,PENDING
ORD05912,CUST0900,NODE_04,690,727,16,0.99,452,RID0011,OUT_FOR_DELIVERY
ORD05913,CUST1360,NODE_15,740,776,16,0.59,317,RID0027,DELIVERED
ORD05914,CUST0807,NODE_18,756,786,35,0.52,396,RID0022,COOKING
ORD05915,CUST0414,NODE_29,217,257,29,0.59,792,-1,COOKING
ORD05916,CUST0812,NODE_01,111,153,16,1.18,543,-1,DELIVERED
ORD05917,CUST1118,NODE_02,1139,1187,33,0.61,425,RID0009,COOKING
ORD05918,CUST0945,NODE_30,159,205,15,0.74,696,-1,PENDING
ORD05919,CUST0552,NODE_29,69,112,15,1.08,283,-1,CANCELLED
ORD05920,CUST1625,NODE_16,167,197,31,0.89,537,-1,COOKING
ORD05921,CUST0394,NODE_04,848,880,25,0.56,563,-1,COOKING
ORD05922,CUST0409,NODE_29,741,790,23,1.58,357,RID0025,COOKING
ORD05923,CUST0775,NODE_12,796,841,35,1.29,725,-1,OUT_FOR_DELIVERY
ORD05924,CUST1041,NODE_26,341,384,29,1.33,281,RID0027,PENDING
ORD05925,CUST1110,NODE_11,329,360,18,0.85,628,-1,DELIVERED
ORD05926,CUST0007,NODE_02,819,844,24,0.87,617,RID0021,OUT_FOR_DELIVERY
ORD05927,CUST0293,NODE_14,247,294,22,0.93,386,RID0006,OUT_FOR_DELIVERY
ORD05928,CUST0663,NODE_29,1341,1388,13,1.34,179,-1,CANCELLED
ORD05929,CUST0541,NODE_09,1113,1162,32,1.47,531,RID0026,PENDING
ORD05930,CUST1286,NODE_12,570,606,26,1.99,520,RID0007,PENDING
ORD05931,CUST1503,NODE_08,166,197,16,1.17,879,RID0017,PENDING
ORD05932,CUST1196,NODE_05,174,211,23,1.12,717,RID0017,DELIVERED
ORD05933,CUST0155,NODE_02,1183,1212,35,1.87,712,RID0017,COOKING
ORD05934,CUST1781,NODE_18,643,668,30,1.33,615,RID0014,DELIVERED
ORD05935,CUST1235,NODE_12,1012,1059,20,1.39,858,RID0028,DELIVERED
ORD05936,CUST1205,NODE_07,1228,1258,31,1.72,415,-1,OUT_FOR_DELIVERY
ORD05937,CUST0455,NODE_14,559,590,28,1.05,815,RID0015,PENDING
ORD05938,CUST0664,NODE_30,933,968,15,1.97,642,-1,CANCELLED
ORD05939,CUST1448,NODE_18,43,79,33,1.23,228,RID0002,DELIVERED
ORD05940,CUST1256,NODE_11,576,611,21,1.07,786,-1,CANCELLED
ORD05941,CUST1119,NODE_06,640,671,31,1.11,900,-1,DELIVERED
ORD05942,CUST1261,NODE_25,532,572,33,0.66,760,RID0007,CANCELLED
ORD05943,CUST1610,NODE_15,978,1015,25,1.46,332,-1,PENDING
ORD05944,CUST1724,NODE_10,418,468,30,0.63,291,RID0004,CANCELLED
ORD05945,CUST0036,NODE_13,947,989,20,1.09,788,-1,OUT_FOR_DELIVERY
ORD05946,CUST0765,NODE_24,896,943,28,1.37,206,RID0026,CANCELLED
ORD05947,CUST0066,NODE_13,403,436,18,0.65,166,-1,PENDING
ORD05948,CUST1966,NODE_16,27,60,13,1.13,747,RID0015,OUT_FOR_DELIVERY
ORD05949,CUST1571,NODE_06,997,1025,17,0.72,720,RID0030,DELIVERED
ORD05950,CUST1009,NODE_21,24,61,26,0.51,174,RID0010,PENDING
ORD05951,CUST1190,NODE_28,893,926,33,0.96,849,-1,CANCELLED
ORD05952,CUST0486,NODE_24,974,1003,26,0.61,724,RID0003,DELIVERED
ORD05953,CUST1982,NODE_10,568,599,34,0.8,706,-1,DELIVERED
ORD05954,CUST1021,NODE_19,294,341,12,0.87,572,RID0024,PENDING
ORD05955,CUST1945,NODE_20,800,848,33,1.19,493,-1,COOKING
ORD05956,CUST0067,NODE_26,172,212,17,0.59,505,-1,PENDING
ORD05957,CUST1644,NODE_21,927,970,12,0.65,525,RID0027,CANCELLED
ORD05958,CUST0887,NODE_24,1308,1357,26,1.26,370,RID0018,CANCELLED
ORD05959,CUST0749,NODE_24,728,764,17,1.07,548,-1,OUT_FOR_DELIVERY
ORD05960,CUST1879,NODE_09,499,546,19,1.7,287,RID0002,CANCELLED
ORD05961,CUST1779,NODE_29,972,1013,15,1.81,172,-1,PENDING
ORD05962,CUST1244,NODE_15,1006,1052,21,1.25,464,-1,DELIVERED
ORD05963,CUST0876,NODE_22,309,357,28,1.5,198,RID0001,OUT_FOR_DELIVERY
ORD05964,CUST1167,NODE_26,517,562,32,1.38,214,RID0026,PENDING
ORD05965,CUST1249,NODE_10,555,582,14,1.57,313,-1,DELIVERED
ORD05966,CUST0742,NODE_10,224,261,21,1.13,807,RID0028,OUT_FOR_DELIVERY
ORD05967,CUST0899,NODE_23,49,99,20,1.02,850,-1,OUT_FOR_DELIVERY
ORD05968,CUST1262,NODE_10,203,231,24,1.39,795,-1,DELIVERED
ORD05969,CUST1580,NODE_08,521,558,19,1.37,646,RID0001,DELIVERED
ORD05970,CUST1894,NODE_24,781,814,12,0.72,293,RID0015,OUT_FOR_DELIVERY
ORD05971,CUST0504,NODE_12,1008,1044,17,0.8,880,RID0023,PENDING
ORD05972,CUST0393,NODE_05,1180,1227,14,0.54,856,RID0025,COOKING
ORD05973,CUST0569,NODE_05,1069,1100,20,0.57,293,RID0005,CANCELLED
ORD05974,CUST1292,NODE_06,857,901,25,1.6,567,RID0027,CANCELLED
ORD05975,CUST0885,NODE_29,339,371,15,0.7,888,RID0006,CANCELLED
ORD05976,CUST0196,NODE_28,438,468,22,1.75,310,-1,PENDING
ORD05977,CUST0465,NODE_06,60,97,20,1.09,677,RID0014,PENDING
ORD05978,CUST1963,NODE_03,1025,1058,23,1.66,657,-1,OUT_FOR_DELIVERY
ORD05979,CUST1807,NODE_10,86,118,13,1.61,178,RID0007,OUT_FOR_DELIVERY
ORD05980,CUST0280,NODE_06,23,62,23,1.66,316,RID0024,DELIVERED
ORD05981,CUST0574,NODE_07,834,874,20,1.01,585,RID0006,PENDING
ORD05982,CUST1576,NODE_19,109,148,24,1.02,300,RID0003,CANCELLED
ORD05983,CUST1697,NODE_05,950,984,19,0.89,840,RID0016,DELIVERED
ORD05984,CUST0093,NODE_13,519,547,18,0.55,264,RID0007,CANCELLED
ORD05985,CUST1595,NODE_16,1236,1283,15,1.03,758,-1,DELIVERED
ORD05986,CUST0652,NODE_26,432,467,30,1.1,469,RID0030,OUT_FOR_DELIVERY
ORD05987,CUST0508,NODE_16,40,78,21,0.91,314,RID0011,CANCELLED
ORD05988,CUST1294,NODE_08,759,804,27,1.83,359,RID0016,DELIVERED
ORD05989,CUST1009,NODE_12,800,847,27,1.95,870,RID0004,COOKING
ORD05990,CUST0581,NODE_13,43,88,31,1.75,294,-1,DELIVERED
ORD05991,CUST0623,NODE_11,1112,1138,31,1.67,558,-1,OUT_FOR_DELIVERY
ORD05992,CUST0759,NODE_18,760,804,12,1.12,806,RID0009,OUT_FOR_DELIVERY
ORD05993,CUST0573,NODE_23,620,650,22,1.75,666,RID0010,COOKING
ORD05994,CUST1945,NODE_21,1023,1049,26,0.61,391,RID0021,DELIVERED
ORD05995,CUST1152,NODE_25,1118,1154,15,1.36,651,RID0002,OUT_FOR_DELIVERY
ORD05996,CUST0822,NODE_22,1297,1322,31,1.19,264,RID0023,OUT_FOR_DELIVERY
ORD05997,CUST0066,NODE_22,893,919,22,0.62,439,-1,COOKING
ORD05998,CUST0049,NODE_29,979,1009,33,1.1,253,RID0009,OUT_FOR_DELIVERY
ORD05999,CUST0154,NODE_25,1266,1313,21,1.91,821,-1,OUT_FOR_DELIVERY
ORD06000,CUST1058,NODE_15,1215,1265,22,1.94,810,-1,PENDING
ORD06001,CUST0954,NODE_24,745,783,13,2.0,487,-1,OUT_FOR_DELIVERY
ORD06002,CUST0822,NODE_11,1067,1102,15,1.89,683,-1,CANCELLED
ORD06003,CUST1114,NODE_01,1257,1283,31,1.48,685,-1,OUT_FOR_DELIVERY
ORD06004,CUST1635,NODE_19,244,286,24,0.92,410,RID0004,CANCELLED
ORD06005,CUST1676,NODE_29,532,561,19,1.66,829,-1,OUT_FOR_DELIVERY
ORD06006,CUST0233,NODE_13,1156,1182,26,0.97,478,RID0012,COOKING
ORD06007,CUST0098,NODE_22,294,319,29,1.13,652,RID0017,CANCELLED
ORD06008,CUST1152,NODE_06,301,351,13,1.16,646,-1,DELIVERED
ORD06009,CUST0355,NODE_13,637,678,22,0.61,188,-1,COOKING
ORD06010,CUST1426,NODE_20,795,837,29,1.42,469,-1,COOKING
ORD06011,CUST0059,NODE_12,61,87,30,1.68,379,RID0010,COOKING
ORD06012,CUST1419,NODE_27,289,327,23,0.78,809,RID0028,DELIVERED
ORD06013,CUST1003,NODE_25,412,438,32,1.01,536,-1,DELIVERED
ORD06014,CUST0502,NODE_22,1074,1099,26,1.84,290,RID0007,COOKING
ORD06015,CUST1354,NODE_28,917,949,23,0.82,449,RID0002,CANCELLED
ORD06016,CUST1306,NODE_10,982,1032,16,1.67,676,RID0029,CANCELLED
ORD06017,CUST1483,NODE_08,255,304,20,1.06,420,-1,DELIVERED
ORD06018,CUST1721,NODE_18,945,985,26,0.66,535,-1,DELIVERED
ORD06019,CUST1121,NODE_27,1121,1151,15,1.81,163,RID0009,CANCELLED
ORD06020,CUST0136,NODE_15,1343,1381,23,1.64,604,RID0014,OUT_FOR_DELIVERY
ORD06021,CUST1417,NODE_30,936,964,33,0.52,336,-1,DELIVERED
ORD06022,CUST1271,NODE_30,569,596,33,0.52,218,RID0002,OUT_FOR_DELIVERY
ORD06023,CUST1779,NODE_08,141,189,18,1.35,623,RID0022,CANCELLED
ORD06024,CUST1753,NODE_18,1134,1180,35,1.64,457,-1,CANCELLED
ORD06025,CUST0121,NODE_07,286,325,29,1.18,573,RID0005,OUT_FOR_DELIVERY
ORD06026,CUST0520,NODE_29,1108,1143,14,1.24,732,RID0002,OUT_FOR_DELIVERY
ORD06027,CUST1773,NODE_22,656,693,34,1.37,852,-1,DELIVERED
ORD06028,CUST0119,NODE_15,1070,1115,15,0.74,532,RID0013,DELIVERED
ORD06029,CUST1560,NODE_05,1209,1240,24,1.32,353,RID0007,OUT_FOR_DELIVERY
ORD06030,CUST1112,NODE_12,970,1018,16,1.63,741,RID0011,PENDING
ORD06031,CUST0093,NODE_01,128,153,35,0.7,625,-1,OUT_FOR_DELIVERY
ORD06032,CUST1555,NODE_09,171,219,24,1.35,664,RID0008,COOKING
ORD06033,CUST0674,NODE_14,1120,1159,26,1.14,886,RID0026,OUT_FOR_DELIVERY
ORD06034,CUST0520,NODE_19,515,551,19,1.53,279,RID0006,CANCELLED
ORD06035,CUST1123,NODE_07,1120,1156,34,0.74,436,-1,COOKING
ORD06036,CUST1751,NODE_12,1259,1306,17,1.8,174,-1,COOKING
ORD06037,CUST1206,NODE_23,1300,1331,13,1.32,294,-1,OUT_FOR_DELIVERY
ORD06038,CUST1950,NODE_12,606,653,14,0.81,529,-1,CANCELLED
ORD06039,CUST0352,NODE_08,207,238,32,0.75,749,-1,OUT_FOR_DELIVERY
ORD06040,CUST0178,NODE_19,537,569,33,1.39,830,-1,CANCELLED
ORD06041,CUST0591,NODE_14,543,584,12,1.63,546,RID0013,OUT_FOR_DELIVERY
ORD06042,CUST0156,NODE_20,573,614,31,1.8,408,RID0027,COOKING
ORD06043,CUST0519,NODE_16,1304,1334,31,1.06,701,-1,COOKING
ORD06044,CUST0208,NODE_11,409,458,34,1.76,718,-1,COOKING
ORD06045,CUST1062,NODE_14,1244,1275,18,0.91,226,-1,DELIVERED
ORD06046,CUST0219,NODE_21,1221,1270,29,0.52,166,RID0028,COOKING
ORD06047,CUST0712,NODE_03,691,722,28,1.48,561,RID0001,OUT_FOR_DELIVERY
ORD06048,CUST1815,NODE_25,827,877,33,1.37,651,-1,CANCELLED
ORD06049,CUST1791,NODE_07,668,711,27,0.66,672,-1,COOKING
ORD06050,CUST1137,NODE_14,612,660,32,0.92,630,RID0005,PENDING
ORD06051,CUST0578,NODE_11,171,201,17,0.96,811,RID0020,COOKING
ORD06052,CUST0953,NODE_06,1360,1386,22,1.12,806,-1,OUT_FOR_DELIVERY
ORD06053,CUST1049,NODE_26,556,598,23,1.7,865,RID0016,PENDING
ORD06054,CUST0680,NODE_06,703,744,30,1.97,569,-1,COOKING
ORD06055,CUST0141,NODE_01,130,170,34,0.78,343,-1,OUT_FOR_DELIVERY
ORD06056,CUST0317,NODE_15,656,704,18,1.79,167,RID0020,OUT_FOR_DELIVERY
ORD06057,CUST0449,NODE_05,794,844,14,1.92,831,-1,DELIVERED
ORD06058,CUST1103,NODE_02,563,588,23,1.23,498,RID0020,COOKING
ORD06059,CUST0628,NODE_06,671,698,16,0.92,290,-1,OUT_FOR_DELIVERY
ORD06060,CUST1869,NODE_18,787,837,27,1.19,826,-1,PENDING
ORD06061,CUST0854,NODE_27,25,62,17,1.85,252,-1,PENDING
ORD06062,CUST0812,NODE_12,819,851,20,1.47,424,RID0019,DELIVERED
ORD06063,CUST0177,NODE_24,14,56,23,0.65,760,RID0009,OUT_FOR_DELIVERY
ORD06064,CUST0829,NODE_11,47,84,16,1.34,520,RID0014,COOKING
ORD06065,CUST1757,NODE_22,624,649,25,1.52,327,RID0008,PENDING
ORD06066,CUST1750,NODE_08,1131,1163,21,1.88,803,RID0030,CANCELLED
ORD06067,CUST1374,NODE_09,217,244,34,1.54,887,RID0014,CANCELLED
ORD06068,CUST1646,NODE_16,656,698,21,0.52,184,-1,CANCELLED
ORD06069,CUST1123,NODE_02,1009,1056,26,0.71,717,RID0013,OUT_FOR_DELIVERY
ORD06070,CUST0382,NODE_22,676,707,31,1.27,859,RID0008,OUT_FOR_DELIVERY
ORD06071,CUST1726,NODE_28,142,167,14,0.97,346,RID0011,CANCELLED
ORD06072,CUST0800,NODE_09,197,241,12,0.55,347,RID0017,COOKING
ORD06073,CUST0504,NODE_20,315,355,16,1.56,807,RID0023,OUT_FOR_DELIVERY
ORD06074,CUST1198,NODE_09,471,515,34,0.7,581,RID0017,DELIVERED
ORD06075,CUST1981,NODE_29,784,824,12,1.33,302,RID0013,CANCELLED
ORD06076,CUST1169,NODE_01,1345,1393,16,0.59,535,RID0009,PENDING
ORD06077,CUST1416,NODE_23,676,716,20,1.45,682,RID0025,OUT_FOR_DELIVERY
ORD06078,CUST0766,NODE_04,968,1001,14,1.47,843,-1,PENDING
ORD06079,CUST0772,NODE_28,278,319,25,1.66,319,RID0022,PENDING
ORD06080,CUST0927,NODE_04,334,379,35,1.05,252,-1,DELIVERED
ORD06081,CUST1488,NODE_22,707,754,25,0.88,606,RID0004,CANCELLED
ORD06082,CUST0348,NODE_18,416,453,20,0.58,364,-1,DELIVERED
ORD06083,CUST0132,NODE_22,411,446,30,0.85,432,RID0021,COOKING
ORD06084,CUST0410,NODE_17,36,79,25,1.16,709,RID0002,OUT_FOR_DELIVERY
ORD06085,CUST1000,NODE_07,272,321,28,1.03,517,-1,COOKING
ORD06086,CUST1715,NODE_20,483,529,14,0.57,558,-1,COOKING
ORD06087,CUST1792,NODE_18,413,444,28,1.81,454,-1,CANCELLED
ORD06088,CUST1317,NODE_02,1085,1112,29,1.01,590,-1,CANCELLED
ORD06089,CUST0679,NODE_04,1196,1235,31,1.24,739,-1,OUT_FOR_DELIVERY
ORD06090,CUST0736,NODE_15,1265,1315,17,0.71,801,RID0021,PENDING
ORD06091,CUST1510,NODE_28,1273,1322,19,0.57,206,RID0024,COOKING
ORD06092,CUST1447,NODE_05,974,1000,24,1.49,352,-1,OUT_FOR_DELIVERY
ORD06093,CUST1418,NODE_17,460,506,31,0.66,596,-1,COOKING
ORD06094,CUST1092,NODE_26,512,562,26,1.32,755,RID0022,PENDING
ORD06095,CUST0748,NODE_10,813,863,14,1.3,623,RID0021,CANCELLED
ORD06096,CUST0054,NODE_15,205,255,19,0.72,761,-1,DELIVERED
ORD06097,CUST0456,NODE_06,223,269,34,1.69,558,RID0019,DELIVERED
ORD06098,CUST1866,NODE_05,1097,1123,24,1.96,380,-1,DELIVERED
ORD06099,CUST1199,NODE_08,939,976,24,0.64,382,RID0002,COOKING
ORD06100,CUST1061,NODE_06,763,810,35,0.71,390,RID0026,COOKING
ORD06101,CUST1111,NODE_08,183,209,23,1.63,756,-1,DELIVERED
ORD06102,CUST0542,NODE_02,721,768,23,1.93,155,RID0001,PENDING
ORD06103,CUST1202,NODE_06,686,714,17,2.0,226,RID0023,COOKING
ORD06104,CUST0248,NODE_08,1123,1170,25,1.33,206,RID0007,CANCELLED
ORD06105,CUST1509,NODE_10,856,903,31,0.75,685,-1,COOKING
ORD06106,CUST0186,NODE_25,912,941,17,1.82,285,RID0028,COOKING
ORD06107,CUST1055,NODE_03,827,867,21,1.71,685,RID0008,CANCELLED
ORD06108,CUST0865,NODE_17,1,26,25,1.51,710,RID0013,COOKING
ORD06109,CUST0265,NODE_14,1330,1371,16,1.61,430,-1,OUT_FOR_DELIVERY
ORD06110,CUST0361,NODE_11,1278,1310,34,1.84,807,-1,COOKING
ORD06111,CUST1773,NODE_12,1008,1050,24,0.75,244,RID0011,OUT_FOR_DELIVERY
ORD06112,CUST0242,NODE_11,1216,1260,27,1.08,664,-1,PENDING
ORD06113,CUST0552,NODE_13,346,394,26,1.76,673,RID0001,PENDING
ORD06114,CUST0728,NODE_30,1296,1345,25,1.17,593,RID0026,PENDING
ORD06115,CUST1321,NODE_17,761,808,13,1.51,781,RID0026,CANCELLED
ORD06116,CUST1611,NODE_10,242,271,24,1.93,613,RID0007,DELIVERED
ORD06117,CUST0022,NODE_28,178,208,18,0.87,730,-1,CANCELLED
ORD06118,CUST1669,NODE_02,815,853,32,1.37,356,-1,OUT_FOR_DELIVERY
ORD06119,CUST1918,NODE_29,14,39,25,1.23,831,-1,COOKING
ORD06120,CUST0044,NODE_08,554,594,34,0.52,349,-1,DELIVERED
ORD06121,CUST1665,NODE_09,306,336,14,1.06,545,RID0013,CANCELLED
ORD06122,CUST1781,NODE_18,726,767,28,1.35,398,RID0015,PENDING
ORD06123,CUST1070,NODE_04,1014,1046,20,0.98,291,RID0006,CANCELLED
ORD06124,CUST1078,NODE_19,762,791,13,1.8,807,-1,CANCELLED
ORD06125,CUST0312,NODE_11,410,439,22,1.58,822,RID0002,PENDING
ORD06126,CUST0980,NODE_14,201,233,18,1.07,239,RID0022,CANCELLED
ORD06127,CUST1545,NODE_17,505,545,17,0.59,775,RID0009,CANCELLED
ORD06128,CUST0698,NODE_29,325,354,15,0.72,676,RID0023,OUT_FOR_DELIVERY
ORD06129,CUST1957,NODE_20,1373,1409,26,0.61,585,RID0025,PENDING
ORD06130,CUST1075,NODE_09,1213,1238,22,1.68,860,RID0017,DELIVERED
ORD06131,CUST0061,NODE_15,411,459,15,1.87,848,-1,CANCELLED
ORD06132,CUST1058,NODE_15,53,99,30,1.37,453,-1,COOKING
ORD06133,CUST1741,NODE_12,633,662,26,0.82,472,RID0019,COOKING
ORD06134,CUST1367,NODE_21,195,242,21,1.17,358,RID0019,COOKING
ORD06135,CUST1896,NODE_11,836,877,28,1.1,820,-1,CANCELLED
ORD06136,CUST1584,NODE_12,908,936,19,1.14,457,RID0028,DELIVERED
ORD06137,CUST1895,NODE_29,300,330,12,1.63,565,RID0018,DELIVERED
ORD06138,CUST0216,NODE_28,105,133,30,0.9,510,RID0029,CANCELLED
ORD06139,CUST0785,NODE_04,1150,1179,30,1.65,780,RID0021,CANCELLED
ORD06140,CUST0447,NODE_06,1319,1366,24,1.78,222,RID0006,OUT_FOR_DELIVERY
ORD06141,CUST0523,NODE_18,700,736,15,1.12,867,-1,DELIVERED
ORD06142,CUST0792,NODE_07,104,131,12,1.62,468,-1,CANCELLED
ORD06143,CUST0328,NODE_05,15,60,33,1.84,894,RID0015,OUT_FOR_DELIVERY
ORD06144,CUST0197,NODE_01,62,105,34,2.0,500,RID0015,CANCELLED
ORD06145,CUST0660,NODE_14,924,956,14,1.44,457,-1,PENDING
ORD06146,CUST1498,NODE_10,1293,1330,31,1.63,361,RID0024,OUT_FOR_DELIVERY
ORD06147,CUST1665,NODE_23,12,45,26,1.29,699,RID0001,PENDING
ORD06148,CUST0458,NODE_03,1316,1345,32,0.93,588,-1,CANCELLED
ORD06149,CUST1572,NODE_28,1300,1338,19,1.74,340,-1,PENDING
ORD06150,CUST1593,NODE_18,1207,1255,18,1.46,345,RID0013,CANCELLED
ORD06151,CUST0272,NODE_29,111,154,20,1.99,431,-1,PENDING
ORD06152,CUST1417,NODE_08,343,375,31,1.66,478,-1,CANCELLED
ORD06153,CUST0313,NODE_09,1254,1299,21,1.98,392,-1,CANCELLED
ORD06154,CUST1050,NODE_26,52,79,26,1.58,618,RID0019,PENDING
ORD06155,CUST1923,NODE_01,889,929,30,1.72,406,RID0015,OUT_FOR_DELIVERY
ORD06156,CUST1177,NODE_27,1261,1291,20,1.48,286,RID0002,PENDING
ORD06157,CUST0930,NODE_14,874,905,31,1.83,208,RID0012,CANCELLED
ORD06158,CUST0111,NODE_05,364,404,15,1.94,708,-1,PENDING
ORD06159,CUST1799,NODE_14,704,739,17,1.99,474,RID0003,COOKING
ORD06160,CUST0838,NODE_02,469,494,34,1.84,634,RID0005,OUT_FOR_DELIVERY
ORD06161,CUST1323,NODE_01,640,670,28,1.7,677,RID0011,DELIVERED
ORD06162,CUST0477,NODE_01,1114,1161,15,1.8,221,RID0017,DELIVERED
ORD06163,CUST0405,NODE_29,193,227,13,1.89,623,-1,PENDING
ORD06164,CUST0169,NODE_11,123,158,27,1.27,800,-1,OUT_FOR_DELIVERY
ORD06165,CUST0834,NODE_04,1069,1116,25,1.59,878,RID0012,PENDING
ORD06166,CUST1460,NODE_15,229,265,29,1.72,353,RID0024,CANCELLED
ORD06167,CUST0547,NODE_10,1074,1123,19,1.65,200,RID0030,CANCELLED
ORD06168,CUST0805,NODE_27,732,770,34,1.78,360,RID0003,OUT_FOR_DELIVERY
ORD06169,CUST0730,NODE_17,386,432,30,1.81,364,RID0019,COOKING
ORD06170,CUST1081,NODE_23,670,712,31,1.62,607,-1,PENDING
ORD06171,CUST0677,NODE_07,644,679,29,1.01,400,-1,OUT_FOR_DELIVERY
ORD06172,CUST0840,NODE_27,1206,1239,31,0.82,364,RID0017,OUT_FOR_DELIVERY
ORD06173,CUST1614,NODE_03,423,460,35,1.14,591,RID0023,PENDING
ORD06174,CUST0659,NODE_30,548,597,29,0.99,811,-1,DELIVERED
ORD06175,CUST0631,NODE_27,781,825,16,1.87,201,RID0002,PENDING
ORD06176,CUST1993,NODE_18,1204,1254,31,1.56,177,-1,PENDING
ORD06177,CUST1072,NODE_24,875,921,34,0.66,569,RID0028,CANCELLED
ORD06178,CUST1316,NODE_26,831,876,13,1.99,525,-1,COOKING
ORD06179,CUST0821,NODE_29,1227,1268,17,1.28,527,-1,COOKING
ORD06180,CUST0705,NODE_08,1234,1267,14,1.57,576,RID0016,DELIVERED
ORD06181,CUST1151,NODE_22,1156,1186,18,1.41,325,RID0023,COOKING
ORD06182,CUST0142,NODE_01,660,709,19,0.6,168,-1,CANCELLED
ORD06183,CUST1588,NODE_11,104,151,23,0.86,308,RID0017,PENDING
ORD06184,CUST1185,NODE_29,1295,1320,29,1.06,656,-1,CANCELLED
ORD06185,CUST0946,NODE_17,901,930,22,1.51,434,RID0026,PENDING
ORD06186,CUST0745,NODE_18,657,684,23,1.13,357,RID0003,CANCELLED
ORD06187,CUST0037,NODE_11,532,577,32,0.77,843,-1,OUT_FOR_DELIVERY
ORD06188,CUST0141,NODE_11,528,554,12,1.82,616,RID0003,COOKING
ORD06189,CUST1303,NODE_07,617,650,12,1.02,630,RID0030,PENDING
ORD06190,CUST1621,NODE_25,482,510,24,1.2,557,-1,CANCELLED
ORD06191,CUST1514,NODE_11,492,517,23,0.66,301,RID0009,OUT_FOR_DELIVERY
ORD06192,CUST1995,NODE_17,762,812,13,1.97,222,RID0009,PENDING
ORD06193,CUST1468,NODE_10,630,680,24,1.04,398,RID0013,DELIVERED
ORD06194,CUST1056,NODE_28,1115,1140,28,1.48,155,-1,OUT_FOR_DELIVERY
ORD06195,CUST1317,NODE_20,404,436,32,0.93,325,RID0009,DELIVERED
ORD06196,CUST1591,NODE_06,1082,1121,28,0.88,827,-1,PENDING
ORD06197,CUST0190,NODE_16,1350,1395,15,1.04,888,RID0001,OUT_FOR_DELIVERY
ORD06198,CUST0194,NODE_20,341,390,23,0.71,686,RID0004,CANCELLED
ORD06199,CUST0811,NODE_19,1266,1302,26,1.13,401,-1,PENDING
ORD06200,CUST1949,NODE_07,445,484,16,0.61,225,-1,OUT_FOR_DELIVERY
