passage_id,vehicle_id,corridor_id,entry_time_min,exit_time_min,distance_km,base_toll,congestion_factor,final_toll
7735,7076,5,810,841,28.69,36.08,1.05,37.88
7736,4155,38,1079,1141,42.85,106.2,1.95,207.09
7737,8722,41,1052,1120,57.56,63.59,1.37,87.12
7738,9386,8,1197,1303,62.95,152.98,1.16,177.46
7739,7157,37,164,216,58.91,174.44,1.27,221.54
7740,9764,41,693,722,21.88,33.53,1.23,41.24
7741,1868,30,1307,1349,28.6,31.8,1.29,41.02
7742,8546,10,703,713,10.12,18.91,1.27,24.02
7743,6499,35,765,840,77.29,106.07,1.11,117.74
7744,6018,40,402,541,54.08,99.46,1.25,124.32
7745,1864,5,121,149,13.58,17.16,1.2,20.59
7746,3814,44,801,946,73.36,83.91,1.05,88.11
7747,5112,20,1308,1382,61.64,78.3,1.03,80.65
7748,7433,32,719,777,37.11,92.99,1.19,110.66
7749,9637,39,373,419,19.29,56.75,1.17,66.4
7750,9549,16,1266,1298,21.74,40.22,1.09,43.84
7751,8389,21,1143,1228,43.08,114.72,1.55,177.82
7752,1965,25,239,294,72.73,146.35,1.28,187.33
7753,1953,18,856,939,45.56,134.41,1.3,174.73
7754,1751,10,736,817,56.61,135.51,1.28,173.45
7755,474,27,1020,1072,64.79,170.7,1.98,337.99
7756,9220,39,1171,1296,50.93,123.89,1.14,141.23
7757,7459,36,1232,1336,56.06,141.06,1.14,160.81
7758,1875,21,1071,1224,57.04,167.22,1.95,326.08
7759,2769,35,537,548,5.01,5.79,1.93,11.17
7760,7989,2,1369,1447,76.18,128.33,1.19,152.71
7761,4509,23,917,973,68.37,105.98,1.08,114.46
7762,3641,34,266,310,48.19,90.19,1.02,91.99
7763,8181,42,1200,1237,14.9,16.34,1.19,19.44
7764,5602,37,202,211,13.0,33.48,1.12,37.5
7765,724,44,333,371,22.31,28.82,1.27,36.6
7766,1641,26,483,511,33.52,100.04,1.09,109.04
7767,6908,5,897,954,69.87,147.57,1.1,162.33
7768,9358,9,261,350,77.19,222.75,1.11,247.25
7769,7277,46,1225,1320,36.49,70.24,1.07,75.16
7770,5669,50,1108,1189,52.98,85.04,1.83,155.62
7771,3564,16,409,468,63.89,189.3,1.27,240.41
7772,1096,22,1369,1410,48.76,123.16,1.1,135.48
7773,3322,29,601,664,76.61,130.27,1.77,230.58
7774,508,32,137,186,49.18,90.85,1.25,113.56
7775,388,3,2,41,34.92,78.05,1.27,99.12
7776,7395,17,880,950,48.28,123.18,1.27,156.44
7777,1877,7,1242,1279,27.51,37.01,1.27,47.0
7778,9337,41,742,750,4.6,5.3,1.0,5.3
7779,3184,42,1049,1058,6.24,7.02,1.22,8.56
7780,6647,27,792,871,74.26,152.77,1.27,194.02
7781,7541,12,628,689,43.8,74.32,1.24,92.16
7782,2647,17,188,231,40.11,102.24,1.15,117.58
7783,8401,25,390,448,63.91,97.28,1.29,125.49
7784,8610,26,465,526,23.23,36.54,1.43,52.25
7785,6933,31,907,1043,77.26,231.6,1.11,257.08
7786,5284,33,664,715,56.92,125.3,1.1,137.83
7787,1109,13,879,949,70.32,200.52,1.26,252.66
7788,2359,46,1160,1196,28.76,78.9,1.62,127.82
7789,466,18,1394,1449,27.03,27.76,1.06,29.43
7790,9767,26,181,197,17.28,22.47,1.27,28.54
7791,8880,8,320,521,73.96,193.75,1.28,248.0
7792,1391,20,55,76,22.12,61.19,1.14,69.76
7793,5652,37,947,985,23.72,56.72,1.15,65.23
7794,3393,17,87,88,1.96,3.29,1.29,4.24
7795,5306,16,1044,1099,35.12,57.38,1.09,62.54
7796,5320,11,949,1002,26.37,29.04,1.16,33.69
7797,9346,4,455,461,6.69,9.77,1.4,13.68
7798,3027,4,598,605,6.6,8.75,1.46,12.78
7799,8007,45,710,801,39.64,69.88,1.19,83.16
7800,5694,43,1242,1285,52.04,85.81,1.12,96.11
7801,3341,7,1233,1318,62.09,118.05,1.18,139.3
7802,4779,46,1051,1121,69.42,90.74,1.1,99.81
7803,6180,45,667,729,71.91,171.99,1.02,175.43
7804,5439,9,183,220,26.02,48.5,1.26,61.11
7805,6009,40,335,382,61.86,148.72,1.09,162.1
7806,2405,15,391,451,53.02,90.0,1.0,90.0
7807,454,34,352,374,16.2,41.95,1.01,42.37
7808,1991,26,336,343,8.93,14.9,1.2,17.88
7809,3740,43,1361,1382,17.25,31.0,1.12,34.72
7810,1057,14,1315,1317,2.39,3.79,1.2,4.55
7811,9414,22,1438,1501,71.51,137.92,1.13,155.85
7812,1736,30,917,944,28.66,36.68,1.24,45.48
7813,6295,25,1390,1446,38.4,101.62,1.17,118.9
7814,3078,50,765,835,47.42,111.11,1.17,130.0
7815,5600,39,1401,1453,56.38,78.09,1.22,95.27
7816,2570,2,1182,1183,1.65,1.66,1.02,1.69
7817,8436,50,1296,1302,4.05,10.54,1.29,13.6
7818,808,31,949,995,47.0,128.84,1.19,153.32
7819,1257,22,656,731,79.06,218.71,1.01,220.9
7820,612,16,1364,1388,25.33,47.04,1.04,48.92
7821,9613,27,309,418,54.03,90.55,1.01,91.46
7822,1276,5,703,770,70.26,95.57,1.19,113.73
7823,3215,50,751,768,14.85,38.6,1.03,39.76
7824,34,13,748,831,57.51,110.28,1.25,137.85
7825,6944,8,423,522,60.07,138.24,1.09,150.68
7826,1581,44,211,296,36.56,53.86,1.29,69.48
7827,6880,43,13,15,1.7,3.32,1.24,4.12
7828,5115,19,678,834,63.31,82.78,1.25,103.47
7829,3493,16,971,1033,78.27,229.1,1.17,268.05
7830,7592,6,835,965,74.18,188.02,1.01,189.9
7831,9466,10,383,390,9.29,14.54,1.02,14.83
7832,8385,21,36,83,58.78,154.77,1.23,190.37
7833,3896,23,588,652,68.99,184.47,1.7,313.6
7834,4375,43,467,520,66.4,72.74,1.43,104.02
7835,7974,26,999,1043,47.71,130.61,1.92,250.77
7836,4770,44,1219,1289,78.52,109.03,1.07,116.66
7837,6606,43,1361,1418,60.48,139.85,1.24,173.41
7838,8677,12,1003,1014,7.98,18.19,1.18,21.46
7839,8677,2,646,664,18.16,42.1,1.03,43.36
7840,9736,21,639,723,35.0,81.37,1.16,94.39
7841,3046,26,192,229,40.63,93.12,1.19,110.81
7842,8755,22,507,589,46.09,134.44,1.57,211.07
7843,8562,15,842,886,47.25,64.78,1.1,71.26
7844,7559,26,520,550,24.55,25.62,1.46,37.41
7845,3088,30,1354,1503,67.89,142.15,1.21,172.0
7846,6625,23,1173,1239,47.01,69.61,1.13,78.66
7847,7577,17,1247,1314,55.11,149.69,1.06,158.67
7848,9322,13,226,232,8.4,10.43,1.09,11.37
7849,2614,23,547,551,4.52,9.44,1.89,17.84
7850,3258,33,1424,1526,70.86,97.23,1.12,108.9
7851,2361,21,68,142,68.23,99.6,1.1,109.56
7852,1541,24,589,609,19.97,55.49,1.32,73.25
7853,3796,44,1408,1537,77.83,200.62,1.28,256.79
7854,6909,26,99,299,71.35,150.15,1.11,166.67
7855,6476,18,1258,1274,11.48,19.27,1.16,22.35
7856,600,49,1241,1310,77.39,215.2,1.3,279.76
7857,7881,14,736,757,13.61,37.25,1.29,48.05
7858,8711,29,632,646,10.67,19.82,1.08,21.41
7859,9353,29,441,446,3.54,4.24,1.09,4.62
7860,3000,9,1076,1107,31.29,50.05,1.57,78.58
7861,6458,22,240,263,31.47,87.72,1.07,93.86
7862,3140,14,510,526,17.29,49.88,1.15,57.36
7863,5301,13,1428,1469,22.42,59.79,1.24,74.14
7864,8561,43,343,429,60.19,93.03,1.02,94.89
7865,3673,32,112,117,6.2,18.16,1.09,19.79
7866,1373,5,836,915,61.22,85.3,1.03,87.86
7867,9253,38,1278,1307,25.91,61.04,1.28,78.13
7868,5270,42,398,465,39.44,45.44,1.1,49.98
7869,9947,15,358,370,8.12,10.93,1.13,12.35
7870,2259,17,1385,1425,40.63,84.71,1.12,94.88
7871,6341,21,491,548,64.54,175.35,1.95,341.93
7872,4622,34,1350,1382,20.49,53.23,1.13,60.15
7873,9774,4,561,591,35.57,92.51,1.7,157.27
7874,2764,33,1075,1132,42.91,98.46,1.58,155.57
7875,9930,37,880,890,11.04,12.73,1.25,15.91
7876,366,26,224,267,44.67,57.93,1.26,72.99
7877,2300,33,18,79,50.98,71.01,1.13,80.24
7878,6451,27,21,27,8.63,20.15,1.29,25.99
7879,2331,24,1127,1223,49.11,103.58,1.4,145.01
7880,380,5,177,247,35.4,62.26,1.29,80.32
7881,5958,44,1197,1222,29.86,87.55,1.23,107.69
7882,6663,50,386,469,51.35,141.12,1.1,155.23
7883,5333,49,959,995,47.6,99.28,1.08,107.22
7884,4259,23,554,687,56.91,64.92,1.02,66.22
7885,1243,5,639,683,49.02,103.96,1.17,121.63
7886,9588,45,1340,1354,18.98,38.71,1.08,41.81
7887,8218,1,1126,1180,64.05,142.16,1.67,237.41
7888,1543,28,445,490,35.74,43.26,1.09,47.15
7889,9679,25,822,826,3.54,7.54,1.27,9.58
7890,1901,22,897,1035,74.8,159.75,1.17,186.91
7891,6396,29,776,856,62.15,133.75,1.08,144.45
7892,9575,26,840,872,15.14,28.01,1.28,35.85
7893,2618,14,1308,1311,3.44,9.62,1.16,11.16
7894,2429,8,1012,1017,2.48,3.27,1.65,5.4
7895,2549,47,1273,1309,47.57,63.99,1.11,71.03
7896,903,8,280,330,62.78,141.15,1.12,158.09
7897,1,6,1267,1332,68.64,140.11,1.08,151.32
7898,1501,38,286,323,44.47,52.87,1.16,61.33
7899,7409,31,1130,1251,46.37,105.88,1.72,182.11
7900,8493,16,92,201,68.23,131.95,1.01,133.27
7901,3639,15,1249,1266,17.06,27.32,1.3,35.52
7902,3446,38,1163,1224,30.67,62.21,1.56,97.05
7903,718,25,358,502,61.4,183.93,1.06,194.97
7904,6495,13,246,352,42.99,115.82,1.01,116.98
7905,8501,43,825,893,55.32,69.21,1.18,81.67
7906,3232,45,545,584,50.02,96.35,1.75,168.61
7907,3096,32,316,347,23.79,55.16,1.16,63.99
7908,6402,26,1398,1509,51.04,81.94,1.03,84.4
7909,1805,38,1216,1261,53.08,115.41,1.13,130.41
7910,5187,9,643,678,45.03,96.41,1.25,120.51
7911,5671,23,1214,1230,13.77,31.63,1.24,39.22
7912,2216,9,1260,1278,8.15,15.89,1.13,17.96
7913,9300,24,555,632,49.58,68.64,1.33,91.29
7914,7705,19,647,735,66.67,97.5,1.12,109.2
7915,2747,13,1107,1165,71.18,73.65,1.15,84.7
7916,6470,4,1245,1317,68.58,85.03,1.13,96.08
7917,5657,50,721,759,34.83,104.17,1.19,123.96
7918,5859,9,1001,1148,49.64,123.77,1.61,199.27
7919,2230,11,489,502,11.33,11.58,1.56,18.06
7920,6882,28,867,878,15.63,17.71,1.12,19.84
7921,4441,25,812,829,17.65,20.58,1.15,23.67
7922,2415,19,456,549,78.92,218.65,1.05,229.58
7923,4840,5,279,368,64.8,140.52,1.13,158.79
7924,1853,8,1377,1381,6.41,17.66,1.22,21.55
7925,7147,8,92,99,9.15,10.39,1.14,11.84
7926,2196,34,511,582,46.15,109.91,1.64,180.25
7927,8256,47,1094,1186,64.43,184.78,1.08,199.56
7928,1690,49,858,926,29.03,59.81,1.03,61.6
7929,121,2,786,815,39.41,90.37,1.05,94.89
7930,7003,30,1090,1107,19.59,25.38,1.31,33.25
7931,7800,19,1195,1217,27.14,80.12,1.05,84.13
7932,5763,11,1202,1322,43.85,94.11,1.25,117.64
7933,6419,34,999,1058,70.44,155.71,1.61,250.69
7934,3094,24,818,881,71.05,143.13,1.16,166.03
7935,3578,9,269,296,24.52,55.02,1.1,60.52
7936,3089,42,1027,1069,43.4,63.36,1.81,114.68
7937,6124,45,985,1005,13.19,21.48,1.07,22.98
7938,3383,4,556,565,10.14,28.41,1.62,46.02
7939,5733,2,49,119,68.56,90.78,1.24,112.57
7940,9991,47,897,977,40.14,90.61,1.19,107.83
7941,5217,38,464,605,50.08,79.54,1.15,91.47
7942,5163,24,1275,1341,55.87,157.26,1.01,158.83
7943,878,50,1402,1470,50.65,139.35,1.17,163.04
7944,97,20,261,373,74.13,180.13,1.24,223.36
7945,241,17,1244,1281,49.44,104.78,1.17,122.59
7946,4831,26,547,616,73.42,101.63,1.63,165.66
7947,5298,13,933,1097,77.47,124.48,1.03,128.21
7948,3226,9,948,1025,78.41,225.21,1.21,272.5
7949,9159,1,221,262,54.61,129.29,1.04,134.46
7950,1183,42,1257,1355,33.52,92.19,1.06,97.72
7951,3909,9,768,778,11.15,15.55,1.06,16.48
7952,599,38,1126,1137,13.36,35.84,1.32,47.31
7953,7505,35,1065,1164,36.06,84.01,1.31,110.05
7954,6787,11,908,921,11.71,30.72,1.21,37.17
7955,361,38,325,350,20.46,24.59,1.1,27.05
7956,4176,47,1356,1357,1.72,3.64,1.3,4.73
7957,5975,29,541,581,39.06,73.51,1.15,84.54
7958,3705,48,621,677,71.23,92.94,1.33,123.61
7959,5576,46,583,637,63.18,76.84,1.45,111.42
7960,8980,40,1049,1133,67.0,104.61,1.67,174.7
7961,9957,50,826,850,27.72,45.57,1.1,50.13
7962,2386,11,738,769,33.93,61.03,1.21,73.85
7963,4804,2,737,764,31.02,38.88,1.2,46.66
7964,542,45,1349,1374,19.19,56.64,1.19,67.4
7965,8321,5,346,390,36.41,95.09,1.16,110.3
7966,3659,39,1129,1133,4.69,13.15,1.83,24.06
7967,5728,2,1207,1340,74.34,109.99,1.28,140.79
7968,6500,42,17,66,52.76,132.46,1.21,160.28
7969,8044,1,165,246,76.18,118.08,1.16,136.97
7970,9551,43,979,993,16.34,26.07,1.01,26.33
7971,3851,4,889,938,63.44,179.03,1.19,213.05
7972,7715,50,1273,1349,77.25,100.3,1.18,118.35
7973,9683,43,520,542,25.34,42.94,1.27,54.53
7974,5063,50,607,640,16.52,29.84,1.9,56.7
7975,7519,29,1090,1106,20.27,50.79,1.03,52.31
7976,4149,43,795,829,21.34,58.13,1.27,73.83
7977,3856,6,603,635,21.2,42.57,1.7,72.37
7978,7604,1,267,279,13.79,34.16,1.29,44.07
7979,5013,10,63,127,75.72,153.36,1.24,190.17
7980,6552,12,567,691,55.15,132.67,1.14,151.24
7981,6692,46,496,517,20.21,59.66,1.74,103.81
7982,8226,15,1403,1431,26.18,69.05,1.16,80.1
7983,1933,18,149,216,68.85,125.65,1.28,160.83
7984,5975,42,1021,1076,70.69,166.58,1.67,278.19
7985,5534,45,377,394,18.78,41.61,1.25,52.01
7986,1734,8,1398,1452,59.93,92.09,1.25,115.11
7987,8176,35,1184,1185,1.56,3.3,1.01,3.33
7988,3813,26,1175,1265,51.4,141.59,1.12,158.58
7989,3514,15,859,862,4.98,11.12,1.19,13.23
7990,1880,13,131,153,28.38,64.71,1.15,74.42
7991,3928,25,205,306,76.78,128.57,1.02,131.14
7992,6526,26,1108,1189,74.19,89.17,1.31,116.81
7993,3622,49,633,648,18.81,32.49,1.28,41.59
7994,422,44,1113,1116,3.75,10.41,1.74,18.11
7995,258,4,226,229,1.93,4.17,1.12,4.67
7996,999,38,178,248,56.14,109.91,1.06,116.5
7997,1084,33,538,542,5.67,15.51,1.66,25.75
7998,3376,14,1186,1192,7.0,10.99,1.12,12.31
7999,4024,47,771,781,6.74,7.23,1.21,8.75
8000,4740,7,1108,1177,72.6,178.15,1.59,283.26
8001,4590,27,1216,1355,47.16,91.63,1.22,111.79
8002,8898,19,1192,1202,11.86,30.43,1.01,30.73
8003,4722,10,942,1001,41.38,75.45,1.11,83.75
8004,6264,47,772,826,65.22,77.11,1.17,90.22
8005,6255,17,420,607,69.43,146.25,1.1,160.88
8006,1250,31,896,917,27.33,38.67,1.13,43.7
8007,4739,10,998,1045,43.49,69.92,1.41,98.59
8008,1822,25,346,454,77.16,82.58,1.22,100.75
8009,8455,21,1170,1256,39.95,73.78,1.33,98.13
8010,7234,15,127,238,70.85,98.95,1.25,123.69
8011,6878,14,570,699,67.4,174.75,1.36,237.66
8012,5583,34,19,30,13.72,33.92,1.18,40.03
8013,2613,13,630,640,12.85,18.23,1.02,18.59
8014,1553,42,14,15,1.71,4.75,1.26,5.99
8015,565,20,26,81,63.83,139.89,1.18,165.07
8016,856,15,1022,1073,49.23,138.93,1.28,177.83
8017,106,10,803,919,43.88,49.6,1.14,56.54
8018,3750,45,1145,1213,71.84,194.4,1.51,293.54
8019,292,24,294,374,49.55,57.84,1.07,61.89
8020,4618,2,465,476,12.55,32.92,1.63,53.66
8021,7041,13,810,999,71.46,160.85,1.18,189.8
8022,4682,2,372,411,45.12,72.76,1.0,72.76
8023,3081,48,551,595,18.52,22.5,1.06,23.85
8024,2931,21,959,972,10.35,20.82,1.08,22.49
8025,1325,24,603,707,75.06,122.21,1.76,215.09
8026,4287,13,1399,1449,58.67,121.3,1.28,155.26
8027,6921,41,1111,1146,20.6,25.3,1.51,38.2
8028,4637,23,1355,1380,29.42,86.25,1.21,104.36
8029,2494,3,1215,1269,52.41,55.0,1.12,61.6
8030,6319,33,1094,1104,9.79,28.09,1.63,45.79
8031,6250,12,792,948,66.43,170.79,1.23,210.07
8032,3714,14,180,256,60.97,100.81,1.22,122.99
8033,769,19,110,228,71.92,107.81,1.23,132.61
8034,5787,20,1071,1152,37.95,65.42,1.69,110.56
8035,9544,23,1383,1464,71.94,191.67,1.16,222.34
8036,248,18,319,384,76.85,79.48,1.22,96.97
8037,3908,46,1406,1420,6.68,16.03,1.21,19.4
8038,110,22,655,718,78.19,111.18,1.2,133.42
8039,4424,4,708,824,59.82,103.58,1.07,110.83
8040,2921,39,1302,1330,18.83,55.39,1.26,69.79
8041,3590,21,107,194,77.96,212.11,1.04,220.59
8042,5125,17,595,608,9.61,12.71,1.49,18.94
8043,2386,22,1047,1108,43.92,54.17,1.95,105.63
8044,3102,16,61,106,59.95,103.2,1.12,115.58
8045,6366,25,60,163,49.27,54.78,1.18,64.64
8046,7798,5,568,596,24.05,49.32,1.96,96.67
8047,7565,29,857,993,76.31,107.04,1.27,135.94
8048,1459,1,695,725,30.91,81.06,1.24,100.51
8049,5233,19,769,900,69.01,85.5,1.2,102.6
8050,5055,2,817,933,67.68,131.2,1.1,144.32
8051,1831,16,834,907,71.08,115.0,1.03,118.45
8052,8171,46,961,1074,62.19,74.99,1.07,80.24
8053,8075,3,46,71,18.29,51.36,1.01,51.87
8054,548,34,685,746,68.17,110.45,1.18,130.33
8055,1598,49,671,797,68.54,89.63,1.1,98.59
8056,4718,39,661,724,26.88,35.49,1.07,37.97
8057,7513,42,1327,1381,60.88,142.27,1.18,167.88
8058,3558,7,1070,1146,74.12,103.62,1.28,132.63
8059,5903,31,281,350,76.49,134.6,1.16,156.14
8060,2651,38,171,180,5.06,11.53,1.01,11.65
8061,3580,24,618,686,40.56,87.12,1.37,119.35
8062,9269,45,398,431,34.92,103.18,1.2,123.82
8063,4063,14,265,291,30.71,61.99,1.01,62.61
8064,1842,17,1085,1141,29.11,32.4,1.56,50.54
8065,8822,3,429,489,43.76,65.63,1.29,84.66
8066,4310,15,1062,1151,32.91,37.53,1.27,47.66
8067,4096,38,248,292,46.6,65.1,1.08,70.31
8068,8740,21,1421,1436,11.3,16.97,1.09,18.5
8069,1838,11,239,343,58.14,143.38,1.15,164.89
8070,1571,16,1177,1252,70.29,145.91,1.02,148.83
8071,9724,37,67,273,72.1,152.57,1.05,160.2
8072,6691,29,709,767,46.96,104.17,1.26,131.25
8073,129,30,530,617,44.49,55.1,1.39,76.59
8074,1626,37,469,504,46.15,64.58,1.01,65.23
8075,5214,33,267,282,10.42,16.4,1.0,16.4
8076,8043,4,1142,1159,14.51,25.77,1.44,37.11
8077,4220,26,712,715,3.04,3.61,1.22,4.4
8078,6989,50,504,521,9.35,13.49,1.75,23.61
8079,165,45,1165,1183,19.75,51.52,1.58,81.4
8080,934,42,168,209,26.06,76.76,1.19,91.34
8081,7443,44,1022,1081,61.92,184.37,1.73,318.96
8082,7845,30,983,1044,69.13,124.48,1.2,149.38
8083,8859,21,285,380,53.08,64.03,1.14,72.99
8084,2532,31,354,453,34.84,93.56,1.07,100.11
8085,9314,29,518,536,12.53,36.86,1.12,41.28
8086,2787,33,192,253,37.82,84.03,1.04,87.39
8087,4540,2,640,690,52.41,127.66,1.14,145.53
8088,7421,32,82,168,69.03,132.72,1.23,163.25
8089,7880,19,673,763,39.67,55.06,1.25,68.83
8090,3926,24,628,646,22.42,23.01,1.94,44.64
8091,7430,10,259,303,52.68,134.79,1.22,164.44
8092,4155,25,333,384,66.3,89.78,1.3,116.71
8093,392,3,871,878,7.25,18.13,1.07,19.4
8094,9566,19,570,703,77.68,200.19,1.58,316.3
8095,6791,36,1245,1267,13.74,25.69,1.2,30.83
8096,8988,4,592,640,64.17,151.54,1.49,225.79
8097,470,23,426,486,78.83,79.1,1.29,102.04
8098,1542,10,824,985,55.41,79.15,1.27,100.52
8099,2477,1,309,366,60.19,89.95,1.16,104.34
8100,214,13,652,746,77.92,214.92,1.29,277.25
8101,7878,38,9,68,50.4,102.19,1.02,104.23
8102,8039,21,970,1002,39.94,59.44,1.11,65.98
8103,5798,3,735,875,76.47,149.44,1.25,186.8
8104,4395,4,723,739,7.3,17.78,1.18,20.98
8105,9077,45,503,530,19.59,38.44,1.18,45.36
8106,2687,44,14,68,34.18,84.52,1.11,93.82
8107,2231,50,515,579,33.55,57.44,1.92,110.28
8108,9658,28,432,636,70.88,94.67,1.29,122.12
8109,4906,41,812,839,11.44,31.57,1.2,37.88
8110,5409,4,1371,1416,52.02,152.16,1.12,170.42
8111,8757,33,82,201,79.88,94.5,1.3,122.85
8112,6022,24,919,948,30.65,50.95,1.26,64.2
8113,1270,48,1117,1132,18.86,20.28,1.75,35.49
8114,2926,28,489,524,19.52,53.52,1.99,106.5
8115,3893,28,586,610,30.75,41.92,1.44,60.36
8116,9344,9,1191,1265,63.43,145.31,1.13,164.2
8117,8065,30,755,861,79.53,141.84,1.27,180.14
8118,5866,11,1211,1296,74.26,150.11,1.15,172.63
8119,9224,47,34,46,9.34,18.73,1.01,18.92
8120,850,3,708,804,57.18,97.3,1.3,126.49
8121,7203,25,1031,1063,35.08,64.27,1.13,72.63
8122,2891,13,1045,1111,64.98,133.72,1.17,156.45
8123,555,29,548,644,58.42,137.34,1.8,247.21
8124,8902,9,783,837,36.73,99.47,1.05,104.44
8125,8342,46,291,302,7.89,10.05,1.05,10.55
8126,6913,47,1407,1589,79.4,96.03,1.17,112.36
8127,5201,18,292,348,65.79,162.8,1.17,190.48
8128,3272,46,673,732,70.35,93.79,1.27,119.11
8129,6373,14,998,1025,30.33,51.62,1.06,54.72
8130,214,5,735,815,66.99,99.71,1.28,127.63
8131,6996,45,1059,1077,21.44,60.55,1.79,108.38
8132,5270,28,1416,1503,55.06,138.63,1.06,146.95
8133,7416,33,766,803,26.17,77.21,1.19,91.88
8134,3914,15,118,142,30.35,66.28,1.15,76.22
8135,2704,24,15,16,2.19,4.91,1.07,5.25
8136,3949,16,1073,1123,34.8,96.87,1.24,120.12
8137,1869,12,1118,1132,6.51,16.94,1.12,18.97
8138,6130,40,892,937,33.19,52.54,1.08,56.74
8139,7491,41,497,540,55.99,145.24,1.86,270.15
8140,5181,44,654,674,25.62,51.69,1.01,52.21
8141,7772,27,993,996,2.54,7.15,1.91,13.66
8142,926,17,1346,1402,70.79,112.91,1.17,132.1
8143,1753,48,988,1045,27.85,78.43,1.03,80.78
8144,4388,46,770,785,19.47,25.96,1.08,28.04
8145,3300,48,535,633,49.74,98.89,1.91,188.88
8146,6419,13,1228,1322,41.55,77.42,1.19,92.13
8147,2725,35,145,225,74.77,90.1,1.08,97.31
8148,315,22,1221,1285,31.63,61.82,1.05,64.91
8149,2372,4,1137,1215,66.94,172.31,1.5,258.47
8150,3830,15,393,412,9.09,19.49,1.0,19.49
8151,9772,4,1202,1272,43.86,126.79,1.21,153.42
8152,3765,3,730,787,46.36,114.38,1.0,114.38
8153,363,47,787,870,48.19,98.33,1.02,100.3
8154,7804,35,648,660,16.31,41.79,1.22,50.98
8155,4628,20,506,558,53.11,119.65,1.11,132.81
8156,2802,39,786,806,25.56,75.57,1.28,96.73
8157,5003,1,1044,1076,42.85,106.78,1.58,168.71
8158,7252,2,517,541,30.72,73.84,1.47,108.54
8159,2880,14,292,388,78.27,226.16,1.19,269.13
8160,1225,48,959,1047,70.65,165.36,1.15,190.16
8161,2978,6,1192,1195,3.68,6.61,1.0,6.61
8162,146,36,1107,1123,21.33,59.41,1.68,99.81
8163,519,27,109,114,5.97,15.91,1.16,18.46
8164,2188,4,37,52,17.92,36.39,1.08,39.3
8165,4840,23,773,839,33.16,79.35,1.2,95.22
8166,4290,20,620,655,19.43,50.89,1.84,93.64
8167,4375,26,464,583,55.05,71.1,1.74,123.71
8168,3656,42,861,879,18.97,35.74,1.01,36.1
8169,1879,47,16,26,9.89,17.41,1.28,22.28
8170,6751,28,1068,1137,70.28,76.71,1.71,131.17
8171,4026,12,1065,1102,40.45,42.18,1.29,54.41
8172,7255,14,487,599,63.27,178.69,1.58,282.33
8173,7169,17,1010,1053,20.45,40.43,1.7,68.73
8174,1711,29,433,555,65.64,162.84,1.26,205.18
8175,9017,10,226,318,59.41,152.38,1.13,172.19
8176,252,11,1038,1094,51.86,145.96,1.76,256.89
8177,5796,46,252,339,32.24,75.79,1.3,98.53
8178,4043,8,1277,1340,30.17,33.58,1.18,39.62
8179,7636,23,287,292,3.74,7.23,1.12,8.1
8180,9449,38,573,648,50.06,121.38,1.56,189.35
8181,1062,7,1348,1502,78.91,137.25,1.09,149.6
8182,5066,42,569,648,79.81,176.12,1.34,236.0
8183,5483,38,896,950,44.59,58.9,1.06,62.43
8184,4263,5,431,474,19.23,29.78,1.0,29.78
8185,1028,18,615,763,56.61,76.23,1.48,112.82
8186,579,40,122,142,17.39,29.75,1.16,34.51
8187,2132,38,150,205,33.66,93.56,1.17,109.47
8188,777,20,406,424,16.38,36.23,1.26,45.65
8189,1382,1,336,393,52.45,90.22,1.1,99.24
8190,5567,10,713,892,61.73,160.21,1.16,185.84
8191,1291,22,1362,1423,39.91,54.31,1.09,59.2
8192,8543,50,1025,1035,8.97,20.05,1.93,38.7
8193,6974,44,200,221,15.69,25.92,1.25,32.4
8194,1750,14,71,153,74.32,173.04,1.08,186.88
8195,6279,13,1276,1298,28.42,57.64,1.23,70.9
8196,4310,40,519,529,12.97,18.34,1.06,19.44
8197,2348,47,16,42,31.18,82.31,1.11,91.36
8198,4940,6,628,698,41.51,121.61,1.94,235.92
8199,6777,10,699,722,18.24,19.96,1.01,20.16
8200,4185,41,331,359,18.45,52.05,1.29,67.14
8201,7794,17,840,985,55.81,73.0,1.1,80.3
8202,1224,8,381,485,63.42,178.08,1.26,224.38
8203,596,4,269,274,6.64,19.79,1.08,21.37
8204,6543,29,785,842,61.91,168.88,1.2,202.66
8205,5009,35,947,995,28.19,78.81,1.08,85.11
8206,8587,47,1319,1336,8.13,13.27,1.18,15.66
8207,5253,41,1272,1324,28.82,55.66,1.17,65.12
8208,6227,28,1174,1234,69.41,71.26,1.16,82.66
8209,5350,11,1016,1081,29.34,87.13,1.52,132.44
8210,7562,50,450,486,26.28,48.88,1.01,49.37
8211,4575,23,1117,1217,54.19,161.67,1.22,197.24
8212,3645,21,334,398,71.16,166.55,1.26,209.85
8213,5448,16,467,529,53.82,111.19,1.99,221.27
8214,1515,2,113,117,2.47,2.73,1.04,2.84
8215,7950,26,1386,1434,46.63,96.11,1.08,103.8
8216,4996,19,826,844,12.57,16.17,1.04,16.82
8217,198,11,714,745,36.08,101.9,1.24,126.36
8218,7518,19,798,943,55.74,112.41,1.21,136.02
8219,631,45,388,440,46.36,100.2,1.09,109.22
8220,5066,6,178,200,17.5,25.77,1.18,30.41
8221,4480,37,965,1031,22.66,49.8,1.06,52.79
8222,6472,45,1034,1074,23.66,27.04,1.19,32.18
