session_id,station_id,vehicle_id,start_time_min,duration_min,energy_kwh,price_per_kwh,total_cost,connector_type,station_zone
8872,135,4265,83,129,15.23,7.78,118.49,FAST,Z17
8873,190,1504,223,76,9.92,9.08,90.07,NORMAL,Z4
8874,87,1285,903,145,17.16,7.2,123.55,FAST,Z3
8875,157,712,975,87,13.48,8.72,117.55,FAST,Z18
8876,88,3547,880,74,8.01,8.2,65.68,NORMAL,Z13
8877,170,4481,847,117,28.74,6.2,178.19,FAST,Z6
8878,62,2245,946,88,12.95,6.18,80.03,FAST,Z9
8879,146,3361,1010,147,23.13,8.86,204.93,FAST,Z18
8880,51,4538,263,35,7.48,6.37,47.65,FAST,Z14
8881,42,881,207,85,11.86,6.87,81.48,FAST,Z4
8882,91,3185,341,168,36.28,9.59,347.93,NORMAL,Z3
8883,103,221,1394,39,5.52,9.71,53.6,NORMAL,Z19
8884,145,2276,1004,69,6.95,6.53,45.38,NORMAL,Z11
8885,177,3276,287,46,4.71,6.75,31.79,NORMAL,Z18
8886,191,3532,608,180,22.26,6.05,134.67,FAST,Z19
8887,94,2617,118,30,7.36,9.17,67.49,NORMAL,Z8
8888,166,1660,602,20,2.88,8.89,25.6,NORMAL,Z11
8889,197,722,1058,100,14.99,12.24,183.48,NORMAL,Z5
8890,106,3848,498,135,25.98,11.9,309.16,NORMAL,Z3
8891,64,2492,660,142,20.98,9.7,203.51,NORMAL,Z20
8892,135,2686,290,83,8.37,8.18,68.47,NORMAL,Z7
8893,5,1913,379,143,28.32,6.21,175.87,FAST,Z1
8894,122,2051,419,48,10.31,6.2,63.92,NORMAL,Z11
8895,141,2314,1392,85,13.04,7.88,102.76,FAST,Z6
8896,188,3458,425,166,26.25,11.61,304.76,NORMAL,Z1
8897,70,1617,621,48,7.2,9.79,70.49,FAST,Z8
8898,180,2087,321,160,38.27,8.91,340.99,NORMAL,Z3
8899,105,522,256,137,23.9,8.44,201.72,FAST,Z10
8900,195,503,377,137,25.28,6.38,161.29,FAST,Z3
8901,97,3412,895,56,7.12,8.18,58.24,NORMAL,Z10
8902,143,1588,593,152,19.45,10.1,196.44,FAST,Z3
8903,119,4236,474,26,5.08,9.25,46.99,FAST,Z5
8904,33,3012,1239,142,18.25,6.96,127.02,NORMAL,Z3
8905,56,2540,820,95,15.11,6.58,99.42,NORMAL,Z3
8906,188,952,1265,47,5.55,7.72,42.85,FAST,Z18
8907,143,3529,586,49,7.21,11.05,79.67,NORMAL,Z13
8908,49,1025,1279,130,27.77,9.91,275.2,NORMAL,Z3
8909,122,458,1170,114,12.87,13.36,171.94,FAST,Z7
8910,3,4729,282,18,2.07,9.9,20.49,FAST,Z9
8911,66,3753,382,36,7.86,9.34,73.41,FAST,Z20
8912,54,667,964,163,29.7,6.83,202.85,FAST,Z19
8913,156,4284,1033,112,11.91,10.62,126.48,FAST,Z14
8914,22,3497,1053,122,23.98,13.45,322.53,NORMAL,Z14
8915,72,638,1271,139,29.85,9.56,285.37,NORMAL,Z17
8916,84,1251,873,41,4.85,8.03,38.95,FAST,Z20
8917,12,2039,1269,83,9.43,7.59,71.57,NORMAL,Z15
8918,89,1771,654,172,21.89,6.6,144.47,FAST,Z1
8919,93,4899,434,33,7.13,13.73,97.89,FAST,Z5
8920,53,1982,852,146,22.28,9.66,215.22,FAST,Z10
8921,136,2141,775,45,10.36,8.35,86.51,NORMAL,Z18
8922,148,2633,840,149,26.58,9.88,262.61,NORMAL,Z19
8923,60,2366,44,98,11.57,9.92,114.77,NORMAL,Z16
8924,84,2943,875,118,17.86,8.71,155.56,NORMAL,Z11
8925,91,61,128,166,19.46,8.34,162.3,NORMAL,Z13
8926,10,221,1328,105,17.21,7.18,123.57,FAST,Z10
8927,122,115,1314,85,11.46,9.75,111.74,FAST,Z12
8928,188,1087,1438,105,10.55,8.7,91.78,NORMAL,Z12
8929,191,2620,1127,48,7.56,10.75,81.27,NORMAL,Z4
8930,83,350,863,121,21.45,9.15,196.27,FAST,Z9
8931,188,1672,1221,54,7.56,6.91,52.24,FAST,Z7
8932,41,592,82,20,2.56,8.06,20.63,FAST,Z3
8933,109,4194,373,135,21.63,9.15,197.91,FAST,Z6
8934,189,3808,559,118,20.05,12.44,249.42,NORMAL,Z16
8935,4,1886,1098,172,22.8,13.17,300.28,FAST,Z11
8936,89,3433,568,139,17.23,13.49,232.43,FAST,Z1
8937,83,4782,542,122,13.41,9.86,132.22,NORMAL,Z17
8938,70,1093,1214,177,37.02,6.45,238.78,FAST,Z20
8939,103,227,177,155,18.07,7.0,126.49,NORMAL,Z6
8940,56,4032,91,31,3.67,8.44,30.97,NORMAL,Z13
8941,108,2962,805,104,14.1,8.99,126.76,FAST,Z8
8942,99,2111,60,81,10.75,7.29,78.37,FAST,Z20
8943,1,1885,948,133,14.38,8.96,128.84,NORMAL,Z6
8944,1,2022,1384,27,2.94,6.55,19.26,NORMAL,Z16
8945,120,3322,513,30,4.08,9.46,38.6,FAST,Z8
8946,19,2273,39,75,16.64,9.46,157.41,NORMAL,Z16
8947,145,3751,40,109,13.37,7.78,104.02,FAST,Z11
8948,120,2720,1401,143,17.21,9.19,158.16,FAST,Z17
8949,132,11,911,94,20.64,8.68,179.16,NORMAL,Z2
8950,117,3713,344,24,5.01,9.95,49.85,NORMAL,Z9
8951,79,4812,1259,153,36.22,6.48,234.71,FAST,Z17
8952,129,4306,783,106,21.8,9.43,205.57,FAST,Z13
8953,72,2617,632,154,33.1,6.48,214.49,NORMAL,Z15
8954,61,4870,495,52,6.05,10.51,63.59,FAST,Z6
8955,116,4927,1038,70,9.5,12.13,115.24,FAST,Z10
8956,13,4204,1346,33,3.58,7.09,25.38,NORMAL,Z19
8957,124,1630,326,79,9.97,7.43,74.08,FAST,Z12
8958,177,3276,341,77,12.05,8.26,99.53,FAST,Z16
8959,96,2463,39,129,19.16,8.58,164.39,NORMAL,Z14
8960,93,2935,919,38,6.36,7.39,47.0,FAST,Z14
8961,155,4807,29,176,28.45,9.54,271.41,FAST,Z6
8962,176,1705,994,30,5.32,7.68,40.86,FAST,Z18
8963,114,574,661,38,5.15,9.42,48.51,FAST,Z8
8964,83,3778,240,43,7.89,7.52,59.33,NORMAL,Z1
8965,55,732,998,100,21.02,6.54,137.47,NORMAL,Z17
8966,165,4581,181,102,24.55,9.52,233.72,NORMAL,Z3
8967,200,3826,338,125,19.45,6.26,121.76,NORMAL,Z15
8968,49,2801,67,87,9.65,7.46,71.99,FAST,Z11
8969,183,397,1310,175,23.63,6.39,151.0,NORMAL,Z5
8970,199,4710,1267,159,30.01,9.58,287.5,FAST,Z9
8971,61,1225,13,114,18.53,7.56,140.09,FAST,Z3
8972,27,4243,271,101,22.33,9.74,217.49,FAST,Z6
8973,53,2444,972,78,9.73,6.48,63.05,NORMAL,Z4
8974,75,814,569,100,10.23,12.16,124.4,FAST,Z8
8975,10,1915,967,36,5.05,6.29,31.76,FAST,Z19
8976,134,4740,543,109,18.58,12.55,233.18,FAST,Z2
8977,20,285,1320,32,7.6,8.6,65.36,NORMAL,Z8
8978,161,2291,431,82,13.96,13.44,187.62,FAST,Z16
8979,174,3736,589,110,17.02,11.55,196.58,NORMAL,Z5
8980,125,1030,909,137,14.51,8.18,118.69,NORMAL,Z13
8981,76,973,1375,61,8.35,6.49,54.19,FAST,Z18
8982,152,4268,662,56,11.66,7.89,92.0,NORMAL,Z6
8983,41,58,675,66,8.17,9.7,79.25,NORMAL,Z14
8984,76,516,782,41,7.71,8.66,66.77,NORMAL,Z12
8985,74,1474,349,131,25.54,6.36,162.43,NORMAL,Z12
8986,140,3903,378,30,3.56,9.45,33.64,FAST,Z7
8987,84,2949,64,99,10.67,6.04,64.45,FAST,Z20
8988,5,3332,337,167,21.53,6.29,135.42,FAST,Z7
8989,89,937,26,49,7.32,9.02,66.03,FAST,Z13
8990,187,4236,693,92,10.06,7.46,75.05,NORMAL,Z11
8991,67,1542,257,67,7.22,6.36,45.92,NORMAL,Z9
8992,26,2737,590,134,19.96,13.42,267.86,NORMAL,Z10
8993,14,2081,356,164,29.68,7.65,227.05,NORMAL,Z6
8994,25,4136,1030,132,20.65,11.08,228.8,NORMAL,Z19
8995,128,4604,604,47,11.09,8.91,98.81,FAST,Z2
8996,142,2368,951,172,35.57,9.82,349.3,NORMAL,Z8
8997,79,362,376,148,15.81,6.36,100.55,FAST,Z12
8998,65,1019,1214,19,4.44,6.15,27.31,NORMAL,Z10
8999,108,412,226,87,10.74,7.35,78.94,FAST,Z13
9000,137,411,814,34,5.76,7.56,43.55,FAST,Z20
9001,91,1236,102,162,35.23,6.92,243.79,NORMAL,Z1
9002,83,3605,505,180,30.53,11.53,352.01,NORMAL,Z10
9003,99,3980,50,160,24.21,6.45,156.15,NORMAL,Z7
9004,5,4593,1285,75,13.81,9.88,136.44,NORMAL,Z7
9005,142,2014,352,56,9.58,8.7,83.35,NORMAL,Z12
9006,184,3208,632,109,22.2,6.57,145.85,NORMAL,Z1
9007,139,2288,37,46,8.66,6.16,53.35,NORMAL,Z6
9008,141,476,1059,112,11.71,12.82,150.12,NORMAL,Z8
9009,38,4923,1201,43,5.68,6.67,37.89,NORMAL,Z9
9010,42,2931,92,116,21.58,8.72,188.18,NORMAL,Z18
9011,143,458,282,67,8.63,7.17,61.88,NORMAL,Z5
9012,65,521,690,85,11.35,6.36,72.19,NORMAL,Z2
9013,157,4603,492,53,6.53,10.27,67.06,FAST,Z6
9014,158,857,502,88,10.35,10.56,109.3,FAST,Z8
9015,113,2598,993,150,26.42,8.89,234.87,FAST,Z15
9016,12,4443,871,84,17.34,9.72,168.54,NORMAL,Z4
9017,175,2048,50,177,22.64,6.38,144.44,NORMAL,Z8
9018,18,1631,756,99,15.98,7.13,113.94,FAST,Z20
9019,107,3325,786,21,2.29,8.06,18.46,FAST,Z7
9020,132,749,421,76,7.7,11.9,91.63,NORMAL,Z17
9021,18,3856,327,104,16.94,7.18,121.63,FAST,Z16
9022,174,3766,806,136,29.62,8.5,251.77,FAST,Z3
9023,59,4467,1409,111,15.96,7.08,113.0,NORMAL,Z20
9024,66,1488,554,166,21.24,9.62,204.33,FAST,Z13
9025,157,612,425,123,15.03,10.97,164.88,NORMAL,Z1
9026,27,474,26,64,7.05,7.51,52.95,NORMAL,Z14
9027,29,2533,867,149,19.58,9.78,191.49,FAST,Z8
9028,72,4243,33,108,18.64,6.1,113.7,FAST,Z20
9029,167,4397,739,98,11.69,6.3,73.65,FAST,Z9
9030,175,4814,36,59,10.78,6.89,74.27,NORMAL,Z3
9031,23,4677,142,126,17.05,9.37,159.76,FAST,Z16
9032,61,634,891,62,6.46,6.12,39.54,FAST,Z12
9033,189,3000,682,44,5.77,6.53,37.68,NORMAL,Z3
9034,156,1935,1379,109,11.08,9.92,109.91,NORMAL,Z16
9035,92,259,869,49,7.94,9.02,71.62,NORMAL,Z2
9036,26,2379,1199,152,20.08,11.77,236.34,NORMAL,Z6
9037,35,1269,496,159,36.21,13.63,493.54,FAST,Z10
9038,182,850,153,132,19.86,6.55,130.08,FAST,Z12
9039,154,2173,538,113,11.4,10.57,120.5,FAST,Z13
9040,200,2861,1125,100,19.3,10.57,204.0,NORMAL,Z7
9041,16,1741,925,96,11.97,9.18,109.88,NORMAL,Z2
9042,57,1514,863,129,26.32,8.72,229.51,NORMAL,Z9
9043,198,4435,102,78,9.85,9.26,91.21,FAST,Z1
9044,174,2127,1203,119,25.44,6.24,158.75,NORMAL,Z18
9045,95,1511,462,57,8.59,12.5,107.38,FAST,Z2
9046,112,2475,356,64,12.59,6.51,81.96,FAST,Z7
9047,130,864,260,27,5.88,8.46,49.74,NORMAL,Z18
9048,91,175,1032,103,14.27,11.59,165.39,FAST,Z15
9049,5,1312,515,55,12.15,11.72,142.4,NORMAL,Z6
9050,129,2217,431,17,2.05,11.15,22.86,NORMAL,Z4
9051,177,1663,1202,100,10.93,6.44,70.39,FAST,Z1
9052,50,3366,1176,176,20.93,9.25,193.6,FAST,Z11
9053,163,2547,982,177,23.11,7.48,172.86,NORMAL,Z17
9054,181,2750,776,87,9.62,6.3,60.61,NORMAL,Z13
9055,141,2906,74,107,21.51,9.72,209.08,FAST,Z15
9056,54,3307,819,54,8.02,9.5,76.19,FAST,Z12
9057,73,347,910,70,8.28,7.6,62.93,FAST,Z8
9058,164,4545,1188,180,19.12,12.05,230.4,NORMAL,Z1
9059,130,4725,1294,136,13.89,9.18,127.51,NORMAL,Z2
9060,23,3230,1118,136,14.92,9.68,144.43,NORMAL,Z20
9061,96,4609,1010,156,22.75,7.3,166.07,FAST,Z18
9062,130,571,384,112,19.87,6.64,131.94,FAST,Z14
9063,35,1214,370,104,11.41,8.38,95.62,FAST,Z18
9064,149,2103,1249,138,14.09,9.46,133.29,NORMAL,Z16
9065,102,88,1388,98,10.13,7.28,73.75,NORMAL,Z13
9066,10,2577,681,114,16.17,7.47,120.79,NORMAL,Z2
9067,102,4612,185,173,24.86,9.58,238.16,FAST,Z12
9068,13,1615,336,114,12.49,6.16,76.94,FAST,Z5
9069,3,4684,1367,73,14.24,8.72,124.17,NORMAL,Z11
9070,187,2273,1310,89,13.01,9.74,126.72,NORMAL,Z13
9071,71,1557,772,26,3.31,6.28,20.79,FAST,Z14
9072,113,4239,1277,59,13.17,9.67,127.35,NORMAL,Z13
9073,159,2348,104,84,9.36,7.93,74.22,FAST,Z10
9074,84,2962,904,123,15.91,6.75,107.39,FAST,Z19
9075,4,2274,157,114,13.13,8.95,117.51,NORMAL,Z10
9076,188,833,68,95,11.85,9.27,109.85,NORMAL,Z6
9077,188,927,740,121,13.32,7.9,105.23,NORMAL,Z3
9078,86,3397,475,41,4.92,10.05,49.45,NORMAL,Z17
9079,132,2285,29,27,3.41,9.28,31.64,NORMAL,Z7
9080,192,671,1210,88,9.2,8.39,77.19,FAST,Z13
9081,177,2042,850,49,7.11,8.74,62.14,NORMAL,Z11
9082,49,218,146,68,7.83,6.59,51.6,FAST,Z12
9083,155,3200,502,173,24.49,10.55,258.37,FAST,Z7
9084,126,659,30,125,20.59,8.63,177.69,FAST,Z12
9085,109,3002,436,24,2.41,12.58,30.32,NORMAL,Z16
9086,138,3088,497,168,41.85,9.34,390.88,FAST,Z9
9087,66,2359,1354,105,15.03,8.21,123.4,NORMAL,Z8
9088,166,374,1227,178,17.83,9.1,162.25,FAST,Z11
9089,43,1796,533,50,8.98,10.46,93.93,FAST,Z15
9090,13,2077,493,138,14.01,10.73,150.33,NORMAL,Z1
9091,42,3469,129,83,8.68,6.89,59.81,FAST,Z18
9092,58,852,813,161,16.44,7.94,130.53,NORMAL,Z4
9093,194,3051,948,88,13.51,6.2,83.76,FAST,Z20
9094,37,4562,587,57,5.79,9.65,55.87,NORMAL,Z16
9095,197,2819,551,49,10.35,9.54,98.74,FAST,Z1
9096,18,3294,1002,15,2.3,7.95,18.29,NORMAL,Z14
9097,112,2536,1125,91,14.87,9.21,136.95,NORMAL,Z20
9098,191,1907,1275,158,21.18,7.15,151.44,FAST,Z5
9099,58,1740,1284,59,11.17,9.21,102.88,FAST,Z3
9100,108,1622,1092,137,31.37,9.45,296.45,NORMAL,Z19
9101,67,826,431,122,26.55,9.58,254.35,FAST,Z11
9102,130,2563,1259,21,3.29,6.97,22.93,NORMAL,Z19
9103,137,316,987,114,14.27,8.92,127.29,FAST,Z3
9104,113,4067,377,158,25.08,8.85,221.96,NORMAL,Z14
9105,149,1682,1058,88,8.92,11.3,100.8,FAST,Z15
9106,12,1521,157,55,8.53,6.36,54.25,FAST,Z14
9107,97,88,421,176,34.93,12.58,439.42,NORMAL,Z7
9108,79,923,1337,138,17.04,6.8,115.87,NORMAL,Z18
9109,59,1874,157,137,26.03,8.98,233.75,FAST,Z11
9110,76,582,1146,28,3.04,11.92,36.24,NORMAL,Z18
9111,71,1216,1161,88,12.33,11.96,147.47,FAST,Z14
9112,51,1246,257,167,19.35,6.59,127.52,FAST,Z6
9113,85,2416,579,107,12.31,12.12,149.2,NORMAL,Z10
9114,111,1254,1326,123,30.34,8.49,257.59,FAST,Z16
9115,109,3646,647,26,6.18,6.6,40.79,NORMAL,Z19
9116,142,1210,5,179,33.67,9.44,317.84,FAST,Z5
9117,85,3332,1114,165,28.65,9.09,260.43,NORMAL,Z8
9118,106,1083,788,65,7.5,7.28,54.6,NORMAL,Z2
9119,13,515,1145,60,6.22,12.92,80.36,FAST,Z4
9120,48,710,908,121,16.3,9.41,153.38,NORMAL,Z7
9121,171,3824,158,52,10.34,8.53,88.2,NORMAL,Z18
9122,179,1642,925,20,2.08,9.89,20.57,NORMAL,Z6
9123,153,1831,829,27,4.92,6.27,30.85,NORMAL,Z17
9124,72,808,191,127,22.13,6.38,141.19,FAST,Z5
9125,35,2955,685,118,16.93,8.73,147.8,NORMAL,Z8
9126,190,2091,389,160,27.61,9.9,273.34,NORMAL,Z14
9127,67,4496,756,165,28.91,8.22,237.64,FAST,Z11
9128,155,2075,279,164,25.98,7.56,196.41,NORMAL,Z15
9129,10,2231,818,63,8.86,8.44,74.78,FAST,Z5
9130,131,3385,173,62,11.16,7.95,88.72,FAST,Z12
9131,134,1347,1152,77,15.54,11.64,180.89,FAST,Z12
9132,190,3131,827,61,8.0,8.32,66.56,FAST,Z10
9133,111,3942,1165,66,13.03,10.58,137.86,NORMAL,Z18
9134,52,3616,636,98,11.32,8.39,94.97,NORMAL,Z15
9135,71,1235,309,105,21.28,6.41,136.4,FAST,Z9
9136,112,2979,260,171,33.58,8.33,279.72,FAST,Z2
9137,19,3978,964,166,19.27,9.69,186.73,NORMAL,Z10
9138,125,1024,825,16,2.44,9.75,23.79,NORMAL,Z9
9139,113,4868,568,54,7.98,12.2,97.36,NORMAL,Z11
9140,51,3416,53,121,26.48,6.79,179.8,FAST,Z12
9141,39,3607,92,123,28.95,9.01,260.84,FAST,Z5
9142,181,231,132,63,11.07,8.25,91.33,FAST,Z17
9143,161,500,148,74,8.1,6.72,54.43,NORMAL,Z11
9144,54,4314,1078,173,27.75,12.01,333.28,NORMAL,Z5
9145,92,2854,226,35,5.28,7.95,41.98,FAST,Z15
9146,97,1714,588,63,6.33,12.32,77.99,FAST,Z4
9147,115,2622,1283,112,20.2,8.45,170.69,FAST,Z9
9148,180,3397,149,109,22.62,7.5,169.65,NORMAL,Z13
9149,65,3568,236,175,30.96,6.35,196.6,FAST,Z9
9150,44,1083,1229,17,4.06,8.3,33.7,NORMAL,Z4
9151,25,4618,144,40,4.48,8.12,36.38,FAST,Z11
9152,91,1506,245,128,27.13,6.26,169.83,FAST,Z20
9153,23,53,742,79,8.88,6.36,56.48,FAST,Z3
9154,192,265,372,24,3.1,8.96,27.78,NORMAL,Z16
9155,112,807,953,36,6.02,9.19,55.32,FAST,Z12
9156,152,4028,1251,171,30.68,7.62,233.78,NORMAL,Z3
9157,32,896,719,15,2.43,6.05,14.7,FAST,Z1
9158,127,1947,277,164,18.99,6.46,122.68,NORMAL,Z14
9159,20,1044,1414,78,8.32,7.29,60.65,NORMAL,Z8
9160,69,3294,532,124,12.68,12.82,162.56,NORMAL,Z12
9161,155,4206,1144,163,34.0,9.45,321.3,FAST,Z20
9162,14,2965,898,166,17.17,7.82,134.27,NORMAL,Z6
9163,148,755,1294,147,20.21,9.5,192.0,NORMAL,Z1
9164,46,1542,641,43,6.6,7.36,48.58,FAST,Z10
9165,23,1243,412,125,12.68,7.27,92.18,NORMAL,Z10
9166,78,567,961,100,12.21,9.78,119.41,FAST,Z16
9167,48,1744,1194,175,18.72,11.15,208.73,NORMAL,Z12
9168,140,611,365,174,18.28,8.38,153.19,NORMAL,Z6
9169,129,1200,603,31,5.38,6.54,35.19,FAST,Z4
9170,18,2737,10,139,21.6,6.76,146.02,FAST,Z7
9171,64,3806,1135,88,11.08,13.43,148.8,FAST,Z5
9172,179,4156,413,138,17.92,6.37,114.15,FAST,Z3
9173,74,4091,1354,129,13.65,6.69,91.32,NORMAL,Z13
9174,59,1286,148,104,13.51,9.63,130.1,NORMAL,Z6
9175,47,3305,23,60,7.57,9.81,74.26,FAST,Z20
9176,98,2807,731,26,3.57,8.03,28.67,NORMAL,Z19
9177,85,3725,355,145,19.0,7.45,141.55,FAST,Z15
9178,131,1254,101,89,9.3,8.36,77.75,NORMAL,Z10
9179,161,3110,608,16,3.85,7.88,30.34,FAST,Z1
9180,76,2379,905,78,10.99,8.96,98.47,NORMAL,Z16
9181,87,3240,611,42,4.84,9.52,46.08,NORMAL,Z19
9182,182,503,772,53,9.34,6.58,61.46,FAST,Z9
9183,111,1603,1345,140,27.78,9.36,260.02,FAST,Z10
9184,185,2233,725,145,31.27,9.47,296.13,NORMAL,Z16
9185,24,344,1303,85,10.74,8.49,91.18,FAST,Z10
9186,50,789,273,34,3.47,7.46,25.89,NORMAL,Z9
9187,99,2138,1048,50,5.33,12.31,65.61,NORMAL,Z3
9188,33,1362,1069,135,14.4,13.82,199.01,FAST,Z20
9189,118,3871,824,174,17.99,9.55,171.8,NORMAL,Z10
9190,164,2567,1133,97,19.53,9.33,182.21,NORMAL,Z16
9191,152,4889,729,173,25.41,8.46,214.97,NORMAL,Z12
9192,140,4322,1139,65,14.78,13.99,206.77,NORMAL,Z10
9193,66,1551,912,165,34.33,9.45,324.42,FAST,Z5
9194,97,405,645,18,2.6,8.23,21.4,NORMAL,Z2
9195,93,4540,963,25,4.22,9.54,40.26,NORMAL,Z2
9196,41,4681,157,100,14.9,7.59,113.09,NORMAL,Z20
9197,180,3568,627,30,4.17,9.51,39.66,NORMAL,Z19
9198,22,372,1223,166,21.06,6.36,133.94,NORMAL,Z9
9199,78,4811,1378,168,20.24,7.85,158.88,FAST,Z15
9200,132,2925,484,53,6.66,10.44,69.53,FAST,Z9
9201,187,232,140,168,19.79,9.09,179.89,FAST,Z11
9202,59,1684,1395,43,4.68,7.68,35.94,FAST,Z20
9203,106,3159,296,122,19.94,6.89,137.39,NORMAL,Z12
9204,135,125,416,117,18.21,8.55,155.7,FAST,Z12
9205,189,1120,1063,97,9.81,13.21,129.59,FAST,Z8
9206,142,3459,318,80,13.44,8.22,110.48,NORMAL,Z4
9207,113,4331,690,167,36.31,6.79,246.54,NORMAL,Z14
9208,19,533,473,150,15.31,9.75,149.27,FAST,Z17
9209,119,4355,271,65,13.33,7.04,93.84,FAST,Z20
9210,111,2226,240,125,18.37,7.59,139.43,FAST,Z1
9211,71,3195,1155,51,5.74,10.12,58.09,NORMAL,Z14
9212,13,3506,578,49,4.97,10.87,54.02,NORMAL,Z18
9213,191,565,576,86,15.81,12.84,203.0,FAST,Z3
9214,117,4949,882,52,10.49,8.01,84.02,NORMAL,Z18
9215,190,408,286,87,17.81,9.64,171.69,FAST,Z1
9216,171,1835,39,82,14.89,8.0,119.12,FAST,Z2
9217,134,2436,828,101,17.29,6.06,104.78,FAST,Z16
9218,117,2020,439,93,22.3,11.64,259.57,NORMAL,Z18
9219,74,1110,1074,115,19.62,11.11,217.98,NORMAL,Z9
9220,45,2825,0,74,10.36,9.75,101.01,FAST,Z19
9221,9,2219,1305,109,17.6,6.59,115.98,NORMAL,Z12
9222,30,1314,1041,131,16.16,12.25,197.96,FAST,Z16
9223,73,4805,386,107,25.69,8.32,213.74,NORMAL,Z20
9224,137,1578,494,102,19.23,11.78,226.53,NORMAL,Z6
9225,199,2965,282,30,6.54,9.88,64.62,NORMAL,Z2
9226,194,4931,48,30,5.19,6.23,32.33,FAST,Z3
9227,42,4254,888,98,10.67,7.33,78.21,NORMAL,Z14
9228,4,477,1299,76,8.16,9.59,78.25,NORMAL,Z8
9229,8,3000,177,174,28.75,7.98,229.43,NORMAL,Z7
9230,43,3778,1084,85,21.19,10.45,221.44,NORMAL,Z13
9231,27,1963,959,145,28.98,9.11,264.01,FAST,Z8
9232,38,3121,586,164,19.86,12.59,250.04,NORMAL,Z11
9233,131,2432,1216,140,14.0,8.17,114.38,FAST,Z3
9234,125,4005,705,50,8.37,9.13,76.42,FAST,Z6
9235,145,4334,92,128,14.07,6.48,91.17,FAST,Z16
9236,190,2192,606,157,16.82,8.71,146.5,FAST,Z17
9237,58,1293,19,30,6.51,7.01,45.64,NORMAL,Z18
9238,181,478,1267,26,6.05,9.49,57.41,NORMAL,Z15
9239,147,1841,541,112,11.65,10.46,121.86,NORMAL,Z20
9240,74,3910,18,98,16.09,6.17,99.28,NORMAL,Z15
9241,40,434,726,152,22.41,9.55,214.02,NORMAL,Z4
9242,11,244,386,134,32.09,9.03,289.77,NORMAL,Z9
9243,152,3163,1139,163,23.35,9.98,233.03,FAST,Z13
9244,17,4923,350,165,25.39,6.78,172.14,FAST,Z3
9245,127,4047,448,78,9.89,13.9,137.47,FAST,Z16
9246,8,1066,637,84,11.32,6.68,75.62,NORMAL,Z11
9247,58,4101,190,164,37.02,8.19,303.19,NORMAL,Z2
9248,146,4377,1301,150,15.07,7.85,118.3,NORMAL,Z2
9249,37,2336,1015,106,19.07,8.2,156.37,FAST,Z9
9250,176,1225,910,174,32.87,8.21,269.86,NORMAL,Z8
9251,22,2575,231,118,14.21,7.64,108.56,FAST,Z15
9252,98,4118,1252,40,4.04,9.14,36.93,NORMAL,Z11
9253,94,145,864,116,13.24,8.49,112.41,FAST,Z2
9254,109,2192,544,167,18.85,10.79,203.39,FAST,Z8
9255,114,4763,1029,139,23.46,10.88,255.24,FAST,Z11
9256,84,1167,189,109,18.58,9.67,179.67,FAST,Z13
9257,188,2328,344,28,6.27,7.34,46.02,NORMAL,Z19
9258,39,3304,40,16,3.19,7.32,23.35,FAST,Z12
9259,20,222,771,121,13.62,9.15,124.62,FAST,Z7
9260,34,1013,422,57,8.56,13.61,116.5,NORMAL,Z14
9261,95,694,132,160,22.38,6.62,148.16,FAST,Z19
9262,35,4224,677,36,3.92,8.38,32.85,FAST,Z15
9263,124,2141,725,25,6.18,8.32,51.42,FAST,Z19
9264,164,2785,281,75,10.84,6.36,68.94,FAST,Z20
9265,36,4953,1097,96,11.58,10.92,126.45,FAST,Z18
9266,131,4487,983,168,18.56,9.53,176.88,FAST,Z19
9267,128,4314,848,122,19.35,9.71,187.89,NORMAL,Z3
9268,12,2569,1219,114,15.16,9.88,149.78,FAST,Z4
9269,100,317,626,51,8.76,8.82,77.26,NORMAL,Z10
9270,193,467,901,58,7.89,8.33,65.72,NORMAL,Z6
9271,147,4272,1326,55,6.73,9.36,62.99,NORMAL,Z3
9272,180,3372,335,76,16.17,9.52,153.94,FAST,Z20
9273,62,238,1141,148,15.35,9.02,138.46,NORMAL,Z1
9274,187,894,1147,27,6.31,10.65,67.2,FAST,Z3
9275,151,2472,1063,165,17.17,11.76,201.92,NORMAL,Z12
9276,147,3336,1345,29,3.96,8.21,32.51,NORMAL,Z16
9277,139,3102,1429,93,19.2,8.97,172.22,NORMAL,Z4
9278,142,1715,1067,70,17.01,10.69,181.84,FAST,Z13
9279,44,3268,1048,166,29.33,11.3,331.43,NORMAL,Z11
9280,146,4022,530,131,18.71,11.68,218.53,FAST,Z4
9281,5,1228,827,84,11.04,8.21,90.64,NORMAL,Z15
9282,28,33,982,116,14.38,9.53,137.04,NORMAL,Z9
9283,144,631,247,131,15.08,6.78,102.24,NORMAL,Z18
9284,135,1199,45,41,5.42,8.81,47.75,FAST,Z2
9285,108,854,809,135,23.19,6.04,140.07,NORMAL,Z1
9286,59,4578,834,111,11.59,9.35,108.37,FAST,Z20
9287,179,4855,221,34,7.8,9.29,72.46,NORMAL,Z14
9288,31,2343,1422,129,19.72,7.51,148.1,FAST,Z19
9289,124,4452,1389,83,10.29,8.12,83.55,NORMAL,Z9
9290,148,1441,223,35,8.13,7.74,62.93,NORMAL,Z15
9291,61,2766,493,166,22.54,11.66,262.82,FAST,Z8
9292,118,965,722,145,15.44,8.13,125.53,NORMAL,Z19
